N	2gram	Trubetskoy	Marksizm
1	точки зрения	11	69
2	может быть	9	64
3	и в	14	63
4	и не	19	55
5	как бы	4	53
6	не может	22	47
7	с точки	9	46
8	в этом	17	39
9	таким образом	11	38
10	как мы	1	32
11	языка и	1	31
12	лишь в	3	30
13	не только	9	29
14	то же	11	28
15	в нем	5	28
16	но и	10	27
17	связи с	3	25
18	самом деле	7	25
19	в самом	3	24
20	как и	4	24
21	прежде всего	8	24
22	только в	5	23
23	так и	1	23
24	в том	17	22
25	то что	13	22
26	а не	2	22
27	при этом	5	20
28	для него	6	20
29	если мы	1	20
30	на почве	2	19
31	не в	4	19
32	если бы	6	19
33	том что	9	19
34	в его	4	19
35	в ее	1	18
36	и для	6	18
37	но в	2	18
38	вовсе не	1	18
39	все же	4	17
40	это –	1	17
41	в сущности	1	17
42	по отношению	2	16
43	ни было	1	16
44	и как	3	16
45	в то	10	16
46	во всех	5	15
47	в связи	1	15
48	отнюдь не	7	15
49	что он	6	15
50	же время	10	15
51	в русском	1	15
52	– не	2	15
53	отношению к	1	15
54	в данном	7	14
55	хотя бы	5	14
56	в своей	5	13
57	так же	2	13
58	то ни	4	13
59	что в	4	13
60	не является	1	13
61	того чтобы	8	13
62	было бы	5	13
63	мы не	1	13
64	для того	6	12
65	того же	1	12
66	бы то	4	12
67	в результате	2	12
68	выражение в	1	12
69	между тем	5	12
70	он не	5	12
71	в основе	1	12
72	является не	2	12
73	а в	5	12
74	не столько	1	11
75	и того	1	11
76	к нему	2	11
77	мы уже	2	11
78	и что	2	11
79	и от	2	11
80	до сих	5	11
81	и на	5	11
82	и все	1	11
83	еще не	3	11
84	друг друга	3	11
85	так как	4	11
86	на самом	6	11
87	все эти	2	11
88	в ней	2	11
89	сих пор	5	11
90	именно в	3	10
91	во всяком	9	10
92	самого начала	1	10
93	с другой	1	10
94	к этому	1	10
95	никогда не	5	10
96	в своем	6	10
97	его в	4	10
98	в таком	2	10
99	одна из	3	10
100	здесь мы	1	10
101	в большинстве	3	10
102	совершенно не	2	10
103	конечно не	5	10
104	и потому	3	10
105	с самого	1	10
106	быть и	2	9
107	к тому	7	9
108	одного и	1	9
109	только на	2	9
110	точка зрения	1	9
111	в себе	9	9
112	большинстве случаев	2	9
113	и это	1	9
114	что это	3	9
115	ни в	2	9
116	и более	2	9
117	отношении к	2	9
118	это не	1	9
119	в истории	1	9
120	одной из	3	9
121	же самое	1	9
122	и даже	2	8
123	и с	7	8
124	психики и	1	8
125	на этой	2	8
126	настоящее время	2	8
127	в данной	1	8
128	мы знаем	1	8
129	что и	3	8
130	у него	2	8
131	не было	3	8
132	что не	1	8
133	тому что	2	8
134	ясно что	2	8
135	мы можем	2	8
136	не будет	7	8
137	столь же	1	8
138	сводится к	3	8
139	перед нами	1	8
140	в свою	1	8
141	этого слова	1	8
142	в настоящее	2	8
143	с этим	2	8
144	смысле этого	1	8
145	в их	4	8
146	и их	1	8
147	и т.д	4	8
148	или иной	5	8
149	на то	5	8
150	от него	2	7
151	в этих	2	7
152	в котором	2	7
153	и те	2	7
154	свою очередь	1	7
155	он сам	3	7
156	те же	1	7
157	в качестве	3	7
158	бы в	1	7
159	в этой	4	7
160	могут быть	1	7
161	оно может	1	7
162	с ними	1	7
163	по себе	2	7
164	до конца	1	7
165	о том	7	7
166	того что	3	7
167	в начале	2	7
168	место в	2	7
169	в корне	4	6
170	уже не	2	6
171	входит в	1	6
172	в другом	3	6
173	в различных	1	6
174	как оно	1	6
175	она может	3	6
176	с другими	1	6
177	здесь же	1	6
178	не есть	3	6
179	из одного	1	6
180	всяком случае	6	6
181	должны быть	1	6
182	этот вопрос	2	6
