N	2gram	Ircho_Kome	Marksizm
1	точки зрения	8	69
2	может быть	14	64
3	и в	37	63
4	и не	28	55
5	как бы	7	53
6	не может	9	47
7	с точки	6	46
8	и его	10	41
9	в этом	18	39
10	таким образом	16	38
11	как мы	6	32
12	в пределах	3	31
13	не только	13	29
14	то же	14	28
15	в нем	8	28
16	но и	18	27
17	связи с	5	25
18	речи и	1	25
19	самом деле	13	25
20	в самом	17	24
21	как и	10	24
22	прежде всего	7	24
23	только в	3	23
24	так и	4	23
25	в том	24	22
26	то что	5	22
27	а не	5	22
28	при этом	11	20
29	для него	1	20
30	если мы	2	20
31	не в	7	19
32	если бы	18	19
33	том что	22	19
34	в его	12	19
35	в ее	3	18
36	в слове	1	18
37	и для	7	18
38	но в	7	18
39	вовсе не	6	18
40	все же	9	17
41	в сущности	3	17
42	по отношению	6	16
43	ни было	3	16
44	слова и	1	16
45	и как	3	16
46	в то	14	16
47	с помощью	4	15
48	во всех	4	15
49	в связи	4	15
50	отнюдь не	5	15
51	что он	15	15
52	же время	12	15
53	в русском	1	15
54	отношению к	4	15
55	хотя бы	5	14
56	в смысле	2	14
57	в своей	6	13
58	так же	8	13
59	то ни	4	13
60	что в	11	13
61	и здесь	11	13
62	не является	5	13
63	того чтобы	9	13
64	было бы	7	13
65	ничего не	6	13
66	мы не	6	13
67	для того	9	12
68	того же	9	12
69	бы то	3	12
70	в результате	2	12
71	выражение в	3	12
72	между тем	6	12
73	он не	11	12
74	в основе	3	12
75	высшей степени	2	12
76	является не	1	12
77	а в	12	12
78	в высшей	2	12
79	не столько	3	11
80	и того	1	11
81	к нему	8	11
82	мы уже	1	11
83	и что	8	11
84	и от	3	11
85	до сих	12	11
86	и на	6	11
87	и все	6	11
88	как в	4	11
89	еще не	10	11
90	высказывание в	1	11
91	друг друга	7	11
92	так как	16	11
93	все эти	1	11
94	в ней	7	11
95	сих пор	12	11
96	во всяком	3	10
97	самого начала	5	10
98	с другой	5	10
99	сказать что	4	10
100	к этому	11	10
101	никогда не	5	10
102	в своем	9	10
103	его в	9	10
104	в таком	2	10
105	в каждом	3	10
106	в основном	1	10
107	здесь мы	1	10
108	в большинстве	1	10
109	совершенно не	2	10
110	конечно не	4	10
111	в отличие	3	10
112	с его	6	10
113	здесь в	2	10
114	и потому	2	10
115	с самого	5	10
116	отличие от	5	10
117	быть и	1	9
118	к тому	11	9
119	одного и	1	9
120	только на	1	9
121	в нашем	1	9
122	в себе	4	9
123	рядом с	1	9
124	и это	4	9
125	а как	2	9
126	мы видели	1	9
127	ни в	14	9
128	не имеет	6	9
129	и более	1	9
130	отношении к	1	9
131	это не	3	9
132	в истории	2	9
133	одной из	4	9
134	и эта	2	9
135	же самое	3	9
136	кроме того	1	8
137	не как	2	8
138	другой стороны	2	8
139	и даже	6	8
140	и с	5	8
141	настоящее время	1	8
142	мы знаем	2	8
143	что и	12	8
144	у него	10	8
145	не было	6	8
146	что не	5	8
147	тому что	5	8
148	ясно что	12	8
149	мы можем	7	8
150	не будет	2	8
151	за пределы	3	8
152	столь же	5	8
153	в отношении	4	8
154	сводится к	1	8
155	в каком	1	8
156	к другому	2	8
157	перед нами	1	8
158	чем же	2	8
159	в свою	12	8
160	в настоящее	1	8
161	с этим	5	8
162	у нас	1	8
163	в их	5	8
164	и их	1	8
165	и ее	3	8
166	на то	3	8
167	от него	2	7
168	следует что	3	7
169	в этих	2	7
170	в котором	6	7
171	и те	1	7
172	свою очередь	10	7
173	он сам	1	7
174	те же	1	7
175	нашей работы	1	7
176	как раз	9	7
177	в качестве	4	7
178	бы в	5	7
179	в этой	7	7
180	могут быть	3	7
181	с ними	1	7
182	по себе	1	7
183	той же	2	7
184	до конца	4	7
185	о том	21	7
186	того что	1	7
187	конечно в	2	7
188	в начале	5	7
189	далеко не	3	7
190	бы он	3	7
191	место в	1	7
192	в той	2	6
193	от одного	1	6
194	входит в	1	6
195	одной стороны	4	6
196	в другом	2	6
197	в косвенной	1	6
198	для понимания	3	6
199	с одной	5	6
200	с другими	2	6
201	здесь же	1	6
202	между ними	4	6
203	из одного	1	6
204	всяком случае	3	6
205	этот вопрос	2	6
206	должна быть	2	6
207	смысле слова	1	6
208	переживания и	1	6
209	от своего	2	6
210	зависимости от	1	6
211	ничего общего	1	6
212	и между	1	6
213	что же	2	6
214	тем же	3	6
215	тот же	11	6
216	он и	5	6
217	все это	7	6
218	слово в	1	6
219	в какой	4	6
220	вопрос о	2	6
221	как ее	2	6
222	для нашей	1	6
223	мы должны	1	6
224	из этих	2	6
225	же в	3	6
226	не к	1	6
227	еще более	4	5
228	о чем	11	5
229	в одном	3	5
230	в виду	3	5
231	в первом	2	5
232	не менее	9	5
233	был бы	4	5
234	как на	1	5
235	от того	2	5
236	себя в	3	5
237	как же	2	5
238	все время	3	5
239	от этого	1	5
240	в двух	7	5
241	жизни в	1	5
242	и у	4	5
243	но как	1	5
244	и тем	4	5
245	и является	1	5
246	же он	1	5
247	в конце	14	5
248	внутренний мир	2	5
249	следовательно не	1	5
250	то в	1	5
251	для себя	1	5
252	вместе с	16	5
253	да и	3	5
254	различие между	1	5
255	и вот	3	5
256	и лишь	1	5
257	хотя и	6	5
258	точку зрения	1	5
259	формы и	1	5
260	в душе	1	5
261	этом случае	2	5
262	значение в	1	5
263	этом отношении	2	5
264	то мы	2	5
265	или в	1	5
266	но не	9	5
267	тем более	9	5
268	к одному	1	5
269	она не	3	5
270	и к	4	4
271	же и	2	4
272	только что	11	4
273	в них	6	4
274	но все	5	4
275	тем что	12	4
276	он является	1	4
277	он был	6	4
278	этой связи	3	4
279	правда и	1	4
280	перед ним	4	4
281	точке зрения	1	4
282	как от	1	4
283	в зависимости	1	4
284	из них	11	4
285	едва ли	16	4
286	что они	3	4
287	и он	5	4
288	она и	2	4
289	несмотря на	7	4
290	что все	1	4
291	не знает	7	4
292	в которой	6	4
293	одним из	2	4
294	что она	10	4
295	в других	4	4
296	в устах	2	4
297	не дает	5	4
298	и речи	4	4
299	но при	2	4
300	между двумя	2	4
301	к этим	1	4
302	так что	7	4
303	если же	2	4
304	в тех	4	4
305	и тот	6	4
306	из этого	2	4
307	его к	1	4
308	независимо от	4	4
309	и особенно	2	4
310	от нее	5	4
311	не могут	2	4
312	со всеми	2	4
313	себя с	1	4
314	и действительно	1	4
315	можно назвать	1	4
316	к его	4	4
317	эта последняя	1	4
318	нет ничего	4	4
319	первом случае	1	4
320	бы и	1	4
321	целый ряд	5	4
322	и до	2	4
323	что здесь	2	4
324	нет и	4	4
325	мог бы	1	4
326	только с	1	4
327	уже в	3	4
328	не будем	1	4
329	можно сказать	1	4
330	места в	1	4
331	как она	2	4
332	или даже	1	4
333	к своему	4	4
334	войти в	2	4
335	в одной	2	4
336	он ни	1	4
337	как он	5	4
338	относится к	1	4
339	стороны и	4	4
340	одного из	4	4
341	жизни и	1	4
342	в области	3	4
343	нуждается в	2	4
344	не могло	1	3
345	и другую	1	3
346	однако и	1	3
347	даже в	3	3
348	в своих	4	3
349	ко всем	1	3
350	с тем	6	3
351	роль в	3	3
352	знак в	1	3
353	на первый	1	3
354	себя от	2	3
355	в дальнейшем	5	3
356	в действительности	1	3
357	в объяснении	2	3
358	мы увидим	1	3
359	в этот	1	3
360	в руках	3	3
361	говорить о	6	3
362	на пути	2	3
363	непосредственно из	1	3
364	находится в	1	3
365	же слова	1	3
366	с ним	10	3
367	друг с	3	3
368	в системе	1	3
369	не найдем	2	3
370	конкретной исторической	1	3
371	ситуации и	1	3
372	мы видим	2	3
373	все его	2	3
374	здесь нет	4	3
375	к себе	9	3
376	тем не	3	3
377	в тот	1	3
378	там и	3	3
379	обстоит дело	3	3
380	не о	3	3
381	прежде чем	4	3
382	между собой	5	3
383	чтобы понять	1	3
384	ли это	1	3
385	все остальные	2	3
386	более или	2	3
387	как это	5	3
388	одним словом	1	3
389	что эта	2	3
390	не приходится	5	3
391	и та	1	3
392	по своей	2	3
393	он еще	1	3
394	могла бы	1	3
395	выходят за	2	3
396	общего с	2	3
397	в достаточной	3	3
398	и есть	3	3
399	речи о	4	3
400	не так	4	3
401	во втором	2	3
402	мы встречаем	1	3
403	его из	1	3
404	если он	3	3
405	почти не	1	3
406	как к	3	3
407	не идет	1	3
408	и при	1	3
409	в другой	5	3
410	из которых	7	3
411	не на	3	3
412	можно было	3	3
413	между первым	1	3
414	должен был	6	3
415	от их	1	3
416	все то	1	3
417	для каждого	1	3
418	одновременно с	1	3
419	мы остановимся	1	3
420	еще в	1	3
421	но вот	1	3
422	в которых	7	3
423	приводит к	4	3
424	со стороны	16	3
