N	3gram	Bakhtin_Pr	Narrotol
1	в том что	10	18
2	в данном случае	3	17
3	не только в	2	13
4	в отличие от	3	11
5	по отношению к	17	11
6	о том что	5	9
7	не может быть	8	8
8	тем не менее	1	8
9	той или иной	3	8
10	то же время	10	8
11	в то же	10	8
12	в этом отношении	7	8
13	в известном смысле	1	6
14	можно сказать что	3	6
15	для того чтобы	3	5
16	на самом деле	4	5
17	подобно тому как	5	5
18	к тому что	1	4
19	от первого лица	2	4
20	во всяком случае	3	4
21	в самом деле	5	3
22	и не может	3	3
23	а в том	1	3
24	до сих пор	3	3
25	в первом случае	1	3
26	в зависимости от	5	3
27	точно так же	1	3
28	то же самое	1	3
29	того или иного	1	3
30	по природе своей	2	3
31	к себе самому	1	3
32	двух или нескольких	2	3
33	так и не	1	3
34	с точки зрения	21	3
35	дело в том	1	3
36	существенную роль в	1	3
37	и то что	1	3
38	в той или	2	2
39	мере в какой	1	2
40	все то что	3	2
41	и в то	3	2
42	в той мере	1	2
43	они и не	2	2
44	в е годы	1	2
45	не в том	1	2
46	более или менее	1	2
47	всю свою жизнь	1	2
48	одного и того	1	2
49	что у него	1	2
50	сами по себе	4	2
51	в сознании героя	1	2
52	той мере в	1	2
53	не только не	1	2
54	как если бы	1	2
55	и того же	1	2
56	и т.п и	1	2
57	не входит в	3	2
58	оно и не	1	2
59	перед нами не	1	2
60	хотя и не	1	2
61	своего и чужого	1	2
62	в том смысле	1	2
63	но все же	3	2
64	но и не	2	2
65	все же не	1	2
66	все те же	1	2
67	можно было бы	4	2
68	так же как	4	2
69	отношению к ним	1	2
70	он и не	3	2
71	тому что он	1	2
72	в русской литературе	2	2
73	тем или иным	1	2
74	на первый взгляд	1	2
75	как бы в	3	2
76	как она есть	1	1
77	в самом начале	3	1
78	у него есть	1	1
79	в литературе такова	1	1
80	в художественной литературе	1	1
81	и как бы	3	1
82	в письме к	1	1
83	что в произведениях	1	1
84	по себе а	1	1
85	не могло бы	1	1
86	или иной степени	2	1
87	в той же	3	1
88	до известной степени	1	1
89	то что он	1	1
90	в большинстве случаев	3	1
91	точки зрения но	1	1
92	позицию по отношению	2	1
93	в этом смысле	12	1
94	по сравнению с	2	1
95	в литературе классицизма	1	1
96	и к этому	1	1
97	самом деле в	1	1
98	героя но и	1	1
99	и не любил	1	1
100	и со стороны	1	1
101	соприкосновения разных сознаний	1	1
102	мы его не	1	1
103	перед нами был	1	1
104	он не может	2	1
105	или нескольких сознаний	1	1
106	что они не	1	1
107	природе своей не	1	1
108	то что обычно	1	1
109	в том числе	1	1
110	не отличается от	1	1
111	по всей вероятности	1	1
112	на протяжении веков	1	1
113	но для того	1	1
114	друг от друга	2	1
115	но и с	1	1
116	и рождается в	1	1
117	не только с	1	1
118	своем собственном мире	1	1
119	но именно поэтому	1	1
120	отношению к слову	1	1
121	так и в	1	1
122	позицию и в	1	1
123	в ней не	1	1
124	и возникает проблема	1	1
125	но не только	2	1
126	друг с другом	4	1
127	себе самому и	1	1
128	на себя самого	2	1
129	на главы в	1	1
130	что все эти	1	1
131	не утрачивая своей	1	1
132	в точке соприкосновения	1	1
133	ней не только	1	1
134	в то что	2	1
135	за пределы своего	1	1
136	само по себе	4	1
137	один из этих	1	1
138	в полной мере	1	1
139	ничего не знает	1	1
140	и мира и	1	1
141	никогда ранее не	1	1
142	том что на	1	1
143	и в других	1	1
144	из них не	1	1
145	точке соприкосновения разных	1	1
146	жизни а не	1	1
147	не может иметь	1	1
148	то ни было	2	1
149	в искусстве слова	1	1
150	в первой главе	1	1
151	и даже не	1	1
152	преступление и наказание	2	1
153	как раз и	2	1
154	по себе но	1	1
155	какой бы то	1	1
156	звучит как бы	1	1
157	но уже не	1	1
158	только то что	2	1
159	мира в которой	1	1
160	том числе и	1	1
161	с другой стороны	3	1
162	бы то ни	3	1
163	взаимодействия сознаний и	1	1
164	и в художественной	1	1
165	да и не	1	1
166	а не только	2	1
167	в чем же	1	1
168	сих пор еще	1	1
169	в значительной степени	1	1
170	с точкой зрения	2	1
171	и потому не	1	1
172	в области литературы	1	1
173	может быть только	3	1
174	между ними не	1	1
175	только в форме	1	1
176	он сам себя	1	1
177	то что было	3	1
178	то есть в	10	1
179	его произведениях но	1	1
180	диалог в сущности	1	1
181	не вступает в	1	1
182	слова а не	1	1
183	приходится признать что	1	1
184	к нему в	1	1
185	им прежде всего	1	1
186	в противном случае	1	1
187	смысле как мы	1	1
188	как со стороны	1	1
189	по крайней мере	3	1
190	как и для	1	1
191	то есть все	1	1
192	в мире а	1	1
193	точка зрения как	1	1
194	в которой он	1	1
195	этой точки зрения	3	1
196	и в самом	1	1
197	в пределы одного	3	1
198	что же касается	1	1
199	пределы одного сознания	3	1
200	которые могли бы	1	1
201	как и сам	1	1
202	не только к	1	1
203	как один из	1	1
204	а в то	2	1
205	то есть с	2	1
206	в то время	3	1
207	тем более что	2	1
208	может претендовать на	1	1
209	всей жизни в	1	1
210	на этот вопрос	1	1
211	точки зрения на	2	1
212	несмотря на свою	1	1
213	по-своему то есть	1	1
214	данном случае в	1	1
215	вовсе еще не	1	1
216	если бы эти	1	1
217	и не только	1	1
218	первого лица в	1	1
219	мир это мир	1	1
220	я не могу	1	1
221	и смерти каждого	1	1
222	ни одна из	1	1
223	его жизни и	1	1
224	так и со	1	1
225	на протяжении всего	2	1
226	в мертвых душах	1	1
227	как мы видели	3	1
228	и для автора	1	1
229	жизни и смерти	7	1
230	в качестве личности	1	1
231	но тут уж	1	1
232	с таким же	1	1
233	отношению к себе	1	1
234	в основе этого	1	1
235	у него уже	1	1
236	то время как	2	1
237	во всей его	2	1
238	при условии что	1	1
239	в той степени	1	1
240	с самого начала	3	1
241	том что он	4	1
242	в своем собственном	1	1
243	как и у	1	1
244	мы не видим	1	1
245	и что в	1	1
246	же как и	3	1
247	тем самым в	1	1
248	уже в е	1	1
249	у него нет	1	1
250	рождается в точке	1	1
251	в своем кругозоре	1	1
252	он говорит о	1	1
253	она может быть	1	1
254	вследствие этого оно	1	1
255	в другое противоположное	1	1
256	как он сам	2	1
257	то что я	2	1
258	хоть и не	1	1
259	уже не только	1	1
260	что и в	1	1
261	это прежде всего	1	1
262	нет и не	1	1
263	с этой точки	1	1
264	мы не можем	1	1
265	но с другой	2	1
266	что еще не	1	1
267	может быть и	1	1
