N	3gram	Bakhtin_Pr	Vladivir
1	в том что	10	29
2	о том что	5	22
3	тем не менее	1	18
4	что же касается	1	14
5	и то что	1	14
6	в письме к	1	13
7	в то время	3	13
8	дело в том	1	13
9	во всяком случае	3	12
10	более или менее	1	11
11	в конце концов	7	11
12	не может быть	8	10
13	в то же	10	10
14	с точки зрения	21	10
15	то что он	1	9
16	в этом смысле	12	9
17	у него в	1	9
18	как раз и	2	9
19	то же время	10	9
20	точно так же	1	7
21	само по себе	4	6
22	в данном случае	3	6
23	в отличие от	3	6
24	с другой стороны	3	6
25	и в этом	8	6
26	как мы видели	3	6
27	том что он	4	6
28	на первом плане	1	5
29	и в то	3	5
30	и в его	3	5
31	бы то ни	3	5
32	и в том	2	5
33	он не только	2	5
34	то что в	1	5
35	не только в	2	5
36	то время как	2	5
37	что и в	1	5
38	можно сказать что	3	4
39	как мы уже	2	4
40	для того чтобы	3	4
41	в этом отношении	7	4
42	сказать что в	1	4
43	у него не	1	4
44	в том чтобы	1	4
45	по крайней мере	3	4
46	заключается в том	2	4
47	в себе и	1	4
48	можно было бы	4	4
49	ни в каком	1	3
50	а не к	1	3
51	кроме того и	1	3
52	хотя бы и	3	3
53	в самом деле	5	3
54	в том числе	1	3
55	не в том	1	3
56	во что бы	1	3
57	ничего общего с	1	3
58	а в том	1	3
59	не только не	1	3
60	это вовсе не	2	3
61	к тому что	1	3
62	только то что	2	3
63	но это не	3	3
64	раз и навсегда	2	3
65	и до конца	4	3
66	так и не	1	3
67	и в дальнейшем	1	3
68	в конце своей	1	3
69	вот что он	1	3
70	тем более что	2	3
71	хотя и не	1	3
72	что бы то	1	3
73	и в частности	1	3
74	мы бы сказали	1	3
75	и притом в	1	3
76	с самого начала	3	3
77	с начала и	2	3
78	уже не только	1	3
79	то ни стало	1	3
80	нам кажется что	2	3
81	начала и до	2	3
82	так же как	4	2
83	но только в	1	2
84	имеет ничего общего	1	2
85	этом смысле его	1	2
86	далеко за пределы	1	2
87	в этот период	1	2
88	ли бы он	1	2
89	сказать что для	1	2
90	совершенно так же	2	2
91	необходимо заметить что	1	2
92	в этой статье	1	2
93	что у него	1	2
94	так и в	1	2
95	еще не раз	1	2
96	до сих пор	3	2
97	он как мы	1	2
98	то есть о	1	2
99	и в своих	1	2
100	для своего времени	1	2
101	из них не	1	2
102	не было ничего	1	2
103	не имеет ничего	1	2
104	то ни было	2	2
105	ни в какие	1	2
106	и по существу	1	2
107	а не только	2	2
108	даже и не	1	2
109	из этих трех	1	2
110	так как в	1	2
111	в том и	2	2
112	к нему и	2	2
113	в которой он	1	2
114	был не только	1	2
115	а следовательно и	1	2
116	независимо от того	1	2
117	но у него	1	2
118	несмотря на свою	1	2
119	но в то	5	2
120	в этом случае	1	2
121	это конечно не	1	2
122	что в нем	1	2
123	и что в	1	2
124	для него только	1	2
125	как мы сказали	2	2
126	по этому вопросу	1	2
127	и на его	1	2
128	притом не только	1	2
129	это и есть	3	2
130	в этом не	1	2
131	может быть и	1	2
132	для него самого	3	1
133	после которого я	1	1
134	раз навсегда и	1	1
135	что он говорит	1	1
136	в самом начале	3	1
137	но все эти	1	1
138	у него есть	1	1
139	но и не	2	1
140	от того кто	1	1
141	и как бы	3	1
142	все то что	3	1
143	может быть назван	1	1
144	как будто бы	1	1
145	у него действительно	1	1
146	бы он ни	2	1
147	ни на минуту	1	1
148	точка зрения с	1	1
149	о нем в	1	1
150	что же это	1	1
151	в себе в	1	1
152	и даже не	1	1
153	со всякого рода	1	1
154	но вовсе не	1	1
155	в той же	3	1
156	мы видим что	2	1
157	до известной степени	1	1
158	и наконец в	1	1
159	почти никогда не	2	1
160	же это за	1	1
161	точки зрения но	1	1
162	того что сам	1	1
163	всего свобода и	1	1
164	в нем мы	1	1
165	впервые появилась в	1	1
166	идеи то есть	1	1
167	но с таким	1	1
168	как и его	1	1
169	между ними нет	1	1
170	но находится в	1	1
171	мы его не	1	1
172	в сущности ничего	1	1
173	в жизни и	1	1
174	он не может	2	1
175	а может быть	2	1
176	что все это	1	1
177	прежде всего свобода	1	1
178	они не могут	1	1
179	то есть не	3	1
180	потому что она	3	1
181	только с точки	1	1
182	тот же самый	1	1
183	из самого понятия	1	1
184	и так сказать	1	1
185	что весь этот	1	1
186	всю свою жизнь	1	1
187	я говорю о	1	1
188	находятся во взаимном	1	1
189	не только с	1	1
190	конечно не в	1	1
191	именно в этой	1	1
192	в одной плоскости	7	1
193	и не столь	1	1
194	не потому что	3	1
195	же мы должны	1	1
196	что он сам	2	1
197	главное же в	1	1
198	того что в	1	1
199	то они тоже	1	1
200	уже с самого	1	1
201	сколько потому что	1	1
202	потому что он	2	1
203	своей жизни и	2	1
204	но именно в	1	1
205	той или иной	3	1
206	в то что	2	1
207	резко отличается от	1	1
208	в его сознании	2	1
209	как будто и	2	1
210	а потому и	2	1
211	всю его жизнь	1	1
212	и никогда не	1	1
213	по себе не	1	1
214	он в сущности	1	1
215	в ней не	1	1
216	в своей критике	1	1
217	не может иметь	1	1
218	ни в одном	1	1
219	здесь мы должны	2	1
220	нужно сказать что	2	1
221	что все в	1	1
222	не для самого	1	1
223	я это и	1	1
224	и не хочет	1	1
225	то что для	1	1
226	может быть никаких	1	1
227	то же самое	1	1
228	кажется что для	1	1
229	сама по себе	3	1
230	другом месте и	1	1
231	не довлеет себе	1	1
232	в высшей степени	2	1
233	приходится признать что	1	1
234	но все же	3	1
235	как мы сейчас	1	1
236	лицом к лицу	1	1
237	в какой бы	1	1
238	на минуту не	1	1
239	в известном смысле	1	1
240	целом то есть	1	1
241	перед нами не	1	1
242	да и не	1	1
243	его личности и	1	1
244	он видел и	1	1
245	он все же	1	1
246	от нее в	1	1
247	и потому не	1	1
248	думать что в	1	1
249	того что он	1	1
250	с ним не	1	1
251	тому что в	1	1
252	понять и то	1	1
253	тут мы и	1	1
254	и ни с	1	1
255	но он не	2	1
256	может быть в	1	1
257	и для него	2	1
258	бы это было	1	1
259	человека и его	2	1
260	на земле и	1	1
261	только в своем	1	1
262	равно как и	1	1
263	является как раз	1	1
264	по существу своему	1	1
265	и во всяком	1	1
266	в своей новой	1	1
267	и только в	1	1
268	в дальнейшем в	1	1
269	смысле как мы	1	1
270	и от других	1	1
271	как и для	1	1
272	в том смысле	1	1
273	с этой точки	1	1
274	есть а как	1	1
275	почти такой же	1	1
276	выйти за пределы	1	1
277	в каком смысле	1	1
278	том что это	1	1
279	не дал ему	1	1
280	в своей работе	1	1
281	как и сам	1	1
282	какой бы то	1	1
283	зрения с которой	1	1
284	все это очень	1	1
285	сознании и в	1	1
286	точки зрения это	1	1
287	это не только	1	1
288	что для меня	1	1
289	и той же	1	1
290	как впрочем и	1	1
291	говорить о том	1	1
292	что человек не	1	1
293	об этом мы	1	1
294	во всех своих	1	1
295	на этот вопрос	1	1
296	то и другое	1	1
297	все же не	1	1
298	которую он и	1	1
299	однако в этой	1	1
300	не было бы	1	1
301	в противном случае	1	1
302	вовсе еще не	1	1
303	для себя никакого	1	1
304	если бы эти	1	1
305	того что и	1	1
306	бы в себе	1	1
307	а есть только	2	1
308	смысле этого слова	2	1
309	же время и	1	1
310	скажем только что	1	1
311	далеко не все	1	1
312	не была бы	1	1
313	с ним но	1	1
314	идея как предмет	2	1
315	о жизни и	1	1
316	одной и той	1	1
317	он знает что	1	1
318	ведь только это	1	1
319	и в своей	1	1
320	по себе как	1	1
321	не соглашаться с	1	1
322	у него уже	1	1
323	он в конце	1	1
324	но тем не	1	1
325	а вместе с	1	1
326	к той же	1	1
327	не теряя своей	1	1
328	в своей статье	1	1
329	в результате такого	2	1
330	же как и	3	1
331	в обычном смысле	2	1
332	у него нет	1	1
333	с ним и	3	1
334	жизни а не	1	1
335	не в одном	1	1
336	выходит за пределы	2	1
337	не менее и	1	1
338	и на первом	1	1
339	в новое время	1	1
340	а вовсе не	1	1
341	которая как раз	1	1
342	мне кажется что	1	1
343	и в нем	1	1
344	я никогда не	1	1
345	то что я	2	1
346	он говорит о	1	1
347	нет ни одного	2	1
348	и не может	3	1
349	одной плоскости с	4	1
350	этой точки зрения	3	1
351	и не только	1	1
352	и как автор	1	1
353	к учению о	1	1
354	оно может быть	2	1
355	находим у достоевского	1	1
356	нет и не	1	1
357	мы не можем	1	1
358	потому что они	2	1
359	еще не успел	1	1
