N	3gram	Propp_Isto	Dialekti
1	и т д	30	75
2	с точки зрения	1	46
3	в том что	8	25
4	не может быть	4	18
5	не что иное	6	18
6	что иное как	6	18
7	тем не менее	6	16
8	в таком случае	1	14
9	с другой стороны	10	12
10	о том что	3	12
11	есть не что	2	11
12	на то что	4	11
13	т е в	2	10
14	имеется в виду	1	9
15	иметь в виду	1	9
16	содержит в себе	2	9
17	и не только	1	9
18	вовсе не есть	1	9
19	подобно тому как	3	9
20	т е что	1	9
21	это и есть	2	9
22	не только не	2	8
23	только то что	1	8
24	а не просто	1	8
25	в то время	2	8
26	то время как	2	8
27	можно сказать что	2	7
28	так или иначе	1	7
29	сами по себе	1	7
30	т е не	1	7
31	точно так же	8	7
32	в связи с	5	7
33	в зависимости от	1	6
34	и прежде всего	1	6
35	во всяком случае	2	6
36	с одной стороны	2	6
37	может быть и	1	6
38	на самом деле	1	5
39	и даже не	1	5
40	по сравнению с	2	5
41	ничего общего с	1	5
42	к тому что	1	5
43	в том смысле	1	5
44	до сих пор	7	5
45	одной и той	2	5
46	что в нем	1	5
47	и той же	2	5
48	мы уже знаем	3	4
49	с этой точки	1	4
50	так же как	7	4
51	ничего не говорят	2	4
52	этой точки зрения	1	4
53	т д все	1	4
54	в данном случае	6	4
55	к тому же	4	4
56	то же самое	1	4
57	с тех пор	1	4
58	из того что	1	4
59	равно как и	1	4
60	и может быть	1	4
61	не есть нечто	1	4
62	не есть ли	1	4
63	может быть в	1	4
64	связи с этим	1	4
65	можно было бы	2	4
66	т д но	1	4
67	самом же деле	1	3
68	несмотря на то	1	3
69	т д в	1	3
70	нельзя сказать что	1	3
71	в мифе о	1	3
72	это вовсе не	1	3
73	но все же	5	3
74	на самом же	1	3
75	и не может	1	3
76	в чем же	1	3
77	как и в	2	3
78	хотя и не	1	3
79	с этой стороны	2	3
80	не только в	3	3
81	с самого начала	1	3
82	же как и	3	3
83	т е как	1	3
84	что он не	1	2
85	ничего не знает	1	2
86	том что в	2	2
87	не говорят о	2	2
88	т е он	1	2
89	дело не в	1	2
90	в жизни и	1	2
91	то что есть	1	2
92	что в данном	2	2
93	друг от друга	1	2
94	как это мы	1	2
95	друг с другом	2	2
96	в обоих случаях	1	2
97	она не может	1	2
98	что имеется в	1	2
99	и вместе с	1	2
100	но они не	1	2
101	руки и ноги	1	2
102	уже знаем что	1	2
103	в них нет	1	2
104	но мы уже	1	2
105	и пр это	1	2
106	в себе черты	1	2
107	мы видим что	6	2
108	в свою очередь	1	2
109	это может быть	1	2
110	по себе ничего	1	2
111	так как мы	1	2
112	себе ничего не	1	2
113	нет ничего специфически	1	2
114	мы должны считать	1	2
115	не в состоянии	1	2
116	потому что мы	1	2
117	мы не можем	1	2
118	же можно сказать	1	2
119	если вы не	1	2
120	и то что	4	2
121	и в том	1	2
122	а так как	1	2
123	солнца и луны	1	2
124	мы имеем дело	1	2
125	что и в	3	2
126	отношение как к	1	1
127	как бы я	1	1
128	в этот момент	1	1
129	и только тогда	2	1
130	мы найдем что	1	1
131	т д однако	1	1
132	сказать что отношения	1	1
133	и на нем	1	1
134	в некоторых случаях	6	1
135	то что под	1	1
136	это дает нам	1	1
137	это далеко не	1	1
138	что же это	1	1
139	он никак не	1	1
140	чтобы убедиться что	1	1
141	и наконец даже	1	1
142	до смерти говорит	1	1
143	видеть в нем	1	1
144	имеют право на	1	1
145	то что он	1	1
146	на задний план	1	1
147	есть частный случай	1	1
148	что в одном	1	1
149	уже не в	1	1
150	не в этом	1	1
151	во многих местах	1	1
152	и в другом	1	1
153	не говорит и	1	1
154	ушей и т	1	1
155	у меня и	1	1
156	этим мы еще	1	1
157	в отдельности мы	1	1
158	что на нем	1	1
159	сам не знаю	1	1
160	а в другом	2	1
161	говорит что это	1	1
162	на этом придется	1	1
163	из этих двух	1	1
164	из этих трех	1	1
165	ничего не знаю	1	1
166	и пр но	1	1
167	будет предполагать что	1	1
168	мы должны поставить	1	1
169	в один образ	1	1
170	еще будем говорить	1	1
171	на всю жизнь	1	1
172	мы имеем далее	1	1
173	так и к	1	1
174	но это только	1	1
175	совершенно ясно что	1	1
176	д с другой	1	1
177	т е мы	2	1
178	то что она	1	1
179	вы не верите	1	1
180	он не имеет	1	1
181	то что было	2	1
182	другими словами здесь	1	1
183	на самый факт	1	1
184	это или нет	1	1
185	заметить что в	1	1
186	к своему собственному	1	1
187	если бы это	1	1
188	в такой же	1	1
189	бросается в глаза	1	1
190	не только то	1	1
191	что есть только	1	1
192	взяла на себя	1	1
193	именно так как	1	1
194	то же можно	1	1
195	роль в жизни	1	1
196	независимо от того	2	1
197	надо сказать что	1	1
198	но если бы	1	1
199	что в них	2	1
