N	4gram	Propp_Isto	Analitik
1	состоит в том что	2	7
2	не что иное как	6	6
3	мы имеем дело с	1	5
4	есть не что иное	2	5
5	и не может быть	1	4
6	одной и той же	2	3
7	с этой точки зрения	1	2
8	в тех случаях когда	2	2
9	случае мы имеем дело	1	2
10	заключается в том что	1	2
11	но в таком случае	1	2
12	в этом случае в	1	1
13	не ставит себе целью	1	1
14	на самом же деле	1	1
15	характерно и то что	1	1
16	то же самое что	1	1
17	как это происходит в	1	1
18	уже говорилось о том	1	1
19	не исключают друг друга	1	1
20	несмотря на то что	1	1
21	дело не только в	1	1
22	с другой стороны и	3	1
23	говорилось о том что	1	1
24	по себе ничего не	1	1
25	и здесь мы имеем	1	1
26	в данном случае с	1	1
27	во всех этих случаях	1	1
28	мы видим что в	1	1
