N	2gram	Voloshinov	Vladivir
1	и в	13	116
2	то что	6	71
3	и не	8	67
4	не только	6	65
5	в этом	2	53
6	в том	2	52
7	том что	2	51
8	что в	3	48
9	но и	3	47
10	в конце	1	41
11	в его	7	40
12	сказать что	1	36
13	также и	1	36
14	учение о	2	35
15	потому что	1	33
16	что он	1	32
17	еще и	4	32
18	не может	8	31
19	только в	6	30
20	никогда не	3	29
21	для него	2	29
22	вовсе не	2	27
23	а в	2	27
24	не было	1	26
25	в себе	3	25
26	но в	4	25
27	в то	1	25
28	и то	3	25
29	и его	12	25
30	а также	2	24
31	даже и	1	24
32	точки зрения	7	23
33	может быть	8	23
34	что же	3	23
35	так как	3	22
36	в виде	1	22
37	об этом	1	22
38	в своей	4	21
39	вместе с	1	21
40	и что	1	20
41	в своем	1	20
42	прежде всего	9	20
43	не менее	2	19
44	в дальнейшем	1	19
45	по поводу	1	19
46	тем не	1	19
47	таким образом	6	19
48	в течение	2	19
49	так и	3	19
50	как и	3	18
51	не мог	2	18
52	не в	3	18
53	как это	1	18
54	с его	1	18
55	то это	1	17
56	в этой	1	17
57	едва ли	1	17
58	и если	1	17
59	а не	2	17
60	все же	5	16
61	к тому	2	16
62	совсем не	1	16
63	для себя	2	16
64	и все	3	16
65	было бы	4	16
66	и к	2	15
67	то же	4	15
68	в своих	2	15
69	к этому	1	15
70	несмотря на	2	15
71	в связи	2	15
72	до конца	1	15
73	но это	1	15
74	того же	1	14
75	все эти	2	14
76	тут же	1	14
77	мы уже	2	14
78	уже в	2	14
79	и как	1	14
80	во всем	2	13
81	так же	2	13
82	да и	3	13
83	по себе	1	12
84	только на	1	12
85	и это	1	12
86	и у	1	12
87	в нем	2	12
88	если не	1	12
89	связи с	1	12
90	при этом	2	11
91	но что	1	11
92	более или	1	11
93	в данном	2	11
94	хотя бы	5	11
95	в которой	3	11
96	на то	1	11
97	и здесь	1	11
98	в отношении	2	11
99	еще в	2	11
100	все это	4	11
101	то он	1	11
102	или менее	1	11
103	мы должны	6	11
104	и о	1	11
105	в самом	2	10
106	такого рода	1	10
107	с точки	5	10
108	можно было	1	10
109	отнюдь не	1	10
110	к нему	1	10
111	еще не	1	10
112	собственно говоря	2	10
113	которую он	1	10
114	в истории	1	10
115	он и	1	10
116	в ней	2	10
117	но не	1	10
118	с этим	3	9
119	смысле слова	2	9
120	с другой	2	9
121	в начале	1	9
122	что мы	1	9
123	же время	1	9
124	что касается	1	9
125	в целом	2	9
126	с этой	2	8
127	не столько	3	8
128	тем что	2	8
129	которой он	1	8
130	в этот	2	8
131	конечно не	1	8
132	и он	1	8
133	в чем	2	8
134	никакого отношения	1	8
135	и особенно	1	8
136	как в	2	8
137	должно быть	1	8
138	как бы	6	8
139	и для	3	8
140	тот же	2	8
141	течение всей	1	8
142	только и	4	8
143	отношение к	1	8
144	в одном	3	7
145	в них	2	7
146	нам представляется	1	7
147	но даже	1	7
148	на первом	1	7
149	за пределы	3	7
150	и есть	1	7
151	здесь мы	3	7
152	если бы	2	7
153	не имеет	2	7
154	ничего общего	3	7
155	и вот	1	7
156	того чтобы	1	7
157	но если	1	7
158	другими словами	1	7
159	или как	1	7
160	можно говорить	1	6
161	тому что	1	6
162	мысли и	1	6
163	те же	2	6
164	в виду	1	6
165	другой стороны	2	6
166	уже на	1	6
167	его на	2	6
168	но у	1	6
169	для того	1	6
170	в отличие	1	6
171	указать на	1	6
172	его в	1	6
173	письма к	1	6
174	что она	1	6
175	на себя	1	6
176	и речи	1	6
177	по своей	1	6
178	почему же	1	6
179	и вполне	1	6
180	данном случае	2	6
181	мы не	4	6
182	которых он	1	6
183	в общем	2	6
184	тем более	1	6
185	отличие от	1	6
186	само собой	1	6
187	были для	1	6
188	такой же	1	6
189	само по	1	6
190	и наконец	5	6
191	есть не	2	6
192	собой разумеется	1	5
193	весь этот	1	5
194	и до	1	5
195	на эту	1	5
196	но мы	4	5
197	вопрос о	1	5
198	не вполне	1	5
199	него не	1	5
200	понятие о	1	5
201	вся эта	1	5
202	что они	2	5
203	эти три	1	5
204	и тем	2	5
205	и глубоко	1	5
206	один из	1	5
207	сводится к	1	5
208	все то	1	5
209	нет ничего	2	5
210	мы имеем	1	5
211	он называет	1	5
212	ее в	2	5
213	в их	3	5
214	на все	1	5
215	только к	1	5
216	с самого	2	5
217	далеко не	1	5
218	только то	1	5
219	и часто	1	5
220	в области	2	5
221	только что	1	4
222	которые не	1	4
223	он всегда	1	4
224	нужно сказать	1	4
225	представление о	1	4
226	их в	1	4
227	о которых	1	4
228	не что	2	4
229	с большим	1	4
230	она есть	1	4
231	что иное	2	4
232	в сб	1	4
233	с одной	2	4
234	время в	1	4
235	есть его	1	4
236	мы можем	4	4
237	нет и	1	4
238	но для	3	4
239	и вместе	1	4
240	вообще в	1	4
241	на этом	1	4
242	кажется что	2	4
243	в тех	2	4
244	когда мы	1	4
245	нам кажется	1	4
246	в статье	1	4
247	вплоть до	1	4
248	в особенности	1	4
249	не на	2	4
250	заключается в	1	4
251	себя и	1	4
