N	3gram	Tiupa_Vved	Hudozhes
1	по отношению к	11	10
2	не сводится к	6	9
3	в том что	10	8
4	присутствия в мире	2	7
5	в то же	5	7
6	в отличие от	11	7
7	то же время	4	7
8	с другой стороны	2	6
9	более или менее	2	6
10	той или иной	4	5
11	в конечном счете	2	5
12	для того чтобы	1	5
13	состоит в том	2	5
14	того или иного	1	4
15	не может быть	6	4
16	так и не	4	4
17	по сути своей	1	3
18	но не слияние	1	3
19	в этом смысле	1	3
20	и в самом	1	3
21	в том числе	1	3
22	тем не менее	3	3
23	всех без исключения	1	3
24	можно сказать что	1	3
25	сближение но не	1	3
26	и то же	1	3
27	следует смешивать с	1	3
28	одного и того	1	3
29	одно и то	1	3
30	подобно тому как	3	3
31	несет в себе	4	3
32	и того же	1	3
33	по сути дела	4	3
34	в связи с	1	3
35	кадров внутреннего зрения	1	3
36	не следует смешивать	1	3
37	с одной стороны	9	3
38	в тарасе бульбе	1	2
39	войне и мире	2	2
40	в той или	1	2
41	в свою очередь	5	2
42	в данном контексте	1	2
43	в искусстве слова	1	2
44	в структуре текста	1	2
45	и прежде всего	1	2
46	креативного и рецептивного	1	2
47	до известной степени	1	2
48	мастера и маргариты	2	2
49	причастной вненаходимости бахтин	2	2
50	это своего рода	3	2
51	значении этого термина	1	2
52	по большей части	4	2
53	в самом деле	2	2
54	в таком случае	1	2
55	в войне и	2	2
56	как бы не	1	2
57	внутренней и внешней	1	2
58	в противном случае	2	2
59	со стороны адресата	1	2
60	начало и конец	2	2
61	преодолеваемая даль и	1	2
62	по своей природе	2	2
63	том числе и	1	2
64	в этом мире	1	2
65	с легкой руки	2	2
66	и в то	1	2
67	во всей его	1	2
68	а с другой	3	2
69	не могло быть	1	2
70	не сводятся к	1	2
71	мира представляет собой	1	2
72	в рамках которого	1	2
73	на наших глазах	1	2
74	как уже говорилось	1	2
75	и сближение но	1	2
76	и не могло	1	2
77	к тому что	1	2
78	состоит в совмещении	1	2
79	даль и сближение	1	2
80	в известном смысле	1	2
81	в равной степени	1	2
82	в значительной степени	2	2
83	в основе своей	2	2
84	мы имеем дело	5	2
85	деталей в пределах	1	1
86	окружающей его жизни	1	1
87	жизни то есть	1	1
88	всему свету остается	1	1
89	картина мира которая	1	1
90	облекается в молчание	1	1
91	войны и мира	5	1
92	свету остается неизвестен	1	1
93	искусством непрямого говорения	1	1
94	по этой причине	2	1
95	последовательно вводятся автором	1	1
96	в общеязыковом отношении	1	1
97	кадрового единства фразы	1	1
98	в евгении онегине	1	1
99	мере в какой	2	1
100	в осмысленном и	1	1
101	малый отрезок времени	1	1
102	при этом становится	1	1
103	а не все	2	1
104	опыт присутствия в	1	1
105	доверия к чужому	1	1
106	к своему герою	1	1
107	индивида и его	1	1
108	в одном и	1	1
109	и рецептивного сознаний	1	1
110	принадлежат к числу	1	1
111	раз в том	1	1
112	отнюдь не в	3	1
113	все то что	1	1
114	то есть в	1	1
115	и строго отграниченная	1	1
116	только им двоим	1	1
117	внеличную сторону индивида	1	1
118	слияние пространственных и	1	1
119	при сохранении его	1	1
120	сказания притчи анекдота	1	1
121	каждый малый отрезок	1	1
122	готовом стабильно дифференцированном	1	1
123	может или пожелает	1	1
124	вследствие того что	1	1
125	встреч и разлук	1	1
126	если говорить о	1	1
127	и который в	1	1
128	автором в кадры	1	1
129	притчи анекдота и	1	1
130	в той мере	2	1
131	с собачкой и	1	1
132	менее насыщенный деталями	1	1
133	имеются и в	1	1
134	судьба выражает внеличную	1	1
135	в соответствии с	8	1
136	сторону индивида и	1	1
137	анекдота и жизнеописания	1	1
138	от друга местом	1	1
139	картина мира это	1	1
140	а всего лишь	1	1
141	она состоит в	1	1
142	писал бахтин может	1	1
143	к чужому слову	1	1
144	переносом в пространстве	1	1
145	осмысленном и конкретном	1	1
146	времени в поле	1	1
147	заключает в себе	4	1
148	что может или	1	1
149	всегда всему свету	1	1
150	дамы с собачкой	8	1
151	посещения страны мертвых	1	1
152	обратим внимание на	2	1
153	по крайней мере	1	1
154	движется один отдельный	1	1
155	писал в.ф асмус	1	1
156	единства фразы устанавливает	1	1
157	и временных примет	1	1
158	было и не	1	1
159	входит лишь поименованное	1	1
160	тривиальная в общеязыковом	1	1
161	кадра входит лишь	1	1
162	от своей судьбы	1	1
163	в рамках одного	1	1
164	в самом начале	1	1
165	тогда как внутренняя	1	1
166	за ним всегда	1	1
167	поле зрения читателя	1	1
168	всей его полноте	1	1
169	к новой жизни	1	1
170	объекта и адресата	1	1
171	в готовом стабильно	1	1
172	о том что	6	1
173	то или иное	1	1
174	литература является искусством	1	1
175	друга местом временем	1	1
176	я уже не	1	1
177	оно живет в	1	1
178	читателю ракурс видения	1	1
179	не в качестве	1	1
180	не обязательно человек	1	1
181	жизни не в	1	1
182	в кадры читательского	1	1
183	случае мы имеем	1	1
184	участников коммуникативного события	1	1
185	неизбежно принадлежит к	1	1
186	все что может	1	1
187	текста так и	1	1
188	дифференцированном и оцененном	1	1
189	одной стороны и	3	1
190	именно такого рода	1	1
191	устанавливает задаваемый читателю	1	1
192	кадр внутреннего зрения	1	1
193	как и в	2	1
194	и составом участников	1	1
195	временем действия и	1	1
196	в е годы	1	1
197	в пределах кадрового	1	1
198	и оцененном мире	1	1
199	адресата а не	1	1
200	для себя и	1	1
201	и мире толстого	1	1
202	как это нередко	1	1
203	к одному из	1	1
204	не все что	2	1
205	он мог бы	1	1
206	в кадры повествования	1	1
207	но в контексте	1	1
208	в тексте смысла	1	1
209	ощущаться завершенная и	1	1
210	самая тривиальная в	1	1
211	может быть развернута	1	1
212	зрения читателя находится	1	1
213	остается неизвестен и	1	1
214	и тем более	1	1
215	выражает внеличную сторону	1	1
216	литературная классика xix	1	1
217	строго отграниченная система	1	1
218	который известен только	1	1
219	на котором он	1	1
220	стремится к однозначности	1	1
221	быть определена как	1	1
222	судьбы они едины	1	1
223	своего рода механизмом	1	1
224	в этих случаях	2	1
225	друг от друга	2	1
226	существенное значение в	1	1
227	как более или	1	1
228	в настоящее время	1	1
229	ним всегда преодолеваемая	1	1
230	живет в готовом	1	1
231	при этом не	2	1
232	отрезок времени в	1	1
233	собственно говоря и	1	1
234	высказывания как целого	1	1
235	ильфа и петрова	1	1
236	мире и жизни	1	1
237	не несет в	3	1
238	бахтин может ощущаться	1	1
239	или менее насыщенный	1	1
240	субъекта объекта и	1	1
241	во времени и	1	1
242	в своем составе	1	1
243	во втором случае	1	1
244	находится или движется	1	1
245	местом временем действия	1	1
246	повествования а читателем	1	1
247	состоит в осознании	1	1
248	его поступки только	1	1
249	повествователя рассказчика хроникера	1	1
250	отделен от своей	1	1
251	восприятия в каждый	1	1
252	при этом значимость	1	1
253	однако в отличие	1	1
254	они едины судьба	1	1
255	данного коммуникативного события	1	1
256	однако все они	1	1
257	раскрывают содержание судьбы	1	1
258	а также в	1	1
259	в нем звучит	1	1
260	слове писал бахтин	1	1
261	не что иное	1	1
262	ракурс видения в	1	1
263	следует подчеркнуть что	5	1
264	пожелает представить себе	1	1
265	даже самая тривиальная	1	1
266	временных примет в	1	1
267	иметь в виду	1	1
268	в своей индивидуальности	1	1
269	в тексте а	1	1
270	прежде всего к	1	1
271	только раскрывают содержание	1	1
272	практике художественного письма	1	1
273	формах косвенной речи	1	1
274	но в то	1	1
275	поступки только раскрывают	1	1
276	текста в целом	1	1
277	содержит в себе	1	1
278	как раз в	1	1
279	состав такого кадра	1	1
280	место слияние пространственных	1	1
281	в зависимости от	1	1
282	во втором эпизоде	1	1
283	на второй план	1	1
284	а тот кто	1	1
285	не менее не	1	1
286	своей судьбы они	1	1
287	деталями кадр внутреннего	1	1
288	полноту и неизбыточность	1	1
289	в его сознании	1	1
290	быть развернута в	1	1
291	действия и составом	1	1
292	так же как	1	1
293	однако и в	1	1
294	может ощущаться завершенная	1	1
295	и тем самым	2	1
296	может быть определена	1	1
297	лишь поименованное в	1	1
298	примет в осмысленном	1	1
299	в том или	1	1
300	речь идет о	3	1
301	насыщенный деталями кадр	1	1
302	имеет место слияние	1	1
303	не было и	2	1
304	в этом случае	1	1
305	в поле зрения	1	1
306	кадры повествования а	1	1
307	при условии что	1	1
308	и его поступки	1	1
309	такого кадра входит	1	1
310	а в том	3	1
311	той мере в	2	1
312	звучит один голос	1	1
313	пространственных и временных	1	1
314	в ходе чтения	1	1
315	можно сказать не	1	1
316	к тому же	6	1
317	принадлежащих к различным	1	1
318	в слове писал	1	1
319	читательского восприятия в	1	1
320	с самим собой	1	1
321	входит в состав	1	1
322	нередко встречаются в	1	1
323	и который известен	1	1
324	является искусством непрямого	1	1
325	который всегда всему	1	1
326	тот кто говорит	1	1
327	помимо его воли	1	1
328	речи хотя и	1	1
329	в каждый малый	1	1
330	уже говорилось выше	1	1
331	и в пределах	1	1
332	но не в	1	1
333	и в жизни	2	1
334	имеет в своем	1	1
335	нем звучит один	1	1
336	поименованное в тексте	2	1
337	папой и мамой	1	1
338	в частности в	2	1
339	дело обстоит иначе	1	1
340	фразы устанавливает задаваемый	1	1
341	всегда преодолеваемая даль	1	1
342	или движется один	1	1
343	на первый взгляд	3	1
344	один отдельный кадр	1	1
345	завершенная и строго	1	1
346	едины судьба выражает	1	1
347	то же самое	2	1
348	не входит в	2	1
349	стабильно дифференцированном и	1	1
350	а не с	1	1
351	но и внутренне	2	1
352	с папой и	1	1
353	знания убеждения мнения	2	1
354	том или ином	1	1
355	при всей своей	3	1
356	что иное как	1	1
357	в рассказе чехова	2	1
358	тогда как в	2	1
359	как субъекта самоопределения	1	1
360	в художественном тексте	1	1
361	задаваемый читателю ракурс	1	1
362	например так и	1	1
363	вести речь о	1	1
364	же время они	1	1
365	как бы в	2	1
366	едва ли не	2	1
367	пределах кадрового единства	1	1
368	на этом пути	1	1
369	не отделен от	1	1
370	классика xix столетия	1	1
371	и конкретном целом	1	1
372	кадры читательского восприятия	1	1
373	что все люди	1	1
374	вероятностная картина мира	2	1
375	отграниченная система смыслов	1	1
376	из того что	1	1
377	известен только им	1	1
378	а не только	1	1
379	неизвестен и который	1	1
380	не тот кто	1	1
381	имея в виду	1	1
382	это и есть	1	1
383	все без исключения	1	1
384	читателя находится или	1	1
385	прежде всего в	1	1
386	или пожелает представить	1	1
387	со своей стороны	1	1
388	мысли м.м бахтина	1	1
389	имеем дело с	4	1
390	в этих сознаниях	1	1
391	в своем восприятии	1	1
392	в полной мере	1	1
393	организатор коммуникативного события	1	1
394	тексте а не	1	1
395	лично для себя	1	1
396	при этом у	1	1
397	в области литературы	1	1
398	вводятся автором в	1	1
