N	3gram	Bakhtin_Pr	DiskursI
1	в том что	10	28
2	в отличие от	3	26
3	по отношению к	17	17
4	не может быть	8	12
5	в данном случае	3	12
6	по природе своей	2	10
7	то же время	10	10
8	той или иной	3	10
9	о том что	5	9
10	в то же	10	8
11	в этом отношении	7	8
12	так и в	1	6
13	по крайней мере	3	6
14	с точки зрения	21	6
15	и как бы	3	5
16	то же самое	1	5
17	с другой стороны	3	5
18	в значительной степени	1	5
19	в русской литературе	2	5
20	что же касается	1	5
21	дело в том	1	5
22	не только в	2	5
23	подобно тому как	5	5
24	до известной степени	1	4
25	тем не менее	1	4
26	можно сказать что	3	4
27	существенную роль в	1	4
28	не в том	1	4
29	одного и того	1	4
30	в полной мере	1	4
31	и того же	1	4
32	и не может	3	4
33	в этом случае	1	4
34	как будто бы	1	3
35	в том числе	1	3
36	как и всякое	1	3
37	более или менее	1	3
38	того или иного	1	3
39	том числе и	1	3
40	можно говорить о	1	3
41	может претендовать на	1	3
42	на первый взгляд	1	3
43	не может претендовать	1	3
44	то есть в	10	3
45	и в частности	1	3
46	во всяком случае	3	3
47	это прежде всего	1	3
48	мере в какой	1	2
49	бы то ни	3	2
50	все то что	3	2
51	не приводит к	1	2
52	точка зрения на	2	2
53	в той мере	1	2
54	в большинстве случаев	3	2
55	как и его	1	2
56	он не может	2	2
57	в е годы	1	2
58	в художественной литературе	1	2
59	не совпадает с	2	2
60	если бы я	1	2
61	сами по себе	4	2
62	и в то	3	2
63	для своего времени	1	2
64	по себе не	1	2
65	а в том	1	2
66	той мере в	1	2
67	то ни было	2	2
68	лицом к лицу	1	2
69	точки зрения на	2	2
70	в новое время	1	2
71	а не только	2	2
72	и в том	2	2
73	в том и	2	2
74	в одном из	3	2
75	принципиально не может	1	2
76	могла бы быть	1	2
77	своего и чужого	1	2
78	не столько в	1	2
79	в том чтобы	1	2
80	а не как	4	2
81	так и не	1	2
82	только то что	2	2
83	все же не	1	2
84	и той же	1	2
85	каждый из них	1	2
86	ни одна из	1	2
87	же время и	1	2
88	как мы видели	3	2
89	одной и той	1	2
90	с самого начала	3	2
91	выходе за пределы	1	2
92	и то что	1	2
93	тем или иным	1	2
94	тем что он	1	2
95	к себе самому	1	2
96	и не только	1	2
97	и в форме	1	2
98	прежде всего в	1	2
99	характер то есть	1	1
100	в той или	2	1
101	но все эти	1	1
102	в себе вопрос	1	1
103	в этот период	1	1
104	бы в точке	1	1
105	во все сферы	1	1
106	человека с самим	1	1
107	что же это	1	1
108	в себе в	1	1
109	и даже не	1	1
110	своем собственном мире	1	1
111	он как бы	2	1
112	уже не могут	2	1
113	и заключается в	1	1
114	чужой психики он	1	1
115	в этом смысле	12	1
116	по сравнению с	2	1
117	в частности на	1	1
118	они и не	2	1
119	несовпадения человека с	1	1
120	в этом диалоге	2	1
121	и решал в	1	1
122	ставил и решал	1	1
123	том что на	1	1
124	хотя бы и	3	1
125	в самом деле	5	1
126	не только его	1	1
127	вплотную подошел к	1	1
128	природе своей не	1	1
129	для того чтобы	3	1
130	зрения на него	2	1
131	героя а его	1	1
132	у него в	1	1
133	друг от друга	2	1
134	не стремится к	1	1
135	отношение к своему	1	1
136	имел место в	1	1
137	что у него	1	1
138	по нескольку раз	1	1
139	собою в точке	1	1
140	высказывания и в	1	1
141	точки зрения автора	1	1
142	именно в этой	1	1
143	том что человек	1	1
144	то что может	1	1
145	до сих пор	3	1
146	на себя самого	2	1
147	в диалогические отношения	1	1
148	самим собою в	1	1
149	в отношении к	1	1
150	потому что из	1	1
151	для правильного понимания	1	1
152	но прежде всего	1	1
153	легко заметить что	1	1
154	между тем как	4	1
155	не может иметь	1	1
156	как правило лишь	1	1
157	подлинная жизнь личности	2	1
158	не согласиться с	1	1
159	тех или иных	1	1
160	а потому и	2	1
161	точкой зрения на	1	1
162	для понимания и	2	1
163	даже в пределах	1	1
164	соглашается с ним	1	1
165	зрения лежащей в	1	1
166	как таковая она	1	1
167	его жизненного пути	1	1
168	что они не	1	1
169	в точке этого	2	1
170	возможно только при	1	1
171	и в пределах	1	1
172	но не в	2	1
173	и т.п и	1	1
174	преступление и наказание	2	1
175	том что так	1	1
176	становления и роста	1	1
177	как раз и	2	1
178	от первого лица	2	1
179	и каждый из	1	1
180	который в сущности	1	1
181	то есть без	1	1
182	но все же	3	1
183	в другом месте	1	1
184	в нем нет	1	1
185	то есть по	1	1
186	личности совершается как	1	1
187	точке выхода его	1	1
188	этого несовпадения человека	1	1
189	но это не	3	1
190	говорит об этом	2	1
191	с точкой зрения	2	1
192	он все же	1	1
193	жизнь личности совершается	1	1
194	и т.п так	1	1
195	в речах персонажей	1	1
196	и в этом	8	1
197	то есть мы	1	1
198	взаимодействия с другими	1	1
199	друг друга и	2	1
200	совершается как бы	1	1
201	в точке выхода	1	1
202	и могут быть	1	1
203	равно как и	1	1
204	даже сказать что	1	1
205	и только в	1	1
206	во всех произведениях	1	1
207	и следовательно с	1	1
208	не в прошлом	1	1
209	заключается в том	2	1
210	то есть все	1	1
211	двух или нескольких	2	1
212	позицию по отношению	2	1
213	из возможных форм	1	1
214	в единый контекст	1	1
215	и именно в	1	1
216	как точка зрения	1	1
217	выхода его за	1	1
218	в которой он	1	1
219	его за пределы	1	1
220	в себе и	1	1
221	в целом ряде	2	1
222	то что в	1	1
