N	2gram	Potebnia_M	KulturaY
1	и т	12	143
2	т п	7	93
3	и в	48	84
4	в том	47	74
5	потому что	82	68
6	не только	32	60
7	точки зрения	4	59
8	в этом	19	57
9	было бы	16	53
10	и не	28	52
11	может быть	46	47
12	что в	30	44
13	том что	28	44
14	того чтобы	5	44
15	т д	5	42
16	в самом	11	41
17	для того	8	41
18	у нас	2	38
19	хотя бы	3	37
20	самом деле	5	37
21	так как	20	36
22	с точки	3	36
23	в области	3	34
24	таким образом	24	33
25	а не	22	33
26	если бы	20	32
27	можно было	1	32
28	не в	24	30
29	в его	6	30
30	прежде всего	6	30
31	все же	3	29
32	не менее	9	28
33	того что	24	28
34	все эти	1	28
35	уже не	11	26
36	в языке	19	26
37	в силу	7	26
38	то что	37	25
39	вовсе не	13	25
40	не может	18	25
41	вопрос о	2	24
42	с другой	8	24
43	еще не	9	24
44	то же	35	23
45	только в	29	23
46	так и	17	23
47	языка в	6	22
48	тем не	7	21
49	по себе	26	20
50	во всяком	4	20
51	и что	13	20
52	но и	30	20
53	тем что	13	19
54	о том	7	19
55	речи в	1	19
56	что он	8	19
57	зависимости от	1	19
58	языка и	5	19
59	что же	3	19
60	всяком случае	3	19
61	но в	8	19
62	и с	4	18
63	с тем	9	18
64	к тому	9	18
65	в сущности	3	18
66	связи с	6	18
67	между тем	19	18
68	вместе с	22	18
69	как бы	10	18
70	все это	4	18
71	в той	2	17
72	другой стороны	4	17
73	как это	1	17
74	что это	6	17
75	слова и	8	17
76	это не	2	17
77	в виду	1	16
78	что и	16	16
79	что не	12	16
80	тот же	2	16
81	ничего не	1	16
82	но не	8	16
83	при этом	6	15
84	именно в	5	15
85	в данном	3	15
86	как на	6	15
87	в нашем	1	15
88	том чтобы	4	15
89	не было	12	15
90	и тем	8	15
91	один из	7	15
92	по отношению	12	15
93	целый ряд	2	15
94	только потому	8	15
95	того как	10	15
96	а в	14	15
97	лишь в	2	15
98	должно быть	9	15
99	в них	9	14
100	и на	5	14
101	сказать что	8	14
102	хотя и	3	14
103	что такое	2	14
104	в связи	1	14
105	я не	1	14
106	сих пор	4	14
107	в ней	11	14
108	до сих	4	14
109	если мы	2	14
110	как мы	8	14
111	отношению к	10	14
112	что она	4	13
113	к языку	1	13
114	крайней мере	8	13
115	между прочим	5	13
116	в этой	3	13
117	там где	6	13
118	не могут	7	13
119	в которых	5	13
120	по крайней	8	13
121	той же	6	13
122	для нас	40	13
123	это и	2	13
124	слово это	2	13
125	в пределах	1	13
126	и его	4	13
127	с этой	2	12
128	говорить о	6	12
129	в результате	1	12
130	язык есть	6	12
131	того же	5	12
132	ясно что	1	12
133	а только	7	12
134	могут быть	6	12
135	тогда когда	20	12
136	как в	17	12
137	этого слова	14	12
138	однако не	1	12
139	для этого	1	12
140	те же	6	11
141	должен быть	1	11
142	языка как	1	11
143	в своем	6	11
144	на себе	3	11
145	он не	4	11
146	в нем	16	11
147	и здесь	3	11
148	должна быть	2	11
149	и то	13	11
150	что язык	5	11
151	еще и	1	11
152	из этих	10	11
153	и если	4	11
154	этом отношении	2	11
155	уже в	10	11
156	слова в	7	11
157	в их	2	11
158	в таких	4	11
159	в какой	3	11
160	в первом	5	10
161	в речи	4	10
162	как и	22	10
163	так же	6	10
164	конечно не	2	10
165	к этому	3	10
166	несмотря на	2	10
167	бы в	3	10
168	этом смысле	2	10
169	в общем	1	10
170	в то	16	10
171	вряд ли	4	10
172	после того	2	10
173	со стороны	4	10
174	в каком	8	10
175	с этим	12	10
176	бы и	4	10
177	тем более	9	10
178	тех же	1	10
179	в нашей	1	10
180	тем самым	11	10
181	от того	10	10
182	что слово	13	9
183	в своей	2	9
184	можно сказать	4	9
185	что все	5	9
186	xix века	1	9
187	в которой	9	9
188	но для	1	9
189	очевидно что	9	9
190	рядом с	2	9
191	здесь не	1	9
192	мы говорим	2	9
193	и есть	4	9
194	ни в	2	9
195	не имеет	10	9
196	что мы	16	9
197	не потому	2	9
198	но это	9	9
199	дает нам	3	9
200	и вот	1	9
201	а также	1	9
202	но уже	2	9
203	на то	6	9
204	в целом	5	9
205	своего рода	1	8
206	в этих	2	8
207	но все	2	8
208	что они	2	8
209	по преимуществу	1	8
210	с одной	8	8
211	это слово	6	8
212	тому же	1	8
213	в таком	6	8
214	тому что	6	8
215	не есть	24	8
216	в чем	6	8
217	в своих	2	8
218	мы видели	5	8
219	а потому	8	8
220	был бы	2	8
221	заключается в	2	8
222	да и	2	8
223	то и	10	8
224	тех пор	5	8
225	только тогда	13	8
226	что я	5	8
227	состоит в	1	8
228	с его	1	8
229	этом случае	2	8
230	независимо от	10	8
231	на самом	4	8
232	и как	8	8
233	об этом	4	8
234	не говоря	3	8
235	далеко не	5	8
236	и о	6	8
237	же в	3	8
238	само по	6	8
239	что на	3	8
240	же и	3	7
241	например в	9	7
242	а именно	1	7
243	нам не	2	7
244	в котором	7	7
245	пор пока	2	7
246	история языка	1	7
247	в одном	4	7
248	свою очередь	6	7
249	была бы	5	7
250	о слове	2	7
251	на том	1	7
252	внимание на	2	7
253	так сказать	6	7
254	к вопросу	1	7
255	а с	4	7
256	столь же	8	7
257	одной стороны	4	7
258	в процессе	2	7
259	есть язык	1	7
260	с ним	10	7
261	никак не	3	7
262	сводится к	1	7
263	есть лишь	1	7
264	как о	3	7
265	с ними	6	7
266	в слове	41	7
267	и более	4	7
268	когда мы	4	7
269	в свою	6	7
270	речи не	1	7
271	в истории	2	7
272	как например	2	7
273	на этот	1	7
274	языка но	1	7
275	в самой	1	7
276	в поэзии	4	7
277	все равно	5	7
278	смысле этого	9	7
279	есть в	6	7
280	нисколько не	1	7
281	не все	5	7
282	и потому	9	7
283	п и	1	7
284	том случае	2	7
285	до тех	5	7
286	она не	4	7
287	здесь можно	1	7
288	не знает	4	7
289	когда он	1	7
290	только как	9	7
291	что касается	1	7
292	как он	1	7
293	не следует	6	7
294	язык в	1	7
295	были бы	1	6
296	говоря уже	1	6
297	только что	12	6
298	даже в	3	6
299	в числе	1	6
300	в корне	1	6
301	только для	3	6
302	отличается от	1	6
303	не всегда	5	6
304	уже о	1	6
305	вообще и	2	6
306	ср также	1	6
307	что как	4	6
308	что именно	5	6
309	именно с	1	6
310	по поводу	8	6
311	она есть	2	6
312	истории языка	1	6
313	гораздо более	1	6
314	на язык	1	6
315	мы знаем	1	6
316	слов в	6	6
317	в ее	3	6
318	не столько	2	6
319	п но	1	6
320	прежде чем	2	6
321	и именно	1	6
322	от этого	2	6
323	могли бы	3	6
324	должны быть	3	6
325	внутренняя форма	18	6
326	за пределы	2	6
327	то или	2	6
328	я в	1	6
329	мы называем	2	6
330	главным образом	1	6
331	его к	2	6
332	не на	1	6
333	оно не	7	6
334	если не	6	6
335	но только	3	6
336	перед нами	3	6
337	а если	1	6
338	на основе	1	6
339	когда в	2	6
340	что если	5	6
341	же время	8	6
342	в сфере	1	6
343	тем же	6	6
344	свое время	1	6
345	в свое	2	6
346	в себе	26	6
347	что оно	12	6
348	данном случае	3	6
349	мы не	17	6
350	что с	2	6
351	или в	4	6
352	этого не	3	6
353	то это	9	6
354	если и	2	6
355	как будто	1	6
356	что эти	3	6
357	может иметь	1	6
358	отличие от	2	6
359	что значит	1	6
360	не с	4	6
361	говоря о	5	6
362	только то	1	6
363	чтобы не	1	6
364	это только	2	6
365	которые в	1	6
366	же это	1	6
367	и к	5	5
368	еще более	1	5
369	формы в	3	5
370	в большей	3	5
371	не как	3	5
372	нас в	3	5
373	то не	3	5
374	но что	4	5
375	и даже	3	5
376	более или	6	5
377	а во-вторых	1	5
378	нужно будет	1	5
379	и того	2	5
380	сплошь да	1	5
381	поэзии как	1	5
382	видеть что	2	5
383	связь между	6	5
384	превращается в	3	5
385	и еще	1	5
386	вопросу о	1	5
387	могло бы	2	5
388	нам право	1	5
389	не то	6	5
390	никогда не	2	5
391	и он	1	5
392	время в	3	5
393	чем в	2	5
394	как же	1	5
395	я и	3	5
396	в двух	1	5
397	же касается	1	5
398	у него	3	5
399	здесь как	3	5
400	но как	2	5
401	из предыдущего	2	5
402	слово есть	12	5
403	в форме	2	5
404	бы уже	1	5
405	да рядом	1	5
406	язык не	6	5
407	так что	14	5
408	одного и	2	5
409	не так	1	5
410	речи но	1	5
411	также что	1	5
412	и при	5	5
413	в область	1	5
414	мы в	3	5
415	из того	2	5
416	что поэзия	2	5
417	к его	2	5
418	о котором	2	5
419	то он	2	5
420	уже из	1	5
421	относится к	6	5
422	быть не	4	5
423	и тогда	4	5
424	переход от	3	5
425	но если	2	5
426	только о	2	5
427	на вопрос	2	5
428	не будем	1	5
429	а это	2	5
430	о нем	1	5
431	и от	5	5
432	но с	1	5
433	слово в	6	5
434	более что	1	5
435	так в	4	5
436	по своему	2	5
437	или менее	6	5
438	это так	2	5
439	только не	5	5
440	и их	4	5
441	мы должны	6	5
442	или иначе	1	5
443	лишь как	1	5
444	что можно	1	5
445	отношение к	2	5
446	и только	5	5
447	в разговоре	2	5
448	есть не	9	5
449	науки о	1	4
450	еще раз	2	4
451	перед собою	2	4
452	случае мы	1	4
453	одно из	6	4
454	говорить что	1	4
455	иначе как	2	4
456	само собою	1	4
457	а а	2	4
458	так например	3	4
459	связано с	2	4
460	так называемых	3	4
461	к другой	4	4
462	увидим что	2	4
463	точно так	15	4
464	в различных	2	4
465	разговорной речи	1	4
466	уже и	1	4
467	до того	5	4
468	так мы	1	4
469	и далее	1	4
470	с большим	1	4
471	быть в	1	4
472	к которому	1	4
473	как я	1	4
474	что даже	5	4
475	не мог	1	4
476	из них	11	4
477	к нему	7	4
478	несколько слов	2	4
479	но еще	1	4
480	его в	6	4
481	то она	1	4
482	отношения между	4	4
483	но он	3	4
484	не говорит	2	4
485	которое в	2	4
486	это есть	1	4
487	между ними	4	4
488	в ряду	7	4
489	себе и	1	4
490	и это	6	4
491	в смысле	4	4
492	чтобы понять	1	4
493	в каждом	6	4
494	мы можем	13	4
495	эти слова	2	4
496	не дает	2	4
497	или же	8	4
498	если б	9	4
499	если же	1	4
500	могла бы	2	4
501	что для	5	4
502	есть вместе	3	4
503	и все	5	4
504	но вряд	1	4
505	и по	5	4
506	на деле	8	4
507	уже на	2	4
508	себе представить	4	4
509	то в	1	4
510	внутренней формы	31	4
511	сам по	9	4
512	из которых	1	4
513	том и	1	4
514	так или	2	4
515	нам в	1	4
516	здесь мы	1	4
517	отношения к	2	4
518	пор еще	1	4
519	бы не	6	4
520	в известном	1	4
521	таких слов	1	4
522	я говорю	1	4
523	нашего языка	2	4
524	языка которое	1	4
525	первом случае	2	4
526	не должно	1	4
527	и содержание	2	4
528	в современном	1	4
529	фраза из	1	4
530	именно на	2	4
531	для меня	5	4
532	он есть	1	4
533	что когда	1	4
534	на более	2	4
535	что вообще	3	4
536	мог бы	1	4
537	на который	2	4
538	однако в	1	4
539	формы и	2	4
540	как нельзя	1	4
541	но на	2	4
542	и было	1	4
543	свидетельствует о	1	4
544	о значении	2	4
545	что так	1	4
546	этих слов	2	4
547	указание на	2	4
548	в виде	3	4
549	в стороне	1	4
550	и без	9	4
551	на все	3	4
552	в такой	2	4
553	к одному	7	4
554	нельзя не	1	4
555	с языком	3	4
556	нужно было	2	4
557	бы например	2	4
558	но язык	2	4
559	в науке	3	4
560	поэзия и	1	4
561	этом слове	2	4
562	сказано выше	1	4
563	на это	4	4
564	индоевропейских языков	1	4
565	одного из	1	4
566	только после	1	4
567	это в	2	4
568	не более	1	4
569	не к	4	4
570	а то	2	4
571	мы наблюдаем	1	3
572	особенности и	1	3
573	все что	4	3
574	история литературы	1	3
575	таковы например	1	3
576	то тем	3	3
577	со всем	1	3
578	тем как	4	3
579	мысли и	8	3
580	и говорить	2	3
581	по мере	12	3
582	вопрос об	2	3
583	помнить что	1	3
584	из всего	1	3
585	мы получаем	1	3
586	давно уже	4	3
587	в последнем	4	3
588	в собственном	3	3
589	в одно	8	3
590	на эту	1	3
591	большей или	1	3
592	по своим	1	3
593	языка то	1	3
594	в это	2	3
595	знаем что	1	3
596	но мы	3	3
597	мы с	1	3
598	самое содержание	1	3
599	еще один	1	3
