N	3gram	Vygotskiy_	KFilosof
1	по отношению к	9	22
2	не может быть	6	11
3	с точки зрения	31	10
4	по отношению ко	1	4
5	в этом смысле	2	3
6	отношению ко всему	1	3
7	может быть в	1	3
8	в котором он	1	3
9	на самом деле	2	3
10	и в своей	1	3
11	и в этом	2	3
12	в том что	24	2
13	в моем сознании	1	2
14	в смысле общих	1	2
15	только по отношению	1	2
16	бы он ни	1	2
17	той или иной	2	2
18	и может быть	1	2
19	во всем его	1	2
20	дело здесь не	1	2
21	тем не менее	4	2
22	в то же	2	2
23	включает в себя	2	2
24	в соответствии с	1	2
25	во всех этих	1	2
26	в целом и	1	2
27	оба эти момента	3	2
28	вопрос о том	1	2
29	то же время	1	2
30	не имеет места	1	1
31	данный момент в	1	1
32	в свою очередь	3	1
33	мы не имеем	1	1
34	вместе с тем	6	1
35	для него и	1	1
36	в себе в	2	1
37	в конечном счете	2	1
38	отношение к предмету	2	1
39	во всяком случае	1	1
40	она исходит из	1	1
41	и всех других	1	1
42	при таком положении	1	1
43	ни о каких	1	1
44	на то что	5	1
45	можно ли отсюда	1	1
46	и во всех	2	1
47	в большинстве случаев	2	1
48	не содержит в	2	1
49	в том смысле	2	1
50	то же самое	11	1
51	него и для	1	1
52	и именно в	1	1
53	конца и своего	1	1
54	он не может	1	1
55	в том же	3	1
56	между ним и	1	1
57	для себя и	2	1
58	а следовательно и	1	1
59	для того чтобы	24	1
60	и другого и	1	1
61	только в том	2	1
62	и должен быть	1	1
63	здесь мы видим	1	1
64	но для того	1	1
65	потому что в	1	1
66	и вследствие этого	1	1
67	в настоящее время	1	1
68	не совпадает с	4	1
69	не может жить	1	1
70	независимо от того	1	1
71	имеют в виду	1	1
72	к которой мы	1	1
73	и входит в	1	1
74	в процессе ее	1	1
75	можно сказать только	1	1
76	не может стать	1	1
77	одного и того	3	1
78	несмотря на то	1	1
79	и по отношению	1	1
80	до сих пор	6	1
81	и только по	1	1
82	не потому что	1	1
83	по самому своему	1	1
84	а только в	1	1
85	в первом случае	5	1
86	по своей структуре	2	1
87	смысле этого слова	4	1
88	в лучшем случае	3	1
89	здесь не в	1	1
90	вместо того чтобы	2	1
91	то что этот	1	1
92	слово может быть	1	1
93	само по себе	1	1
94	в этом ее	1	1
95	и тем самым	8	1
96	своего развития оно	1	1
97	как бы он	1	1
98	но отнюдь не	1	1
99	и всякий другой	1	1
100	к той же	1	1
101	и то что	5	1
102	в зависимости от	6	1
103	но не в	1	1
104	и того же	3	1
105	не может не	1	1
106	том что мы	1	1
107	зависит от того	1	1
108	заключать в себе	2	1
109	понятий и тем	1	1
110	и вопрос о	1	1
111	но только не	1	1
112	никогда не может	1	1
113	вследствие того что	1	1
114	к тому что	10	1
115	но все это	1	1
116	одновременно и в	1	1
117	это отнюдь не	1	1
118	говорить ни о	1	1
119	и включает в	1	1
120	на этом пути	1	1
121	в известном смысле	2	1
122	в одном случае	2	1
123	во всех остальных	2	1
124	не может возникнуть	1	1
125	только тогда когда	1	1
126	это и есть	1	1
127	в значительной степени	1	1
128	что и в	1	1
129	до конца и	1	1
130	нет и не	3	1
131	слова и его	4	1
132	же самое что	3	1
133	в основе единства	1	1
134	мы не можем	3	1
