N	3gram	Vygotskiy_	Marksizm
1	с точки зрения	12	46
2	не может быть	14	25
3	в самом деле	13	19
4	то же время	2	15
5	в то же	2	15
6	в том что	21	14
7	в связи с	2	14
8	в русском языке	3	14
9	и не может	2	12
10	то ни было	1	12
11	в высшей степени	1	12
12	бы то ни	2	12
13	для того чтобы	11	11
14	до сих пор	8	11
15	в отличие от	4	10
16	с самого начала	1	10
17	одного и того	1	9
18	как если бы	1	9
19	и того же	1	9
20	в направлении к	1	8
21	в настоящее время	2	8
22	в отношении к	3	8
23	то же самое	8	8
24	смысле этого слова	2	7
25	с другой стороны	7	7
26	в свою очередь	3	7
27	как мы знаем	1	7
28	на то что	12	6
29	на самом деле	6	6
30	во всяком случае	7	6
31	с одной стороны	6	6
32	отнюдь не является	1	5
33	одни и те	3	5
34	в таком случае	3	5
35	к тому что	2	5
36	и те же	3	5
37	в этом отношении	7	5
38	только на почве	3	4
39	в первом случае	1	4
40	в зависимости от	6	4
41	о том что	9	4
42	можно сказать что	2	4
43	в узком смысле	1	4
44	том что он	2	4
45	точном смысле этого	1	4
46	и тот же	2	3
47	не только в	1	3
48	в применении к	2	3
49	тем не менее	6	3
50	и тем же	1	3
51	одной стороны и	1	3
52	в том числе	1	3
53	более или менее	3	3
54	и то же	1	3
55	а не наоборот	1	3
56	в конце концов	6	3
57	том числе и	1	3
58	не могут быть	2	3
59	и в этом	1	3
60	но и в	1	3
61	в данный момент	1	3
62	один и тот	2	3
63	в ту или	1	3
64	и той же	5	3
65	связи с этим	1	3
66	на этот вопрос	1	3
67	не было бы	3	3
68	одним и тем	1	3
69	одно и то	1	3
70	ни в какой	3	3
71	можно было бы	2	3
72	одной и той	5	3
73	не существует для	1	3
74	лежит в основе	2	3
75	что он не	1	2
76	тех пор пока	2	2
77	а не к	1	2
78	в этом смысле	3	2
79	и в результате	1	2
80	в собственном смысле	3	2
81	мы не найдем	1	2
82	в коем случае	1	2
83	в какой степени	1	2
84	друг от друга	1	2
85	так и в	2	2
86	мы видели что	2	2
87	дело идет о	1	2
88	а между тем	1	2
89	мы никогда не	5	2
90	между тем как	1	2
91	само по себе	8	2
92	в данном случае	1	2
93	в том или	1	2
94	и в других	1	2
95	к тому же	1	2
96	в последнее время	2	2
97	в этом вопросе	1	2
98	сама по себе	2	2
99	мы полагаем что	1	2
100	находят свое выражение	1	2
101	а не только	1	2
102	не то что	1	2
103	отношения базиса и	2	2
104	и в том	2	2
