N	4gram	Tiupa_Narr	Hudozhes
1	в то же время	3	7
2	состоит в том что	2	4
3	сближение но не слияние	1	3
4	одного и того же	1	3
5	и не могло быть	1	2
6	и позволяет говорить о	1	2
7	преодолеваемая даль и сближение	1	2
8	в том числе и	4	2
9	присутствия в мире на	1	2
10	даль и сближение но	1	2
11	в том что он	1	2
12	и сближение но не	1	2
13	бы то ни было	3	2
14	в той или иной	2	2
15	с этой точки зрения	1	2
16	и в то же	1	2
17	требует во-первых истолкования активизирующего	1	1
18	существенным образом ориентировано на	1	1
19	высказывания жанр в свою	1	1
20	присутствует как правило лишь	1	1
21	смысле домонологично оно объединяет	1	1
22	совершенно иными границами между	1	1
23	самобытно но и характерное	1	1
24	в мире случайности полноценная	1	1
25	двоякий жизненный опыт запечатлеваемый	1	1
26	и т.п всякое высказывание	1	1
27	поэтому анекдот невозможно рассказывать	1	1
28	ни столь пассивным как	1	1
29	житиям святых где иллюстрировалась	1	1
30	в себе ему надлежит	1	1
31	в нем звучит один	1	1
32	пространственно-временных масштабов и соотношений	1	1
33	для притчи иносказательность является	1	1
34	маской в.т зависит от	1	1
35	смыслом ни в мире	1	1
36	и возможность иной интонации	1	1
37	слово сказания еще не	1	1
38	обезличенного словарного слова говорящий	1	1
39	сказания еще не такое	1	1
40	ни для рассказчика ни	1	1
41	включая разные формы скрытой	1	1
42	речевого замысла поэтому форма	1	1
43	говорит и как говорит	1	1
44	пассивным как к содержанию	1	1
45	приводит к интонации доверительной	1	1
46	мира в притче он	1	1
47	выбора в качестве бытийной	1	1
48	компетентность предполагающая в частности	1	1
49	обязательно курьезное любопытное занимательное	1	1
50	выбора не всегда эксплицированного	1	1
51	поступки в притче есть	1	1
52	анекдот не признает никакого	1	1
53	позиции организующей текст и	1	1
54	риторики двуголосого слова манифестирующего	1	1
55	ошибка оговорка где слово	1	1
56	ее иносказательностью требует во-первых	1	1
57	того требует авторитетное слово	1	1
58	есть креативная компетенция жанра	1	1
59	иным рассказчиком с иными	1	1
60	отношения к сообщаемому характерно	1	1
61	сказания в принципе могут	1	1
62	следует иметь в виду	1	1
63	форма авторства выше она	1	1
64	речи и т.п всякое	1	1
65	жизнеописания может как быть	1	1
66	в вероятностном и многосмысленном	1	1
67	нами не как объекты	1	1
68	всегда предносится целое нашего	1	1
69	к содержанию притчи не	1	1
70	в чистом виде целенаправленно	1	1
71	искусство заинтересовывать судьбой отдельных	1	1
72	ее смысл закономерно приводит	1	1
73	себя в другом и	1	1
74	мы имеем дело не	1	1
75	собственного ее понимания вникания	1	1
76	к интонации доверительной и	1	1
77	ибо жизнь личности в	1	1
78	маска есть креативная компетенция	1	1
79	апофегма то есть острота	1	1
80	мнениями необходимая коммуникативная характеристика	1	1
81	анекдота выбор лексики например	1	1
82	той мере в какой	1	1
83	разделение иерархично оно не	1	1
84	как несомненно достоверному и	1	1
85	сам текст анекдота выбор	1	1
86	есть биография и не	1	1
87	позиции изобразителя жизни повествователя	1	1
88	не есть биография и	1	1
89	самоопределяющегося субъекта жизни принципиальным	1	1
90	реальному человеческому существованию вследствие	1	1
91	производящего текст речевая маска	1	1
92	императивной нормы ни в	1	1
93	демонстрируется как формулирует н.д	1	1
94	необходимости ни в мире	1	1
95	риторический предел сказания героическая	1	1
96	а во-вторых извлечения адресатом	1	1
97	быть осуществлено только самим	1	1
98	то она здесь присутствует	1	1
99	сыне это императивная картина	1	1
100	глупое или попросту чудаковатое	1	1
101	слушателей с содержанием анекдота	1	1
102	или диалогической анекдот равнодостойности	1	1
103	или иной преемственно воспроизводимой	1	1
104	исторически продуктивный тип высказывания	1	1
105	в готовом стабильно дифференцированном	1	1
106	европейского романа является как	1	1
107	оно живет в готовом	1	1
108	существенно разнится от него	1	1
109	здесь обычно является сюжетообразующим	1	1
110	дифференцированном и оцененном мире	1	1
111	которыми устанавливаются отношения ценностно-смысловой	1	1
112	предполагает как раз ответственность	1	1
113	новелле есть нарушение запрета	1	1
114	субъектом инициативного самообнаружения все	1	1
115	свободного игрового переиначивающего отношения	1	1
116	определенные задания реализуют в	1	1
117	для него возможны но	1	1
118	принципиально недопустимая в сказании	1	1
119	притчевого типа есть монолог	1	1
120	притчи может быть определена	1	1
121	с анекдотической стратегией морализме	1	1
122	речь включая разные формы	1	1
123	слухи или сплетни то	1	1
124	реализуют в нем определенные	1	1
125	перевод его в иной	1	1
126	в дискурсе речевой акт	1	1
127	она названа маской в.т	1	1
128	притча не предполагает внутренне	1	1
129	дозволенное посрамление словесное кощунство	1	1
130	он оказывается уже по	1	1
131	монологизированного слова в слове	1	1
132	высказывания и в форме	1	1
133	в.т зависит от жанра	1	1
134	содержанию притчи не предполагается	1	1
135	окказиональная случайностная релятивистская казусная	1	1
136	очередь по отношению к	1	1
137	иллюзии живого голоса зримого	1	1
138	отношение к своему герою	1	1
139	и соотношений такая возможность	1	1
140	мире поведение остроумно находчивое	1	1
141	во всей его полноте	1	1
142	или анекдота ценностное самоотмежевание	1	1
143	передачи этого знания аналогичному	1	1
144	есть субъектом самоопределения на	1	1
