N	2gram	Vygotskiy_	EvropaiC
1	таким образом	39	34
2	в том	47	31
3	и в	37	24
4	том что	42	20
5	все эти	6	19
6	то что	32	18
7	не может	16	18
8	может быть	19	17
9	до сих	4	15
10	все же	6	15
11	сих пор	4	15
12	точки зрения	49	14
13	в этом	32	13
14	все это	9	13
15	самом деле	8	12
16	с этим	8	12
17	между тем	10	12
18	в своем	10	12
19	по отношению	12	11
20	но и	23	11
21	отношению к	11	11
22	все что	4	10
23	мы знаем	3	10
24	не только	29	10
25	так и	12	10
26	как и	20	10
27	во всех	4	10
28	из себя	1	10
29	как бы	16	10
30	что в	25	9
31	при этом	6	9
32	в результате	7	9
33	не в	9	9
34	и все	7	9
35	и не	15	9
36	с другом	6	9
37	потому что	11	9
38	и что	11	9
39	на то	11	9
40	друг с	6	9
41	того же	1	9
42	в самом	16	8
43	с точки	34	8
44	чем у	1	8
45	ясно что	2	8
46	к тому	10	8
47	мы говорили	4	8
48	для того	19	8
49	если бы	10	8
50	того чтобы	23	8
51	так же	18	8
52	знаем что	1	8
53	а и	1	8
54	из этих	6	8
55	так как	11	7
56	что при	3	7
57	того что	28	7
58	что и	3	7
59	на самом	4	7
60	что он	16	7
61	не менее	1	7
62	о которых	4	7
63	о котором	3	7
64	из этого	6	7
65	о том	14	7
66	вместе с	14	7
67	по своей	9	7
68	в этой	13	7
69	в сознании	2	7
70	в силу	8	7
71	по существу	8	7
72	для этого	7	7
73	мы можем	11	6
74	и на	8	6
75	несмотря на	6	6
76	с ним	3	6
77	что с	6	6
78	только в	8	6
79	тому же	1	6
80	от друга	4	6
81	отличается от	1	6
82	друг от	4	6
83	говорили выше	4	6
84	еще не	1	6
85	и если	4	6
86	так что	2	6
87	и при	2	6
88	что касается	1	6
89	как на	5	6
90	в общем	5	6
91	с другой	16	6
92	в то	7	6
93	у них	1	6
94	и для	3	6
95	и к	9	5
96	как к	1	5
97	а потому	1	5
98	ничем не	3	5
99	должно быть	4	5
100	в состоянии	2	5
101	в его	16	5
102	из всех	3	5
103	что это	8	5
104	другой стороны	10	5
105	у него	2	5
106	в которой	6	5
107	но все	3	5
108	и с	10	5
109	именно в	8	5
110	и без	1	5
111	по своему	1	5
112	ступени развития	2	5
113	на все	5	5
114	по сравнению	10	5
115	сравнению с	9	5
116	между двумя	2	5
117	и их	5	5
118	оказывается что	1	5
119	лишь в	9	5
120	в себе	8	5
121	и от	4	5
122	что все	8	5
123	столь же	8	5
124	как будто	1	5
125	к этому	7	5
126	в пользу	6	5
127	в целом	29	5
128	из них	4	5
129	но в	9	5
130	иначе говоря	4	4
131	значительная часть	1	4
132	и то	3	4
133	социальной жизни	1	4
134	поэтому что	5	4
135	та же	1	4
136	этой области	1	4
137	на вопрос	6	4
138	в психологии	11	4
139	самого себя	1	4
140	которых мы	2	4
141	из того	7	4
142	хотя и	2	4
143	тем не	1	4
144	мало того	1	4
145	совершенно не	1	4
146	из которых	6	4
147	это есть	2	4
148	все прочие	2	4
149	в их	5	4
150	в виде	3	4
151	связи с	7	4
152	что его	6	4
153	одним из	1	4
154	в конце	2	4
155	в таком	1	4
156	с тем	8	4
157	не есть	1	4
158	не могут	1	4
159	между собой	5	4
160	выше мы	1	4
161	и у	1	4
162	как сказано	1	4
