N	3gram	Vygotskiy_	Analitik
1	в том что	21	25
2	не может быть	14	19
3	в то же	2	16
4	о том что	9	15
5	в данном случае	1	14
6	в отличие от	4	14
7	то же время	2	14
8	к тому же	1	13
9	в конечном счете	6	11
10	мы имеем дело	1	11
11	того или иного	1	9
12	с другой стороны	7	9
13	в свою очередь	3	9
14	в том чтобы	9	9
15	по крайней мере	1	9
16	подобно тому как	7	9
17	с одной стороны	6	9
18	состоит в том	3	8
19	с точки зрения	12	8
20	как и в	5	8
21	не только в	1	8
22	в этом отношении	7	8
23	в свое время	1	7
24	в таком случае	3	7
25	во всяком случае	7	7
26	что иное как	2	7
27	тем не менее	6	6
28	одного и того	1	6
29	литературного произведения как	1	6
30	в полной мере	1	6
31	и того же	1	6
32	не что иное	2	6
33	не только не	4	5
34	есть не что	1	5
35	но и в	1	5
36	том или ином	1	5
37	имеем дело с	1	5
38	в том или	1	4
39	в самом деле	13	4
40	для того чтобы	11	4
41	не в том	7	4
42	тех или иных	2	4
43	в произведении искусства	3	4
44	и не может	2	4
45	и в этом	1	4
46	не удивительно что	1	4
47	в этом смысле	3	4
48	в известном смысле	1	4
49	том что он	2	4
50	едва ли не	2	4
51	сама по себе	2	4
52	в основе своей	2	4
53	и тот же	2	3
54	и то что	3	3
55	и т п	23	3
56	одни и те	3	3
57	дело не в	1	3
58	в том числе	1	3
59	крайней мере в	1	3
60	сам по себе	4	3
61	сами по себе	4	3
62	бы то ни	2	3
63	в первом случае	1	3
64	речь идет о	1	3
65	в зависимости от	6	3
66	между тем как	1	3
67	не в самом	1	3
68	а в том	2	3
69	то ни было	1	3
70	в связи с	2	3
71	то же самое	8	3
72	при этом как	2	3
73	и те же	3	3
74	то есть в	2	3
75	и в самом	3	3
76	можно сказать что	2	3
77	и той же	5	3
78	может быть признано	2	3
79	может быть сведено	1	3
80	включает в себя	1	3
81	дело в том	1	3
82	одной и той	5	3
83	не могут быть	2	3
84	между тем в	1	3
85	мере в какой	1	2
86	что он не	1	2
87	на всем протяжении	1	2
88	как нельзя лучше	1	2
89	в применении к	2	2
90	в той мере	1	2
91	такой же мере	1	2
92	в коем случае	1	2
93	отнюдь не является	1	2
94	но в таком	1	2
95	не остается ничего	2	2
96	с этой точки	5	2
97	дело с двумя	1	2
98	более или менее	3	2
99	можно было бы	2	2
100	совершенно очевидно что	2	2
101	в литературном произведении	1	2
102	в широком смысле	1	2
103	до сих пор	8	2
104	в такой же	1	2
105	смысле этого слова	2	2
106	ни в коем	1	2
107	в особенности же	1	2
108	том что по	2	2
109	иметь дело с	4	2
110	тому или иному	1	2
111	а с другой	1	2
112	той мере в	1	2
113	и то же	1	2
114	как если бы	1	2
115	к тому что	2	2
116	а не только	1	2
117	при взгляде на	1	2
118	в тех случаях	1	2
119	коем случае не	1	2
120	и в сущности	1	2
121	в том и	4	2
122	в русской поэзии	1	2
123	на то что	12	2
124	в противоречие с	3	2
125	его создания и	1	2
126	в данный момент	1	2
127	заключается в том	13	2
128	один и тот	2	2
129	этой точки зрения	7	2
130	есть в сущности	2	2
131	не в состоянии	4	2
132	того и другого	3	2
133	той же природы	1	2
134	здесь мы имеем	1	2
135	а между тем	1	2
136	до тех пор	2	2
137	на этот вопрос	1	2
138	в борьбе за	1	2
139	искусства в том	1	2
140	в сущности говоря	6	2
141	как и на	1	2
142	одно и то	1	2
143	при этом он	2	2
144	при этом что	1	2
145	тем или иным	2	2
146	от себя и	1	2
147	что же касается	1	2
148	но и как	1	2
149	из виду что	1	1
150	в целом ряде	2	1
151	в готовом виде	1	1
152	но то что	1	1
153	может быть это	1	1
154	тех пор пока	2	1
155	ответ на вопрос	1	1
156	сознательное и разумное	1	1
157	прибавим к этому	1	1
158	как позднейшую рационализацию	1	1
159	принадлежат к числу	1	1
160	как будто бы	2	1
161	это имеет место	1	1
162	и даже не	1	1
163	или читатель тому	1	1
164	по себе а	3	1
165	в художественном произведении	8	1
166	а не к	1	1
167	о том как	1	1
168	никак не может	3	1
169	мы видим что	4	1
170	и процессы его	1	1
171	как одна из	2	1
172	пользования им оказываются	1	1
173	том что искусство	2	1
174	ответом на вопрос	2	1
175	а на деле	2	1
176	не менее чем	1	1
177	к числу таких	1	1
178	несмотря на то	2	1
179	в себя и	1	1
180	этом как позднейшую	1	1
181	чтобы прийти к	1	1
182	но и на	1	1
183	то или иное	2	1
184	того же автора	1	1
185	есть как бы	1	1
186	и заключается что	1	1
187	теории литературы и	1	1
188	при этом сами	1	1
189	точки зрения в	1	1
190	в том же	1	1
191	и во всех	2	1
192	не могут иметь	1	1
193	тогда когда оно	1	1
194	которое дает художник	1	1
195	и не будет	2	1
196	подход к изучению	1	1
197	не так как	1	1
198	и вследствие этого	1	1
199	друг от друга	1	1
200	на вопрос о	1	1
201	оставляем в стороне	1	1
202	и наоборот в	1	1
203	вместе с ними	1	1
204	что в них	1	1
205	такой степени что	1	1
206	тот же вопрос	1	1
207	и процессы пользования	1	1
208	что у него	3	1
209	по своему содержанию	1	1
210	точки зрения может	1	1
211	то что она	1	1
212	автора и не	1	1
213	литературное произведение есть	1	1
214	от одного сознания	1	1
215	что при таком	1	1
216	в том случае	3	1
217	вновь и вновь	1	1
218	не только на	1	1
219	том и состоит	2	1
220	приходит к выводу	2	1
221	именно потому что	2	1
222	на точку зрения	1	1
223	те же самые	2	1
224	они принадлежат к	1	1
225	поэтического творчества и	1	1
226	как он полагает	1	1
227	том и заключается	2	1
228	или иному произведению	1	1
229	в отношении к	3	1
230	в конце концов	6	1
231	что они хотят	1	1
232	там и здесь	1	1
233	том что мы	2	1
234	произведению следует рассматривать	1	1
235	как и всякий	1	1
236	может быть сведена	2	1
237	само по себе	8	1
238	который не может	1	1
239	и вместе с	1	1
240	является одновременно и	1	1
241	создания и процессы	1	1
242	одного сознания к	1	1
243	а потому и	1	1
244	и таким образом	4	1
245	таком случае в	1	1
246	рассматривать при этом	1	1
247	самая существенная сторона	1	1
248	таким образом в	2	1
249	художник или читатель	1	1
250	и по поводу	1	1
251	не имеет никаких	1	1
252	что по крайней	1	1
253	автору и читателю	1	1
254	виде в каком	1	1
255	в одну из	1	1
256	и каким образом	1	1
257	так же точно	10	1
258	исходит из самого	1	1
259	и без остатка	1	1
260	и тем же	1	1
261	что в этом	3	1
262	сколько бы ни	1	1
263	имеет дело с	2	1
264	основания утверждать что	1	1
265	мы и будем	1	1
266	бы и в	1	1
267	выходит за пределы	2	1
268	на этот раз	1	1
269	процессы его создания	1	1
270	что даже в	1	1
271	творчества и восприятия	1	1
272	все же не	1	1
273	в качестве специфического	1	1
274	только то что	2	1
275	не растворяясь в	1	1
276	но это отнюдь	1	1
277	том смысле что	1	1
278	и состоит что	1	1
279	и должны быть	1	1
280	как и утверждение	1	1
281	и в том	2	1
282	же самое что	2	1
283	определяющую роль в	1	1
284	а в своей	1	1
285	могут быть в	1	1
286	смысл и значение	1	1
287	эстетических отношений и	1	1
288	заключается что и	1	1
289	в области литературы	1	1
290	или иных элементов	1	1
291	произведение искусства есть	2	1
292	произведения но и	1	1
293	по поводу того	1	1
294	собственном смысле слова	2	1
295	в одном из	2	1
296	что могло бы	1	1
297	искусство в том	1	1
298	том случае если	2	1
299	с тем же	1	1
300	больше и больше	2	1
301	есть особый способ	1	1
302	понимается при этом	1	1
303	существенная сторона искусства	1	1
304	но он не	1	1
305	и не всегда	1	1
306	вслед за ним	1	1
307	совпадают с теми	1	1
308	но прежде всего	1	1
