N	3gram	Bakhtin_Fr	Myshleni
1	в том что	8	133
2	с точки зрения	5	89
3	для того чтобы	8	78
4	по отношению к	1	42
5	так же как	4	39
6	с одной стороны	2	39
7	с самого начала	3	36
8	друг с другом	2	35
9	то же самое	3	31
10	в этом отношении	7	30
11	можно было бы	2	28
12	вместе с тем	2	26
13	с другой стороны	2	26
14	о том что	5	25
15	не может быть	4	23
16	в то время	3	22
17	в зависимости от	1	22
18	можно сказать что	4	21
19	в самом деле	2	19
20	так же точно	1	19
21	в отличие от	3	18
22	до сих пор	3	17
23	и того же	1	17
24	как мы видели	4	17
25	в связи с	5	17
26	одного и того	1	17
27	же как и	2	17
28	и то что	1	15
29	в данном случае	4	15
30	и той же	1	15
31	одной и той	1	15
32	друг от друга	1	14
33	на этот вопрос	1	14
34	мы уже говорили	7	14
35	между словом и	2	14
36	потому что он	3	14
37	мы видели что	2	14
38	в свою очередь	1	14
39	подобно тому как	2	14
40	а с другой	1	13
41	в другом месте	3	13
42	и то же	1	12
43	один и тот	1	12
44	и тот же	2	12
45	тем не менее	1	12
46	на первый план	3	12
47	одно и то	1	12
48	как мы уже	6	11
49	видим таким образом	1	11
50	мы не можем	1	11
51	том что в	1	11
52	только тогда когда	1	11
53	мы видим таким	1	11
54	одной стороны и	1	10
55	том числе и	3	10
56	то что в	1	10
57	от того что	1	10
58	в самом начале	2	10
59	но вместе с	1	10
60	в том числе	6	10
61	вместо того чтобы	1	10
62	с помощью которых	2	10
63	как и в	1	9
64	более или менее	2	9
65	в конечном счете	1	9
66	на самом деле	4	9
67	именно в этом	1	9
68	что в основе	1	8
69	той или иной	1	8
70	независимо от того	1	8
71	что он не	1	8
72	в том же	1	8
73	в этой области	1	8
74	что и в	2	8
75	о том как	2	7
76	то в чем	1	7
77	по этому поводу	1	7
78	включает в себя	2	7
79	же самое что	1	7
80	если мы обратимся	1	7
81	в первом случае	3	7
82	с тем и	1	7
83	того факта что	1	7
84	совершенно так же	2	6
85	ничего общего с	1	6
86	те же самые	1	6
87	в обоих случаях	1	6
88	и таким образом	1	6
89	и в частности	1	6
90	потому что в	1	6
91	именно потому что	1	6
92	в лучшем случае	1	6
93	и том же	1	6
94	только то что	1	6
95	одном и том	1	6
96	и не может	1	6
97	мы находим в	2	6
98	мы обратимся к	1	6
99	не что иное	1	6
100	что иное как	1	6
101	и как бы	2	5
102	связь между словом	1	5
103	мысль и слово	2	5
104	мысли и слова	2	5
105	и что в	1	5
106	как мы увидим	1	5
107	ту же самую	1	5
108	во втором случае	3	5
109	в конце концов	1	5
110	так как он	1	5
111	но он не	1	5
112	в то же	14	5
113	не только в	1	5
114	мы видим что	2	4
115	о чем мы	2	4
116	так и в	1	4
117	между тем как	2	4
118	таким образом и	2	4
119	но и в	3	4
120	таким образом в	3	4
121	как и все	5	4
122	если бы он	1	4
123	с помощью которой	1	4
124	есть не что	1	4
125	в значительной степени	1	4
126	после всего сказанного	2	4
127	то же слово	1	4
128	в сущности это	1	4
129	и в своей	1	4
130	после того как	1	4
131	никак не может	2	3
132	как мы говорили	1	3
133	сказать что в	1	3
134	данном случае не	1	3
135	к тому же	3	3
136	что именно в	1	3
137	совершенно иначе чем	1	3
138	так как оно	1	3
139	первый из них	2	3
140	то же время	14	3
141	как это ни	1	3
142	и только в	1	3
143	не имеет никакого	1	3
144	что у нее	1	3
145	но и не	1	3
146	связи с этим	3	3
147	одна и та	1	3
148	дело в том	4	3
149	и все остальные	1	3
150	хотя бы в	2	3
151	и не могут	2	3
152	является одним из	2	3
153	уже говорили что	1	3
154	он полагает что	1	3
155	в вопросе о	1	3
156	как и во	2	3
157	и во всех	3	3
158	но если мы	1	3
159	так например в	1	3
160	в известной мере	5	3
161	перед нами в	1	3
162	и в конце	1	3
163	в соответствии с	1	3
164	по ту сторону	1	3
165	а потому что	1	3
166	на котором мы	1	3
167	как раз и	1	3
168	мы видим из	1	3
169	что он может	1	3
170	внешней и внутренней	1	3
171	теми или иными	1	3
172	в значительной мере	1	3
173	не имеют ничего	1	3
174	а не как	1	3
175	и в самом	1	3
176	в настоящей главе	1	3
