N	4gram	Ircho_Kome	StatiiOP
1	в то же время	11	9
2	в то время как	3	5
3	в том что в	1	4
4	о том что он	1	4
5	той мере в какой	1	3
6	в той мере в	1	3
7	обращает на себя внимание	3	3
8	не говоря уже о	2	3
9	и в самом деле	7	3
10	не имеет ничего общего	1	3
11	имеет ничего общего с	1	3
12	здесь нет и речи	3	2
13	и в этом случае	1	2
14	состоит в том что	1	2
15	в том что она	1	2
16	до тех пор пока	1	2
17	сомневаться в том что	1	2
18	в том числе и	2	2
19	и в то же	2	2
20	одних и тех же	1	2
21	в этой области не	1	2
22	сомнения в том что	1	2
23	бы то ни было	3	2
24	но вместе с тем	1	2
25	ответ на эти вопросы	1	2
26	и в том что	1	1
27	для того чтобы показать	1	1
28	до сих пор еще	1	1
29	до сих пор они	1	1
30	приходится уже говорить о	1	1
31	и о том что	1	1
32	потому что он не	1	1
33	сказать несколько слов о	1	1
34	для того чтобы не	1	1
35	не приходится уже говорить	1	1
36	ни малейшего намека на	1	1
37	во время его пребывания	1	1
38	с этой точки зрения	1	1
39	тем не менее в	1	1
40	время его пребывания в	1	1
41	только в том что	1	1
42	в самом деле не	1	1
43	до сих пор в	1	1
44	само собой разумеется что	3	1
45	состоит в том чтобы	1	1
46	и в частности на	1	1
47	вместе с тем он	1	1
48	в каждой из них	1	1
49	с одной точки зрения	1	1
50	с одной стороны он	1	1
51	что и в этом	1	1
52	время своего пребывания в	1	1
53	во время своего пребывания	1	1
54	сих пор они не	1	1
55	до сих пор не	2	1
56	за то что он	1	1
57	и в голову не	1	1
58	одному и тому же	1	1
59	тем не менее и	1	1
60	в это же время	1	1
61	в ней совершенно не	1	1
62	об этом можно судить	1	1
63	можно спорить о том	1	1
