N	3gram	Bakhtin_Fr	Freidism
1	с точки зрения	5	15
2	не может быть	4	14
3	по отношению к	1	11
4	в самом деле	2	10
5	в том что	8	9
6	как мы видели	4	8
7	и прежде всего	4	7
8	в то же	14	6
9	то же время	14	6
10	может быть и	1	6
11	можем сказать что	1	5
12	в большинстве случаев	5	5
13	с самого начала	3	5
14	можно сказать что	4	5
15	как мы уже	6	5
16	мы можем сказать	1	5
17	в ее целом	1	4
18	в свою очередь	1	4
19	с помощью которых	2	4
20	это вовсе не	1	4
21	и до конца	1	4
22	во внешнем мире	1	4
23	тем не менее	1	4
24	на самом деле	4	4
25	в зависимости от	1	4
26	в данном случае	4	4
27	в чем не	1	4
28	по ту сторону	1	4
29	на первый план	3	4
30	в этом отношении	7	4
31	ни в чем	1	4
32	и тот же	2	3
33	все то что	5	3
34	только то что	1	3
35	мы уже знаем	1	3
36	для того чтобы	8	3
37	точку зрения на	3	3
38	о том что	5	3
39	один и тот	1	3
40	до сих пор	3	3
41	и той же	1	3
42	на этот вопрос	1	3
43	так и в	1	3
44	мы видели что	2	3
45	но в общем	2	3
46	прежде всего к	1	3
47	с помощью которой	1	3
48	одной и той	1	3
49	но в то	6	3
50	а потому и	1	3
51	быть и речи	1	3
52	в конечном счете	1	3
53	мы не можем	1	3
54	в следующей главе	1	3
55	нет и не	1	3
56	если бы он	1	3
57	и не может	1	3
58	это как бы	1	2
59	ни о каком	1	2
60	но вместе с	1	2
61	он не только	2	2
62	в чем же	3	2
63	в предыдущей главе	1	2
64	в настоящей главе	1	2
65	в конце концов	1	2
66	а следовательно и	1	2
67	а с другой	1	2
68	но если мы	1	2
69	говорить о том	1	2
70	единство и непрерывность	1	2
71	по своему содержанию	1	2
72	в узком смысле	1	2
73	как это утверждает	1	2
74	что и в	2	2
75	в отличие от	3	2
76	таким образом в	3	2
77	самом же деле	4	2
78	это и есть	2	2
79	в другом месте	3	2
80	на самом же	4	2
81	с одной стороны	2	2
82	не дает нам	1	2
83	чем же объясняется	1	2
84	к этому времени	1	2
85	в его целом	1	2
86	во всех областях	1	2
87	это прежде всего	1	2
88	как раз и	1	2
89	нужно отметить что	3	2
90	а также и	4	2
91	то же самое	3	2
92	и т.п такова	1	1
93	что он не	1	1
94	тесно связана с	1	1
95	то время когда	1	1
96	тому кто не	1	1
97	но благодаря этому	1	1
98	никогда и нигде	1	1
99	в вопросе о	1	1
100	сих пор не	1	1
101	нуждается в особом	1	1
102	но и не	1	1
103	нам в корне	1	1
104	они свидетельствуют о	2	1
105	дает нам никакого	1	1
106	и др в	2	1
107	той или иной	1	1
108	он еще не	1	1
109	том что это	1	1
110	вполне понятно что	1	1
111	в противоречии с	1	1
112	и с его	1	1
113	и на все	1	1
114	до известной степени	4	1
115	тела и с	2	1
116	и только в	1	1
117	он хочет быть	1	1
118	оставаясь в пределах	1	1
119	но и в	3	1
120	от того что	1	1
121	и вот в	1	1
122	и для других	1	1
123	отражает в себе	1	1
124	основе их лежит	1	1
125	конечно и речи	1	1
126	большую роль в	1	1
127	в себя и	1	1
128	в самых широких	1	1
129	имеется в виду	2	1
130	мы обратимся к	1	1
131	и без того	1	1
132	более того можно	1	1
133	и вовсе не	3	1
134	говорить в другом	1	1
135	одной из своих	1	1
136	это ни в	1	1
137	как бы в	2	1
138	концы с концами	1	1
139	здесь рядом с	1	1
140	в том же	1	1
141	дело не исчерпывается	1	1
142	он и не	1	1
143	художественной формы и	1	1
144	быть конечно и	1	1
145	его в себя	1	1
146	в коем случае	1	1
147	из этих двух	1	1
148	в г в	1	1
149	и о которых	1	1
150	конечно не в	1	1
151	за пределы всякого	1	1
152	и нигде не	1	1
153	мы можем вскрыть	1	1
154	при всей ее	1	1
155	не менее он	1	1
156	в то время	3	1
157	мы знаем также	1	1
158	и то же	1	1
159	довольно сложный и	1	1
160	с таким расчетом	1	1
161	все же не	1	1
162	характер обнаруживают и	1	1
163	как половые органы	2	1
164	хотя и не	1	1
165	всех этих событий	1	1
166	же значение имеют	1	1
167	друг с другом	2	1
168	в одной из	2	1
169	видим таким образом	1	1
170	на которой он	1	1
171	в особенности в	1	1
172	ничего общего с	1	1
173	может быть конечно	1	1
174	те же самые	1	1
175	не что иное	1	1
176	ведь все эти	2	1
177	дело в том	4	1
178	как и все	5	1
179	какое же значение	1	1
180	ни в коем	1	1
181	и в прямой	1	1
182	одно и то	1	1
183	тут и там	1	1
184	дело только с	1	1
185	не похожи на	1	1
186	так как они	3	1
187	имеет дело только	1	1
188	сказать где кончается	1	1
189	так же как	4	1
190	это один из	1	1
191	и таким образом	1	1
192	мы все время	1	1
193	во всех этих	2	1
194	том что в	1	1
195	можно говорить о	2	1
196	точки зрения этого	1	1
197	и в то	3	1
198	она основана на	1	1
199	сказать несколько слов	1	1
200	таким расчетом чтобы	1	1
201	есть не что	1	1
202	уже знаем что	1	1
203	так как его	1	1
204	мы видим таким	1	1
205	и не могут	2	1
206	жизни в ее	1	1
207	существуют только для	1	1
208	том что даже	1	1
209	думать что все	1	1
210	нужно сказать что	4	1
211	здесь нам важно	1	1
212	на первый взгляд	1	1
213	сказать что вся	1	1
214	же объясняется такая	1	1
215	и все прочие	1	1
216	необходимо сказать несколько	1	1
217	в маленьком масштабе	1	1
218	части тела и	1	1
219	нашей жизни с	1	1
220	что иное как	1	1
221	не нуждается в	2	1
222	появившись на свет	1	1
223	нам никакого ответа	1	1
224	мы находим в	2	1
225	все это не	1	1
226	в беседе с	1	1
227	непосредственно связано с	1	1
228	точки зрения на	2	1
229	мы не будем	1	1
230	и тут и	1	1
231	между тем как	2	1
232	одно из важнейших	1	1
233	таким образом и	2	1
234	является одним из	2	1
235	в основе их	1	1
236	если мы обратимся	1	1
237	можно было бы	2	1
238	снова вернется к	1	1
239	внешней и внутренней	1	1
240	в основе своей	1	1
241	того чтобы получить	1	1
242	если мы будем	1	1
243	мы уже сказали	3	1
244	начала и до	1	1
245	что с ним	1	1
