N	2gram	Voloshinov	Komedia
1	и в	13	77
2	и не	8	47
3	в том	2	44
4	том что	2	42
5	в г	2	33
6	едва ли	1	32
7	но и	3	32
8	может быть	8	30
9	таким образом	6	29
10	в то	1	28
11	и его	12	28
12	в этом	2	27
13	потому что	1	27
14	что он	1	26
15	к тому	2	26
16	не только	6	25
17	вместе с	1	25
18	так как	3	24
19	как и	3	23
20	что в	3	23
21	в самом	2	22
22	если бы	2	22
23	то же	4	21
24	в конце	1	21
25	так и	3	21
26	а в	2	21
27	в его	7	20
28	к этому	1	19
29	в этой	1	18
30	тем что	2	17
31	же время	1	17
32	в нем	2	17
33	и здесь	1	17
34	еще не	1	17
35	при этом	2	16
36	все же	5	16
37	не менее	2	16
38	тот же	2	16
39	не в	3	15
40	в своем	1	15
41	точки зрения	7	15
42	его в	1	15
43	в которой	3	15
44	на себя	1	15
45	между тем	2	15
46	один из	1	15
47	было бы	4	15
48	прежде всего	9	15
49	столь же	1	14
50	к нему	1	14
51	все это	4	14
52	ли не	1	14
53	об этом	1	14
54	только что	1	13
55	самом деле	3	13
56	в них	2	13
57	в одном	3	13
58	что она	1	13
59	того же	1	13
60	мы можем	4	13
61	в двух	4	13
62	то что	6	13
63	того чтобы	1	13
64	но в	4	13
65	для того	1	12
66	так же	2	12
67	с другой	2	12
68	несмотря на	2	12
69	как это	1	12
70	как в	2	12
71	уже в	2	12
72	в истории	1	12
73	в начале	1	12
74	не может	8	12
75	но не	1	12
76	по отношению	3	11
77	и для	3	11
78	в их	3	11
79	с этим	3	10
80	тут же	1	10
81	с одной	2	10
82	в чем	2	10
83	как бы	6	10
84	и что	1	10
85	в отношении	2	10
86	и все	3	10
87	одной из	1	10
88	с его	1	10
89	мы не	4	10
90	тем более	1	10
91	что касается	1	10
92	еще в	2	10
93	отношение к	1	10
94	в целом	2	10
95	в своей	4	9
96	одной стороны	2	9
97	говорить о	3	9
98	тому что	1	9
99	только в	6	9
100	в тех	2	9
101	в образе	1	9
102	того как	1	9
103	а также	2	9
104	вовсе не	2	9
105	отличие от	1	9
106	в ней	2	9
107	и особенно	1	9
108	отношению к	3	9
109	с этой	2	8
110	другой стороны	2	8
111	г в	3	8
112	то это	1	8
113	по поводу	1	8
114	такого рода	1	8
115	не было	1	8
116	не знает	1	8
117	бы в	2	8
118	можно было	1	8
119	если не	1	8
120	в которых	1	8
121	да и	3	8
122	в течение	2	8
123	тех пор	4	8
124	связи с	1	8
125	и других	1	8
126	с самого	2	8
127	и ее	2	8
128	и к	2	7
129	равно как	1	7
130	себе в	1	7
131	вопрос о	1	7
132	хотя бы	5	7
133	в другом	2	7
134	в руках	2	7
