N	2gram	Propp_Isto	Vvedenie
1	и т	33	45
2	т е	36	40
3	т д	30	39
4	в том	13	38
5	в этом	25	35
6	и в	43	35
7	может быть	22	30
8	том что	12	30
9	не только	28	26
10	таким образом	15	21
11	также и	1	20
12	не может	8	19
13	то что	20	19
14	потому что	8	18
15	только в	8	16
16	со стороны	3	16
17	о том	4	16
18	так как	13	15
19	представляет собой	6	14
20	что в	29	13
21	в самом	1	13
22	и не	16	13
23	в нем	11	13
24	в его	7	12
25	того что	8	12
26	точки зрения	3	12
27	что такое	1	12
28	как на	1	12
29	то же	11	11
30	в ее	1	11
31	по себе	3	11
32	в данном	7	11
33	ясно что	2	11
34	как мы	11	11
35	прежде всего	3	10
36	не в	9	10
37	вопрос о	4	10
38	между тем	2	10
39	уже и	1	10
40	но в	15	10
41	дело с	2	9
42	представляют собой	5	9
43	тем не	6	9
44	смысле этого	3	9
45	все же	13	9
46	из этих	5	9
47	но не	10	9
48	и как	6	9
49	не менее	6	9
50	это не	10	8
51	в качестве	4	8
52	как нечто	3	8
53	именно в	1	8
54	можно было	3	8
55	с другой	10	8
56	наук в	1	8
57	и то	4	7
58	до сих	7	7
59	как и	9	7
60	самом деле	1	7
61	но и	24	7
62	сих пор	7	7
63	в разных	1	7
64	было бы	5	7
65	только как	1	7
66	этот вопрос	3	7
67	как бы	5	7
68	один из	7	6
69	на вопрос	1	6
70	об этом	8	6
71	этом случае	8	6
72	все это	4	6
73	его в	7	6
74	на этот	1	6
75	тем что	8	6
76	с тем	3	6
77	а именно	8	6
78	вместе с	12	6
79	в которых	7	6
80	и это	5	6
81	так например	3	6
82	вовсе не	3	6
83	уже не	11	6
84	и даже	4	6
85	в руки	3	6
86	хотя бы	3	6
87	и что	6	6
88	как он	1	6
89	сказать что	5	6
90	могут быть	9	6
91	том чтобы	1	6
92	но если	2	6
93	и его	10	6
94	в то	2	6
95	а в	13	6
96	иное как	6	6
97	связь между	2	5
98	уже в	1	5
99	с этой	3	5
100	хотя и	4	5
101	что и	17	5
102	в виду	2	5
103	другой стороны	10	5
104	в них	6	5
105	но с	1	5
106	одним из	4	5
107	что не	3	5
108	не есть	3	5
109	при том	1	5
110	что он	17	5
111	что иное	6	5
112	одно из	2	5
113	от этого	1	5
114	по своему	1	5
115	данном случае	6	5
116	во всяком	2	5
117	в течение	6	5
118	так что	8	5
119	и тем	2	5
120	а не	13	5
121	говорить о	1	5
122	есть и	7	5
123	дело не	3	5
124	в различных	1	5
125	д но	1	5
126	не что	6	5
127	или вообще	1	5
128	быть в	1	5
129	а как	2	5
130	независимо от	3	5
131	не просто	4	5
132	в целом	4	5
133	как это	5	5
134	есть не	2	5
135	всяком случае	2	5
136	в особенности	3	4
137	ответ на	1	4
138	в более	1	4
139	в центре	1	4
140	только что	3	4
141	этот процесс	1	4
142	с одной	2	4
143	с точки	1	4
144	о чем	1	4
145	как раз	1	4
146	по мере	2	4
147	в виде	2	4
148	в себе	2	4
149	должен был	5	4
150	так или	1	4
151	особого рода	3	4
152	но все	5	4
153	или иначе	1	4
154	в одном	9	4
155	в котором	5	4
156	заключается в	1	4
157	и ее	3	4
158	как она	2	4
159	в своей	4	4
160	да и	2	4
161	сравнению с	2	4
162	в чем	4	4
163	должен быть	1	4
164	к тому	9	4
165	еще не	15	4
166	однако не	2	4
167	не имеет	3	4
168	как о	1	4
169	одной стороны	2	4
170	по сравнению	2	4
171	это только	2	4
172	е в	2	4
173	связана с	4	4
174	по отношению	2	4
175	мы имеем	24	4
176	не вполне	7	4
177	в и	1	4
178	в тексте	1	4
179	можно сказать	3	4
180	той же	3	4
181	отношению к	2	4
182	одной из	1	4
183	в области	1	4
184	только с	2	4
185	и для	3	4
186	и обратно	1	4
187	из них	7	4
188	своего рода	1	3
189	и к	4	3
190	с этим	13	3
191	д однако	1	3
192	и здесь	8	3
193	и на	7	3
194	данного народа	1	3
195	например что	1	3
196	того как	3	3
197	зависит от	1	3
198	и вот	3	3
199	на том	3	3
200	такого рода	1	3
201	при этом	4	3
202	что это	4	3
203	говорит о	1	3
204	из которых	1	3
205	не как	1	3
206	что собственно	1	3
207	в этих	18	3
208	чем в	1	3
209	связи с	9	3
210	материал для	1	3
211	если бы	7	3
212	себе что	1	3
213	и сам	1	3
214	спросить себя	1	3
215	а также	5	3
216	том отношении	1	3
217	в силу	2	3
218	в очень	2	3
219	вообще не	2	3
220	здесь все	2	3
221	вряд ли	1	3
222	по содержанию	1	3
223	одновременно и	1	3
224	как в	6	3
225	направление в	1	3
226	этим в	1	3
227	нечто цельное	1	3
228	нисколько не	1	3
229	между ними	1	3
230	зависимости от	1	3
231	в каком	1	3
232	понимать в	1	3
233	он мог	1	3
234	чем же	1	3
235	на этой	2	3
236	и других	1	3
237	все эти	8	3
238	то это	5	3
239	как целое	1	3
240	и есть	3	3
241	сливается с	1	3
242	на этом	5	3
243	стороны и	3	3
244	что же	2	3
245	входит в	1	3
246	же как	8	3
247	так чтобы	1	3
248	в работе	3	3
249	в другом	11	3
250	этой работы	1	3
251	в ней	3	3
252	вот почему	3	3
253	времени в	1	3
254	или же	2	3
255	и уже	2	3
256	во второй	2	3
257	в частности	6	3
258	только на	2	3
259	не с	2	3
260	в этой	7	3
261	же самое	1	3
262	в начале	2	3
263	не следует	2	3
264	от того	3	3
265	так же	16	3
266	при помощи	11	3
267	и наоборот	2	3
268	этому поводу	1	3
269	и той	2	3
270	всего то	1	3
271	отношение к	4	3
272	однако в	1	3
273	наряду с	4	3
274	быта и	1	3
275	на нее	4	3
276	только по	1	3
277	в своем	2	3
278	может оказаться	1	3
279	по этому	2	3
280	в зависимости	1	3
281	что она	8	3
282	отношении что	1	3
283	одна из	2	3
284	как будто	2	3
285	здесь не	6	3
286	он сам	2	3
287	к этому	10	3
288	для этого	1	3
289	смысле как	1	3
290	раньше чем	6	3
291	мы видели	18	3
292	к нему	12	3
293	никогда не	9	3
294	при жизни	1	2
295	во всем	3	2
296	так и	6	2
297	д все	1	2
298	и другие	6	2
299	что они	14	2
300	находятся в	1	2
301	этому времени	1	2
302	на языке	1	2
303	с материалом	1	2
304	после того	5	2
305	ни с	1	2
306	собой в	1	2
307	должна быть	2	2
308	мы не	3	2
309	с полной	1	2
310	обратить внимание	1	2
311	и должно	1	2
312	смысле и	1	2
313	несмотря на	1	2
314	из того	2	2
315	о них	1	2
316	это уже	3	2
317	он и	4	2
318	или нет	2	2
319	после этого	2	2
320	а затем	6	2
321	не исчерпывается	1	2
322	и сама	1	2
323	в работах	1	2
324	для объяснения	1	2
325	себя в	2	2
326	для них	3	2
327	не столько	1	2
328	у нас	7	2
329	самое что	1	2
330	в следующем	1	2
331	них и	1	2
332	все равно	3	2
333	лежит в	1	2
334	то она	2	2
335	говорит он	1	2
336	в таких	3	2
337	в своих	1	2
338	не было	2	2
339	стоит в	2	2
340	этой точки	1	2
341	этого не	1	2
