N	4gram	Potebnia_M	Problemy
1	в то же время	8	26
2	бы то ни было	1	6
3	бы он ни был	1	5
4	в том что он	2	5
5	по себе еще не	1	4
6	в то время как	3	3
7	одно и то же	7	3
8	в большей или меньшей	1	3
9	одна и та же	2	2
10	но тем не менее	4	2
11	дело в том что	1	2
12	по отношению к нему	1	2
13	именно в том что	1	1
14	самим по себе а	1	1
15	что и в слове	2	1
16	до сих пор еще	1	1
17	никогда не может стать	1	1
18	с одной стороны и	1	1
19	строгом смысле этого слова	1	1
20	и то же слово	2	1
21	как мы ее понимаем	1	1
22	и сам по себе	1	1
23	в большинстве случаев вовсе	1	1
24	все более и более	1	1
25	и т п но	1	1
26	именно потому что он	1	1
27	и быть не может	1	1
28	и не может быть	1	1
29	иначе и быть не	1	1
30	а в том что	1	1
31	смысле этого слова в	1	1
32	одного и того же	2	1
33	в том что это	1	1
34	тем не менее в	1	1
35	один и тот же	2	1
36	а может быть и	1	1
37	а вместе с тем	1	1
38	и в самом деле	1	1
39	он в то же	1	1
40	большинстве случаев вовсе не	1	1
41	заключается в том что	1	1
42	как бы он ни	1	1
43	сам по себе он	1	1
44	то время как в	1	1
45	в самом деле в	1	1
46	в строгом смысле этого	1	1
47	вопрос о том что	1	1
48	что он не видит	1	1
49	уже после того как	1	1
50	как бы ни был	1	1
51	те же что и	1	1
52	если бы не было	1	1
53	то он как мы	1	1
54	с точки зрения нашего	1	1
55	то же время и	1	1
56	но и в поэзии	1	1
57	не в том что	4	1
58	по мере того как	8	1
