N	2gram	Propp_Isto	TeoriaLi
1	в качестве	5	33
2	не только	30	24
3	и в	41	24
4	в частности	3	23
5	то есть	1	22
6	состоит в	1	22
7	может быть	19	22
8	при этом	7	20
9	в том	14	20
10	тогда как	4	18
11	я в	1	18
12	и не	12	17
13	а в	12	15
14	но и	20	14
15	а не	9	14
16	так и	8	14
17	в себе	3	14
18	представляет собой	8	13
19	но не	8	13
20	в этом	19	12
21	сводится к	3	12
22	но в	7	12
23	в его	4	12
24	то же	12	12
25	своего рода	7	11
26	том что	18	11
27	точки зрения	4	11
28	и его	11	11
29	что в	21	10
30	по отношению	3	10
31	как это	6	10
32	отношению к	3	10
33	только в	10	9
34	в данном	8	9
35	с другой	20	9
36	не в	12	9
37	в то	6	9
38	в своей	4	8
39	как бы	8	8
40	по своей	1	8
41	не может	19	8
42	в самом	2	7
43	не столько	4	7
44	на смену	2	7
45	в своем	3	7
46	мы имеем	27	7
47	а также	2	7
48	отличие от	1	7
49	во второй	1	7
50	отношение к	6	7
51	однако в	2	7
52	в области	3	7
53	в нем	12	7
54	другой стороны	17	6
55	в состав	1	6
56	более или	3	6
57	как и	8	6
58	не менее	5	6
59	приводит к	1	6
60	еще не	13	6
61	в основе	2	6
62	то что	12	6
63	со стороны	3	6
64	уже не	8	6
65	с его	4	6
66	в ее	3	6
67	или иначе	2	6
68	между ними	1	6
69	или менее	3	6
70	героя и	5	6
71	в русской	8	6
72	тем самым	3	6
73	ни в	4	5
74	так или	2	5
75	как в	17	5
76	можно сказать	3	5
77	того чтобы	1	5
78	для того	2	5
79	на почве	1	5
80	данном случае	7	5
81	того что	7	5
82	я есть	1	5
83	он не	8	5
84	и тем	4	5
85	и о	2	5
86	могут быть	3	5
87	не случайно	3	5
88	текст в	1	4
89	и сам	3	4
90	в этих	16	4
91	отношения к	2	4
92	что он	29	4
93	совпадает с	1	4
94	входит в	1	4
95	в другом	2	4
96	сказать что	5	4
97	к тому	4	4
98	этого слова	1	4
99	во времени	1	4
100	никогда не	16	4
101	это не	14	4
102	хотя и	3	4
103	в литературе	2	4
104	в их	4	4
105	его в	7	4
106	но он	4	4
107	не знает	2	4
108	или даже	3	4
109	так в	10	4
110	мира и	2	4
111	по своему	1	4
112	со своей	2	4
113	а только	1	4
114	в свою	1	4
115	и что	15	4
116	в форме	4	4
117	далеко не	3	4
118	того же	3	4
119	в силу	2	4
120	с ее	1	4
121	в целом	2	4
122	и ее	6	4
123	и к	1	3
124	в таком	1	3
125	на меня	1	3
126	для себя	1	3
127	с этой	7	3
128	даже в	2	3
129	для возникновения	1	3
130	о чем	2	3
131	если бы	3	3
132	оказывается в	1	3
133	все эти	8	3
134	а именно	12	3
135	именно в	2	3
136	например в	6	3
137	в жизни	2	3
138	их в	3	3
139	никто не	2	3
140	в иной	3	3
141	из которого	1	3
142	тем не	4	3
143	перед нами	4	3
144	между собой	1	3
145	в противоположность	1	3
146	потому что	13	3
147	одной стороны	12	3
148	между двумя	2	3
149	в одном	2	3
150	вслед за	2	3
151	имеем в	8	3
152	мог бы	1	3
153	во всей	1	3
154	не все	4	3
155	от себя	1	3
156	из этих	6	3
157	о ней	2	3
158	таким образом	15	3
159	и то	3	3
160	на языке	1	3
161	мышления и	1	3
162	с одной	12	3
163	и вот	2	3
164	и потому	1	3
165	с точки	1	3
166	есть в	1	3
167	прежде всего	6	3
168	иного рода	1	3
169	а на	2	3
170	связи с	3	3
171	или в	11	3
172	одним из	1	3
173	в связи	3	3
174	и как	3	3
175	вовсе не	6	3
176	во всех	8	3
177	я на	1	3
178	а с	3	3
179	в которой	2	3
180	не будет	6	3
181	не с	2	3
182	к области	1	3
183	в этой	2	3
184	что можно	1	3
185	и др	4	3
186	и по	7	3
187	герой не	4	3
188	более не	1	2
189	мире и	1	2
190	и другие	10	2
191	образом и	3	2
192	один из	7	2
193	и здесь	13	2
194	и на	12	2
195	если в	3	2
196	рассказ о	2	2
197	быть названо	1	2
198	из которых	3	2
199	а затем	1	2
200	как такой	2	2
201	по себе	2	2
202	не могут	3	2
203	в них	4	2
204	оно не	2	2
205	и даже	3	2
206	этой точки	3	2
207	здесь мы	11	2
208	самом деле	1	2
209	героя как	1	2
210	может оказаться	1	2
211	на свою	1	2
212	обращается к	4	2
213	в одно	2	2
214	с ними	2	2
215	вместе с	17	2
216	не вполне	5	2
217	никем не	1	2
218	себя и	1	2
219	говоря и	1	2
220	отличается от	4	2
221	в известном	1	2
222	жизни на	1	2
223	к другому	2	2
224	в сказании	3	2
225	своей жизни	1	2
226	к своему	4	2
227	о том	15	2
228	не входит	1	2
229	казалось бы	1	2
230	при всем	1	2
231	при всей	1	2
232	вытекает из	2	2
233	восходит к	3	2
234	к нему	8	2
235	имеет в	1	2
236	на основе	1	2
237	не всегда	6	2
238	и больше	3	2
239	не могло	2	2
240	только на	2	2
241	вступает в	4	2
242	может служить	1	2
243	о своем	1	2
244	и это	9	2
245	превращается в	10	2
246	ногами и	1	2
247	и наоборот	2	2
248	перед ним	2	2
249	самом начале	1	2
250	соответствии с	1	2
251	если мы	1	2
252	тем же	1	2
253	ключ к	1	2
254	имеем дело	1	2
255	всякий раз	1	2
256	что она	6	2
257	для понимания	1	2
258	который в	1	2
259	здесь не	4	2
260	на котором	3	2
261	в мировой	1	2
262	он и	3	2
263	не просто	3	2
264	в самой	1	2
265	только о	2	2
266	чем это	1	2
267	для такого	1	2
268	на время	1	2
269	бы то	1	2
270	то в	1	2
271	что они	5	2
272	но на	1	2
273	вокруг него	1	2
274	на вопрос	5	2
275	одной из	4	2
276	ни было	1	2
277	к нашему	1	2
278	что такое	2	2
279	ее в	3	2
280	способность к	2	2
281	все это	9	2
282	мы легко	2	2
283	что и	13	2
284	у нас	4	2
285	или иную	1	2
286	xix века	1	2
287	у него	16	2
288	от всех	2	2
289	и некоторые	2	2
290	дело в	1	2
291	этих двух	1	2
292	на себя	3	2
293	и способности	1	2
294	не могли	1	2
295	в конце	4	2
296	сама по	1	2
297	тому что	2	2
298	случае не	1	2
299	в какой	1	2
300	я не	1	2
301	процесс превращения	1	2
302	не от	3	2
303	в чем	5	2
304	об этом	7	2
305	должен быть	2	2
306	это тоже	1	2
307	подобных случаях	2	2
308	вопрос что	1	2
309	тем более	2	2
310	но как	4	2
311	могут служить	2	2
312	и одной	1	2
313	как уже	1	2
314	ту или	1	2
315	имеются и	1	2
316	то ни	1	2
317	этом мире	1	2
318	дело не	5	2
319	и весьма	1	2
320	быть и	1	2
321	к такой	1	2
322	но она	2	2
323	свою жизнь	1	2
324	в войне	1	2
325	автора и	1	2
326	таких случаях	1	2
327	от своего	2	2
328	это может	1	2
329	в большинстве	1	2
330	могла бы	1	2
331	так же	6	2
332	тот кто	5	2
333	это делает	1	2
334	о его	1	2
335	как будто	4	2
336	право на	5	2
337	может и	1	2
338	однако все	2	2
339	случае это	1	2
340	могло быть	2	2
341	в особенности	2	1
342	почву для	1	1
343	это на	1	1
344	строя и	2	1
345	и способность	1	1
346	от него	6	1
347	однако и	1	1
348	все что	4	1
349	в тени	1	1
350	вступить в	1	1
351	случае в	2	1
352	за ним	3	1
353	между этим	1	1
354	и конечно	1	1
355	три слоя	1	1
356	же и	1	1
357	такая форма	2	1
358	и свою	1	1
359	также что	1	1
360	случаях он	1	1
361	своего собственного	1	1
362	исторического бытия	1	1
363	его с	2	1
364	живет в	2	1
365	не знают	1	1
366	на ее	1	1
367	дело с	2	1
368	жизнь но	1	1
