N	2gram	Voloshinov	Literetu
1	а не	9	50
2	и не	34	47
3	не только	10	46
4	и в	28	44
5	может быть	28	43
6	при этом	8	41
7	но и	10	41
8	в том	10	39
9	в этом	28	38
10	хх века	2	32
11	том что	12	32
12	такого рода	2	30
13	то что	17	29
14	в мире	2	28
15	в качестве	2	27
16	то же	12	26
17	как и	13	23
18	в то	7	23
19	себя в	3	22
20	не в	10	22
21	того что	7	22
22	так и	14	22
23	не может	30	22
24	я и	7	21
25	же время	6	21
26	и т.п	4	20
27	в себе	7	20
28	я в	1	19
29	прежде всего	26	19
30	как бы	19	18
31	с другой	2	17
32	точки зрения	31	17
33	то есть	1	17
34	в его	25	17
35	в жизни	7	16
36	сознания в	3	16
37	в этой	7	16
38	не менее	6	15
39	я не	4	15
40	в русской	1	15
41	только в	11	15
42	произведение искусства	2	15
43	со стороны	5	15
44	в целом	4	15
45	и даже	3	14
46	по отношению	13	14
47	однако в	1	14
48	что он	12	14
49	уже не	9	13
50	в своем	4	13
51	с одной	2	13
52	как это	5	13
53	в хх	1	13
54	но не	7	13
55	и его	22	13
56	в своей	14	12
57	о том	3	12
58	в данном	4	12
59	одной стороны	2	12
60	пути в	1	12
61	к себе	3	12
62	одним из	3	12
63	хх веке	1	12
64	еще не	8	12
65	отношению к	11	12
66	а также	2	12
67	в другом	4	11
68	никогда не	10	11
69	в конечном	3	11
70	и сам	3	11
71	еще в	1	11
72	вместе с	5	11
73	как в	4	11
74	в основе	6	11
75	в отличие	2	11
76	с его	9	11
77	данном случае	4	11
78	это не	5	11
79	отличие от	2	11
80	а в	8	11
81	даже в	1	10
82	конечном счете	3	10
83	из них	7	10
84	в ее	5	10
85	что в	7	10
86	и на	9	10
87	для себя	2	10
88	жизни в	3	10
89	потому что	4	10
90	этом отношении	4	10
91	жизни и	7	10
92	отнюдь не	5	10
93	в области	4	10
94	на смену	1	9
95	к тому	6	9
96	представляет собой	2	9
97	связи с	1	9
98	один из	10	9
99	одно из	6	9
100	отказ от	1	9
101	в начале	1	9
102	и т.д	1	9
103	же в	1	9
104	быть может	1	8
105	в своих	5	8
106	тем что	1	8
107	все же	8	8
108	одна из	4	8
109	того же	3	8
110	едва ли	4	8
111	ли не	1	8
112	с точки	15	8
113	как раз	6	8
114	на себя	3	8
115	в конце	2	8
116	о себе	4	8
117	художественного творчества	1	8
118	особого рода	2	8
119	а именно	2	8
120	слова и	4	8
121	той же	5	8
122	но в	13	8
123	уже в	3	8
124	для него	12	8
125	по существу	1	8
126	и как	3	8
127	не говоря	1	8
128	в искусстве	3	8
129	мира в	2	8
130	в самом	12	7
131	в одном	3	7
132	для всех	3	7
133	именно в	4	7
134	на фоне	1	7
135	для этого	6	7
136	в противоположность	1	7
