N	3gram	Bakhtin_Pr	EvropaiE
1	с точки зрения	21	16
2	в то же	10	15
3	то же время	10	14
4	в отношении к	1	12
5	и в то	3	8
6	в том что	10	6
7	так же как	4	5
8	как нам кажется	2	5
9	этой точки зрения	3	5
10	для того чтобы	3	5
11	с этой точки	1	5
12	того или иного	1	4
13	той или иной	3	4
14	само по себе	4	4
15	не только в	2	4
16	то ни было	2	4
17	бы то ни	3	4
18	и в этом	8	4
19	друг с другом	4	3
20	в той или	2	3
21	можно было бы	4	3
22	в этом смысле	12	3
23	же как и	3	3
24	как бы ни	1	3
25	хотя бы и	3	3
26	во всяком случае	3	3
27	можно сказать что	3	3
28	в известном смысле	1	3
29	в этом отношении	7	3
30	так и в	1	2
31	но не только	2	2
32	дело идет о	4	2
33	в одном из	3	2
34	сказать что в	1	2
35	и в частности	1	2
36	того что в	1	2
37	мы можем сказать	2	2
38	как мы видели	3	2
39	нам кажется что	2	2
40	и притом в	1	2
41	но в то	5	2
42	и только в	1	2
43	не может быть	8	2
44	в большинстве случаев	3	2
45	в данном случае	3	2
46	прежде всего в	1	2
47	по себе не	1	2
48	по сравнению с	2	2
49	заключается в том	2	2
50	тем самым в	1	2
51	и со стороны	1	2
52	друг от друга	2	2
53	то что в	1	2
54	с другой стороны	3	2
55	по нашему мнению	3	2
56	хотя и не	1	1
57	по самой природе	1	1
58	в противном случае	1	1
59	и не только	1	1
60	то что может	1	1
61	в этот период	1	1
62	именно потому что	3	1
63	если бы они	1	1
64	отметить что в	1	1
65	но и эта	1	1
66	то есть в	10	1
67	в которых может	1	1
68	дело в том	1	1
69	так и со	1	1
70	смысле этого слова	2	1
71	же время не	3	1
72	о котором мы	1	1
73	ни на минуту	1	1
74	в лучшем случае	3	1
75	и теперь не	1	1
76	мы не можем	1	1
77	а не к	1	1
78	к тому что	1	1
79	или иной степени	2	1
80	том числе и	1	1
81	можем сказать что	2	1
82	что в самом	1	1
83	в полной мере	1	1
84	тех или иных	1	1
85	почти никогда не	2	1
86	то время как	2	1
87	есть то что	1	1
88	во всех этих	1	1
89	не кто иной	1	1
90	в том смысле	1	1
91	в отличие от	3	1
92	не только отдельные	1	1
93	в себе в	1	1
94	не может в	1	1
95	котором мы говорили	1	1
96	как и его	1	1
97	но не в	2	1
98	и того же	1	1
99	не могут быть	1	1
100	то и другое	1	1
101	не только ее	1	1
102	в каком смысле	1	1
103	человеческой жизни вообще	1	1
104	что же касается	1	1
105	но если и	1	1
106	выходит за пределы	2	1
107	от того в	1	1
108	мы бы сказали	1	1
109	в пределах одного	1	1
110	та или иная	1	1
111	в том числе	1	1
112	в таком смысле	1	1
113	в нем и	2	1
114	говорить о том	1	1
115	в своей совокупности	1	1
116	в этой концепции	1	1
117	в то время	3	1
118	более или менее	1	1
119	мы говорили в	1	1
120	независимо от того	1	1
121	в значительной степени	1	1
122	кто иной как	1	1
123	чтобы войти в	1	1
124	на этот вопрос	1	1
125	дают для понимания	1	1
126	одного и того	1	1
127	не относится к	1	1
128	может быть и	1	1
129	друг к другу	4	1
