N	4gram	Losev_Prob	Vladivir
1	дело в том что	3	11
2	в том что в	1	5
3	и в то же	1	5
4	в то время как	2	5
5	не что иное как	5	4
6	то это значит что	2	4
7	не говоря уже о	5	4
8	также и то что	2	4
9	еще и потому что	1	4
10	на самом же деле	1	3
11	только в том случае	2	3
12	во что бы то	2	3
13	как мы уже сказали	1	3
14	а с другой стороны	1	3
15	так или иначе но	1	3
16	что бы то ни	2	3
17	тем не менее если	1	3
18	как мы видели выше	1	3
19	заключается в том что	2	3
20	бы то ни стало	2	3
21	мы должны сказать что	1	2
22	ничего не говорит о	1	2
23	все дело в том	1	2
24	взятое само по себе	1	2
25	говоря уже о том	1	2
26	на то что в	1	2
27	уже о том что	1	2
28	один и тот же	1	2
29	как мы увидим ниже	2	2
30	или по крайней мере	4	2
31	с одной стороны и	2	2
32	точно так же и	3	2
33	в истории философии и	2	2
34	сводится к тому что	1	2
35	но все дело в	1	2
36	одно и то же	1	2
37	в связи с этим	2	2
38	свидетельствует о том что	3	2
39	не имеет ничего общего	4	2
40	если иметь в виду	1	2
41	в том случае если	1	2
42	имеет ничего общего с	3	2
43	и тем не менее	8	2
44	но в то же	1	2
45	и на этот раз	1	2
46	есть не что иное	5	2
47	в том случае когда	1	1
48	по себе уже не	1	1
49	под ред и с	1	1
50	в конце концов даже	1	1
51	ни в каком случае	6	1
52	а в конце концов	1	1
53	только более или менее	1	1
54	взятый сам по себе	1	1
55	этому поводу необходимо сказать	1	1
56	вещь и в том	1	1
57	уже содержит в себе	1	1
58	уже с самого начала	2	1
59	мышление если оно не	1	1
60	и в данном случае	1	1
61	не выходит за пределы	1	1
62	как мы сказали выше	1	1
63	но тем не менее	1	1
64	этим мы уже встречались	1	1
65	но во многих отношениях	1	1
66	новое качество в котором	1	1
67	и ни в каком	1	1
68	не говоря уже об	1	1
69	указывает на то что	3	1
70	тоже никуда не годится	1	1
71	а тем не менее	2	1
72	уже по одному тому	1	1
73	в то же самое	4	1
74	обстоятельства первое обстоятельство это	1	1
75	ни в каком смысле	1	1
76	он не был бы	1	1
77	по этому поводу необходимо	1	1
78	каком случае не может	3	1
79	тем не менее этот	1	1
80	речь идет только о	1	1
81	тем не менее он	2	1
82	никуда не годится если	1	1
83	в каком случае не	4	1
84	одной и той же	1	1
85	в каком смысле не	1	1
86	указанных у нас выше	1	1
87	а может быть и	2	1
88	которая как раз и	1	1
89	в дальнейшем мы и	1	1
90	по крайней мере в	2	1
91	то же самое время	4	1
92	за свое существование и	1	1
93	не принимая во внимание	1	1
94	обращают на себя внимание	1	1
95	все больше и больше	1	1
96	это вовсе не есть	2	1
97	не чем иным как	2	1
98	так как он будет	1	1
99	как раз и является	2	1
100	вместе с тем однако	2	1
101	вообще и в частности	1	1
102	поводу необходимо сказать что	1	1
103	о том что и	1	1
104	с самого же начала	1	1
105	мы уже видели что	1	1
106	перед нами не просто	1	1
107	и к тому же	1	1
108	не означает того что	1	1
109	с такой точки зрения	1	1
110	в настоящем пункте нашего	1	1
111	есть прежде всего система	1	1
112	может быть имеет смысл	1	1
113	и в связи с	1	1
114	а это значит что	1	1
115	то во всяком случае	3	1
116	имеют никакого отношения к	1	1
117	то более то менее	1	1
118	по этому поводу с	1	1
119	возможно только в том	1	1
120	может быть самым разнообразным	2	1
121	по одному тому что	1	1
122	а иной раз и	1	1
123	о том что в	1	1
124	и то что в	1	1
125	что пишет тот же	1	1
126	мы пользуемся не только	1	1
127	говорить о том что	1	1
128	с этим мы уже	1	1
129	везде в таких случаях	1	1
130	так же как и	1	1
131	он тоже не имел	1	1
132	в самом деле если	1	1
133	в буквальном смысле слова	1	1
134	но вот оказывается что	1	1
135	о чем мы будем	1	1
136	дело заключается в том	1	1
137	чем мы будем говорить	1	1
138	а именно то что	1	1
139	самом же деле это	1	1
140	не имеют никакого отношения	1	1
141	и не может быть	1	1
142	что же это за	1	1
