N	4gram	Bakhtin_sl	Problemy
1	в то же время	15	26
2	но в то же	6	11
3	и в то же	6	7
4	бы то ни было	1	6
5	в том что он	1	5
6	в той или иной	12	5
7	в одной плоскости с	1	4
8	как мы уже говорили	1	3
9	большей или меньшей степени	3	3
10	в то время как	2	3
11	одно и то же	2	3
12	в большей или меньшей	3	3
13	лежит в одной плоскости	1	2
14	в том и в	2	2
15	сих пор совершенно не	1	2
16	том и в другом	2	2
17	и в том и	2	2
18	во всяком случае не	1	2
19	не значит конечно что	2	2
20	является лишь одним из	1	2
21	быть более или менее	1	2
22	дело в том что	1	2
23	на мир и на	1	2
24	но с другой стороны	1	2
25	в большинстве случаев в	1	2
26	по отношению к себе	1	2
27	точка зрения на мир	2	2
28	до сих пор совершенно	1	2
29	отношения к чужому слову	1	2
30	это не значит конечно	2	2
31	той или иной степени	12	2
32	ни в чем не	1	2
33	направленное на свой предмет	1	2
34	о том же предмете	1	2
35	на свой предмет слово	1	2
36	и т п все	1	2
37	оглядки на чужое слово	1	2
38	она не может быть	1	1
39	никогда не может быть	2	1
40	из одного в другой	2	1
41	у ивана карамазова и	1	1
42	именно в том что	1	1
43	не могут до конца	1	1
44	то перед нами не	1	1
45	как мы сказали и	1	1
46	особая точка зрения на	1	1
47	то же время он	1	1
48	на самом же деле	1	1
49	в нем новые стороны	2	1
50	и на протяжении всего	1	1
51	точек зрения и оценок	1	1
52	и всякое иное слово	1	1
53	как нейтральное слово языка	1	1
54	и прежде всего в	1	1
55	с ним мы еще	1	1
56	здесь конечно не в	1	1
57	с одной стороны и	2	1
58	его речь и его	1	1
59	как бы ни были	1	1
60	в пределах одного синтаксического	1	1
61	не с точки зрения	1	1
62	не лежит в одной	1	1
63	дело далеко не исчерпывается	1	1
64	иначе обстоит дело в	1	1
65	и то же слово	2	1
66	с ним и с	1	1
67	как и у него	1	1
68	все более и более	1	1
69	и т п но	2	1
70	так и в отношении	1	1
71	прямое авторское слово в	1	1
72	слово во всех его	1	1
73	а в том что	1	1
74	пределах одного синтаксического целого	1	1
75	но как мы сказали	1	1
76	слово в них не	1	1
77	в монологический контекст данного	1	1
78	во всех сферах идеологической	1	1
79	с прямым авторским словом	1	1
80	с чужим словом в	4	1
81	ним мы еще не	1	1
82	в пределах того же	4	1
83	всех сферах идеологической жизни	1	1
84	без дистанции без преломления	1	1
85	она не входит в	1	1
86	и не могут быть	1	1
87	тем не менее в	1	1
88	сама по себе еще	1	1
89	каковы бы ни были	1	1
90	бы они ни были	1	1
91	на ту же тему	2	1
92	можно прямо сказать что	2	1
93	в том числе и	1	1
94	происходит преломление авторских интенций	1	1
95	бы оно ни было	1	1
96	переходил из одного в	1	1
97	и в другом случае	2	1
98	мир и на события	1	1
99	с точки зрения которого	1	1
100	или во всяком случае	2	1
101	с чужим словом и	2	1
102	т п все это	1	1
103	и в отношении к	1	1
104	зрения на мир и	1	1
105	мы имеем в виду	1	1
106	слово в то же	1	1
107	и т п в	2	1
108	и его слово в	2	1
109	в прямой авторской речи	1	1
110	с самого начала в	1	1
111	как бы ни был	1	1
112	как это возможно в	1	1
113	как в отношении к	1	1
114	в отношении к нему	1	1
115	дело здесь конечно не	1	1
116	и т п если	1	1
117	в неразрывной связи с	1	1
118	рядом друг с другом	1	1
119	то же время и	2	1
120	и т п так	1	1
121	роман не только не	1	1
122	рассказ от автора и	1	1
123	и не может не	1	1
124	в зависимости от характера	1	1
125	в него свои интенции	1	1
126	и в авторской речи	1	1
127	в истории европейского романа	1	1
128	до сих пор не	2	1
