N	2gram	Voloshinov	Literetu
1	а не	7	50
2	и не	14	47
3	не только	28	46
4	и в	42	44
5	может быть	13	43
6	при этом	9	41
7	но и	16	41
8	в том	3	39
9	в этом	10	38
10	том что	3	32
11	в частности	3	30
12	то что	9	29
13	в мире	2	28
14	в качестве	4	27
15	то же	16	26
16	как и	12	23
17	в то	9	23
18	себя в	4	22
19	не в	6	22
20	того что	4	22
21	так и	7	22
22	не может	13	22
23	я и	2	21
24	х годов	1	21
25	же время	7	21
26	и т.п	25	20
27	в себе	10	20
28	прежде всего	22	19
29	как бы	30	18
30	с другой	1	17
31	точки зрения	11	17
32	то есть	5	17
33	в его	6	17
34	в жизни	2	16
35	в этой	6	16
36	не менее	1	15
37	я не	1	15
38	в русской	1	15
39	только в	7	15
40	со стороны	1	15
41	тем самым	8	15
42	в целом	4	15
43	и даже	3	14
44	по отношению	2	14
45	однако в	2	14
46	что он	2	14
47	уже не	4	13
48	в своем	1	13
49	как это	5	13
50	в хх	1	13
51	но не	2	13
52	и его	7	13
53	в своей	2	12
54	о том	4	12
55	одним из	1	12
56	хх веке	1	12
57	еще не	3	12
58	отношению к	2	12
59	в другом	1	11
60	никогда не	7	11
61	в конечном	1	11
62	и сам	2	11
63	столь же	1	11
64	еще в	1	11
65	вместе с	5	11
66	как в	3	11
67	в основе	3	11
68	с его	8	11
69	это не	3	11
70	а в	5	11
71	даже в	1	10
72	конечном счете	1	10
73	из них	3	10
74	в ее	3	10
75	что в	1	10
76	и на	7	10
77	потому что	7	10
78	этом отношении	2	10
79	жизни и	3	10
80	отнюдь не	10	10
81	в области	6	10
82	с этой	1	9
83	наш взгляд	1	9
84	к тому	4	9
85	представляет собой	2	9
86	связи с	3	9
87	один из	4	9
88	на наш	2	9
89	что я	1	9
90	одно из	1	9
91	в начале	3	9
92	и т.д	21	9
93	лишь в	4	9
94	же в	1	9
95	говоря уже	1	8
96	быть может	3	8
97	в своих	2	8
98	тем что	2	8
99	все же	9	8
100	одна из	1	8
101	того же	1	8
102	ли не	2	8
103	с точки	5	8
104	как раз	1	8
105	на себя	1	8
106	в конце	6	8
107	художественного творчества	5	8
108	слова и	5	8
109	той же	7	8
110	но в	5	8
111	уже в	5	8
112	для него	3	8
113	по существу	1	8
114	и как	10	8
115	не говоря	2	8
116	в самом	5	7
117	русской литературе	1	7
118	в одном	4	7
119	другой стороны	1	7
120	для всех	2	7
121	на свою	1	7
122	именно в	1	7
123	в художественном	1	7
124	для этого	2	7
125	в противоположность	1	7
126	не как	1	7
127	тому же	2	7
128	он не	2	7
129	и тем	7	7
130	и с	5	7
131	в нем	6	7
132	по своей	2	7
133	до конца	2	7
134	друг друга	2	7
135	и для	3	7
136	перестает быть	1	7
137	у нас	4	7
138	в их	2	7
139	человека в	2	7
140	это как	1	7
141	тому как	1	7
142	общественного сознания	2	7
143	а затем	1	6
144	в виду	3	6
145	например в	1	6
146	и он	2	6
147	у него	1	6
148	его в	4	6
149	не было	2	6
150	во всех	6	6
151	в каждом	4	6
152	перед лицом	1	6
153	было бы	7	6
154	то в	1	6
155	с миром	1	6
156	самом деле	5	6
157	в слове	4	6
158	еще и	2	6
159	тем же	4	6
160	одного из	1	6
161	и то	5	6
162	в ней	8	6
163	при всем	2	6
164	как будто	1	6
165	и наконец	5	6
166	и к	4	5
167	в связи	2	5
168	с собой	2	5
169	хотя бы	18	5
170	жизни как	1	5
171	в нашем	5	5
172	класс и	1	5
173	всего в	4	5
174	должно быть	2	5
175	несмотря на	3	5
176	тем не	1	5
177	не знает	3	5
178	одном из	1	5
179	в себя	1	5
180	между тем	3	5
181	так что	1	5
182	эти слова	9	5
183	в силу	1	5
184	в сущности	1	5
185	и одновременно	1	5
186	в романе	1	5
187	в словах	4	5
188	не с	3	5
189	и если	1	5
190	вслед за	1	5
191	так как	8	5
192	мы не	9	5
193	в литературе	1	5
194	что и	3	5
195	но уже	1	5
196	однако не	1	5
197	в поэме	1	5
198	как он	1	5
199	место в	2	5
200	или иной	6	5
201	все еще	1	5
202	не к	4	5
203	что было	3	4
204	от имени	1	4
205	и само	3	4
206	с тем	8	4
207	и нет	2	4
208	не должен	2	4
209	для того	9	4
210	не всегда	2	4
211	только на	3	4
212	за собой	1	4
213	перед ним	3	4
214	как мы	10	4
215	художественное высказывание	1	4
216	во всей	1	4
217	к этому	2	4
218	не мог	3	4
219	хотя и	3	4
220	для своего	1	4
221	сознания к	1	4
222	все время	5	4
223	что его	1	4
224	очевидно что	2	4
225	себе и	2	4
226	в сторону	1	4
227	здесь как	1	4
228	на этом	1	4
229	ту же	2	4
230	и что	1	4
231	за пределы	1	4
232	к своему	4	4
233	и есть	1	4
234	можно сказать	4	4
235	о которой	1	4
236	от своего	1	4
237	и все	4	4
238	в пределах	2	4
239	отношения к	3	4
240	бы не	2	4
241	знает что	1	4
242	все они	1	4
243	нет ничего	2	4
244	ни к	2	4
245	совершенно не	3	4
246	то он	3	4
247	не является	5	4
248	тех же	1	4
249	более чем	1	4
250	в свою	6	4
251	каждый из	2	4
252	художественное произведение	1	4
253	одной из	2	4
254	но это	2	4
255	таким образом	8	4
256	как к	1	4
257	свидетельствует о	1	4
258	и вот	3	4
259	для нас	3	4
260	в г	1	4
261	на его	6	4
262	в каждой	1	4
263	вовсе не	2	4
264	на другого	4	4
265	но при	3	4
266	во второй	3	4
267	на то	1	4
268	нуждается в	3	4
269	художественное творчество	3	4
270	не надо	1	4
271	все что	1	3
272	в душе	2	3
273	при которой	1	3
274	же и	1	3
275	о чем	2	3
276	мысли и	1	3
277	в этих	2	3
278	по себе	1	3
279	мысль о	1	3
280	от всего	1	3
281	нет в	1	3
282	мира и	1	3
283	и того	1	3
284	со своей	1	3
285	вопрос о	2	3
286	личность не	1	3
287	особое место	1	3
288	к объективной	1	3
289	превращается в	1	3
290	так же	4	3
291	себе в	2	3
292	свою очередь	4	3
293	не становится	3	3
294	установка на	1	3
295	из трех	2	3
296	с ним	2	3
297	не просто	4	3
298	крайней мере	1	3
299	жизни с	1	3
300	говорить о	1	3
301	именно так	1	3
302	что такое	4	3
303	как от	1	3
304	а с	5	3
305	с появлением	4	3
306	сознания не	3	3
307	как таковое	2	3
308	не есть	2	3
309	в чем	1	3
310	той или	4	3
311	я был	1	3
312	всех своих	4	3
313	но как	2	3
314	для его	1	3
315	же как	1	3
316	и является	5	3
317	ту или	4	3
318	он в	1	3
319	что для	1	3
320	в первой	2	3
321	и от	7	3
322	там где	1	3
323	для многих	1	3
324	в особенности	1	3
325	не так	3	3
326	взгляд на	1	3
327	за ним	1	3
328	если в	1	3
329	во время	1	3
330	был бы	2	3
331	это уже	1	3
332	из которых	3	3
333	мы в	3	3
334	общения людей	2	3
335	в отношении	2	3
336	себе не	1	3
337	можно было	4	3
338	если не	3	3
339	если бы	4	3
340	с ней	2	3
341	так называемый	1	3
342	из тех	1	3
343	да и	4	3
344	вследствие этого	3	3
345	всей своей	1	3
346	своей жизни	5	3
347	по крайней	1	3
348	речь в	1	3
349	бы и	2	3
350	того чтобы	7	3
351	относится к	2	3
352	на два	2	3
353	и тогда	2	3
354	и уже	3	3
355	о своем	3	3
356	и до	1	3
357	в истории	1	3
358	еще один	1	3
359	такие как	2	3
360	как например	2	3
361	что же	8	3
362	том же	2	3
363	в сознании	5	3
364	здесь не	2	3
365	тот же	2	3
366	ничего не	8	3
367	на языке	1	3
368	большей части	1	3
369	исторической жизни	1	3
370	о нем	1	3
371	ее в	1	3
372	на самом	3	3
373	сознания и	1	3
374	или иную	4	3
375	с их	1	3
376	все равно	1	3
377	а на	2	3
378	в действительности	1	3
379	в какой	2	3
380	все эти	3	3
381	путь к	1	3
382	и потому	2	3
383	а к	3	3
384	он говорит	2	3
385	на один	1	3
386	по большей	1	3
387	как уже	2	3
388	также и	2	3
389	бытия в	2	3
390	когда он	1	3
391	только то	1	3
392	еще на	1	3
393	же самое	5	3
394	отношение к	2	3
395	и о	1	3
396	художественного произведения	1	3
397	искусства в	1	3
398	в разговоре	2	3
399	есть не	2	3
400	в той	5	2
401	еще раз	1	2
402	граница между	1	2
403	всей жизни	1	2
404	тем как	1	2
405	в результате	1	2
406	из двух	2	2
407	уже об	1	2
408	разговоре с	1	2
409	на эту	2	2
410	роль в	3	2
411	у достоевского	1	2
412	в форму	1	2
413	в самый	1	2
414	так например	1	2
415	на первый	2	2
416	первый взгляд	2	2
417	действительности в	1	2
418	творчества в	1	2
419	в котором	3	2
420	раз и	1	2
421	человека не	4	2
422	языка в	2	2
423	свою звонкую	1	2
424	даже и	2	2
425	только как	1	2
426	но даже	2	2
427	к своей	1	2
428	между двумя	2	2
429	приходит к	1	2
430	значительной степени	2	2
431	еще более	2	2
432	так называемых	1	2
433	сказать что	3	2
434	ключ к	1	2
435	могло бы	1	2
436	быть в	1	2
437	слово не	4	2
438	тогда он	1	2
439	речь не	1	2
440	тем более	1	2
441	нам остается	1	2
442	и внешней	3	2
443	и искусство	1	2
444	гораздо более	2	2
445	к нему	2	2
446	других как	2	2
447	только не	1	2
448	такое сознание	1	2
449	что у	3	2
450	нами не	1	2
451	на протяжении	1	2
452	как нам	1	2
453	это будет	1	2
454	но еще	1	2
455	и всегда	1	2
456	с другими	2	2
457	не обладает	2	2
458	к достижению	2	2
459	от тех	1	2
460	наконец в-третьих	1	2
461	тому что	5	2
462	не остается	1	2
463	в живом	5	2
464	сознания как	1	2
465	так сказать	4	2
466	воздействия на	1	2
467	слово как	8	2
468	бы в	6	2
469	не был	1	2
470	складывается из	1	2
471	в исторической	1	2
472	лишь при	1	2
473	это прежде	1	2
474	чтобы он	1	2
475	с какой	1	2
476	если б	6	2
477	но зато	1	2
478	одно и	6	2
479	в нас	2	2
480	и эстетический	1	2
481	общей для	1	2
482	звонкую силу	1	2
483	слова из	1	2
484	культуры и	1	2
485	друг другу	2	2
486	человека и	2	2
487	что может	1	2
488	в общем	1	2
489	своего героя	2	2
490	и по	1	2
491	здесь мы	3	2
492	процесса в	1	2
493	в него	2	2
494	личного сознания	1	2
495	чтобы не	1	2
496	к более	1	2
497	та же	3	2
498	как с	2	2
499	с действительной	1	2
500	индивидуального сознания	1	2
501	тогда когда	1	2
502	и при	2	2
503	была бы	1	2
504	человек с	2	2
505	никак не	1	2
506	нашего времени	1	2
507	что сам	1	2
508	для них	2	2
509	и вновь	1	2
510	все то	2	2
511	жизни его	1	2
512	и будет	1	2
513	с ними	1	2
514	не будь	2	2
515	перед нами	3	2
516	к той	3	2
517	это и	1	2
518	жизни однако	1	2
519	в историю	1	2
520	ведь мы	1	2
521	в значительной	2	2
522	из этих	2	2
523	так чтобы	1	2
524	обойтись без	1	2
525	с которой	1	2
526	и теперь	1	2
527	или иных	3	2
528	в обществе	4	2
529	вот уже	1	2
530	свое существование	1	2
531	не знающий	1	2
532	но мы	2	2
533	нет и	3	2
534	ко всей	1	2
535	мог бы	1	2
536	то для	1	2
537	жизни этих	1	2
538	отражения в	1	2
539	где бы	1	2
540	у них	3	2
541	чуть ли	2	2
542	которому он	1	2
543	этом случае	3	2
544	ответ на	3	2
545	ему в	1	2
546	на вопрос	1	2
547	теперь как	1	2
548	мы имеем	2	2
549	бы на	1	2
550	силу поэта	1	2
551	имя и	1	2
552	в зеркале	1	2
553	несет в	1	2
554	жизнь не	1	2
555	высшей ценностью	1	2
556	непосредственно в	1	2
557	от всех	1	2
558	этом не	1	2
559	чем он	1	2
560	и где	1	2
561	в последнем	1	2
562	здесь даже	1	2
563	и без	4	2
564	в любом	1	2
565	есть в	1	2
566	другом месте	1	2
567	и художественного	1	2
568	должен быть	2	2
569	руки и	1	2
570	общественной жизни	10	2
571	аудитории и	4	2
572	и тех	1	2
573	и самого	1	2
574	в будущем	3	2
575	в таком	1	2
576	в поле	1	2
577	всю свою	1	2
578	она не	1	2
579	его не	2	2
580	в ход	1	2
581	дело не	1	2
582	нужно было	2	2
583	в нашей	2	2
584	что нам	1	2
585	к которой	1	2
586	с кем	2	2
587	в большинстве	1	2
588	собственно говоря	1	2
589	на это	4	2
590	эту тему	1	2
591	а скорее	1	2
592	со своими	1	2
593	в общественном	1	2
594	слова в	6	2
595	этой ситуации	2	2
596	тех или	4	2
597	в эти	1	2
598	может и	1	2
599	не можем	1	2
600	совершается в	1	2
601	к действительности	1	1
602	был и	2	1
603	личное местоимение	1	1
604	является в	1	1
605	свое начало	1	1
606	этого необходимо	1	1
607	сама собой	1	1
608	и продукт	1	1
609	человеческой истории	2	1
610	высказывания от	2	1
611	до него	1	1
612	и становятся	1	1
613	в определенное	1	1
614	дело с	1	1
615	ряд явлений	1	1
616	с самим	2	1
617	одинокого человека	1	1
618	вновь и	1	1
619	о них	2	1
620	литература и	1	1
621	свое высказывание	2	1
622	говорит о	1	1
623	с более	1	1
624	мы это	1	1
625	что человек	1	1
626	которое может	3	1
627	где-то между	1	1
628	с той	1	1
629	роль слова	1	1
630	бытие человека	1	1
631	из многочисленных	1	1
632	площади в	1	1
633	что слово	1	1
634	не стирается	1	1
635	установки на	2	1
636	более или	1	1
637	но все	5	1
638	мы живем	1	1
639	и просто	1	1
640	для осуществления	1	1
641	если и	1	1
642	широкого и	1	1
643	естественно не	1	1
644	мою и	1	1
645	заявляет о	1	1
646	и конечно	2	1
647	он у	1	1
648	мы никогда	5	1
649	места и	1	1
650	высказывание лишь	1	1
651	в наиболее	1	1
652	движется в	1	1
653	в собственном	1	1
654	их в	3	1
655	в цепи	1	1
656	ему по	1	1
657	однако этим	1	1
658	жизни ее	1	1
659	здесь происходит	2	1
660	нему другими	1	1
661	человеческой речи	3	1
662	обращения к	2	1
663	целым рядом	1	1
664	из героев	2	1
665	уже через	1	1
666	как только	4	1
667	это например	2	1
668	связано с	2	1
669	всякого рода	1	1
670	в дальнейшем	2	1
671	с этим	2	1
672	нам не	1	1
673	этой социальной	1	1
674	действительность в	1	1
675	ответить на	2	1
676	на человека	1	1
677	при условии	2	1
678	было в	4	1
679	что однако	1	1
680	даже отчасти	1	1
681	его жизни	1	1
682	которой он	1	1
683	собеседования с	1	1
684	уже у	1	1
685	и неизбежно	1	1
686	внутри себя	2	1
687	с нашим	1	1
688	нашем случае	1	1
689	с ума	1	1
690	мы все	1	1
691	но они	1	1
692	он почел	1	1
693	общения и	4	1
694	и когда	2	1
695	уже как	1	1
696	конечно не	3	1
697	и те	2	1
698	не что	4	1
699	бы два	1	1
700	самого начала	4	1
701	зрения было	1	1
702	автора с	1	1
703	от лица	2	1
704	литературного творчества	2	1
705	язык язык	1	1
706	соприкасается с	1	1
707	о художественной	1	1
708	рук и	2	1
709	поэта и	1	1
710	переход от	1	1
711	из всех	1	1
712	однако эти	1	1
