N	3gram	Vygotskiy_	formyVre
1	в то же	1	18
2	как мы уже	2	15
3	в связи с	6	15
4	с точки зрения	12	15
5	друг с другом	10	13
6	для того чтобы	20	12
7	но и в	1	12
8	не только в	1	11
9	до сих пор	3	10
10	и того же	8	9
11	одного и того	8	9
12	мы уже говорили	2	9
13	в том числе	2	8
14	не может быть	4	7
15	в отличие от	3	7
16	в этом отношении	7	7
17	прежде всего в	1	7
18	в том же	1	6
19	друг от друга	5	6
20	имеем в виду	1	6
21	с одной стороны	10	6
22	в том что	33	5
23	одной стороны и	2	5
24	в то время	4	5
25	том числе и	2	5
26	на первый план	2	5
27	той или иной	1	5
28	одно и то	1	5
29	и то же	1	5
30	мы имеем в	1	5
31	в широком смысле	1	5
32	и не только	1	5
33	по отношению к	19	4
34	мы уже указывали	1	4
35	не могло быть	1	4
36	друг на друга	2	4
37	но все же	2	4
38	с другой стороны	8	4
39	равно как и	1	4
40	связи с этим	1	4
41	включает в себя	2	4
42	как раз в	1	4
43	в этом случае	5	4
44	во всяком случае	2	4
45	то время как	4	4
46	и как бы	1	3
47	прямо сказать что	1	3
48	о том как	3	3
49	по сравнению с	9	3
50	в себя и	1	3
51	можно прямо сказать	1	3
52	в этом процессе	1	3
53	сами по себе	1	3
54	но при этом	2	3
55	в зависимости от	2	3
56	между этими двумя	2	3
57	что в этом	1	3
58	к вопросу о	1	3
59	как мы увидим	1	3
60	как раз и	1	3
61	то же самое	7	3
62	вместе с тем	4	3
63	в другом месте	4	3
64	же как и	2	3
65	и в частности	3	3
66	о том что	7	3
67	так же как	9	3
68	с самого начала	8	3
69	так и в	1	3
70	друг к другу	3	3
71	можно сказать что	7	2
72	совершенно так же	1	2
73	они не могут	1	2
74	но для того	1	2
75	вместе с этим	1	2
76	к ним как	1	2
77	и которые в	1	2
78	вообще не может	2	2
79	все более и	3	2
80	как мы видим	1	2
81	могут быть названы	1	2
82	и вместе с	1	2
83	в данном случае	3	2
84	к тому же	1	2
85	но в этом	2	2
86	это значит что	4	2
87	таким образом и	1	2
88	само собой разумеется	1	2
89	в свою очередь	4	2
90	но он не	5	2
91	не только для	1	2
92	не было бы	1	2
93	мы находим в	1	2
94	между собой в	1	2
95	собой разумеется что	1	2
96	и другие моменты	1	2
97	более и более	3	2
98	и в их	1	2
99	того что было	2	2
100	с ним но	2	2
101	на основе этого	1	2
102	и ничего не	1	2
103	к тому что	5	2
104	он не знает	1	2
105	и во всей	1	2
106	оно не может	1	2
107	с тем что	3	2
108	по своей природе	2	2
109	что должно быть	3	2
110	что и в	1	2
111	и с которой	1	2
112	если бы он	1	2
113	к жизни и	1	2
114	лежит в основе	2	2
115	в целом ряде	1	1
116	он никогда не	1	1
117	что он не	3	1
118	он должен сделать	1	1
119	в самом начале	2	1
120	как и во	1	1
121	а отнюдь не	1	1
