N	2gram	Losev_Prob	Marksizm
1	точки зрения	5	69
2	может быть	29	64
3	и в	64	63
4	и не	63	55
5	как бы	18	53
6	не может	18	47
7	с точки	3	46
8	и пр	4	42
9	и его	3	41
10	в этом	30	39
11	таким образом	9	38
12	в процессе	1	33
13	как мы	10	32
14	языка и	5	31
15	в пределах	2	31
16	лишь в	4	30
17	не только	37	29
18	то же	10	28
19	в нем	14	28
20	языка как	2	27
21	но и	23	27
22	в языке	13	26
23	связи с	8	25
24	самом деле	10	25
25	в самом	10	24
26	как и	7	24
27	прежде всего	17	24
28	только в	19	23
29	так и	17	23
30	в том	19	22
31	то что	72	22
32	а не	21	22
33	при этом	8	20
34	так сказать	1	20
35	для него	2	20
36	если мы	16	20
37	на почве	2	19
38	не в	6	19
39	если бы	8	19
40	том что	26	19
41	в его	12	19
42	языка в	3	18
43	в ее	3	18
44	в слове	1	18
45	и для	10	18
46	но в	19	18
47	вовсе не	60	18
48	все же	7	17
49	в сущности	2	17
50	ни было	1	16
51	слова и	5	16
52	и как	10	16
53	в то	7	16
54	во всех	9	15
55	в связи	7	15
56	отнюдь не	15	15
57	что он	11	15
58	русском языке	2	15
59	язык как	3	14
60	в данном	16	14
61	хотя бы	15	14
62	в смысле	2	14
63	в своей	8	13
64	так же	12	13
65	то ни	3	13
66	что в	21	13
67	и здесь	8	13
68	не является	12	13
69	того чтобы	10	13
70	было бы	16	13
71	ничего не	20	13
72	мы не	6	13
73	слова в	1	13
74	для того	10	12
75	того же	3	12
76	бы то	2	12
77	в результате	6	12
78	выражение в	1	12
79	между тем	3	12
80	он не	5	12
81	в основе	4	12
82	является не	4	12
83	а в	7	12
84	и того	5	11
85	к нему	5	11
86	мы уже	8	11
87	и что	21	11
88	и от	3	11
89	как система	1	11
90	слова как	2	11
91	до сих	6	11
92	и на	11	11
93	и все	9	11
94	как в	5	11
95	еще не	18	11
96	друг друга	1	11
97	так как	16	11
98	на самом	9	11
99	все эти	15	11
100	в ней	1	11
101	сих пор	6	11
102	именно в	5	10
103	во всяком	18	10
104	самого начала	2	10
105	с другой	8	10
106	сказать что	33	10
107	к этому	1	10
108	никогда не	8	10
109	в своем	7	10
110	его в	9	10
111	в таком	18	10
112	одна из	4	10
113	в каждом	1	10
114	в основном	1	10
115	здесь мы	1	10
116	совершенно не	7	10
117	конечно не	3	10
118	с его	3	10
119	здесь в	4	10
120	и потому	3	10
121	с самого	3	10
122	быть и	5	9
123	к тому	5	9
124	одного и	2	9
125	только на	13	9
126	в нашем	3	9
127	в себе	16	9
128	и следовательно	6	9
129	и это	13	9
130	мы видели	1	9
131	что это	4	9
132	ни в	13	9
133	не имеет	8	9
134	и более	4	9
135	это не	7	9
136	в истории	6	9
137	о языке	3	9
138	одной из	1	9
139	и эта	1	9
140	же самое	9	9
141	кроме того	7	8
142	мысли и	2	8
143	не как	2	8
144	другой стороны	7	8
145	но что	3	8
146	и даже	19	8
147	и с	12	8
148	на этой	4	8
149	настоящее время	17	8
150	в данной	2	8
151	мы знаем	1	8
152	что и	2	8
153	не было	7	8
154	что не	8	8
155	тому что	6	8
156	ясно что	7	8
157	мы можем	8	8
158	не будет	11	8
159	за пределы	6	8
160	столь же	1	8
161	в отношении	7	8
162	сводится к	3	8
163	в каком	7	8
164	к другому	1	8
165	перед нами	7	8
166	чем же	2	8
167	в настоящее	17	8
168	с этим	7	8
169	у нас	31	8
170	в их	7	8
171	и их	4	8
172	в науке	4	8
173	и ее	9	8
174	речь и	1	8
175	или иной	8	8
176	на то	12	8
177	от него	1	7
178	в этих	7	7
179	значения слова	3	7
180	не существует	12	7
181	в котором	5	7
182	и значение	4	7
183	и те	2	7
184	языка не	1	7
185	он сам	2	7
186	как раз	20	7
187	в качестве	3	7
188	слово как	1	7
189	бы в	3	7
190	как системы	1	7
191	в этой	14	7
192	могут быть	2	7
193	же является	1	7
194	речи как	1	7
195	может стать	1	7
196	до настоящего	1	7
197	вполне понятно	1	7
198	по себе	20	7
199	той же	2	7
200	до конца	1	7
201	о том	25	7
202	того что	18	7
203	общения в	1	7
204	конечно в	2	7
205	в начале	1	7
206	далеко не	9	7
207	бы он	2	7
208	место в	2	7
209	настоящего времени	3	7
210	в той	2	6
211	науки о	1	6
212	является в	3	6
213	точном смысле	2	6
214	по мере	1	6
215	в корне	2	6
216	уже не	9	6
217	входит в	4	6
218	одной стороны	4	6
219	в другом	2	6
220	язык в	1	6
221	знака в	5	6
222	как оно	3	6
223	для понимания	2	6
224	как такое	1	6
225	с одной	4	6
226	с другими	6	6
227	не есть	49	6
228	из одного	1	6
229	всяком случае	11	6
230	должны быть	2	6
231	этот вопрос	2	6
232	с ее	1	6
233	то есть	61	6
234	должна быть	2	6
235	смысле слова	11	6
236	в точном	1	6
237	зависимости от	2	6
238	ничего общего	14	6
239	не имеют	6	6
240	что же	18	6
241	тем же	2	6
242	для всего	2	6
243	слово и	3	6
244	тот же	4	6
245	он и	8	6
246	все это	11	6
247	сознания и	4	6
248	слово в	2	6
249	в какой	1	6
250	вопрос о	4	6
251	как ее	2	6
252	для нашей	3	6
253	мы должны	5	6
254	из этих	5	6
255	данного момента	1	6
256	лишь как	1	6
257	же в	5	6
258	не к	1	6
259	о чем	11	5
260	самом же	1	5
261	нами в	3	5
262	в виду	10	5
263	что слово	2	5
264	в первом	2	5
265	значения в	1	5
266	она является	3	5
267	не менее	26	5
268	был бы	6	5
269	знака как	1	5
270	знака и	15	5
271	мы ни	3	5
272	как на	3	5
273	от того	2	5
274	себя в	1	5
275	в лингвистике	1	5
276	по преимуществу	4	5
277	на язык	2	5
278	должно быть	3	5
279	необходимо чтобы	4	5
280	что такое	23	5
281	xix века	1	5
282	речи на	1	5
283	как же	6	5
284	все время	3	5
285	от этого	2	5
286	той или	10	5
287	но как	11	5
288	в целях	2	5
289	и тем	16	5
290	и является	9	5
291	же он	1	5
292	в конце	13	5
293	знак не	3	5
294	то в	6	5
295	для себя	9	5
296	в знаке	1	5
297	оно ни	1	5
298	вместе с	4	5
299	да и	11	5
300	существует для	1	5
301	знак и	15	5
302	ее в	2	5
303	вне его	1	5
304	хотя и	8	5
305	языка а	2	5
306	в конкретном	2	5
307	из него	1	5
308	в душе	1	5
309	этом случае	6	5
310	в более	1	5
311	значение в	4	5
312	связи между	1	5
313	этом отношении	2	5
314	то мы	2	5
315	таком случае	14	5
316	или в	5	5
317	и всякое	2	5
318	но не	13	5
319	в условиях	2	5
320	тем более	13	5
321	же деле	1	5
322	в данную	1	5
323	она не	5	5
324	знака к	7	5
325	ведь если	5	5
326	гуманитарных наук	3	5
327	и к	2	4
328	же и	4	4
329	только что	2	4
330	в них	8	4
331	но все	5	4
332	тем что	10	4
333	выражения и	1	4
334	он является	2	4
335	к другой	1	4
336	он был	2	4
337	к проблеме	1	4
338	говорит что	1	4
339	как от	1	4
340	в зависимости	2	4
341	во всей	4	4
342	к языку	1	4
343	из них	3	4
344	едва ли	10	4
345	что они	5	4
346	она и	1	4
347	несмотря на	6	4
348	не хватает	2	4
349	что все	9	4
350	не знает	4	4
351	в которой	2	4
352	одним из	2	4
353	что она	8	4
354	но для	3	4
355	но ведь	6	4
356	сознания как	1	4
357	следовательно и	3	4
358	в других	5	4
359	ведь в	1	4
360	не дает	1	4
361	и речи	3	4
362	но при	2	4
363	так что	12	4
364	если же	4	4
365	в тех	2	4
366	и тот	2	4
367	внешнее выражение	1	4
368	язык не	2	4
369	нашей точки	1	4
370	из этого	2	4
371	его к	1	4
372	независимо от	2	4
373	имеет свою	1	4
374	и особенно	4	4
375	языка с	1	4
376	не могут	6	4
377	со всеми	2	4
378	допустим что	2	4
379	и действительно	1	4
380	значения и	11	4
381	можно назвать	1	4
382	к его	2	4
383	эта последняя	3	4
384	нет ничего	12	4
385	бы и	5	4
386	именно на	3	4
387	слов и	1	4
388	и до	3	4
389	что здесь	4	4
390	переход от	1	4
391	нет и	5	4
392	мог бы	1	4
393	но именно	5	4
394	только при	1	4
395	и то	15	4
396	только с	3	4
397	нас не	5	4
398	уже в	6	4
399	не будем	5	4
400	в определенном	1	4
401	можно сказать	9	4
402	или даже	3	4
403	к своему	2	4
404	знаком и	8	4
405	войти в	3	4
406	в одной	1	4
407	каких бы	1	4
408	другими словами	8	4
409	может идти	1	4
410	как он	4	4
411	относится к	6	4
412	стороны и	3	4
413	в каких	1	4
414	одного из	2	4
415	и самого	5	4
416	жизни и	1	4
417	в области	8	4
418	эти два	1	4
419	мы сказали	2	4
420	что было	2	3
421	они являются	1	3
422	языке и	4	3
423	однако и	4	3
424	даже в	2	3
425	в общей	2	3
426	дана не	1	3
427	в своих	3	3
428	с тем	6	3
429	роль в	2	3
430	является для	3	3
431	значение не	2	3
432	знак в	4	3
433	на первый	5	3
434	в дальнейшем	5	3
435	в действительности	5	3
436	или вернее	3	3
437	к знаку	2	3
438	мы увидим	3	3
439	даже и	18	3
440	всем этим	3	3
441	данного языкового	1	3
442	одной и	1	3
443	говорить о	14	3
444	каждое слово	1	3
445	является как	1	3
446	действительности на	1	3
447	или если	1	3
448	находится в	2	3
449	момент в	2	3
450	с ним	4	3
451	и внешней	1	3
452	а следовательно	2	3
453	в системе	3	3
454	нам важно	1	3
455	мы видим	2	3
456	на протяжении	1	3
457	от его	1	3
458	здесь нет	3	3
459	в году	1	3
460	тем не	25	3
461	всякого знака	1	3
462	не о	7	3
463	прежде чем	3	3
464	или хотя	2	3
465	действительности к	2	3
466	между этими	2	3
467	этом последнем	1	3
468	между собой	5	3
469	делает его	2	3
470	речи или	1	3
471	действительности и	5	3
472	чтобы понять	3	3
473	это вполне	1	3
474	в живой	1	3
475	данный момент	1	3
476	ли это	2	3
477	мы говорили	5	3
478	более или	7	3
479	как это	7	3
480	что эта	2	3
481	одно и	1	3
482	не приходится	2	3
483	и та	2	3
484	по своей	1	3
485	от конкретных	1	3
486	могла бы	1	3
487	значение и	7	3
488	общего с	10	3
489	что во	1	3
490	в систему	1	3
491	и др	2	3
492	подход к	1	3
493	языке как	1	3
494	и есть	7	3
495	и пытается	1	3
496	в данный	1	3
497	речи о	1	3
498	знак как	1	3
499	в какой-то	3	3
500	как знак	4	3
501	были бы	2	3
502	не так	1	3
503	во втором	1	3
504	и этот	4	3
505	речи но	1	3
506	его из	1	3
507	если он	1	3
508	тогда когда	4	3
509	и при	4	3
510	учение о	5	3
511	из которых	2	3
512	имеет место	1	3
513	знаков в	2	3
514	не на	4	3
515	можно было	8	3
516	должен был	1	3
517	поэтому и	2	3
518	имеет значение	3	3
519	является знаком	1	3
520	для каждого	2	3
521	одновременно с	1	3
522	мы остановимся	1	3
523	еще в	2	3
