N	3gram	Tiupa_Hudo	Formalny
1	с точки зрения	5	40
2	не может быть	5	29
3	на самом деле	1	21
4	то же время	11	20
5	в то же	11	20
6	и т д	5	19
7	и т п	10	18
8	в связи с	3	16
9	во всяком случае	1	16
10	в настоящее время	1	13
11	по отношению к	15	12
12	в самом деле	5	11
13	так и в	1	11
14	в этом отношении	4	11
15	бы то ни	1	10
16	с другой стороны	1	9
17	для того чтобы	2	8
18	до сих пор	3	8
19	с одной стороны	4	8
20	более или менее	1	7
21	того или иного	4	7
22	сами по себе	1	7
23	в высшей степени	1	7
24	в свою очередь	1	7
25	как мы знаем	1	7
26	и в этом	3	7
27	в том что	15	6
28	и в то	2	6
29	с тем что	1	6
30	в данном случае	3	6
31	не только не	3	6
32	одной стороны и	1	5
33	к тому чтобы	1	5
34	в этом смысле	1	5
35	в отличие от	1	5
36	к тому что	8	5
37	в значительной степени	3	5
38	до известной степени	1	5
39	связи с этим	2	5
40	прежде всего в	1	5
41	тем не менее	6	4
42	не в том	2	4
43	все более и	1	4
44	в конце концов	1	4
45	более и более	1	4
46	как раз и	1	4
47	но все же	2	4
48	а не в	1	4
49	то ни стало	1	4
50	как и все	1	4
51	подобно тому как	4	4
52	с самого начала	1	4
53	нет и не	1	4
54	сводится к тому	1	4
55	из виду что	1	3
56	же время не	1	3
57	мы уже знаем	2	3
58	то или иное	1	3
59	так и от	2	3
60	в том числе	1	3
61	во что бы	1	3
62	так или иначе	3	3
63	друг с другом	1	3
64	не только на	1	3
65	не сводится к	1	3
66	вместо того чтобы	2	3
67	том числе и	1	3
68	уже знаем что	1	3
69	то же самое	3	3
70	самом же деле	1	3
71	на самом же	1	3
72	в том смысле	1	3
73	а не как	1	3
74	потому что он	1	3
75	в литературном произведении	1	3
76	при этом не	1	3
77	то и другое	2	3
78	что бы то	1	3
79	но в то	3	3
80	в пределах одного	1	3
81	и то и	1	3
82	что же касается	2	3
83	между этими двумя	1	3
84	по себе а	1	2
85	о том как	4	2
86	хотя бы и	1	2
87	в предыдущей главе	3	2
88	с этой точки	1	2
89	в жизни и	1	2
90	друг от друга	2	2
91	она не может	1	2
92	только тем что	2	2
93	одних и тех	2	2
94	но при этом	3	2
95	в том случае	2	2
96	не потому что	1	2
97	как например в	1	2
98	именно потому что	1	2
99	в такой же	2	2
100	между тем как	1	2
101	могло бы быть	1	2
102	в данное время	1	2
103	внешнего и внутреннего	1	2
104	и в других	1	2
105	но в этом	1	2
106	в таком случае	1	2
107	на то чтобы	2	2
108	может быть только	1	2
109	и все же	1	2
110	именно в этом	1	2
111	так и не	3	2
112	в это время	2	2
113	этой точки зрения	1	2
114	как и в	5	2
115	ничего общего с	1	2
116	и тех же	2	2
117	в одной из	1	2
118	дело в том	1	2
119	не только в	4	2
120	так же как	2	2
121	в этом случае	1	2
122	же как мы	1	2
123	формы и содержания	1	2
124	что же такое	1	2
125	в следующей главе	3	2
126	лежит в основе	1	2
127	ни в чем	1	2
128	тот или иной	1	2
129	что он не	3	1
130	в первой из	1	1
131	как она есть	1	1
132	в самом начале	1	1
133	и в жизни	1	1
134	бы уже не	1	1
135	что не мешает	1	1
136	можно говорить об	1	1
137	лишь в том	1	1
138	отношения между ними	1	1
139	именно так а	1	1
140	отношению к этой	1	1
141	в том как	1	1
142	но именно этого	1	1
143	не в этом	1	1
144	самом деле в	2	1
145	его внутренний мир	1	1
146	поэтому когда в	1	1
147	однако и здесь	1	1
148	было ясно что	1	1
149	или иначе не	1	1
150	она могла бы	1	1
151	по аналогии со	1	1
152	т е все	1	1
153	же и только	1	1
