N	3gram	Bakhtin_Fr	Istorich
1	с другой стороны	2	46
2	мы видим что	2	30
3	до сих пор	3	30
4	с одной стороны	2	28
5	так же как	4	27
6	в том что	8	25
7	не может быть	4	24
8	вместе с тем	2	23
9	тем не менее	1	23
10	о том что	5	22
11	не только в	1	19
12	в связи с	5	17
13	мы видели что	2	16
14	мы уже знаем	1	15
15	о том как	2	15
16	в данном случае	4	15
17	после того как	1	15
18	по отношению к	1	14
19	в то время	3	13
20	но и в	3	12
21	как мы видели	4	12
22	мы не будем	1	12
23	не что иное	1	11
24	во всех этих	2	11
25	что иное как	1	11
26	как и в	1	10
27	можно было бы	2	10
28	что и в	2	10
29	друг с другом	2	9
30	уже знаем что	1	9
31	с представлениями о	1	9
32	как мы увидим	1	9
33	более или менее	2	9
34	же как и	2	9
35	совершенно так же	2	8
36	то же самое	3	8
37	таким образом и	2	8
38	с того что	1	8
39	на этот вопрос	1	8
40	и то что	1	8
41	но вместе с	1	8
42	подобно тому как	2	8
43	в зависимости от	1	8
44	в большинстве случаев	5	7
45	в одном случае	1	7
46	то что в	1	7
47	с представлением о	2	7
48	что он не	1	7
49	так например в	1	7
50	потому что он	3	7
51	в мифе о	1	7
52	на первый взгляд	1	7
53	и в других	1	6
54	к тому же	3	6
55	но это не	1	6
56	мы видели как	2	6
57	так как он	1	6
58	все же не	1	6
59	с самого начала	3	6
60	мы не можем	1	6
61	том что в	1	5
62	для того чтобы	8	5
63	в отличие от	3	5
64	в том числе	6	5
65	до наших дней	1	5
66	есть не что	1	5
67	в другом месте	3	5
68	так и в	1	5
69	на самом деле	4	5
70	в главе о	1	5
71	соответствии с этим	1	4
72	мы здесь не	1	4
73	образом и здесь	1	4
74	но мы уже	1	4
75	же самое что	1	4
76	на своем пути	1	4
77	только то что	1	4
78	с точки зрения	5	4
79	независимо от того	1	4
80	в одной из	2	4
81	в свете этих	1	4
82	он не может	1	4
83	в это время	1	4
84	можно сказать что	4	4
85	и в особенности	1	4
86	этим объясняется что	1	4
87	это и есть	2	4
88	одной стороны и	1	3
89	все то что	5	3
90	никак не может	2	3
91	и то же	1	3
92	в обоих случаях	1	3
93	по этому поводу	1	3
94	это своего рода	2	3
95	даже там где	1	3
96	один и тот	1	3
97	таким образом эта	1	3
98	дело в том	4	3
99	мы уже говорили	7	3
100	в другом случае	1	3
101	и тот же	2	3
102	есть еще одна	1	3
103	видим что в	1	3
104	в средние века	2	3
105	целый ряд других	1	3
106	из этих двух	1	3
107	такие выражения как	1	3
108	на которой он	1	3
109	и др все	1	3
110	в соответствии с	1	3
111	не могло быть	1	3
112	между человеком и	2	3
113	только тогда когда	1	3
114	так же и	1	3
115	он все же	1	3
116	жизнью и смертью	1	3
117	сих пор не	1	3
118	но он не	1	3
119	таким образом в	3	3
120	мы обратимся к	1	3
121	и целый ряд	2	3
122	прежде всего мы	1	3
123	и на них	1	3
124	а в связи	1	2
125	очень часто в	1	2
126	в себя и	1	2
127	в самом деле	2	2
128	друг от друга	1	2
129	видим таким образом	1	2
130	другой стороны эта	1	2
131	в особенности в	1	2
132	сказать что в	1	2
133	ничего общего с	1	2
134	том числе и	3	2
135	и таким образом	1	2
136	приводят к тому	1	2
137	это все же	1	2
138	самом же деле	4	2
139	об этом он	1	2
140	на самом же	4	2
141	все это не	1	2
142	дает нам право	1	2
143	непосредственной связи с	1	2
144	на первый план	3	2
145	и даже в	2	2
146	заметить что в	1	2
147	об этом мы	1	2
148	но все это	1	2
149	не было ни	1	2
150	свою связь с	1	2
151	большую роль в	1	2
152	в виду что	1	2
153	вместо того чтобы	1	2
154	и не могут	2	2
155	и связанные с	2	2
156	может быть и	1	2
157	в меньшей степени	1	2
158	для этой цели	1	2
159	в ту же	1	2
160	и никому не	1	2
161	здесь перед нами	3	2
162	все эти мотивы	1	2
163	и в конце	1	2
164	хотя бы в	2	2
165	это конечно не	4	2
166	не только для	2	2
167	его связь с	1	2
168	это один из	1	2
169	и прежде всего	4	2
170	при этом он	1	2
171	его как бы	2	2
172	а именно в	1	2
173	и не может	1	2
174	мы узнаем в	1	2
175	том как он	1	2
176	в свою очередь	1	2
177	на другой день	1	2
178	и др в	2	2
179	большей или меньшей	1	2
180	он не только	2	2
