N	3gram	Bakhtin_Fr	formyVre
1	то же время	13	21
2	еды и питья	2	18
3	в то же	13	18
4	как мы уже	8	15
5	в связи с	5	15
6	с точки зрения	4	15
7	кн i гл	2	15
8	кн iv гл	6	13
9	для того чтобы	5	12
10	но и в	4	12
11	кн ii гл	1	12
12	не только в	3	11
13	и в то	2	10
14	до сих пор	6	10
15	и того же	1	9
16	одного и того	1	9
17	мы уже говорили	5	9
18	в большинстве случаев	3	8
19	в том числе	4	8
20	и прежде всего	3	8
21	не может быть	2	7
22	в романе рабле	23	7
23	в отличие от	3	7
24	в этом отношении	4	7
25	прежде всего в	1	7
26	в том же	3	6
27	и в этом	1	6
28	а также и	4	6
29	мы еще вернемся	5	6
30	и в особенности	1	6
31	имеем в виду	2	6
32	во всех этих	1	6
33	с одной стороны	4	6
34	мы уже сказали	2	6
35	в том что	2	5
36	одной стороны и	2	5
37	в то время	1	5
38	том числе и	3	5
39	на первый план	1	5
40	той или иной	2	5
41	как и в	2	5
42	мы имеем в	2	5
43	на протяжении всего	2	5
44	вполне понятно что	3	4
45	по отношению к	2	4
46	и во всех	1	4
47	прежде всего необходимо	3	4
48	мы уже указывали	2	4
49	и в других	3	4
50	но все же	2	4
51	с другой стороны	5	4
52	в его целом	3	4
53	в последнем счете	1	4
54	кн iii гл	4	4
55	в средние века	1	4
56	связи с этим	1	4
57	в xviii веке	11	4
58	включает в себя	1	4
59	как раз в	3	4
60	в этом случае	1	4
61	во всяком случае	2	4
62	то время как	1	4
63	может быть и	2	4
64	в той или	2	3
65	но все эти	1	3
66	все то что	2	3
67	до нас в	1	3
68	о том как	1	3
69	до известной степени	1	3
70	по сравнению с	2	3
71	важное значение имеет	1	3
72	все эти образы	1	3
73	протяжении всего романа	1	3
74	может быть только	1	3
75	все же в	2	3
76	вовсе не было	1	3
77	в мире рабле	1	3
78	в самой жизни	1	3
79	между этими двумя	1	3
80	как мы увидим	1	3
81	сих пор еще	2	3
82	как раз и	1	3
83	в эпоху возрождения	1	3
84	еще вернемся в	2	3
85	в другом месте	1	3
86	в точном смысле	1	3
87	узком смысле слова	2	3
88	и в частности	1	3
89	но в то	7	3
90	о том что	3	3
91	с самого начала	1	3
92	влияние на рабле	1	3
93	так и в	1	3
94	и в сущности	1	3
95	и в литературе	2	3
96	значение в романе	1	3
97	также и в	1	3
98	средние века и	1	3
99	они входят в	1	2
100	которые мы здесь	1	2
101	жизни то есть	1	2
102	или иной степени	1	2
103	средневековья и возрождения	2	2
104	рабле вовсе не	2	2
105	еще не исчерпываются	1	2
106	можно сказать что	2	2
107	романа в основе	1	2
108	в ее целом	1	2
109	резко отличный от	1	2
110	у рабле не	1	2
111	они не могут	1	2
112	моменты в романе	1	2
113	еще вернемся к	2	2
114	в строгом смысле	1	2
115	ничего не осталось	1	2
116	вовсе не являются	1	2
117	в своем романе	3	2
118	все более и	1	2
119	в особенности в	1	2
120	как мы видим	2	2
121	считая женщин и	2	2
122	как мы сказали	1	2
123	и питья и	1	2
124	и вместе с	1	2
125	в данном случае	3	2
126	тон и стиль	1	2
127	не считая женщин	2	2
128	же время они	1	2
