N	2gram	Medvedev_V	Vladivir
1	вл соловьева	1	559
2	и в	26	116
3	у вл	1	87
4	с м	1	81
5	то что	7	71
6	и не	20	67
7	в году	7	65
8	у него	6	65
9	не только	26	65
10	в этом	29	53
11	в том	15	52
12	том что	8	51
13	что в	11	48
14	но и	10	47
15	в конце	3	41
16	в его	15	40
17	то есть	1	37
18	и даже	2	36
19	сказать что	5	36
20	также и	2	36
21	потому что	1	33
22	что он	4	32
23	еще и	2	32
24	не может	17	31
25	о том	10	30
26	только в	8	30
27	как мы	1	29
28	никогда не	5	29
29	для него	9	29
30	вовсе не	3	27
31	а в	3	27
32	не было	7	26
33	а к	2	25
34	в себе	6	25
35	но в	2	25
36	в то	6	25
37	и то	1	25
38	и его	6	25
39	а также	1	24
40	даже и	3	24
41	точки зрения	3	23
42	между прочим	2	23
43	он не	2	23
44	может быть	23	23
45	кроме того	1	22
46	он был	1	22
47	ни в	1	22
48	в виде	1	22
49	об этом	9	22
50	в своей	4	21
51	вместе с	8	21
52	а именно	1	20
53	и что	1	20
54	в своем	8	20
55	для нас	1	20
56	прежде всего	13	20
57	не менее	2	19
58	в дальнейшем	1	19
59	по поводу	4	19
60	как раз	4	19
61	таким образом	32	19
62	в течение	2	19
63	так и	6	19
64	и потому	2	19
65	как и	7	18
66	н н	2	18
67	не в	6	18
68	не был	1	18
69	хотя и	2	18
70	как это	12	18
71	с его	4	18
72	в письме	16	17
73	то это	2	17
74	что и	3	17
75	в этой	4	17
76	и если	1	17
77	а не	7	17
78	у нас	3	17
79	все же	6	16
80	уже не	1	16
81	к тому	5	16
82	и все	1	16
83	было бы	8	16
84	того что	3	16
85	в котором	3	16
86	а н	3	16
87	и к	3	15
88	то же	10	15
89	в своих	2	15
90	к этому	9	15
91	несмотря на	1	15
92	в связи	4	15
93	письме к	12	15
94	но это	1	15
95	это было	1	15
96	все эти	8	14
97	с а	2	14
98	уже в	1	14
99	и как	3	14
100	н в	1	14
101	московского университета	1	13
102	в результате	5	13
103	с тем	4	13
104	можно сказать	4	13
105	так же	3	13
106	на этот	1	13
107	и от	3	13
108	то время	1	13
109	да и	2	13
110	жизни и	3	13
111	по себе	2	12
112	только на	1	12
113	и это	1	12
114	и у	2	12
115	и по	3	12
116	в нем	7	12
117	то в	1	12
118	если не	1	12
119	всяком случае	2	12
120	во всяком	2	12
121	связи с	5	12
122	учения о	1	12
123	него в	3	11
124	к с	2	11
125	но что	1	11
126	более или	6	11
127	в данном	1	11
128	хотя бы	20	11
129	тому же	1	11
130	в которой	2	11
131	на то	2	11
132	в основном	7	11
133	никак не	3	11
134	еще в	1	11
135	все это	13	11
136	или менее	6	11
137	не очень	1	11
138	конце концов	2	11
139	в самом	4	10
140	даже в	5	10
141	вот что	12	10
142	года в	1	10
143	к н	3	10
144	что все	4	10
145	в качестве	12	10
146	что его	2	10
147	можно было	2	10
148	что для	4	10
149	отнюдь не	4	10
150	с ним	1	10
151	января года	3	10
152	еще не	2	10
153	собственно говоря	1	10
154	в истории	1	10
155	здесь не	1	10
156	он и	2	10
157	о нем	1	10
158	в ней	2	10
159	но не	2	10
160	о чем	2	9
161	и сам	2	9
162	именно в	3	9
163	с этим	3	9
164	смысле слова	2	9
165	и психологии	1	9
166	с другой	11	9
167	мы знаем	3	9
168	и вл	1	9
169	но он	1	9
170	а только	1	9
171	но как	3	9
172	а с	1	9
173	этом смысле	1	9
174	в начале	1	9
175	это время	1	9
176	что мы	2	9
177	что если	1	9
178	это не	7	9
179	же время	5	9
180	ни с	2	9
181	по существу	4	9
182	в целом	5	9
183	с этой	1	8
184	это значит	1	8
185	не столько	2	8
186	в этих	1	8
187	тем что	1	8
188	которой он	1	8
189	конечно не	1	8
190	и он	3	8
191	марта года	2	8
192	это мы	3	8
193	в чем	2	8
194	значит что	2	8
195	и особенно	1	8
196	как в	1	8
197	со стороны	1	8
198	должно быть	2	8
199	как бы	5	8
200	и для	2	8
201	когда он	4	8
202	из этих	7	8
203	отношение к	1	8
204	мы и	1	7
205	к этой	1	7
206	в одном	5	7
207	в них	5	7
208	но все	1	7
209	к ней	1	7
210	а а	1	7
211	что этот	1	7
212	но даже	3	7
213	июня года	1	7
214	и мы	1	7
215	а толстой	3	7
216	себе и	2	7
217	за пределы	1	7
218	даже не	2	7
219	о его	2	7
220	и есть	5	7
221	мы видели	3	7
222	если бы	3	7
223	эти годы	1	7
224	но вот	2	7
225	к его	2	7
226	не имеет	1	7
227	в каком	1	7
228	ничего общего	1	7
229	бы и	6	7
230	того чтобы	3	7
231	из его	4	7
232	при помощи	3	7
233	на его	1	7
234	в таком	1	7
235	и ни	1	7
236	е в	2	7
237	как он	3	7
238	или как	1	7
239	мы бы	1	7
240	по этому	10	7
241	же в	7	7
242	можно говорить	1	6
243	же и	3	6
244	тому что	7	6
245	декабря года	1	6
246	в виду	4	6
247	другой стороны	8	6
248	но у	1	6
249	для того	3	6
250	то как	1	6
251	на него	2	6
252	он сам	2	6
253	его в	3	6
254	том же	6	6
255	что она	2	6
256	на себя	1	6
257	время как	1	6
258	и речи	1	6
259	но только	1	6
260	он пишет	9	6
261	главным образом	7	6
262	взгляд на	1	6
263	не с	2	6
264	и из	1	6
265	так или	1	6
266	но на	1	6
267	в в	1	6
268	на основании	8	6
269	данном случае	1	6
270	свидетельствует о	1	6
271	мы не	1	6
272	которых он	1	6
273	и всегда	1	6
274	или иначе	1	6
275	в общем	2	6
276	по своему	1	6
277	по его	2	6
278	не говоря	1	6
279	жизнь и	1	6
280	тем более	1	6
281	в жизни	2	6
282	есть и	1	6
283	от того	2	6
284	и наконец	2	6
285	что на	1	6
286	октября года	1	5
287	говоря уже	1	5
288	еще более	1	5
289	а вот	3	5
290	говорит о	7	5
291	на эту	1	5
292	вопрос о	1	5
293	н ф	2	5
294	говорит что	1	5
295	не вполне	2	5
296	как на	3	5
297	и еще	1	5
298	быть в	1	5
299	из них	11	5
300	что они	3	5
301	во всех	7	5
302	что у	3	5
303	а наоборот	1	5
304	а и	1	5
305	говорит в	3	5
306	в философии	4	5
307	для его	4	5
308	и тем	1	5
309	он в	2	5
310	во время	4	5
311	однако и	1	5
312	в частности	12	5
313	один из	6	5
314	утверждает что	3	5
315	сводится к	3	5
316	все то	1	5
317	и так	1	5
318	нет ничего	1	5
319	в свою	1	5
320	подобного рода	1	5
321	мы имеем	3	5
322	заметить что	1	5
323	начиная с	2	5
324	увидим ниже	1	5
325	друг друга	1	5
326	ее в	4	5
327	со своим	3	5
328	как нечто	1	5
329	в их	5	5
330	этого не	1	5
331	и без	1	5
332	что пишет	3	5
333	она не	3	5
334	но она	1	5
335	далеко не	3	5
336	только то	2	5
337	свидетельствуют о	2	5
338	в области	2	5
339	которой мы	1	5
340	не к	1	5
341	и другие	1	4
342	только что	4	4
343	этот труд	2	4
344	которые не	1	4
345	он всегда	1	4
346	на свою	1	4
347	их в	7	4
348	от декабря	1	4
349	не имели	1	4
350	в ноябре	1	4
351	процесс в	1	4
352	уже о	1	4
353	в глаза	1	4
354	пока еще	2	4
355	том чтобы	2	4
356	что даже	2	4
357	этом же	2	4
358	крайней мере	2	4
359	сам по	1	4
360	и весь	2	4
361	только не	2	4
362	с одной	2	4
363	есть его	1	4
364	в теории	1	4
365	нет и	3	4
