N	2gram	Tiupa_Hudo	Tvorches
1	и в	34	56
2	как бы	11	41
3	в его	17	37
4	в романе	1	34
5	в то	12	30
6	в романах	1	30
7	достоевского в	1	27
8	м м	4	26
9	то же	14	25
10	не только	22	24
11	же время	11	24
12	но в	6	24
13	как и	16	23
14	то есть	1	23
15	и не	15	23
16	а в	11	23
17	и его	8	23
18	в этом	22	22
19	и т	15	22
20	что в	8	21
21	в том	24	21
22	он не	8	19
23	том что	31	19
24	может быть	12	19
25	потому что	7	19
26	у него	13	18
27	то что	13	18
28	и на	6	17
29	что он	14	17
30	т д	5	17
31	все это	2	17
32	при этом	21	16
33	но и	13	16
34	никогда не	8	16
35	как в	11	16
36	в творчестве	4	16
37	прежде всего	12	16
38	не может	10	16
39	и с	10	15
40	xix века	1	15
41	в мире	10	15
42	но это	2	15
43	в этой	11	15
44	с его	9	15
45	и даже	4	14
46	это не	12	14
47	там же	2	13
48	о том	21	13
49	а не	23	13
50	в котором	5	12
51	м бахтин	2	12
52	тем самым	2	12
53	в целом	2	12
54	в своей	15	11
55	все же	5	11
56	отнюдь не	4	11
57	для него	15	11
58	в самом	7	10
59	нашему мнению	1	10
60	он сам	3	10
61	в русской	4	10
62	не в	16	10
63	в конце	5	10
64	только в	8	10
65	когда он	2	10
66	уже в	2	10
67	так и	19	10
68	но не	7	10
69	как будто	7	10
70	по нашему	3	10
71	в душе	6	9
72	в своих	4	9
73	наряду с	4	9
74	по мнению	6	9
75	в изображении	2	9
76	и от	6	9
77	один из	6	9
78	жизни в	12	9
79	в свою	1	9
80	человека в	10	9
81	в нем	5	9
82	во многом	1	9
83	даже в	4	8
84	в духе	6	8
85	именно в	9	8
86	в соответствии	1	8
87	не менее	9	8
88	так же	3	8
89	к этому	1	8
90	хотя и	3	8
91	это уже	2	8
92	вместе с	2	8
93	тогда как	10	8
94	соответствии с	2	8
95	одной из	5	8
96	еще не	10	8
97	в себе	19	8
98	так как	2	8
99	в их	2	8
100	н м	1	8
101	на его	2	8
102	об этом	8	8
103	вовсе не	2	8
104	по сути	2	8
105	человека и	4	8
106	в лице	3	8
107	русской литературе	3	7
108	в этих	7	7
109	и сам	3	7
110	например в	3	7
111	уже не	12	7
112	казалось бы	12	7
113	в дальнейшем	2	7
114	за собой	1	7
115	он видит	1	7
116	что она	10	7
117	влияние на	2	7
118	и он	6	7
119	в которой	2	7
120	в чем	1	7
121	в рассказе	23	7
122	не случайно	14	7
123	своего рода	19	7
124	человеческой личности	1	7
125	достоевского и	1	7
126	самом деле	6	7
127	сути дела	2	7
128	во сне	3	7
129	читателя в	6	7
130	в момент	1	6
131	еще более	1	6
132	в принципе	1	6
133	не столько	4	6
134	и как	1	6
135	конечном счете	4	6
136	ф м	3	6
137	но у	2	6
138	хотя бы	2	6
139	одна из	4	6
140	его в	5	6
141	в конечном	5	6
142	так что	3	6
143	и ее	3	6
144	героя в	2	6
145	своих героев	2	6
146	с ним	6	6
147	если бы	7	6
148	и все	10	6
149	приводит к	5	6
150	все эти	4	6
151	ли не	1	6
152	xx века	1	6
153	в бытовой	2	6
154	место в	3	6
155	и другие	5	5
156	мысли и	2	5
157	что человек	1	5
158	быть может	7	5
159	в них	3	5
160	что этот	1	5
161	с другой	4	5
162	больше не	3	5
163	приходит к	3	5
164	по отношению	15	5
165	как правило	6	5
166	в своем	9	5
167	в одной	3	5
168	все время	2	5
169	из них	5	5
170	что они	4	5
171	что у	4	5
172	на него	3	5
173	в ее	16	5
174	что и	3	5
175	не было	8	5
176	в ужасе	2	5
177	что не	4	5
178	в таком	3	5
179	я не	8	5
180	и это	7	5
181	и у	3	5
182	а с	5	5
183	героя и	5	5
184	что это	2	5
185	т п	10	5
186	между тем	14	5
187	м бахтина	1	5
188	в первой	6	5
189	дело не	2	5
190	однако это	1	5
191	на деле	1	5
192	та же	5	5
193	романа и	1	5
194	с этим	3	5
195	самим собой	1	5
196	в творческом	3	5
197	не имеют	3	5
198	до конца	3	5
199	в образе	1	5
