N	2gram	Voloshinov	TeoriaLi
1	в качестве	2	33
2	– это	29	33
3	в мире	2	26
4	не только	10	24
5	и в	28	24
6	то есть	1	22
7	может быть	28	22
8	при этом	8	20
9	– в	17	20
10	в том	10	20
11	я в	1	18
12	и не	34	17
13	а в	8	15
14	но и	10	14
15	а не	9	14
16	так и	14	14
17	в себе	7	14
18	представляет собой	2	13
19	такого рода	2	13
20	внутренней речи	5	13
21	но не	7	13
22	в этом	28	12
23	сводится к	4	12
24	произведение искусства	2	12
25	но в	13	12
26	в его	25	12
27	то же	12	12
28	литературного произведения	1	11
29	том что	12	11
30	точки зрения	31	11
31	и его	22	11
32	что в	7	10
33	по отношению	13	10
34	как это	5	10
35	отношению к	11	10
36	в душе	13	9
37	только в	11	9
38	в данном	4	9
39	с другой	2	9
40	в искусстве	3	9
41	не в	10	9
42	в то	7	9
43	в своей	14	8
44	же время	6	8
45	как бы	19	8
46	– с	7	8
47	не может	30	8
48	в самом	12	7
49	на смену	1	7
50	или иной	2	7
51	особого рода	2	7
52	и т.п	4	7
53	в отличие	2	7
54	в своем	4	7
55	себя в	3	7
56	мы имеем	6	7
57	а также	2	7
58	отличие от	2	7
59	во второй	5	7
60	отношение к	7	7
61	однако в	1	7
62	в области	4	7
63	в нем	7	7
64	конечном счете	3	6
65	как и	13	6
66	не менее	6	6
67	приводит к	3	6
68	еще не	8	6
69	в основе	6	6
70	то что	17	6
71	со стороны	5	6
72	уже не	9	6
73	с его	9	6
74	в ее	5	6
75	с другими	8	6
76	в конечном	3	6
77	между ними	5	6
78	в русской	1	6
79	того или	1	6
80	в первой	1	6
81	или иного	1	6
82	художественного творчества	1	5
83	ни в	12	5
84	в виду	4	5
85	как в	4	5
86	роли в	2	5
87	можно сказать	6	5
88	не является	7	5
89	того чтобы	5	5
90	для того	6	5
91	жизни как	1	5
92	за пределами	2	5
93	на почве	3	5
94	как к	2	5
95	по преимуществу	2	5
96	данном случае	4	5
97	для него	12	5
98	того что	7	5
99	– его	4	5
100	в себя	5	5
101	между тем	3	5
102	он не	10	5
103	и тем	2	5
104	в пределах	6	5
105	и о	6	5
106	могут быть	9	5
107	искусства в	1	5
108	порядка в	1	4
109	без исключения	2	4
110	хх века	2	4
111	в отношении	2	4
112	не на	1	4
113	по пути	2	4
114	не следует	2	4
115	и сам	3	4
116	в этих	5	4
117	отношения к	2	4
118	что он	12	4
119	в слове	1	4
120	входит в	2	4
121	в другом	4	4
122	говорить о	5	4
123	отношении к	1	4
124	и т.д	1	4
125	сказать что	11	4
126	в нашем	3	4
127	к тому	6	4
128	этого слова	1	4
129	никогда не	10	4
130	– на	2	4
131	и того	1	4
132	это не	5	4
133	хотя и	1	4
134	слова в	1	4
135	в их	2	4
136	его в	11	4
137	читателя в	3	4
138	не знает	5	4
139	мира и	1	4
140	по своему	4	4
141	а только	4	4
142	– не	12	4
143	личности и	4	4
144	речи и	2	4
145	в свою	6	4
146	и что	6	4
147	в форме	1	4
148	далеко не	5	4
149	того же	3	4
150	с ее	4	4
151	в целом	4	4
152	и ее	7	4
153	и к	7	3
154	во втором	3	3
155	в таком	6	3
156	в момент	2	3
157	для себя	2	3
158	даже в	1	3
159	была бы	1	3
160	только не	3	3
161	если бы	4	3
162	все эти	15	3
163	а именно	2	3
164	второй –	2	3
165	именно в	4	3
166	например в	1	3
167	в жизни	7	3
168	имеет место	1	3
169	к его	3	3
170	их в	3	3
171	– только	8	3
172	роль в	7	3
173	в иной	1	3
174	из которого	4	3
175	тем не	4	3
176	перед нами	1	3
177	но их	2	3
178	свою очередь	4	3
179	между собой	4	3
180	в противоположность	1	3
181	потому что	4	3
182	одной стороны	2	3
183	между двумя	3	3
184	сознания –	3	3
185	в одном	3	3
186	всех без	1	3
187	имеем в	1	3
188	известной степени	1	3
189	я –	2	3
190	на две	3	3
191	мог бы	2	3
192	во всей	3	3
193	не все	1	3
194	и внешней	4	3
195	из этих	6	3
196	и для	7	3
197	о ней	1	3
198	к содержанию	1	3
199	таким образом	34	3
200	и то	3	3
201	на языке	2	3
202	человека к	4	3
203	– все	8	3
204	с одной	2	3
205	и вот	8	3
206	и потому	12	3
207	с точки	15	3
208	к которому	1	3
209	как раз	6	3
210	есть в	1	3
211	прежде всего	26	3
212	все прочие	1	3
213	а на	2	3
214	и притом	3	3
215	связи с	1	3
216	или в	1	3
217	без остатка	1	3
218	одним из	3	3
219	в контексте	1	3
220	как говорит	1	3
221	и как	3	3
222	мире –	1	3
223	в сторону	1	3
224	вовсе не	16	3
225	той или	1	3
226	во всех	13	3
227	а с	2	3
228	тот или	1	3
229	картины мира	1	3
230	тому как	1	3
231	в которой	5	3
232	не будет	1	3
233	он должен	2	3
234	не с	1	3
235	говоря о	1	3
236	этом смысле	2	3
237	человека с	3	3
238	в этой	7	3
239	что можно	1	3
240	и др	9	3
241	в узком	4	3
242	и по	5	3
243	отнюдь не	5	3
244	как совокупность	2	3
245	мира в	2	3
246	мире и	1	2
247	и другие	2	2
248	образом и	1	2
249	для всех	3	2
250	один из	10	2
251	и здесь	1	2
252	речевой деятельности	1	2
253	и на	9	2
254	жизни а	2	2
255	которая в	1	2
256	об искусстве	1	2
257	жить и	1	2
258	на этом	8	2
259	из которых	2	2
260	а затем	1	2
261	мы в	3	2
262	окружающей его	2	2
263	не признает	1	2
264	жизни –	3	2
265	по себе	4	2
266	не могут	7	2
267	в них	3	2
268	оно не	3	2
269	и даже	3	2
270	здесь мы	1	2
271	общения между	4	2
272	самом деле	14	2
273	– всегда	1	2
274	может оказаться	2	2
275	на мир	1	2
276	заключается в	5	2
277	имеет дело	3	2
278	– помимо	1	2
279	из тех	4	2
280	с ними	5	2
281	к нам	1	2
282	вместе с	5	2
283	сознания при	1	2
284	жизни в	3	2
285	себя и	4	2
286	отличается от	2	2
287	вследствие этого	1	2
288	в следующей	5	2
289	в каком	7	2
290	к своему	2	2
291	о том	3	2
292	могут оказаться	1	2
293	не входит	2	2
294	при всей	1	2
295	это и	4	2
