N	3gram	Bakhtin_Fr	Literetu
1	в том что	4	21
2	в то же	12	21
3	то же время	12	21
4	по отношению к	3	12
5	с одной стороны	3	12
6	в данном случае	1	11
7	о том что	4	10
8	в этом отношении	3	10
9	с точки зрения	4	8
10	с другой стороны	2	7
11	в том числе	4	6
12	к тому же	1	6
13	из того что	1	6
14	не только в	1	6
15	в связи с	2	5
16	прежде всего в	4	5
17	в силу своей	1	4
18	по аналогии с	1	4
19	и тем самым	1	4
20	и прежде всего	2	4
21	тогда как в	1	4
22	и то что	1	4
23	одной стороны и	1	3
24	в самом деле	3	3
25	в том же	1	3
26	ничего общего с	1	3
27	речь идет о	1	3
28	то же самое	1	3
29	той или иной	1	3
30	в свою очередь	3	3
31	на самом деле	1	3
32	в целом ряде	1	3
33	в одном из	2	3
34	во всяком случае	1	3
35	том числе и	2	3
36	в xix веке	1	2
37	в его лице	1	2
38	все же в	1	2
39	а с другой	1	2
40	однако не в	1	2
41	имел в виду	1	2
42	в другом месте	3	2
43	в значительной степени	3	2
44	может и не	1	2
45	то что было	1	2
46	за то что	4	2
47	тем что в	1	2
48	но и в	2	2
49	и в самом	1	2
50	в свое время	2	2
51	в себе и	1	2
52	то есть от	1	2
53	дело в том	2	2
54	можно было бы	2	2
55	это прежде всего	3	2
56	в историческом времени	1	2
57	во второй половине	1	2
58	и не только	1	2
59	что же касается	1	2
60	и как раз	1	1
61	в той или	1	1
62	как и во	1	1
63	и в целом	1	1
64	имеет ничего общего	1	1
65	все то что	3	1
66	это как бы	1	1
67	в этих текстах	1	1
68	ничего не меняет	1	1
69	близким и понятным	1	1
70	я не мог	1	1
71	что уже в	1	1
72	в большинстве случаев	9	1
73	то что в	2	1
74	или иной мере	1	1
75	прошлого в будущее	1	1
76	здесь далеко не	1	1
77	друг от друга	1	1
78	более или менее	3	1
79	и не имеет	1	1
80	все новые и	2	1
81	от них он	1	1
82	прежде всего это	1	1
83	с тем чтобы	1	1
84	начало и конец	1	1
85	до сих пор	3	1
86	именно потому что	1	1
87	а также в	1	1
88	вещей и понятий	1	1
89	из прошлого в	1	1
90	к человеку и	1	1
91	в конце концов	5	1
92	не имеет ничего	1	1
93	и в словах	1	1
94	и себя в	1	1
95	но только в	1	1
96	целом ряде других	1	1
97	том что в	1	1
98	по ту сторону	1	1
99	но и с	2	1
100	а за ними	1	1
101	и того же	1	1
102	в первой главе	1	1
103	и т.п и	1	1
104	к себе в	1	1
105	от бога в	1	1
106	по этому поводу	1	1
107	но все же	1	1
108	о нем же	1	1
109	о том как	3	1
110	не в силах	1	1
111	одного и того	1	1
112	некоторые из них	1	1
113	и в том	1	1
114	внешних и внутренних	1	1
115	глубокое различие между	1	1
116	и в этом	1	1
117	и потому не	1	1
118	а также и	3	1
119	жизнь и судьба	2	1
120	после того как	6	1
121	то есть в	6	1
122	а в конце	1	1
123	не только для	1	1
124	вместе с ним	1	1
125	и тем же	1	1
126	как бы в	1	1
127	с жизнью и	1	1
128	и в особенности	1	1
129	написанная в году	1	1
130	в это время	1	1
131	здесь как и	1	1
132	том или ином	2	1
133	одна из ведущих	1	1
134	но уже в	2	1
135	как это было	1	1
136	как один из	2	1
137	того же самого	1	1
138	не в состоянии	1	1
139	века к концу	1	1
140	именно то что	1	1
141	все те кто	2	1
142	в сем мире	1	1
143	одном из своих	1	1
144	и для всех	1	1
145	не что иное	1	1
146	тем более что	1	1
147	в одной из	1	1
148	на одном из	3	1
149	одним и тем	1	1
150	но в то	3	1
151	и во всей	1	1
152	содержит в себе	1	1
153	как мы видели	4	1
154	как раз в	1	1
155	не подлежит сомнению	1	1
156	в этих словах	1	1
157	во всех этих	1	1
158	все они по	1	1
159	он уже и	1	1
160	с самого начала	1	1
161	содержат в себе	1	1
162	том что он	1	1
163	целый ряд аналогичных	1	1
164	том что они	1	1
165	в своем стремительном	1	1
166	и в сущности	1	1
167	как собственное имя	1	1
168	же время в	1	1
169	а так как	1	1
170	и в литературе	2	1
171	что иное как	1	1
172	на этом свете	3	1
173	и др на	1	1
174	что в начале	1	1
175	является одним из	1	1
176	это и есть	1	1
177	же время здесь	1	1
178	но и для	2	1
179	в этот день	1	1
180	в основе своей	1	1
181	новые и новые	2	1
