N	2gram	Voloshinov	Sovremen
1	не может	16	17
2	может быть	14	12
3	точки зрения	14	12
4	таким образом	12	11
5	мы не	3	9
6	в этом	4	7
7	и в	12	7
8	не можем	1	7
9	мы можем	2	6
10	в результате	1	6
11	только одна	1	6
12	как и	5	6
13	ничего не	2	6
14	и не	10	6
15	с точки	2	5
16	прежде всего	8	5
17	все эти	3	5
18	в условиях	2	5
19	и наконец	3	5
20	так как	9	4
21	это не	2	4
22	не только	4	4
23	мы должны	1	4
24	с помощью	6	4
25	как бы	13	4
26	если мы	1	4
27	в зависимости	2	4
28	жизни и	4	4
29	вместе с	2	4
30	в целом	1	4
31	в том	6	4
32	зависимости от	4	4
33	точку зрения	2	4
34	мы видели	1	4
35	и к	4	3
36	и потому	2	3
37	и мы	1	3
38	с самого	1	3
39	когда мы	1	3
40	уже в	2	3
41	то же	5	3
42	при этом	6	3
43	не в	4	3
44	а не	5	3
45	для нас	7	3
46	все это	3	3
47	в одном	1	3
48	у нас	1	3
49	самого начала	1	3
50	ведь это	1	3
51	было бы	1	3
52	из двух	1	3
53	и все	2	3
54	в себе	3	3
55	следующим образом	1	3
56	само собою	1	3
57	ясно что	3	3
58	что она	1	3
59	все же	4	3
60	при таком	1	3
61	в области	1	3
62	между собой	2	3
63	отнюдь не	5	3
64	в нем	6	3
65	но мы	2	3
66	но в	5	3
67	еще не	3	3
68	что в	2	2
69	этих двух	2	2
70	тем не	3	2
71	в самом	4	2
72	и что	2	2
73	которой он	1	2
74	и пр	3	2
75	с одной	2	2
76	в свою	1	2
77	в его	2	2
78	во всяком	1	2
79	еще более	1	2
80	то ни	3	2
81	что это	1	2
82	быть и	3	2
83	в некоторых	3	2
84	по мнению	1	2
85	если же	2	2
86	в науке	1	2
87	конечно в	2	2
88	представлять себе	1	2
89	на их	1	2
90	у него	1	2
91	не могут	1	2
92	в виде	1	2
93	свою очередь	1	2
94	самом деле	3	2
95	но все	2	2
96	же самое	2	2
97	как мы	1	2
98	настоящее время	2	2
99	тем же	1	2
100	и во	1	2
101	могут быть	2	2
102	в таком	1	2
103	в нашем	11	2
104	уже не	4	2
105	что все	1	2
106	такой же	2	2
107	на этом	1	2
108	не менее	3	2
109	же мы	1	2
110	и по	3	2
111	может дать	1	2
112	форма в	2	2
113	из одного	1	2
114	в настоящее	2	2
115	тот же	1	2
116	всяком случае	1	2
117	он должен	3	2
118	помощью которой	1	1
119	же просто	1	1
120	во всех	1	1
121	можно наблюдать	1	1
122	все они	2	1
123	бы то	3	1
124	которые в	1	1
125	к которому	1	1
126	это и	1	1
127	его и	1	1
128	каждый элемент	1	1
129	но можно	1	1
130	то он	1	1
131	в окончательном	1	1
132	осмысленное целое	1	1
133	только из	1	1
134	не является	1	1
135	в данном	2	1
136	до сих	3	1
137	только к	1	1
138	в жизненной	1	1
139	еще раз	2	1
140	и более	3	1
141	та же	1	1
142	по преимуществу	1	1
143	опирается на	1	1
144	все элементы	1	1
145	от его	1	1
146	в процессе	6	1
147	с жизнью	1	1
148	данном случае	2	1
149	не имеют	1	1
150	переводе с	1	1
151	связи с	1	1
152	это последнее	1	1
153	должно быть	1	1
154	мы уже	1	1
155	это как	3	1
156	человек и	1	1
157	же этот	1	1
158	химических и	1	1
159	она не	2	1
160	она в	1	1
161	ровно ничего	1	1
162	что уже	1	1
163	одной стороны	2	1
164	одна и	1	1
165	мы имеем	2	1
166	в другом	1	1
167	а из	1	1
168	не стремится	1	1
169	несмотря на	1	1
170	это только	1	1
171	остается еще	1	1
172	в ней	6	1
173	ни было	4	1
174	раз подчеркнуть	1	1
175	на второй	1	1
176	положение в	1	1
177	хотя и	1	1
178	с другой	4	1
179	и тогда	1	1
180	подчеркнуть что	2	1
181	с ним	3	1
182	этот третий	1	1
183	это уже	1	1
184	он не	2	1
185	кроме того	2	1
186	и из	1	1
187	два основных	1	1
188	и т.п	1	1
189	но тем	2	1
190	какой бы	1	1
191	те же	2	1
192	с греческого	1	1
193	аналогии с	1	1
194	мы в	2	1
195	увидим что	1	1
