N	3gram	Losev_Vesc	Problemy
1	то же время	4	26
2	в то же	5	26
3	с точки зрения	6	25
4	в этом смысле	2	16
5	не может быть	22	14
6	с самим собою	2	14
7	но в то	1	11
8	в конце концов	2	11
9	до сих пор	1	10
10	в отношении к	2	10
11	в самом деле	7	9
12	с другой стороны	3	9
13	во всяком случае	2	9
14	в том что	9	8
15	и не может	1	8
16	друг с другом	2	8
17	сама по себе	7	7
18	и в то	3	7
19	как раз и	2	7
20	бы то ни	12	7
21	и т д	36	7
22	и в этом	2	7
23	то ни было	12	6
24	том что он	2	6
25	в той или	2	5
26	хотя бы и	2	5
27	сам по себе	4	5
28	в зависимости от	1	5
29	по крайней мере	10	5
30	но все же	2	5
31	и в нем	1	5
32	подобно тому как	5	5
33	можно было бы	3	5
34	и не в	3	4
35	тем не менее	11	4
36	сами по себе	3	4
37	именно потому что	1	4
38	более или менее	4	4
39	само по себе	4	4
40	смысле этого слова	1	4
41	и прежде всего	1	4
42	что может быть	1	4
43	о том что	4	4
44	в этом отношении	2	4
45	он и не	1	4
46	с ним и	1	4
47	может быть и	1	4
48	и в целом	1	3
49	все то что	2	3
50	это не значит	1	3
51	что она не	1	3
52	никак не может	1	3
53	в той же	1	3
54	можно сказать что	3	3
55	потому что она	1	3
56	и то же	5	3
57	в данном случае	2	3
58	не только не	4	3
59	что он есть	1	3
60	на то что	7	3
61	как мы знаем	1	3
62	именно тем что	3	3
63	и в самом	1	3
64	все же не	3	3
65	резко отличается от	1	3
66	одно и то	5	3
67	в этом случае	1	3
68	в то время	4	3
69	т е в	7	3
70	то что я	2	3
71	то время как	4	3
72	что он не	1	2
73	в сущности в	1	2
74	как будто бы	1	2
75	точка зрения на	1	2
76	то что он	2	2
77	как бы ни	2	2
78	я не хочу	1	2
79	внутреннего и внешнего	2	2
80	для него не	1	2
81	того или другого	1	2
82	для того чтобы	2	2
83	что все это	1	2
84	в свою очередь	5	2
85	а затем и	2	2
86	дело в том	4	2
87	тот же самый	1	2
88	т е не	5	2
89	чего бы то	2	2
90	вместе с тем	3	2
91	но только в	1	2
92	в том или	2	2
93	мы без труда	1	2
94	по себе и	1	2
95	но в этом	1	2
96	самим по себе	1	2
97	по себе но	1	2
98	а не в	2	2
99	то же самое	1	2
100	к тому что	2	2
101	только то что	3	2
102	и во всяком	1	2
103	и только в	1	2
104	он должен быть	1	2
105	том или другом	2	2
106	этой точки зрения	3	2
107	то что в	1	2
108	какой бы то	1	2
109	а следовательно и	2	2
110	и что все	1	2
111	может быть или	1	2
112	вы говорите что	2	2
113	я не могу	1	2
114	мы переходим к	1	2
115	таким образом и	1	2
116	по своей структуре	1	2
117	не только в	5	2
118	в результате такого	1	2
119	у него нет	1	2
120	а так как	2	2
121	потому что у	1	2
122	но потому что	1	2
123	и что он	1	2
124	в себе и	1	2
125	оно может быть	1	2
126	что и в	1	2
127	так же как	2	1
128	а не я	2	1
129	собою т е	1	1
130	и для своего	1	1
131	что я в	1	1
132	та точка зрения	1	1
133	потому что я	2	1
134	раз навсегда и	2	1
135	понимать себя и	1	1
136	как она есть	3	1
137	ответ на вопрос	1	1
138	одной стороны и	1	1
139	до самого последнего	1	1
140	не только их	2	1
141	и как бы	1	1
142	самим собою т	1	1
143	к себе как	2	1
144	людей между собою	1	1
145	в первой степени	1	1
146	себя т е	1	1
147	том что это	1	1
148	да я и	1	1
149	что я называю	1	1
150	в себе в	4	1
151	и даже не	3	1
152	по себе а	1	1
153	о том как	4	1
154	таким образом между	1	1
155	есть то что	4	1
156	и это вовсе	2	1
157	какого бы то	2	1
158	не говорит о	2	1
159	по сравнению с	7	1
160	была бы совершенно	1	1
161	лишь одна из	1	1
162	то что не	2	1
163	самом деле в	1	1
164	самого последнего времени	1	1
165	если же они	2	1
166	это слово из	1	1
167	в собственном смысле	3	1
168	мы будем говорить	1	1
169	в действительности если	1	1
170	с ними так	1	1
171	мы подходим к	1	1
172	для себя и	1	1
173	и во всех	1	1
174	не может уже	1	1
175	мы еще не	2	1
176	в социальной действительности	1	1
177	с собою и	1	1
178	то что оно	2	1
179	то что есть	1	1
180	от всех своих	1	1
181	себя самого в	1	1
182	она и не	1	1
183	и тот же	1	1
184	не в том	1	1
185	он сам не	1	1
186	что из этого	1	1
187	она не может	3	1
188	одно из самых	1	1
189	но даже и	2	1
190	уже и не	1	1
191	проявляет себя вовне	1	1
192	прямо и открыто	1	1
193	и для всякого	3	1
194	одного и того	1	1
195	все новые и	1	1
196	так или иначе	5	1
197	может быть только	6	1
198	а что же	1	1
199	если бы оно	1	1
200	в отношении себя	1	1
201	не потому что	5	1
202	смысл т е	2	1
203	и оно не	1	1
204	бы оно было	1	1
205	в первом случае	2	1
206	самим собою в	1	1
207	потому что он	1	1
208	что она уже	3	1
209	вместо того чтобы	1	1
210	и все эти	1	1
211	не есть и	1	1
212	и так же	1	1
213	и вместе с	1	1
214	в полной мере	1	1
215	в нем нет	2	1
216	тех или иных	2	1
217	быть и речи	1	1
218	ее во всем	1	1
219	и кажется что	1	1
220	что они не	1	1
221	смысл может быть	1	1
222	точки зрения этого	1	1
223	и никого и	1	1
224	в этом он	1	1
225	а в том	1	1
226	социальной жизни не	1	1
227	тем или другим	2	1
228	они вовсе не	1	1
229	только себя самого	1	1
230	для него только	1	1
231	и больше ничего	12	1
232	и того же	1	1
233	нужно сказать что	2	1
234	и каждое слово	1	1
235	и есть то	2	1
236	по сравнению со	1	1
237	в связи с	1	1
238	без всякого сомнения	1	1
239	к самому себе	1	1
240	может ли это	1	1
241	самом же деле	1	1
242	что с точки	1	1
243	не может не	3	1
244	это однако не	1	1
245	качеств и свойств	1	1
246	с ними в	1	1
247	а не только	2	1
248	всего то что	2	1
249	даже и не	2	1
250	наконец в плане	1	1
251	смысле это не	1	1
252	не мог бы	2	1
253	но что же	2	1
254	мы видели что	3	1
255	смысле и в	1	1
256	быть не может	1	1
257	он не есть	1	1
258	то что у	2	1
259	себя самого все	1	1
260	привело бы к	2	1
261	что же вы	1	1
262	здесь и там	1	1
263	т д и	11	1
264	свой образ и	1	1
265	между собою и	3	1
266	оно вообще не	1	1
267	что почти все	1	1
268	только в своем	1	1
269	я совсем не	1	1
270	как бы вбирает	1	1
271	представим себе что	1	1
272	вмещает в себя	1	1
273	по существу своему	1	1
274	но и в	1	1
275	мы как бы	1	1
276	прежде всего на	1	1
277	слово и не	1	1
278	т е для	1	1
279	сам для себя	1	1
280	что в результате	2	1
281	только это и	1	1
282	нет что же	1	1
283	на него если	1	1
284	заключается в том	3	1
285	было так то	1	1
286	и еще один	2	1
287	только в свете	1	1
288	эти две стороны	1	1
289	и в особенности	1	1
290	которая заставляет его	1	1
291	себе не только	1	1
292	и не потому	1	1
293	один из моментов	1	1
294	в пределах самого	1	1
295	общения с ним	2	1
296	было бы сказать	2	1
297	на самом же	1	1
298	если они только	1	1
299	как мы говорили	1	1
300	и относится к	2	1
301	не только к	2	1
302	и не было	1	1
303	как и во	1	1
304	это не только	1	1
305	прежде всего не	1	1
306	я имею право	1	1
307	то что уже	1	1
308	т е если	2	1
309	даже когда он	1	1
310	это совершенно не	2	1
311	независимо от того	1	1
312	ни на что	1	1
313	и потому ее	1	1
314	то и другое	6	1
315	уже не может	3	1
316	не было бы	1	1
317	вовсе еще не	1	1
318	что бы то	1	1
319	ее но и	1	1
320	того что и	1	1
321	она уже не	1	1
322	здесь не только	1	1
323	каких бы то	1	1
324	тут не может	1	1
325	и в частности	2	1
326	и быть не	1	1
327	только на то	1	1
328	в чем же	5	1
329	тому как в	1	1
330	так что и	1	1
331	иначе и быть	1	1
332	как мы видим	1	1
333	она резко отличается	1	1
334	что оно есть	5	1
335	т е как	1	1
336	мы не знаем	1	1
337	не вещь а	1	1
338	и ничего не	1	1
339	есть и что	2	1
340	да и то	1	1
341	с нею и	1	1
342	в своей основной	1	1
343	так что в	3	1
344	не может и	2	1
345	есть прежде всего	4	1
346	один и тот	1	1
347	он все же	1	1
348	и то что	5	1
349	ее со всем	2	1
350	собою и с	1	1
351	себе как к	2	1
352	не может обойтись	1	1
353	зачем же я	1	1
354	то что для	1	1
355	она может быть	2	1
356	должны быть объяснены	1	1
357	или хотя бы	1	1
358	та или иная	1	1
359	по себе что	1	1
360	он сам и	1	1
361	с одной стороны	3	1
362	что же такое	4	1
363	это потому что	1	1
364	вопрос о том	2	1
365	точки зрения и	1	1
366	является одним из	1	1
367	так как я	1	1
368	это и есть	4	1
369	как же она	1	1
370	т е уже	1	1
371	но и для	1	1
372	самом деле не	1	1
373	новые и новые	1	1
374	ни о каком	2	1
375	потому что они	4	1
