N	2gram	Propp_Isto	Russkaja
1	не может	19	22
2	и не	19	19
3	в этом	13	17
4	в том	12	17
5	с другом	3	14
6	и в	40	14
7	друг с	4	14
8	то что	17	13
9	таким образом	13	11
10	то же	21	11
11	но и	21	10
12	в то	4	10
13	не только	28	9
14	том что	11	9
15	во всяком	1	9
16	может быть	37	9
17	в себе	6	9
18	прежде всего	15	8
19	того чтобы	3	8
20	не будет	1	7
21	ни к	3	7
22	самом деле	2	7
23	стремление к	1	7
24	к тому	6	7
25	о том	12	7
26	и если	4	7
27	мы должны	17	7
28	и с	5	7
29	отнюдь не	2	7
30	и к	1	6
31	для всех	2	6
32	для него	2	6
33	все это	6	6
34	на самом	3	6
35	если бы	8	6
36	и для	5	6
37	с тем	13	6
38	что он	32	6
39	для того	1	6
40	к которой	2	6
41	в своем	5	6
42	до сих	11	5
43	и на	6	5
44	из которых	3	5
45	только в	16	5
46	по существу	7	5
47	в своей	2	5
48	себя и	2	5
49	между собой	4	5
50	во всех	3	5
51	сих пор	12	5
52	и только	4	5
53	вопрос о	8	5
54	хотя бы	5	5
55	потому что	12	5
56	в нем	8	5
57	между тем	2	5
58	он не	10	5
59	конечно не	2	5
60	а в	15	5
61	при этом	6	5
62	было бы	11	5
63	на то	6	5
64	он должен	3	5
65	никогда не	25	5
66	что в	19	4
67	во всем	3	4
68	бы то	2	4
69	и то	3	4
70	так как	20	4
71	к этой	5	4
72	тогда когда	2	4
73	в его	10	4
74	тому чтобы	1	4
75	не могут	3	4
76	его в	15	4
77	более или	5	4
78	отказаться от	2	4
79	не в	11	4
80	он будет	1	4
81	вместе с	13	4
82	как и	5	4
83	на земле	1	4
84	что такой	1	4
85	все же	17	4
86	приводит к	3	4
87	в их	6	4
88	со стороны	3	4
89	или менее	5	4
90	том случае	1	4
91	которой он	1	4
92	то ни	2	4
93	можно было	8	4
94	чудесным образом	1	4
95	что же	4	4
96	в совершенно	2	4
97	идет речь	2	4
98	как бы	6	4
99	путь к	2	4
100	в этой	9	4
101	себя в	2	4
102	но не	7	4
103	точку зрения	3	4
104	то в	1	3
105	что они	13	3
106	этом случае	3	3
107	что оно	1	3
108	собой и	1	3
109	и этот	1	3
110	может не	1	3
111	и сейчас	1	3
112	должно быть	2	3
113	несмотря на	1	3
114	что это	12	3
115	в качестве	8	3
116	для них	1	3
117	что и	9	3
118	сводится к	1	3
119	в виде	2	3
120	не было	3	3
121	связи с	10	3
122	или в	6	3
123	тем что	7	3
124	именно в	5	3
125	в конце	1	3
126	и как	3	3
127	и т	39	3
128	да и	3	3
129	о котором	1	3
130	не есть	2	3
131	но если	4	3
132	но мы	2	3
133	еще не	14	3
134	все они	1	3
135	и потому	3	3
136	то это	9	3
137	ко всем	1	3
138	мы говорили	1	3
139	одна из	4	3
140	в значительной	1	3
141	на том	1	3
142	так чтобы	3	3
