N	3gram	Vygotskiy_	Vladivir
1	в том что	24	29
2	о том что	4	22
3	тем не менее	4	18
4	и то что	5	14
5	в то время	8	13
6	во всяком случае	1	12
7	содержит в себе	4	11
8	в конце концов	1	11
9	к тому же	1	11
10	не может быть	6	10
11	в то же	2	10
12	вместе с тем	6	10
13	с точки зрения	31	10
14	то что он	1	9
15	в этом смысле	2	9
16	как раз и	1	9
17	то же время	1	9
18	на то что	5	8
19	точно так же	3	7
20	это значит что	1	7
21	на первый план	1	7
22	как это мы	1	6
23	само по себе	1	6
24	в данном случае	5	6
25	том что в	3	6
26	в отличие от	4	6
27	с другой стороны	3	6
28	и в этом	2	6
29	как мы знаем	1	6
30	в настоящее время	1	6
31	как мы видели	7	6
32	том что он	2	6
33	то что в	1	5
34	не только в	2	5
35	то время как	7	5
36	что и в	1	5
37	не содержит в	2	4
38	можно сказать что	7	4
39	как мы уже	2	4
40	в том же	3	4
41	для того чтобы	24	4
42	в этом отношении	7	4
43	сам по себе	2	4
44	сказать что в	1	4
45	и вместе с	2	4
46	мы увидим ниже	1	4
47	что в этом	2	4
48	в том чтобы	1	4
49	заключается в том	9	4
50	не что иное	1	4
51	можно было бы	5	4
52	что иное как	1	4
53	с одной стороны	7	4
54	также и в	1	4
55	что он не	1	3
56	в самом деле	4	3
57	в котором он	1	3
58	в том числе	2	3
59	потому что в	1	3
60	то в чем	2	3
61	мы знаем что	2	3
62	ничего общего с	1	3
63	и в отношении	1	3
64	не только не	11	3
65	в последнее время	4	3
66	это же самое	1	3
67	по этому поводу	3	3
68	к тому что	10	3
69	самом же деле	1	3
70	на самом же	1	3
71	в свою очередь	3	3
72	и до конца	1	3
73	только в том	2	3
74	тем более что	1	3
75	мы видели выше	1	3
76	и притом в	1	3
77	так что в	2	3
78	с самого начала	13	3
79	в первую очередь	3	3
80	что несмотря на	1	3
81	начала и до	1	3
82	так же как	13	2
83	нельзя сказать что	1	2
84	но только в	1	2
85	но то что	2	2
86	одной стороны и	4	2
87	но вместе с	2	2
88	на том же	1	2
89	то что с	1	2
90	и что можно	1	2
91	в этот период	2	2
92	совершенно так же	1	2
93	никак не мог	1	2
94	до некоторой степени	1	2
95	что у него	1	2
96	так и в	1	2
97	и в конце	2	2
98	до сих пор	6	2
99	есть не что	1	2
100	и к его	1	2
101	том и заключается	1	2
102	в этой области	2	2
103	точки зрения того	1	2
104	не может не	1	2
105	можно говорить и	1	2
106	ни в какие	1	2
107	так как в	2	2
108	только и может	2	2
109	в ответ на	1	2
110	и никак не	1	2
111	в том и	3	2
112	к нему и	1	2
113	как то что	1	2
114	тех пор пока	1	2
115	в которой он	2	2
116	а следовательно и	1	2
117	независимо от того	1	2
118	до тех пор	1	2
119	таким образом если	1	2
120	одно и то	3	2
121	и то же	3	2
122	главным образом в	1	2
123	в этом случае	15	2
124	и заключается что	1	2
125	есть прежде всего	1	2
126	и что в	1	2
127	разве это не	1	2
128	оно не может	1	2
129	с тем что	1	2
130	как мы увидим	1	2
131	то что мы	3	2
132	это и есть	1	2
133	до конца и	1	2
134	если бы мы	1	2
135	что он как	1	2
136	после того как	1	2
137	в первых двух	1	1
138	в каком отношении	1	1
139	было сказано в	1	1
140	мы и в	2	1
141	все больше и	2	1
142	благодаря тому что	2	1
143	невозможно было бы	1	1
144	в самом начале	5	1
145	но и не	3	1
146	этих отношений в	1	1
147	ясно что в	1	1
148	означает того что	1	1
149	бы он ни	1	1
150	все дело заключается	1	1
151	фактом то что	1	1
152	не иначе как	6	1
153	он еще не	1	1
154	в целом однако	2	1
155	для него и	1	1
156	в себе в	2	1
157	но и по	1	1
158	он никак не	1	1
159	заключать в себе	2	1
160	в нерасчлененном виде	1	1
161	укажем только на	1	1
162	возрасте не только	1	1
163	и почти не	1	1
164	то к чему	1	1
165	в той же	2	1
166	до известной степени	2	1
167	и уже в	1	1
168	с этой последней	1	1
169	больше и больше	2	1
170	как это делают	1	1
171	его мышления и	1	1
172	к выводу что	3	1
173	содержат в себе	4	1
174	было бы вообще	1	1
175	то что является	1	1
176	потому что его	1	1
177	о которых мы	3	1
178	потому что как	1	1
179	же деле это	1	1
180	в этом первом	1	1
181	говорить и о	1	1
182	прежде всего не	1	1
183	он не может	1	1
184	что все это	1	1
185	понятий как таковых	1	1
186	еще раз что	1	1
187	эту точку зрения	2	1
188	самом деле если	1	1
189	она нуждается в	1	1
190	тогда когда мы	1	1
191	что мы и	1	1
192	к которой мы	1	1
193	есть прямое выражение	1	1
194	том что она	2	1
195	но не с	1	1
196	само за себя	1	1
197	его отношение к	1	1
198	случае не может	1	1
199	в чем дело	3	1
200	возможно только в	1	1
201	кроме того что	1	1
202	и декарта и	1	1
203	как и везде	1	1
204	как мы с	1	1
205	в одной плоскости	1	1
206	не потому что	1	1
207	те же самые	1	1
208	нужно было бы	2	1
209	нечто такое что	2	1
210	но и вообще	1	1
211	не означает того	1	1
212	мысли и слова	4	1
213	мы действительно находим	1	1
214	в такой же	3	1
215	что это единство	1	1
216	время когда он	1	1
217	потому что он	4	1
218	но именно в	1	1
219	той или иной	2	1
