N	2gram	Vygotskiy_	Problema
1	и в	55	182
2	то есть	16	165
3	и не	19	152
4	вовсе не	8	145
5	то что	69	144
6	не есть	4	113
7	не только	24	104
8	потому что	48	89
9	в этом	30	88
10	может быть	34	82
11	в том	50	81
12	том что	46	81
13	не просто	6	80
14	только в	12	73
15	сказать что	14	72
16	но и	16	70
17	в виде	3	69
18	у нас	7	68
19	также и	1	68
20	и даже	4	66
21	по себе	13	64
22	даже и	2	63
23	не менее	1	58
24	о том	24	57
25	а не	16	56
26	так и	6	56
27	но в	7	55
28	так что	8	52
29	ни в	5	51
30	для нас	9	50
31	в себе	13	48
32	и вообще	2	48
33	смысле слова	2	47
34	при помощи	5	47
35	было бы	15	46
36	прежде всего	6	45
37	в своей	8	45
38	что в	43	44
39	в его	8	44
40	не в	12	43
41	все эти	5	43
42	то же	16	42
43	как раз	19	42
44	таким образом	35	42
45	если мы	24	42
46	и что	45	40
47	и то	12	40
48	что он	30	40
49	так как	20	40
50	что мы	12	40
51	во всяком	2	39
52	не может	15	39
53	и тем	6	39
54	в этой	15	39
55	как бы	33	39
56	той или	2	38
57	в данном	4	38
58	в стихотворении	1	38
59	хотя бы	5	37
60	никак не	10	37
61	в нем	13	37
62	того что	12	37
63	точки зрения	15	36
64	есть нечто	3	36
65	еще не	6	36
66	и все	15	36
67	когда мы	10	35
68	и т	12	35
69	в виду	5	34
70	уже не	1	34
71	и с	3	34
72	как и	9	34
73	указывает на	8	34
74	же самое	13	33
75	в таком	4	33
76	не является	3	33
77	т д	6	33
78	или иной	2	33
79	здесь не	1	32
80	в то	6	32
81	но не	9	32
82	едва ли	3	32
83	так же	19	31
84	в своем	12	31
85	связи с	2	31
86	что такое	2	31
87	в конце	10	31
88	но это	2	31
89	все это	8	31
90	ясно что	10	30
91	и для	13	30
92	с другой	12	30
93	все же	11	29
94	можно сказать	4	29
95	перед нами	5	29
96	как мы	6	29
97	об этом	5	29
98	что же	1	28
99	данном случае	4	28
100	мы не	8	28
101	а в	7	28
102	есть только	3	28
103	и о	5	28
104	и это	13	27
105	и как	10	27
106	хотя и	1	27
107	ничего общего	1	27
108	ничего не	4	27
109	в результате	6	26
110	другой стороны	8	26
111	крайней мере	1	26
112	да и	4	26
113	как будто	7	26
114	вместе с	16	26
115	по крайней	1	26
116	еще и	1	26
117	это не	9	26
118	и его	10	26
119	мы можем	8	25
120	и на	12	25
121	тем самым	1	25
122	с точки	5	25
123	всяком случае	1	25
124	с тем	10	24
