N	2gram	Tiupa_Narr	Komedia
1	и в	19	77
2	и не	20	47
3	в том	18	44
4	том что	14	42
5	о том	6	33
6	едва ли	1	32
7	но и	23	32
8	может быть	25	30
9	из них	3	29
10	таким образом	1	29
11	в то	3	28
12	и его	5	28
13	в этом	17	27
14	потому что	1	27
15	что он	6	26
16	к тому	7	26
17	тому же	5	25
18	не только	32	25
19	как и	7	23
20	ни в	3	23
21	что в	3	23
22	в самом	1	22
23	что и	1	22
24	если бы	1	22
25	то же	4	21
26	в конце	1	21
27	так и	9	21
28	а в	11	21
29	в его	9	20
30	со стороны	9	19
31	в этой	5	18
32	тем что	3	17
33	же время	4	17
34	в нем	4	17
35	и здесь	1	17
36	еще не	7	17
37	при этом	9	16
38	все же	7	16
39	не менее	3	16
40	у него	4	16
41	сих пор	1	16
42	до нас	1	16
43	он не	3	16
44	действующих лиц	1	16
45	и сам	1	16
46	до сих	1	16
47	тот же	1	16
48	не в	14	15
49	в своем	2	15
50	точки зрения	10	15
51	его в	2	15
52	на себя	3	15
53	между тем	3	15
54	один из	3	15
55	и на	3	15
56	было бы	4	15
57	прежде всего	4	15
58	и с	4	14
59	на протяжении	6	14
60	столь же	3	14
61	к нему	5	14
62	в свою	3	14
63	об этом	1	14
64	самом деле	2	13
65	о чем	2	13
66	в них	1	13
67	того же	1	13
68	как раз	2	13
69	мы можем	1	13
70	в двух	2	13
71	то что	11	13
72	но в	6	13
73	в котором	1	12
74	так же	2	12
75	с другой	8	12
76	несмотря на	2	12
77	хотя и	3	12
78	в качестве	21	12
79	как это	6	12
80	из которых	4	12
81	как в	7	12
82	уже в	3	12
83	не по	1	12
84	нового времени	2	12
85	в начале	1	12
86	не может	10	12
87	но не	6	12
88	и даже	3	11
89	по отношению	7	11
90	наряду с	2	11
91	с ним	1	11
92	речь идет	4	11
93	как мы	3	11
94	и для	2	11
95	в их	1	11
96	в частности	14	11
97	к ней	1	11
98	одного из	4	11
99	свою очередь	3	10
100	на него	3	10
101	с одной	7	10
102	к себе	5	10
103	в чем	1	10
104	как бы	4	10
105	и все	2	10
106	одной из	4	10
107	в глазах	1	10
108	с его	6	10
109	ничего не	2	10
110	хоть и	1	10
111	мы не	1	10
112	на его	1	10
113	тем более	2	10
114	что касается	2	10
115	отношение к	2	10
116	же в	4	10
117	в целом	1	10
118	но все	4	9
119	одной стороны	7	9
120	говорить о	2	9
121	только в	4	9
122	в тех	1	9
123	даже не	3	9
124	о его	1	9
125	и по	1	9
126	независимо от	2	9
127	из его	1	9
128	однако в	2	9
129	ответ на	1	9
130	а также	7	9
131	вовсе не	1	9
132	отличие от	5	9
133	в ней	3	9
134	отношению к	6	9
135	с этой	1	8
136	другой стороны	4	8
137	что ни	1	8
138	по поводу	1	8
139	что у	2	8
140	такого рода	7	8
141	не было	2	8
142	не знает	1	8
143	во всех	1	8
144	то ни	3	8
145	можно было	2	8
146	первую очередь	1	8
147	если не	4	8
148	в которых	1	8
149	да и	4	8
150	связи с	4	8
151	по своему	1	8
152	при всем	2	8
153	идет о	2	8
154	и ее	2	8
155	место в	1	8
156	и к	1	7
157	дело с	2	7
158	в результате	2	7
159	если в	3	7
160	обращает на	3	7
161	в первую	1	7
162	хотя бы	4	7
163	в другом	1	7
164	бы то	3	7
165	что они	3	7
166	ни было	3	7
167	х годов	1	7
168	в связи	2	7
169	так или	2	7
170	себя внимание	3	7
171	и тот	2	7
172	в себе	8	7
173	и у	1	7
174	к его	1	7
175	не имеет	2	7
176	не является	8	7
177	из этих	3	7
178	после смерти	2	7
179	и во	1	7
180	для нас	1	7
181	должен был	1	7
182	или иначе	3	7
183	отнюдь не	5	7
184	даже в	2	6
185	его от	1	6
186	в виду	1	6
187	там же	1	6
188	представляет собой	13	6
189	как правило	4	6
190	не мог	4	6
191	и он	3	6
192	с точки	2	6
193	что не	4	6
194	больше всего	1	6
195	на этом	1	6
196	не дает	1	6
197	и тем	4	6
198	могут быть	3	6
199	в силу	4	6
200	всего в	1	6
201	на ее	1	6
202	в сущности	3	6
203	лет тому	1	6
204	тому назад	1	6
205	никто не	1	6
206	а не	12	6
207	в отличие	5	6
208	нет и	2	6
209	в области	2	6
210	тем не	3	6
211	том числе	6	6
212	здесь в	1	6
213	когда же	1	6
214	или в	2	6
215	в какой	2	6
216	и как	5	6
217	к концу	1	6
218	это было	1	6
219	человека в	2	6
220	во второй	2	6
221	когда он	3	6
222	а по	2	6
223	как будто	3	6
224	надо было	1	6
225	в первом	3	5
226	из двух	3	5
227	именно в	6	5
228	что по	2	5
229	роль в	2	5
230	в это	1	5
231	в действительности	1	5
232	восходит к	3	5
233	а на	1	5
234	сказать что	4	5
235	под названием	1	5
236	все время	1	5
237	который в	2	5
238	себя в	5	5
239	никогда не	3	5
240	последние десятилетия	1	5
241	в ее	3	5
242	но он	1	5
243	одним из	2	5
244	в мире	9	5
245	между собой	2	5
246	в развитии	1	5
247	не могла	1	5
248	даже если	1	5
249	и от	1	5
250	не так	1	5
251	что это	3	5
252	обращается к	1	5
253	приводит к	2	5
254	признать что	1	5
255	вслед за	4	5
256	в обоих	2	5
257	же самое	1	5
258	здесь и	2	5
259	этом отношении	3	5
260	и после	2	5
261	это не	2	5
262	мы имеем	2	5
263	он и	1	5
264	же не	4	5
265	по существу	2	5
266	к своему	1	5
267	в следующем	1	5
268	ему не	1	5
269	от отца	1	5
270	от того	1	5
271	жизни и	3	5
272	что на	2	5
273	мира в	5	5
274	в той	6	4
275	в принципе	4	4
276	нас в	1	4
277	не столько	4	4
278	например в	2	4
279	их в	1	4
280	времени в	2	4
281	не всегда	2	4
282	может служить	1	4
283	перед ним	1	4
284	одна из	3	4
285	к этим	1	4
286	том чтобы	1	4
287	и столь	1	4
288	к их	1	4
289	в обеих	1	4
290	в состоянии	1	4
291	к которому	2	4
292	аналогии с	1	4
293	одно из	2	4
294	там и	1	4
295	не о	3	4
296	в последние	2	4
297	между ними	2	4
298	с отцом	1	4
299	же как	3	4
300	в себя	6	4
301	здесь мы	1	4
302	по своей	3	4
303	как известно	2	4
304	с которым	1	4
305	человека который	1	4
306	не случайно	2	4
307	как теперь	1	4
308	когда в	1	4
309	не на	2	4
310	бы не	2	4
311	нет ничего	1	4
312	что мы	2	4
313	то и	1	4
314	наконец в	2	4
315	каждый из	2	4
316	и там	1	4
317	ничем не	1	4
318	хотя в	2	4
319	видеть в	1	4
320	у нас	1	4
321	все равно	1	4
322	а то	1	4
323	впрочем не	1	4
324	времени и	7	4
325	по его	1	4
326	или менее	2	4
327	в поле	1	4
328	мог бы	3	4
329	обстоит дело	1	4
330	в пределах	2	4
331	далеко не	5	4
332	у нее	2	4
333	бы он	1	4
334	нуждается в	5	4
335	для характеристики	1	4
336	в основе	5	4
337	от него	1	3
338	исходя из	2	3
339	в финале	1	3
340	всю свою	1	3
341	за собой	4	3
342	в году	1	3
343	по себе	5	3
344	более или	2	3
345	конечном счете	2	3
346	детей и	1	3
347	в соответствии	1	3
348	настаивает на	1	3
349	при всей	4	3
350	о любви	1	3
351	было в	2	3
352	в любом	2	3
353	из жизни	1	3
354	между двумя	5	3
355	и когда	2	3
356	приходит к	2	3
357	ни одного	1	3
358	соответствии с	1	3
359	что именно	2	3
360	друг с	1	3
361	о ней	3	3
362	этих двух	1	3
363	с другом	1	3
364	искать в	1	3
365	и за	1	3
366	в герое	1	3
367	отношения к	2	3
368	интересующие нас	1	3
369	из уст	1	3
370	в таком	2	3
371	от этого	1	3
372	а с	3	3
373	ли это	1	3
374	всего лишь	2	3
375	одну из	2	3
376	следует признать	2	3
377	протяжении всего	1	3
378	и есть	2	3
379	сказать о	1	3
380	в какой-то	1	3
381	в один	1	3
382	мы видели	1	3
383	для себя	1	3
384	представляют собой	2	3
385	каким он	2	3
386	не могут	1	3
387	не мешает	1	3
388	и одновременно	2	3
389	если это	1	3
390	как о	1	3
391	с ними	1	3
392	друг от	1	3
393	его и	1	3
394	совершенно не	2	3
395	и более	1	3
396	мешает ему	1	3
397	и уже	1	3
398	переходит к	1	3
399	было и	1	3
400	в присутствии	3	3
401	состоит в	13	3
402	на две	1	3
403	за пределами	1	3
404	том же	1	3
405	в самой	1	3
406	как к	2	3
407	ему в	2	3
408	на что	1	3
409	не являются	2	3
410	от друга	1	3
411	и эта	1	3
