N	3gram	Vygotskiy_	StatiiOP
1	в том что	30	47
2	и т д	1	32
3	о том что	10	29
4	в этом отношении	6	24
5	для того чтобы	19	19
6	до сих пор	4	19
7	с точки зрения	34	14
8	с другой стороны	10	13
9	во всяком случае	5	13
10	то обстоятельство что	2	11
11	не может быть	8	11
12	в самом деле	5	9
13	то же время	2	9
14	вместе с тем	5	9
15	на то что	9	9
16	в то же	2	9
17	дело в том	2	9
18	можно было бы	6	9
19	тем не менее	1	8
20	к тому что	3	8
21	на самом деле	3	8
22	не только в	1	8
23	не в том	1	7
24	в конце концов	1	7
25	в этой области	1	7
26	в данном случае	5	7
27	но все же	1	7
28	заключается в том	10	7
29	в то время	5	7
30	и в этом	1	7
31	том что он	2	7
32	так же как	6	6
33	по отношению к	11	6
34	в этом смысле	3	6
35	том что в	3	6
36	не только не	2	6
37	речь идет о	4	6
38	по крайней мере	1	6
39	в одном из	2	6
40	вопрос о том	2	6
41	что он не	2	5
42	то время как	4	5
43	в том же	3	5
44	с тем что	1	5
45	за то что	1	5
46	но и в	1	5
47	тем что в	1	5
48	в том чтобы	6	5
49	как раз в	3	5
50	в свое время	1	5
51	то что в	2	5
52	тот факт что	1	5
53	с самого начала	9	5
54	после того как	1	5
55	в применении к	1	4
56	то что он	2	4
57	дело не в	1	4
58	с одной стороны	14	4
59	что в этой	1	4
60	в связи с	3	4
61	к сожалению не	1	4
62	в другом месте	6	4
63	выхода в свет	1	4
64	и в самом	2	4
65	тем более что	1	4
66	иметь в виду	1	4
67	на вопрос о	4	4
68	и мн др	2	4
69	в предисловии к	4	4
70	о том как	1	3
71	можно сказать что	5	3
72	в том числе	3	3
73	совершенно так же	1	3
74	виде в каком	2	3
75	потому что он	3	3
76	а с другой	6	3
77	к тому же	1	3
78	и пр в	1	3
79	на этот раз	1	3
80	но все это	1	3
81	бы то ни	1	3
82	что оба эти	1	3
83	что у него	1	3
84	в нашей стране	1	3
85	как и вообще	1	3
86	и только в	1	3
87	в известном смысле	3	3
88	состоит в том	4	3
89	в значительной степени	2	3
90	в первую очередь	3	3
91	прежде всего в	2	3
92	вопросы связанные с	1	2
93	но вместе с	5	2
94	себе отчета в	2	2
95	в той или	1	2
96	хотя бы и	1	2
97	в жизни и	1	2
98	что мы знаем	3	2
99	в течение лет	1	2
100	сомнений в том	2	2
101	все более и	3	2
102	и я не	1	2
103	в зависимости от	8	2
104	в этой книге	2	2
105	том числе и	3	2
106	если бы мы	3	2
107	и вместе с	1	2
108	точно так же	2	2
109	независимо от того	2	2
110	в области изучения	1	2
111	том что этот	1	2
112	и в то	1	2
113	свое выражение в	1	2
114	в отличие от	3	2
115	что в этом	1	2
116	то ни было	1	2
117	не может не	1	2
118	то же самое	4	2
119	то что у	2	2
120	то что я	1	2
121	по этому пути	2	2
122	только тогда когда	4	2
123	сам по себе	3	2
124	в свою очередь	3	2
125	в этих словах	1	2
126	той или иной	2	2
127	вовсе не в	1	2
128	является не только	1	2
129	что это есть	1	2
130	но и это	1	2
131	не столько в	1	2
132	в чем же	1	2
133	в наших глазах	1	2
134	когда речь идет	1	2
135	во всей полноте	1	2
136	в целом ряде	1	2
137	он не может	1	2
138	более и более	3	2
139	на этот вопрос	5	2
140	я не могу	2	2
141	на точку зрения	2	2
142	как мы видели	1	2
143	в равной мере	2	2
144	мы имеем в	1	2
145	вне всякого сомнения	1	2
146	и то что	1	2
147	как и в	2	2
148	должны были бы	2	1
149	ни у кого	1	1
150	но ведь это	1	1
151	благодаря тому что	3	1
152	не в количестве	1	1
153	до самого последнего	1	1
154	он говорит что	1	1
155	как увидим ниже	2	1
156	от них и	1	1
157	же время не	1	1
158	в своей деятельности	1	1
159	на протяжении всего	2	1
160	в одинаковой степени	1	1
161	и на все	1	1
162	мышления с другой	2	1
163	прежде всего от	1	1
164	с первого взгляда	1	1
165	но этого мало	1	1
166	во главе с	1	1
167	чем он думал	1	1
168	в ту же	1	1
169	на том что	2	1
170	что в одном	1	1
171	что поэтому она	1	1
172	по сравнению с	9	1
173	того в чем	1	1
174	точку зрения на	1	1
175	в ответ на	1	1
176	потому что оно	1	1
177	то что с	1	1
178	всякий раз когда	1	1
179	самого последнего времени	1	1
180	как и во	1	1
181	та и другая	1	1
182	в собственном смысле	8	1
183	и никогда не	1	1
184	до наших дней	1	1
185	точка зрения была	1	1
186	или иной мере	1	1
187	в том и	1	1
188	с этой точки	1	1
189	здесь и там	1	1
190	могу себе представить	1	1
191	мн др но	1	1
192	что она является	1	1
193	в первые годы	2	1
194	что каждая из	1	1
195	того что для	1	1
196	свою точку зрения	1	1
197	и так называемая	1	1
198	не представляет собой	1	1
199	одну из важнейших	1	1
200	потому что в	1	1
201	друг от друга	4	1
202	мы видели уже	1	1
