N	4gram	Propp_Isto	Problema
1	в то время как	4	12
2	и т д и	1	9
3	то это значит что	2	6
4	бы то ни было	1	6
5	до сих пор мы	2	5
6	можно ли сказать что	1	5
7	во всяком случае не	1	4
8	так же как и	1	4
9	в тех случаях когда	6	3
10	и вместе с тем	2	3
11	это не значит что	1	3
12	как мы увидим ниже	1	3
13	с этой точки зрения	3	3
14	с одной стороны и	1	3
15	в том что он	1	3
16	но тем не менее	2	2
17	мы не будем приводить	1	2
18	прийти к выводу что	1	2
19	один и тот же	1	2
20	и то и другое	2	2
21	ничем не отличается от	1	2
22	мысль о том что	1	2
23	не только в том	1	2
24	но с другой стороны	1	2
25	все больше и больше	2	2
26	на друга что их	1	1
27	о том что такое	1	1
28	и т д в	3	1
29	при ближайшем рассмотрении оказывается	1	1
30	ни за что не	1	1
31	всегда так или иначе	1	1
32	между небом и землей	1	1
33	только в том чтобы	1	1
34	ближайшем рассмотрении оказывается что	1	1
35	с другой же стороны	1	1
36	ни в каких доказательствах	1	1
37	похожи друг на друга	2	1
38	то что все эти	1	1
39	и т д здесь	1	1
40	здесь можно было бы	1	1
41	речь может идти только	2	1
42	то же самое и	1	1
43	с другой стороны и	2	1
44	об этом ничего не	1	1
45	о том как эта	1	1
46	о котором говорилось выше	1	1
47	с другой стороны он	2	1
48	ответ на этот вопрос	1	1
49	друг на друга что	1	1
50	состоит в том что	1	1
51	сказать что в данном	1	1
52	д тем не менее	1	1
53	о том что в	2	1
54	и не может быть	1	1
55	т д тем не	1	1
56	и после того как	1	1
57	так как он его	1	1
58	о которых говорилось выше	1	1
59	всех этих случаях мы	2	1
60	потому что у него	2	1
61	может идти только о	2	1
62	вместе с тем и	1	1
63	что у него есть	2	1
64	что здесь мы имеем	1	1
65	но как только мы	1	1
66	с одной стороны он	1	1
67	не нуждается ни в	1	1
68	с представлением о смерти	1	1
69	в данном случае даже	1	1
70	во всех этих случаях	6	1
71	и т д тем	1	1
