N	4gram	Vygotskiy_	Myshleni
1	заключается в том что	8	43
2	в то время как	3	20
3	одного и того же	1	17
4	состоит в том что	1	17
5	с этой точки зрения	2	16
6	так же как и	1	16
7	одной и той же	3	15
8	мы могли бы сказать	1	14
9	один и тот же	1	12
10	одно и то же	3	12
11	в такой же мере	1	10
12	как мы уже говорили	1	9
13	все более и более	4	8
14	в том что в	1	8
15	только в том что	1	8
16	в том что он	3	8
17	заключается в том чтобы	1	7
18	то же самое что	2	7
19	по самой своей природе	1	6
20	не что иное как	1	6
21	если мы обратимся к	1	6
22	точно так же как	1	6
23	и вместе с тем	3	5
24	ответ на этот вопрос	1	5
25	в том смысле что	1	5
26	все больше и больше	2	5
27	с самого начала что	1	4
28	между тем и другим	1	4
29	в том что они	2	4
30	нового по сравнению с	1	4
31	о которых мы говорили	2	4
32	в том виде как	1	4
33	в самом деле если	2	4
34	и то же слово	1	4
35	указывает на то что	3	4
36	в одной и той	1	4
37	для того чтобы показать	2	4
38	в той же мере	1	3
39	мы уже говорили что	1	3
40	ни в какой мере	2	3
41	о чем идет речь	1	3
42	в том что оно	1	3
43	не имеют ничего общего	1	3
44	которых мы говорили выше	1	3
45	в том что она	2	3
46	мы не можем не	2	3
47	в какой мере не	1	3
48	к тому или иному	1	3
49	или во всяком случае	2	3
50	в том и другом	1	3
51	имеют ничего общего с	1	3
52	одна и та же	2	3
53	не только то что	1	2
54	в том что всякое	1	2
55	для того чтобы с	1	2
56	в том и заключается	1	2
57	согласны в том что	1	2
58	как мы увидим ниже	1	2
59	мы должны были бы	1	2
60	том что он не	2	2
61	была в том что	1	2
62	то же самое относится	1	2
63	и с точки зрения	1	2
64	с другой стороны мы	1	2
65	в том случае если	4	2
66	того чтобы показать что	1	2
67	мы видим что все	1	2
68	что с одной стороны	1	2
69	есть в сущности говоря	1	2
70	говорит нам о том	1	2
71	в сущности говоря это	1	2
72	как это имеет место	1	2
73	в полном согласии с	1	2
74	так же точно как	1	2
75	только для того чтобы	1	2
76	в самом деле когда	3	1
77	том и заключается что	1	1
78	прибавим к этому что	1	1
79	с точки зрения тех	1	1
80	образом мы видим что	2	1
81	ни в каком случае	1	1
82	во всяком случае очень	1	1
83	есть не более как	1	1
84	он прямо говорит что	1	1
85	две части в первой	1	1
86	когда он говорит что	1	1
87	таким образом мы видим	1	1
88	не может понять как	1	1
89	заключается вовсе не в	1	1
90	что они представляют собой	1	1
91	которое могло бы быть	1	1
92	когда речь идет о	1	1
93	ни в малой степени	2	1
94	как и все прочие	1	1
95	и к тому чтобы	1	1
96	больше чем то что	1	1
97	том что всякое обобщение	1	1
98	то что он не	1	1
99	как раз обратным образом	1	1
100	в том что эта	1	1
101	до сих пор в	1	1
102	и в самом деле	14	1
103	по самому своему существу	1	1
104	на две части в	1	1
105	полном смысле этого слова	1	1
106	что она не может	1	1
107	что то же самое	1	1
108	того чтобы показать как	1	1
109	то мы увидим что	1	1
110	прав когда он говорит	1	1
111	расстоянию между двумя точками	1	1
112	для того чтобы увидеть	2	1
113	но совершенно очевидно что	1	1
114	во всяком случае то	1	1
115	мы могли бы формулировать	1	1
116	это или не так	1	1
117	в малой степени не	2	1
118	которыми приходится иметь дело	1	1
119	мы видим что в	1	1
120	это имеет место в	2	1
121	по прямой линии как	1	1
122	он все больше и	1	1
123	другой можно было бы	2	1
124	тем и другим есть	1	1
125	том виде как она	1	1
126	друг с другом и	2	1
127	мы вправе были бы	1	1
128	в одном и в	1	1
129	того же самого порядка	1	1
130	только в самом конце	1	1
131	для того чтобы открыть	2	1
132	и мы сейчас же	1	1
133	образом мы могли бы	1	1
134	было бы показать что	1	1
135	мы старались показать что	1	1
136	басне стрекоза и муравей	1	1
137	и во всех остальных	1	1
138	в более сложном виде	1	1
139	прежде всего тем что	1	1
140	указал на то что	2	1
141	могли бы сказать так	1	1
142	в том смысле как	1	1
143	и то и другое	3	1
144	до тех пор пока	2	1
145	одном и в другом	1	1
146	которые она себе ставит	1	1
147	то время как у	1	1
148	с которыми приходится иметь	1	1
149	мы сейчас же увидим	1	1
150	с такой очевидностью как	1	1
151	и в первом случае	1	1
152	это означало бы что	1	1
153	если с самого начала	1	1
154	в сущности говоря в	1	1
155	для того чтобы объяснить	1	1
156	ясно до какой степени	1	1
157	было бы величайшей ошибкой	1	1
158	а отнюдь не как	1	1
159	имеет в виду не	1	1
160	можно было бы показать	1	1
161	состоит в том чтобы	1	1
162	на то что с	1	1
163	в самом деле стоит	2	1
164	ничего нового по сравнению	1	1
165	которая состоит в том	1	1
166	как и всякий другой	1	1
167	кратчайшему расстоянию между двумя	1	1
168	ни одно из этих	2	1
169	которая никак не может	1	1
170	было бы сказать что	1	1
171	же самое в отношении	1	1
172	имеет совершенно другой смысл	1	1
173	то же самое в	4	1
174	случае не может быть	1	1
175	в басне стрекоза и	1	1
176	смысле этого слова и	2	1
177	можно было бы сказать	1	1
178	того чтобы увидеть что	2	1
179	почти с самого начала	1	1
180	на то что он	1	1
181	и целый ряд других	1	1
182	которая лежит в основе	1	1
183	лежащих в его основе	1	1
184	потому что эта фраза	1	1
185	что в сущности говоря	1	1
186	мы никогда не можем	1	1
187	по сравнению с той	1	1
188	в полном смысле этого	1	1
189	и в этом отношении	1	1
190	привело к тому что	1	1
191	совершенно прав когда он	1	1
192	самом деле когда мы	1	1
193	он должен был оставить	1	1
