N	3gram	Tiupa_Narr	Istorich
1	с другой стороны	4	46
2	до сих пор	1	30
3	с одной стороны	7	28
4	так же как	2	27
5	в том что	8	25
6	не может быть	5	24
7	но все же	4	23
8	тем не менее	3	23
9	точно так же	2	22
10	о том что	6	22
11	не только в	2	19
12	в связи с	2	17
13	в данном случае	4	15
14	по отношению к	6	14
15	как мы видели	1	12
16	не что иное	2	11
17	что иное как	2	11
18	как и в	1	10
19	можно было бы	2	10
20	друг с другом	1	9
21	как мы увидим	1	9
22	более или менее	2	9
23	на том свете	2	9
24	же как и	1	9
25	то же самое	1	8
26	и то что	1	8
27	подобно тому как	2	8
28	на первый взгляд	2	7
29	к тому же	4	6
30	но это не	1	6
31	этой точки зрения	2	6
32	все же не	4	6
33	с этой точки	1	6
34	то что он	1	5
35	том что в	1	5
36	до вступления в	1	5
37	и когда он	1	5
38	в отличие от	5	5
39	отца к сыну	1	5
40	в том чтобы	1	5
41	что это за	1	5
42	в том числе	6	5
43	до наших дней	1	5
44	есть не что	1	5
45	так и в	1	5
46	на самом деле	1	5
47	так или иначе	2	4
48	в чистом виде	1	4
49	только то что	1	4
50	от отца к	1	4
51	с точки зрения	2	4
52	независимо от того	1	4
53	состоит в том	3	4
54	но уже в	1	4
55	содержит в себе	1	4
56	он не может	1	4
57	иметь в виду	1	4
58	по себе не	1	4
59	сами по себе	2	4
60	можно сказать что	4	4
61	и в особенности	1	4
62	а иногда и	1	4
63	все то что	1	3
64	один из них	1	3
65	что в этом	1	3
66	и тем самым	3	3
67	это не так	1	3
68	один и тот	1	3
69	дело в том	1	3
70	она может быть	1	3
71	на передний план	1	3
72	тестя к зятю	1	3
73	и тот же	1	3
74	но далеко не	1	3
75	из этих двух	1	3
76	само по себе	1	3
77	в соответствии с	1	3
78	не могло быть	1	3
79	то ни было	3	3
80	бы то ни	3	3
81	жизнью и смертью	1	3
82	не в состоянии	1	3
83	от тестя к	1	3
84	во второй раз	1	3
85	следует понимать как	1	2
86	по себе а	1	2
87	она все же	1	2
88	в себя и	2	2
89	они и не	1	2
90	в самом деле	1	2
91	и тем более	1	2
92	обращает на себя	3	2
93	но в таком	1	2
94	далеко не всегда	1	2
95	друг от друга	1	2
96	в таком случае	2	2
97	сам по себе	1	2
98	том числе и	4	2
99	будет сказано ниже	1	2
100	а не с	1	2
101	а не только	1	2
102	мы имеем дело	2	2
103	же обстоит дело	1	2
104	что не только	1	2
105	к тому чтобы	1	2
106	но еще не	1	2
107	могли бы быть	1	2
108	легко может быть	1	2
109	может быть и	1	2
110	в мировом фольклоре	1	2
111	совершенно очевидно что	1	2
112	может быть только	1	2
113	все же было	1	2
114	и деревья и	1	2
115	волшебной сказки как	1	2
116	лет тому назад	1	2
117	и прежде всего	1	2
118	что он видит	1	2
119	а не в	2	2
120	при всей своей	2	2
121	то что было	1	2
122	в свою очередь	3	2
123	на другой день	2	2
124	и др в	1	2
125	связаны между собой	1	2
126	и не могло	1	2
127	здесь как и	1	2
128	уже в качестве	1	2
129	о царских детях	1	2
130	только потому что	1	2
131	том что он	1	2
132	он не мог	1	2
133	тогда как в	2	2
134	имеем дело с	1	2
135	не мешает ему	1	2
136	одним из которых	1	1
137	по себе они	1	1
138	иного мира но	1	1
139	это дает нам	1	1
140	а не как	1	1
141	не мог говорить	1	1
142	в первый раз	1	1
143	вместить в себя	1	1
144	возвращения героя из	1	1
145	уже никто не	1	1
146	последовательности в какой	1	1
147	древнейшая основа сказки	1	1
148	как мы уже	1	1
149	в ней не	1	1
150	из них в	1	1
151	и должна быть	1	1
152	в этом не	1	1
153	что они хотят	1	1
154	речь идет о	2	1
155	здесь не в	2	1
156	по аналогии с	1	1
157	к сыну а	1	1
158	цикл инициации древнейшая	1	1
159	до нас в	1	1
160	не входит в	1	1
161	не должен был	1	1
162	не сливаются в	1	1
163	иногда особенно в	1	1
164	здесь в качестве	1	1
165	пока еще не	1	1
166	должна быть признана	1	1
167	а также и	1	1
168	могло и не	1	1
169	это то что	1	1
170	но в его	1	1
171	имеем дело не	1	1
172	и у нас	1	1
173	и как будто	1	1
174	не в его	1	1
175	но не может	1	1
176	дело не с	1	1
177	что у нее	1	1
178	из которых он	1	1
179	в этом смысле	1	1
180	и небо и	1	1
181	в свое время	1	1
182	их между собой	1	1
183	свою корову и	1	1
184	тем более что	1	1
185	что он уже	1	1
186	все те же	4	1
187	это одно из	1	1
188	в какой это	1	1
189	а в тех	1	1
190	этого слова а	1	1
191	что оно есть	1	1
192	их друг с	1	1
193	по направлению к	1	1
194	не мог бы	1	1
195	что как говорит	1	1
196	а еще раньше	1	1
197	мог говорить и	1	1
198	ответ на него	1	1
199	ночь а утром	1	1
200	прежде всего в	1	1
201	и чрезвычайно важный	1	1
202	при всей специфике	1	1
203	именно это и	1	1
204	и столь же	1	1
205	и даже не	1	1
206	миф с его	1	1
207	до известной степени	1	1
208	он уже не	1	1
209	в силу своей	1	1
210	здесь не только	1	1
211	то или иное	2	1
212	нами не как	1	1
213	все время пребывания	1	1
214	не отличается от	2	1
215	или может быть	1	1
216	в этом отношении	3	1
217	в себе не	1	1
218	а не событиям	1	1
219	что один из	1	1
220	не имеет значения	1	1
221	том что именно	1	1
222	к тому или	1	1
223	тех или иных	1	1
224	и в форме	2	1
225	не было и	1	1
226	восходит к тому	1	1
227	а с другой	1	1
228	то же время	3	1
229	никогда не было	1	1
230	хотя оно и	1	1
231	в значительной степени	2	1
232	него а в	1	1
233	как таковое оно	1	1
234	и со многими	1	1
235	инициации древнейшая основа	1	1
236	ни один человек	1	1
237	того или иного	2	1
238	еще не есть	1	1
239	к нему в	1	1
240	но и там	1	1
241	как то что	1	1
242	обращается к нему	1	1
243	обратим внимание на	1	1
244	ту или иную	2	1
245	какой бы то	1	1
246	и не в	4	1
247	в то же	3	1
248	а по своей	2	1
249	между жизнью и	1	1
250	в первом случае	2	1
251	с другом и	1	1
252	мысль о том	1	1
253	в специальных работах	1	1
254	же не все	2	1
255	связь со смертью	1	1
256	уже говорилось выше	1	1
257	ничем не отличается	1	1
258	следует отметить что	1	1
259	с этого момента	1	1
260	не то что	2	1
261	то что они	1	1
262	это все те	2	1
263	в основе своей	4	1
264	один из этих	1	1
