N	2gram	Vygotskiy_	Sovremen
1	не может	11	17
2	может быть	25	12
3	точки зрения	27	12
4	таким образом	36	11
5	мы не	14	9
6	в каждом	2	8
7	в этом	35	7
8	и в	38	7
9	не можем	4	7
10	мы можем	13	6
11	в результате	6	6
12	как и	20	6
13	и не	16	6
14	с точки	11	5
15	прежде всего	6	5
16	что же	1	5
17	все эти	9	5
18	в условиях	1	5
19	в дальнейшем	3	4
20	а в	7	4
21	так как	19	4
22	вопрос о	2	4
23	это не	5	4
24	не только	16	4
25	мы должны	15	4
26	в развитии	46	4
27	с помощью	64	4
28	как бы	17	4
29	нет и	1	4
30	если мы	12	4
31	в зависимости	6	4
32	их в	6	4
33	вместе с	18	4
34	в целом	22	4
35	в том	59	4
36	зависимости от	7	4
37	из них	5	4
38	точку зрения	1	4
39	мы видели	8	4
40	и к	9	3
41	и потому	2	3
42	видели что	4	3
43	на этой	7	3
44	этим мы	1	3
45	и мы	2	3
46	с самого	6	3
47	когда мы	2	3
48	уже в	10	3
49	то же	18	3
50	при этом	13	3
51	с необходимостью	3	3
52	поэтому мы	2	3
53	не в	10	3
54	а не	7	3
55	для нас	6	3
56	все это	8	3
57	как он	8	3
58	в одном	4	3
59	у нас	1	3
60	основной вопрос	1	3
61	самого начала	6	3
62	в конце	1	3
63	в наших	2	3
64	и т.д	8	3
65	было бы	15	3
66	ли мы	1	3
67	в этой	7	3
68	он в	1	3
69	и все	5	3
70	его развития	3	3
71	на две	2	3
72	мы называем	4	3
73	в себе	9	3
74	следующим образом	4	3
75	ясно что	4	3
76	не подлежит	2	3
77	что она	7	3
78	он может	1	3
79	одна из	2	3
80	все же	11	3
81	в области	9	3
82	экспериментальном материале	2	3
83	может не	1	3
84	отличается от	5	3
85	между собой	15	3
86	отнюдь не	6	3
87	в нем	4	3
88	но мы	1	3
89	но в	4	3
90	еще не	6	3
91	исследованиями в	1	2
92	с этим	6	2
93	что в	31	2
94	этих двух	1	2
95	тем не	6	2
96	в самом	8	2
97	совершенно не	1	2
98	мы видим	13	2
99	значение в	5	2
100	и что	15	2
101	для развития	5	2
102	отличие от	8	2
103	такие же	1	2
104	друг с	10	2
105	которой он	2	2
106	то и	5	2
107	о значении	1	2
108	самый вопрос	1	2
109	с одной	8	2
110	в отличие	8	2
111	такого рода	7	2
112	в свою	4	2
113	из этих	5	2
114	в его	22	2
115	во всяком	10	2
116	результаты своих	1	2
117	мы знаем	10	2
118	не дает	2	2
119	в которую	1	2
120	еще более	1	2
121	помощью которых	8	2
122	то ни	1	2
123	от явлений	1	2
124	что это	8	2
125	что при	3	2
126	в некоторых	1	2
127	по мнению	1	2
128	из которых	6	2
129	только один	1	2
130	что такое	1	2
131	может иметь	1	2
132	говорить о	1	2
133	на его	5	2
134	условиях развития	1	2
135	все те	1	2
136	конечно в	2	2
137	с общим	1	2
138	представлять себе	1	2
139	в живом	3	2
140	у него	3	2
141	для его	2	2
142	не могут	5	2
143	в виде	4	2
144	со всеми	9	2
145	свою очередь	3	2
146	и даже	4	2
147	как известно	7	2
148	говорим о	1	2
149	самом деле	4	2
150	в которой	4	2
151	но все	4	2
152	некоторое время	2	2
153	ни одна	1	2
154	к чему	1	2
155	же самое	9	2
156	ли оно	5	2
157	тот или	1	2
158	который как	1	2
159	как мы	14	2
160	развития в	4	2
161	скажем в	1	2
162	тем же	8	2
163	и во	4	2
164	той же	8	2
165	могут быть	9	2
166	в таком	4	2
167	в нашем	2	2
168	уже не	3	2
169	все процессы	1	2
170	не знаем	2	2
171	и они	1	2
172	что все	2	2
173	научного исследования	1	2
174	или иной	3	2
175	и именно	1	2
176	на этот	5	2
177	такой же	4	2
178	на этом	3	2
179	роль в	5	2
180	не менее	8	2
181	так сказать	1	2
182	этой стадии	6	2
183	приводит к	5	2
184	и по	5	2
185	на котором	3	2
186	с другом	10	2
187	в один	4	2
188	знаем что	1	2
189	тот же	10	2
190	мы с	1	2
191	всяком случае	10	2
192	как угодно	1	2
193	помощью которой	3	1
194	во всех	3	1
195	все они	2	1
196	только одно	1	1
197	процессы мы	1	1
198	которую можно	2	1
199	бы то	1	1
200	отдельных конкретных	4	1
201	которые в	5	1
202	поскольку она	1	1
203	с двух	1	1
204	объяснить нам	1	1
205	стадии своего	3	1
206	к которому	6	1
207	именно к	1	1
208	это и	1	1
209	этом случае	4	1
210	в свое	2	1
211	и составляет	1	1
212	только не	2	1
213	виде мы	1	1
214	каждый элемент	1	1
215	этого явления	3	1
216	развитии в	1	1
217	том случае	2	1
218	влечет за	1	1
219	речи мы	5	1
220	но как	4	1
221	и снова	4	1
222	образом ясно	1	1
223	в окончательном	1	1
224	никакого принципиального	2	1
225	можно довольно	1	1
226	не является	13	1
227	в данном	1	1
228	до сих	3	1
229	не хотим	2	1
230	только к	2	1
231	все его	2	1
232	за шагом	1	1
233	что задача	2	1
234	бы к	2	1
235	самый тип	2	1
236	и более	4	1
237	та же	3	1
238	по преимуществу	1	1
239	вытекает из	2	1
240	и иначе	1	1
241	в действительности	3	1
242	опирается на	3	1
243	эти эксперименты	2	1
244	все три	1	1
245	в объяснении	1	1
246	в любом	1	1
247	все элементы	1	1
248	возникновения и	2	1
249	от его	2	1
250	что иное	2	1
251	видим что	2	1
252	в процессе	33	1
253	данном случае	1	1
254	элемент может	1	1
255	в очень	1	1
256	не имеют	2	1
257	связи с	14	1
258	например у	1	1
259	здесь нет	1	1
260	раз и	1	1
261	этот процесс	4	1
262	если в	3	1
263	очень часто	4	1
264	указать на	2	1
265	это последнее	1	1
266	должно быть	3	1
267	мы уже	8	1
268	к области	2	1
269	это как	1	1
270	такую же	1	1
271	общего и	1	1
272	мы получили	4	1
273	почти не	1	1
274	с и	2	1
275	же этот	2	1
276	где это	1	1
277	развития совершенно	1	1
278	в первый	2	1
279	его с	1	1
280	идет о	2	1
281	она не	1	1
282	в течение	2	1
283	на ее	1	1
284	чтобы он	1	1
285	ним и	1	1
286	стадии развития	4	1
287	что уже	3	1
288	развитие будет	1	1
289	одной стороны	8	1
290	развития с	1	1
291	шаг за	1	1
292	этот метод	2	1
293	на другой	2	1
294	это то	1	1
295	на друга	3	1
296	ничто не	1	1
297	одна и	1	1
298	мы имеем	6	1
299	и у	7	1
300	процесс развития	3	1
301	и речи	27	1
302	в другом	3	1
303	совсем не	1	1
304	несмотря на	1	1
305	том как	1	1
306	развивается только	1	1
307	т.е от	1	1
308	остается еще	1	1
309	в ней	3	1
310	которых он	2	1
311	из всех	2	1
312	достаточно для	1	1
313	состав и	2	1
314	мы очень	1	1
315	друг на	3	1
316	ни было	2	1
317	на второй	1	1
318	элементов и	1	1
319	что эта	2	1
320	положение в	2	1
321	этих процессов	3	1
322	развития нашей	1	1
323	это значит	6	1
324	хотя и	2	1
325	сказать еще	1	1
326	с другой	11	1
327	подлежит никакому	2	1
328	и тогда	2	1
329	в этот	1	1
330	с ним	4	1
331	другом мы	1	1
332	между различными	3	1
333	на которых	3	1
334	связей и	3	1
335	что вся	2	1
336	он не	6	1
337	кроме того	1	1
338	они принципиально	1	1
339	и из	1	1
340	за собой	1	1
341	и т.п	3	1
342	и той	7	1
343	никакому сомнению	2	1
344	не соответствует	1	1
345	будет ли	1	1
346	которые им	1	1
347	одной и	6	1
348	совершенно достаточно	1	1
349	новой для	1	1
350	развития и	2	1
351	но тем	2	1
352	не будет	2	1
353	в экспериментах	3	1
354	что с	8	1
355	те же	6	1
356	между двумя	3	1
357	вследствие этого	1	1
358	аналогии с	2	1
359	между ним	1	1
360	что дело	1	1
361	а затем	4	1
362	далее что	1	1
363	в область	2	1
364	мы в	3	1
365	как у	2	1
366	увидим что	5	1
367	и вся	1	1
368	поэтому в	3	1
369	совпадают с	5	1
370	только на	2	1
371	но они	4	1
372	и методологической	1	1
373	и их	4	1
374	бы так	1	1
375	чисто механически	1	1
376	от общего	2	1
377	это своеобразное	1	1
378	остановиться на	3	1
379	все что	4	1
380	не приходится	1	1
381	и та	1	1
382	правда и	1	1
383	данного элемента	1	1
384	для объяснения	2	1
385	которых по	1	1
386	и при	3	1
387	в известном	6	1
388	это или	1	1
389	одному и	5	1
390	здесь в	2	1
391	равно будет	1	1
392	на которой	2	1
393	самое что	1	1
394	что каждый	2	1
395	для них	3	1
396	определенным образом	1	1
397	совершенно так	2	1
398	можно было	10	1
399	термин этот	1	1
400	ни в	12	1
401	от другого	2	1
402	с опытами	1	1
403	но только	3	1
404	метод в	2	1
405	они относятся	2	1
406	другую и	1	1
407	и от	5	1
408	в начале	5	1
409	нами в	4	1
410	факт что	7	1
411	по отношению	4	1
412	еще в	2	1
413	развития все	1	1
414	утверждает что	1	1
415	отдельных элементов	5	1
416	значении в	1	1
417	стороны и	1	1
418	роль играет	1	1
419	конечно не	1	1
420	и тот	6	1
421	но что	3	1
422	и те	3	1
423	эта функция	2	1
424	только в	16	1
425	объяснения и	1	1
426	тот факт	7	1
427	в совершенно	5	1
428	которая не	5	1
429	этот вопрос	5	1
430	функции в	2	1
431	все равно	4	1
432	и может	4	1
433	не случайно	1	1
434	так же	26	1
435	его в	8	1
436	то она	1	1
437	в обоих	2	1
438	готовых уже	1	1
439	с понятием	4	1
440	несводимый к	1	1
441	происходит у	1	1
442	отметить что	1	1
443	или как	2	1
444	три различных	2	1
445	в большинстве	1	1
446	нуждаются в	1	1
447	должен был	2	1
448	в конечном	2	1
449	чем в	4	1
450	элементы и	1	1
451	в своих	3	1
452	наконец мы	1	1
453	не представляет	4	1
454	в предыдущей	1	1
455	не опирается	1	1
456	как например	2	1
457	с его	3	1
458	другом как	1	1
459	процессе развития	3	1
460	представляет для	2	1
461	хода развития	3	1
462	один из	8	1
463	всегда и	1	1
464	готовом виде	3	1
465	том предмете	1	1
466	силу и	1	1
467	на это	1	1
468	если бы	12	1
469	оно вообще	2	1
