N	2gram	Voloshinov	Myslijsy
1	и в	16	121
2	может быть	17	107
3	в том	3	103
4	то что	3	83
5	для нас	2	75
6	что в	3	73
7	и не	4	73
8	только в	4	72
9	не только	7	67
10	а не	1	67
11	таким образом	9	64
12	в этом	9	59
13	но и	4	59
14	том что	3	59
15	так как	4	59
16	то же	2	56
17	если бы	1	53
18	не может	8	52
19	в сознании	1	46
20	в душе	2	45
21	было бы	2	45
22	и проч	9	45
23	в нем	4	45
24	не есть	2	42
25	как и	2	42
26	вместе с	3	39
27	что и	2	38
28	мы не	2	38
29	при этом	6	37
30	так и	4	37
31	тогда когда	1	36
32	что мы	2	36
33	и что	1	32
34	а в	3	30
35	что не	2	29
36	но не	1	29
37	вовсе не	1	28
38	мы можем	9	28
39	для него	6	28
40	с этим	2	27
41	могут быть	3	27
42	то и	1	26
43	между собою	2	24
44	с тем	1	23
45	как бы	5	23
46	от того	1	23
47	а потому	4	22
48	с другой	1	22
49	чувства и	2	22
50	не имеет	1	22
51	но в	4	22
52	и потому	3	21
53	не менее	2	21
54	в одном	3	20
55	в ней	1	20
56	мысли и	4	19
57	и как	3	19
58	но это	2	19
59	в сознание	7	19
60	сказать что	7	19
61	с ним	2	19
62	того же	2	19
63	что это	2	19
64	и то	1	19
65	из этих	2	19
66	о том	2	19
67	в самом	2	18
68	для того	1	18
69	по поводу	1	18
70	не могут	2	18
71	в человеке	1	18
72	в каком	2	18
73	для меня	2	18
74	что я	1	18
75	еще не	5	18
76	точки зрения	8	17
77	крайней мере	3	17
78	со стороны	1	17
79	по крайней	3	17
80	заметить что	1	17
81	что оно	2	17
82	уже в	1	17
83	в его	4	17
84	во всяком	3	17
85	не можем	2	17
86	только что	1	16
87	и на	4	16
88	к тому	1	16
89	так же	2	16
90	в них	2	16
91	если б	3	16
92	что если	1	16
93	же с	1	16
94	быть может	2	15
95	в этих	3	15
96	уже не	1	15
97	только как	3	15
98	с одной	1	15
99	с другими	3	15
100	и по	2	15
101	что он	2	15
102	в свою	1	15
103	прежде всего	9	15
104	тому как	1	15
105	все же	1	14
106	в одно	2	14
107	связи с	1	14
108	во всех	3	14
109	столь же	1	14
110	бы ни	1	14
111	должны быть	1	14
112	мы должны	1	14
113	те же	3	13
114	как на	1	13
115	в смысле	1	13
116	и все	4	13
117	не следует	1	13
118	том смысле	1	13
119	зависит от	1	13
120	и может	4	13
121	и его	8	13
122	до сих	3	12
123	это последнее	2	12
124	никогда не	2	12
125	хотя и	1	12
126	быть только	1	12
127	в чем	5	12
128	сих пор	3	12
129	оно не	2	12
130	все остальные	2	12
131	всяком случае	3	12
132	что же	1	12
133	что такое	5	12
134	все это	4	12
135	есть в	2	12
136	человека и	1	12
137	как мы	4	12
138	что на	2	12
139	все что	4	11
140	только для	5	11
141	только на	3	11
142	и это	6	11
143	к нему	1	11
144	в состоянии	1	11
145	его в	4	11
146	и притом	3	11
147	подобно тому	1	11
148	для человека	1	11
149	того чтобы	1	11
150	быть не	1	11
151	той же	1	11
152	с нею	2	11
153	что для	1	11
154	и вообще	2	11
155	и только	9	11
156	другими словами	2	11
157	и их	4	11
158	же что	1	11
159	же в	1	11
160	и с	8	10
161	хотя бы	4	10
162	одной стороны	1	10
163	находится в	2	10
164	мы видим	2	10
165	и мы	2	10
166	что при	1	10
167	что только	1	10
168	и есть	3	10
169	он не	2	10
170	если мы	2	10
171	и для	2	10
172	и того	1	9
173	и даже	4	9
174	а вместе	1	9
175	вопрос о	1	9
176	во многих	1	9
177	что она	1	9
178	на язык	3	9
179	во время	3	9
180	одного и	1	9
181	для самого	1	9
182	от нее	1	9
183	не будет	2	9
184	один из	2	9
185	самом деле	6	9
186	но оно	3	9
187	с точки	6	9
188	это было	1	9
189	и других	2	9
190	но вместе	1	9
191	нам кажется	2	9
192	и о	2	9
193	можно сказать	4	9
194	во всем	1	8
195	говорить о	2	8
196	что по	1	8
197	их в	3	8
198	в более	1	8
199	это содержание	1	8
200	что они	1	8
201	только не	1	8
202	одним словом	1	8
203	что есть	1	8
204	отношений между	1	8
205	с ними	4	8
206	в ребенке	1	8
207	между ними	3	8
208	внимание на	1	8
209	на другие	1	8
210	нельзя сказать	1	8
211	тот же	1	8
212	как кажется	1	8
213	на вопрос	1	8
214	говоря о	1	8
215	на самом	4	8
216	на все	1	8
217	или что	1	8
218	по его	1	8
219	с этой	2	7
220	в разных	1	7
221	связь с	1	7
222	все эти	5	7
223	к другим	2	7
224	в жизни	2	7
225	но мы	4	7
226	в данном	1	7
227	не существует	2	7
