N	3gram	Potebnia_M	VeschiIm
1	и т д	5	38
2	это значит что	1	25
3	не может быть	7	24
4	бы то ни	1	12
5	не что иное	1	12
6	то ни было	1	12
7	не есть ни	4	12
8	что иное как	1	12
9	тем не менее	7	11
10	по крайней мере	8	10
11	в том что	22	9
12	есть не что	1	8
13	в самом деле	1	7
14	на то что	3	7
15	имя не есть	1	7
16	сама по себе	3	7
17	с точки зрения	2	6
18	то и другое	3	6
19	может быть только	4	6
20	так или иначе	1	6
21	в свою очередь	6	5
22	в чем же	1	5
23	не есть только	1	5
24	в то же	8	5
25	и то же	7	5
26	значит что я	1	5
27	и то что	3	5
28	не потому что	1	5
29	одно и то	7	5
30	подобно тому как	3	5
31	не только в	4	5
32	что оно есть	1	5
33	равно как и	2	4
34	в себе в	1	4
35	то время как	3	4
36	что в ней	2	4
37	от того что	7	4
38	есть прежде всего	2	4
39	в то время	7	4
40	более или менее	6	4
41	что не есть	1	4
42	сам по себе	9	4
43	те или другие	1	4
44	оно есть не	1	4
45	не только не	4	4
46	дело в том	1	4
47	о том что	5	4
48	само по себе	6	4
49	есть то что	2	4
50	то же время	8	4
51	потому что они	1	4
52	мы видели что	1	3
53	между собою и	2	3
54	вместе с тем	5	3
55	мы говорим что	1	3
56	заключается в том	1	3
57	именно тем что	1	3
58	не есть звук	1	3
59	то с чем	1	3
60	и не в	1	3
61	можно сказать что	3	3
62	из того что	1	3
63	сами по себе	3	3
64	мы не можем	5	3
65	так что в	2	3
66	то же понятие	1	3
67	в собственном смысле	2	3
68	только то что	1	3
69	с одной стороны	4	3
70	то что мы	3	3
71	с другой стороны	4	3
72	потому что я	1	2
73	не только их	1	2
74	вообще но и	1	2
75	того что она	1	2
76	все то что	2	2
77	не только к	1	2
78	в данном случае	3	2
79	в том чтобы	4	2
80	внутреннего и внешнего	1	2
81	так как мы	1	2
82	у нас в	1	2
83	я и не	3	2
84	в свое время	1	2
85	хотя бы и	1	2
86	то или другое	2	2
87	и относится к	1	2
88	в этом смысле	2	2
89	а следовательно и	1	2
90	только о том	1	2
91	для того чтобы	5	2
92	то что оно	1	2
93	или по крайней	2	2
94	одно то что	1	2
95	но что же	1	2
96	или что то	1	2
97	друг с другом	1	2
98	что только в	2	2
99	том что он	2	2
100	не было ни	1	2
101	только один из	2	2
102	не есть еще	2	2
103	в первом случае	2	2
104	той и другой	1	2
105	и это будет	1	2
106	нельзя сказать что	2	2
107	и таким образом	1	2
108	как бы ни	4	2
109	быть не только	1	2
110	а не в	1	2
111	к тому что	3	2
112	и не есть	1	2
113	что то же	1	2
114	то что я	2	2
115	во всяком случае	3	2
116	в этом отношении	2	2
117	есть нечто совершенно	1	2
118	вопрос о том	1	2
119	и в этом	1	2
120	только тогда когда	11	2
121	что же касается	1	2
122	по себе то	1	2
123	уже одно то	1	1
124	быть не может	2	1
125	ясно также что	1	1
126	что он не	3	1
127	что у нас	1	1
128	не в шутку	1	1
129	этот звук не	1	1
130	общем смысле этого	1	1
131	и это есть	1	1
132	одной стороны и	1	1
133	самих по себе	2	1
134	видно уже из	1	1
135	независимо от его	1	1
136	а можно только	1	1
137	между ними в	1	1
138	и как бы	2	1
139	печать своего происхождения	1	1
140	в ней самой	1	1
141	так что мы	1	1
142	по себе он	1	1
143	сам в себе	1	1
144	том что это	1	1
145	а а не	1	1
146	представим себе что	1	1
147	в действительности и	1	1
148	по себе а	4	1
149	только в очень	1	1
150	и есть уже	1	1
151	том смысле что	2	1
152	прежде всего на	1	1
153	что слово есть	1	1
154	между собою так	2	1
155	не в смысле	1	1
156	его только как	1	1
157	и может быть	2	1
158	себя и что	1	1
159	но и в	4	1
160	на него как	1	1
161	не можем потому	1	1
162	в том смысле	6	1
163	в сознании в	1	1
164	вещь и это	1	1
165	наука в своем	1	1
166	то уже по	1	1
167	но и то	1	1
168	здесь не только	1	1
169	что мы уже	1	1
170	не в состоянии	4	1
171	что оно не	2	1
172	самом деле в	1	1
173	в той и	1	1
174	в одно целое	3	1
175	возможно было бы	1	1
176	один и тот	2	1
177	здесь как и	1	1
178	себе не только	1	1
179	та и другая	2	1
180	и со стороны	1	1
181	один из моментов	1	1
182	и в самом	3	1
183	что не только	1	1
184	только сказать что	1	1
185	то что в	2	1
186	для себя и	1	1
187	мы замечаем что	1	1
188	и что это	1	1
189	только не есть	1	1
190	все эти признаки	1	1
191	только в том	5	1
192	ее отличие от	1	1
193	когда мы говорим	1	1
194	к другой но	1	1
195	действует на него	1	1
196	того что мы	2	1
197	и тот же	2	1
198	что и в	4	1
199	не в том	6	1
200	он сам не	1	1
201	не входить в	1	1
202	есть для меня	2	1
203	для меня не	1	1
204	и в отдельных	1	1
205	иначе как в	2	1
206	дело вовсе не	1	1
207	что он обозначает	1	1
208	в себе не	2	1
209	в с а	1	1
210	в себе никаких	1	1
211	можем потому что	1	1
212	и то и	2	1
213	не было бы	2	1
214	таким образом можно	1	1
215	что оно существует	1	1
216	до сих пор	4	1
217	а потом уже	1	1
218	того что и	1	1
219	именно потому что	1	1
220	одного и того	2	1
221	у нас есть	1	1
222	звук не есть	1	1
223	и оно не	1	1
224	и быть не	1	1
225	того что в	1	1
226	потому что только	1	1
227	таким образом и	1	1
228	с этой стороны	2	1
229	смысле этого слова	9	1
230	далеко не все	3	1
231	потому что он	3	1
232	таким образом что	2	1
233	что все эти	1	1
234	нужно для того	1	1
235	в нем те	1	1
236	то что есть	1	1
237	с но и	1	1
238	по меньшей мере	1	1
239	нечто такое чего	1	1
240	но как о	1	1
241	мы не знаем	3	1
242	и звук и	1	1
243	не могла бы	2	1
244	с нею без	1	1
245	только потому что	5	1
246	если оно вообще	1	1
247	к которым они	1	1
248	и того же	2	1
249	потому что оно	2	1
250	а потому что	1	1
251	в этом случае	2	1
252	что собственно говоря	1	1
253	а в том	5	1
254	выразить и иначе	1	1
255	было бы мало	2	1
256	то что нам	1	1
257	и в той	1	1
258	но оно есть	1	1
259	что как бы	1	1
260	не вдаваясь в	1	1
261	с нею но	1	1
262	по себе и	1	1
263	с тем что	1	1
264	том что и	1	1
265	самой по себе	1	1
266	самим по себе	1	1
267	иначе и быть	1	1
268	ясно что и	1	1
269	каждой из этих	1	1
270	то же самое	3	1
