N	3gram	Bakhtin_Pr	Mirosoze
1	не может быть	8	28
2	о великом инквизиторе	1	13
3	в том что	6	9
4	а не в	1	9
5	в творчестве достоевского	5	8
6	все творчество достоевского	2	7
7	в высшей степени	1	7
8	в нем есть	1	7
9	у достоевского и	2	7
10	записок из подполья	1	6
11	и в этом	1	6
12	у достоевского нет	1	6
13	и в нем	2	6
14	о том что	3	6
15	в братьях карамазовых	4	6
16	есть прежде всего	1	6
17	и там и	1	6
18	друг к другу	1	6
19	до сих пор	8	5
20	в отношении к	2	5
21	и вместе с	1	5
22	но и в	2	5
23	но в нем	1	5
24	мы увидим что	1	5
25	если нет бога	1	5
26	к человеку и	1	5
27	прежде всего в	1	5
28	после того как	1	5
29	может быть и	2	5
30	что он не	1	4
31	по отношению к	5	4
32	в конце концов	1	4
33	в нем нет	3	4
34	в свою противоположность	1	4
35	и в самом	1	4
36	на то что	2	4
37	не что иное	1	4
38	можно было бы	2	4
39	у него нет	1	4
40	что иное как	1	4
41	один из самых	1	4
42	он никогда не	1	3
43	записках из подполья	1	3
44	он уже не	1	3
45	потому что она	1	3
46	как бы не	1	3
47	и никогда не	1	3
48	есть не что	1	3
49	в записках из	1	3
50	к тому что	1	3
51	в мире и	1	3
52	так как он	1	3
53	человека к человеку	1	3
54	по сравнению с	6	3
55	и той же	1	3
56	он остается в	1	3
57	как и все	1	3
58	одной и той	1	3
59	так же как	1	3
60	выходит за пределы	1	3
61	во всяком случае	1	3
62	на протяжении всего	1	3
63	также и в	1	3
64	как и в	4	3
65	мышкина и рогожина	1	2
66	у достоевского был	1	2
67	человек на земле	1	2
68	которая ведет к	2	2
69	смысле этого слова	2	2
70	не только в	1	2
71	а не к	1	2
72	века в эпоху	2	2
73	как и во	1	2
74	хотя бы и	2	2
75	достоевский в своем	1	2
76	в сне смешного	6	2
77	и в конце	2	2
78	все более и	1	2
79	именно потому что	1	2
80	идеи у достоевского	1	2
81	том что все	2	2
82	в ней все	1	2
83	и во всем	1	2
84	в них нет	1	2
85	одну и ту	1	2
86	к настасье филипповне	2	2
87	в наше время	1	2
88	человека и мира	1	2
89	в романах достоевского	4	2
90	шатов говорит ставрогину	1	2
91	преступления и наказания	3	2
