N	2gram	Bakhtin_Pr	Freidism
1	таким образом	22	34
2	и не	66	34
3	точки зрения	36	31
4	не может	31	30
5	и пр	3	29
6	в этом	40	28
7	может быть	38	28
8	и в	59	28
9	прежде всего	17	26
10	в его	44	25
11	и его	21	22
12	с помощью	1	20
13	мы можем	3	20
14	как бы	40	19
15	как мы	10	18
16	то что	21	17
17	вовсе не	13	16
18	с точки	21	15
19	точка зрения	14	15
20	жизни человека	1	15
21	все эти	12	15
22	так как	11	15
23	с ним	13	14
24	в своей	17	14
25	так и	13	14
26	самом деле	9	14
27	в душе	1	13
28	и все	4	13
29	как и	21	13
30	по отношению	17	13
31	но в	7	13
32	во всех	8	13
33	в самом	19	12
34	то же	15	12
35	ни в	5	12
36	что он	16	12
37	том что	15	12
38	точку зрения	9	12
39	для него	23	12
40	все это	12	12
41	и потому	9	12
42	и наконец	5	12
43	мы видели	3	12
44	только в	15	11
45	сказать что	9	11
46	отношению к	17	11
47	его в	6	11
48	все что	6	10
49	один из	4	10
50	не только	26	10
51	и с	10	10
52	но и	22	10
53	конечно не	7	10
54	что же	5	10
55	тот же	4	10
56	никогда не	19	10
57	в том	17	10
58	мы уже	4	10
59	в сознание	1	10
60	он не	11	10
61	все те	2	10
62	за пределы	10	10
63	не в	10	10
64	и на	15	9
65	те же	3	9
66	уже не	14	9
67	во всяком	5	9
68	совершенно не	2	9
69	мы не	3	9
70	с его	14	9
71	к этому	6	9
72	к нему	13	9
73	в чем	2	9
74	а не	30	9
75	мы должны	6	9
76	и др	1	9
77	могут быть	5	9
78	при этом	5	8
79	все же	9	8
80	еще не	11	8
81	с этим	2	8
82	было бы	10	8
83	и вот	4	8
84	а в	9	8
85	с другими	11	8
86	на этом	1	8
87	в ней	8	8
88	оно и	1	8
89	всяком случае	3	8
90	что в	14	7
91	и к	5	7
92	не могут	6	7
93	в жизни	7	7
94	роль в	2	7
95	так сказать	8	7
96	его жизни	2	7
97	хотя бы	5	7
98	в каком	2	7
99	если мы	1	7
100	до конца	11	7
101	что все	5	7
102	и для	5	7
103	из них	8	7
104	на протяжении	3	7
105	сознания с	3	7
106	того что	4	7
107	не является	2	7
108	но не	13	7
109	я и	2	7
110	об этом	4	7
111	и у	6	7
112	с самого	3	7
113	в нем	38	7
114	быть и	1	7
115	в этой	5	7
116	отношение к	4	7
117	в себе	9	7
118	жизни и	21	7
119	и прежде	2	7
120	в то	15	7
121	и ее	5	7
122	более того	5	7
123	зрения на	12	6
124	в человеке	15	6
125	одно из	2	6
126	сознанием и	2	6
127	не менее	3	6
128	к тому	1	6
129	можно сказать	3	6
130	в основе	6	6
131	в свою	1	6
132	для того	3	6
133	же время	10	6
134	из этих	2	6
135	высшей степени	2	6
136	мы имеем	2	6
137	как раз	9	6
138	что такое	1	6
139	на самом	5	6
140	здесь в	3	6
141	сознания и	9	6
142	чем же	2	6
143	в таком	2	6
144	большинстве случаев	3	6
145	она не	9	6
146	совсем не	1	6
147	и что	2	6
148	в пределах	13	6
149	человека и	2	6
150	и о	5	6
151	до сознания	1	6
152	в высшей	2	6
153	и только	2	6
154	для этого	4	6
155	всех этих	3	6
156	не можем	1	6
157	что это	1	5
158	в более	1	5
159	со всеми	1	5
160	в своих	5	5
161	ее в	2	5
162	конечно и	5	5
163	в процессе	4	5
164	с ними	3	5
165	вместе с	2	5
166	со стороны	6	5
167	на первый	1	5
168	т.е в	1	5
169	того чтобы	5	5
170	сознание и	7	5
171	говорить о	3	5
172	и до	5	5
173	чем не	1	5
174	самого начала	4	5
175	потому и	2	5
176	что она	6	5
177	можем сказать	2	5
178	он сам	9	5
179	по поводу	2	5
180	той же	7	5
181	это не	13	5
182	в ее	4	5
183	что и	10	5
184	с их	9	5
185	в которой	6	5
186	тому что	3	5
187	между ними	4	5
188	в этих	5	5
189	в себя	3	5
190	и по	4	5
191	не было	5	5
192	другими словами	2	5
193	во второй	1	5
194	не знает	5	5
195	как это	2	5
196	далеко не	3	5
197	только то	3	5
198	от того	4	5
199	в большинстве	3	5
200	заключается в	3	5
201	что может	2	5
202	ничего не	8	5
203	с которыми	2	4
204	а потому	4	4
205	мы и	2	4
206	как с	1	4
207	в основном	2	4
208	все позволено	1	4
209	смысле слова	1	4
210	всей жизни	1	4
211	мысли и	5	4
212	характер и	1	4
213	в виду	2	4
214	по себе	13	4
215	если бы	12	4
216	именно и	2	4
217	теперь мы	1	4
218	именно в	8	4
219	может стать	1	4
220	подхода к	2	4
221	как в	10	4
222	себя и	4	4
223	этот вопрос	3	4
224	зависимости от	5	4
225	из которого	2	4
226	ничего общего	1	4
227	это и	10	4
228	данном случае	3	4
229	из тех	3	4
230	в данном	3	4
231	в котором	6	4
232	в первый	1	4
233	мы увидим	1	4
234	потому что	20	4
235	органическое единство	2	4
236	только как	1	4
237	это только	1	4
238	и оно	2	4
239	в этот	2	4
240	и т.п	8	4
241	слова и	2	4
242	только на	1	4
243	в мир	4	4
244	а только	3	4
245	в истории	3	4
246	так же	10	4
247	отметить что	2	4
248	нет и	4	4
249	на него	4	4
250	в своем	12	4
251	нигде не	6	4
252	все время	4	4
253	это вовсе	2	4
254	одна из	4	4
255	и внешней	1	4
256	только с	2	4
257	но это	7	4
258	едва ли	1	4
259	всех своих	1	4
260	что оно	2	4
261	этот процесс	1	4
262	и за	1	4
263	этом отношении	7	4
264	тем не	1	4
265	человека в	8	4
266	ее целом	1	4
267	по ту	2	4
268	у него	9	4
269	не существует	1	4
270	в голову	1	4
271	в зависимости	5	4
272	но ведь	4	4
273	я не	7	4
274	нисколько не	2	4
275	войти в	2	4
