N	4gram	Losev_Prob	Vvedenie
1	не что иное как	6	5
2	с одной стороны и	1	3
3	дело в том что	3	3
4	и тем не менее	6	3
5	есть не что иное	6	3
6	с этой точки зрения	1	2
7	заключается в том что	4	2
8	по самой своей природе	1	2
9	во всяком случае не	2	2
10	одно и то же	3	2
11	и т д в	1	2
12	одной и той же	1	2
13	одного и того же	1	2
14	и т д все	1	2
15	ответ на этот вопрос	1	2
16	в том или ином	2	2
17	т д все это	1	1
18	только в том что	1	1
19	как та или иная	1	1
20	но если бы и	1	1
21	прийти к выводу что	1	1
22	чистом виде потому что	1	1
23	с теми или иными	1	1
24	нечего и говорить о	2	1
25	если принять во внимание	1	1
26	возможно только потому что	1	1
27	в этом смысле и	1	1
28	и т д и	5	1
29	по крайней мере не	1	1
30	значение далеко выходящее за	1	1
31	может быть и речи	1	1
32	и т д можно	1	1
33	уже потому что он	1	1
34	в том что он	1	1
35	отчет в том что	2	1
36	может быть и не	1	1
37	в чистом виде потому	1	1
38	но с другой стороны	2	1
39	в связи с этим	1	1
40	в том смысле что	4	1
41	т д для того	1	1
42	себе полный отчет в	1	1
43	и говорить о том	2	1
44	как мы видели имеет	1	1
45	то более то менее	1	1
46	как нечто целое и	2	1
47	бы то ни было	4	1
48	совершенно то же самое	1	1
49	и т д мы	1	1
50	заключается в том чтобы	1	1
51	в собственном смысле слова	1	1
52	сам по себе есть	1	1
53	и т д для	1	1
54	не одно и то	1	1
55	мы имеем в виду	1	1
56	в этом смысле слова	1	1
57	в той или иной	7	1
58	не могут не существовать	1	1
59	не может быть и	1	1
60	говорить о том что	2	1
61	отдать себе отчет в	1	1
62	какой бы то ни	1	1
63	том виде как он	1	1
64	с точки зрения которой	1	1
65	еще и потому что	1	1
66	именно потому что они	1	1
67	в том виде как	4	1
68	когда мы говорим о	1	1
69	также и то что	5	1
70	на то или иное	1	1
71	д для того чтобы	1	1
