N	3gram	Losev_Dial	Problemy
1	то же время	3	26
2	в то же	3	26
3	с точки зрения	25	25
4	и т п	1	18
5	о себе самом	1	17
6	в этом смысле	1	16
7	на самом деле	1	15
8	не может быть	12	14
9	но в то	1	11
10	в конце концов	1	11
11	до сих пор	1	10
12	в самом деле	6	9
13	с другой стороны	3	9
14	с самого начала	1	9
15	во всяком случае	3	9
16	в том что	12	8
17	и не может	1	8
18	сама по себе	11	7
19	и в то	2	7
20	как раз и	3	7
21	бы то ни	2	7
22	к нему и	1	7
23	и т д	38	7
24	как бы в	1	7
25	и в этом	4	7
26	в отличие от	1	6
27	то ни было	1	6
28	как и все	5	6
29	в романе достоевского	1	6
30	сам по себе	6	5
31	в зависимости от	3	5
32	к тому же	2	5
33	той или иной	2	5
34	по крайней мере	10	5
35	подобно тому как	5	5
36	и не в	1	4
37	он не может	3	4
38	тем не менее	10	4
39	друг на друга	1	4
40	сами по себе	3	4
41	более или менее	1	4
42	само по себе	8	4
43	и прежде всего	6	4
44	то что было	1	4
45	может быть даже	1	4
46	о том что	6	4
47	как и в	3	4
48	в этом отношении	2	4
49	хотя и не	2	4
50	он и не	1	4
51	что в нем	1	4
52	это не значит	1	3
53	можно сказать что	1	3
54	из этих трех	1	3
55	потому что она	2	3
56	и то же	2	3
57	как мы уже	1	3
58	и все это	1	3
59	но при этом	1	3
60	каждый из них	1	3
61	в данном случае	3	3
62	не только не	7	3
63	это вовсе не	1	3
64	что он есть	4	3
65	того что он	4	3
66	на то что	3	3
67	того и другого	1	3
68	что он сам	1	3
69	вы думаете что	1	3
70	одно и то	2	3
71	да ведь это	1	3
72	на тему о	1	3
73	в то время	6	3
74	т е в	4	3
75	то время как	6	3
76	но все эти	1	2
77	вот как он	1	2
78	рано или поздно	1	2
79	я не хочу	1	2
80	того или другого	3	2
81	можно прямо сказать	1	2
82	для того чтобы	1	2
83	друг от друга	1	2
84	т е не	4	2
85	в такой же	1	2
86	но только в	1	2
87	но ведь и	1	2
88	в чем не	1	2
89	в нем не	2	2
90	в его внутренней	1	2
91	по себе и	1	2
92	то же самое	1	2
93	к тому что	2	2
94	только то что	1	2
95	и во всяком	1	2
96	не в силах	2	2
97	но это не	2	2
98	в одном из	1	2
99	уже сама по	1	2
100	как точка зрения	1	2
101	этой точки зрения	4	2
102	друг против друга	1	2
103	а следовательно и	1	2
104	может быть или	1	2
105	вы говорите что	2	2
106	и с самим	1	2
107	я не могу	1	2
108	и та же	3	2
109	в лучшем случае	2	2
110	не есть конечно	2	2
111	не только в	1	2
112	ту же тему	1	2
113	во всей его	1	2
114	и в том	1	2
115	же как и	1	2
116	одна и та	3	2
117	а так как	1	2
118	но потому что	1	2
119	а что если	1	2
120	от себя самого	1	2
121	и что он	1	2
122	что и в	1	2
123	прежде всего в	1	2
124	ни в чем	2	2
125	так же как	2	1
126	сознания но и	1	1
127	в этот момент	1	1
128	одной стороны и	1	1
129	не о том	1	1
130	имеет значение только	1	1
131	и как бы	2	1
132	бы в некотором	1	1
133	так и к	1	1
134	это как бы	1	1
135	точка зрения с	1	1
136	прежде всего чисто	1	1
137	и даже не	2	1
138	ничего общего не	2	1
139	по себе а	2	1
140	он как бы	1	1
141	прямо сказать что	1	1
142	о том как	2	1
143	видеть в нем	1	1
144	есть то что	8	1
145	к нему можно	1	1
146	и души в	1	1
147	в своей последней	1	1
148	так что оно	1	1
149	не менее чем	1	1
150	не говорит о	3	1
151	по сравнению с	1	1
152	была бы совершенно	1	1
153	себя самого и	1	1
154	вопрос что такое	1	1
155	этом смысле она	1	1
156	на том же	1	1
157	если же они	1	1
158	в собственном смысле	1	1
159	мы будем говорить	1	1
160	представить в виде	1	1
161	не только его	2	1
162	для себя и	1	1
163	раз говорил что	1	1
164	и независимо от	1	1
165	и во всех	1	1
166	мы еще не	1	1
167	не отличается от	4	1
168	в процессе всего	2	1
169	идея как принцип	1	1
170	не в том	5	1
171	во что бы	1	1
172	потому что в	1	1
173	в своем существе	1	1
174	он сам не	1	1
175	она не может	1	1
176	но даже и	3	1
177	уже и не	1	1
178	ну да что	1	1
179	в таком случае	11	1
180	и во всякой	1	1
181	говорит о себе	1	1
182	со всеми ее	1	1
183	так или иначе	2	1
184	может быть только	1	1
185	с одной из	1	1
186	а что же	2	1
187	одних и тех	2	1
188	никогда и не	1	1
189	мыслить и говорить	1	1
190	на первом плане	1	1
191	даны не в	1	1
192	не потому что	2	1
193	смысл т е	1	1
194	в глубине души	1	1
195	должны признать что	1	1
196	даже и на	1	1
197	то для него	1	1
198	когда он является	1	1
199	да еще с	1	1
200	не чем иным	1	1
201	иметь в виду	3	1
202	это конечно не	1	1
203	ну а что	3	1
204	но так же	1	1
205	тем что оно	2	1
206	строго говоря нет	1	1
207	не есть и	3	1
208	который не может	1	1
209	том что все	1	1
210	что для другого	1	1
211	и вместе с	1	1
212	точно так же	3	1
213	в нем нет	2	1
