N	3gram	Bakhtin_KF	Narrotol
1	в том что	2	18
2	по отношению к	22	11
3	не может быть	11	8
4	тем не менее	2	8
5	в соответствии с	2	8
6	той или иной	2	8
7	то же время	2	8
8	в то же	2	8
9	и тем самым	1	6
10	в известном смысле	1	6
11	для того чтобы	1	5
12	в свою очередь	1	5
13	на самом деле	3	5
14	и вследствие этого	1	5
15	и все же	1	5
16	в конечном счете	1	4
17	к тому что	1	4
18	во всяком случае	1	4
19	до сих пор	1	3
20	в первом случае	1	3
21	в зависимости от	1	3
22	не было и	1	3
23	то же самое	1	3
24	могла бы и	1	3
25	пока еще не	1	3
26	того или иного	3	3
27	на то что	1	3
28	с точки зрения	10	3
29	я в мире	1	3
30	дело в том	1	3
31	и то что	1	3
32	и не в	1	2
33	бы и не	2	2
34	и в то	1	2
35	не в том	1	2
36	всю свою жизнь	1	2
37	одного и того	1	2
38	здесь не в	1	2
39	в нем не	1	2
40	в ее жизни	1	2
41	но и от	1	2
42	как если бы	1	2
43	и того же	1	2
44	есть на самом	2	2
45	мог бы быть	1	2
46	вследствие того что	1	2
47	но и здесь	3	2
48	не только от	1	2
49	в том смысле	1	2
50	дело здесь не	2	2
51	времени и пространства	1	2
52	здесь мы имеем	2	2
53	а все остальное	1	2
54	не зависит от	1	2
55	тем или иным	1	2
56	а во втором	1	2
57	друг для друга	1	2
58	в этом последнем	1	2
59	и тот же	3	1
60	и как бы	1	1
61	что и для	1	1
62	со всеми своими	1	1
63	по себе а	1	1
64	в отвлечении от	5	1
65	для себя и	1	1
66	не превращается в	1	1
67	отношение к миру	1	1
68	же не может	1	1
69	в большинстве случаев	1	1
70	позицию по отношению	1	1
71	ее и вследствие	1	1
72	на том что	1	1
73	в этом смысле	3	1
74	во всех его	1	1
75	то или иное	2	1
76	мира в котором	2	1
77	он не может	1	1
78	за собой и	1	1
79	в себе момент	1	1
80	бы не было	1	1
81	всей его полноте	1	1
82	но для того	1	1
83	потому что в	1	1
84	могло бы быть	1	1
85	а не просто	1	1
86	в том случае	1	1
87	вступает в противоречие	1	1
88	и не должно	1	1
89	само по себе	1	1
90	не само по	1	1
91	не о том	1	1
92	в чем не	4	1
93	и всякий другой	1	1
94	не может иметь	1	1
95	то ни было	2	1
96	не может не	1	1
97	бы быть и	1	1
98	но в этом	1	1
99	в целом и	2	1
100	а не в	2	1
101	и смысловой значимости	1	1
102	и т.п но	1	1
103	но уже не	1	1
104	той или другой	1	1
105	бы то ни	2	1
106	то что и	1	1
107	и совершенно не	1	1
108	в виду и	1	1
109	никогда не было	1	1
110	отношение к ценности	1	1
111	в значительной степени	1	1
112	может быть только	7	1
113	только в форме	1	1
114	может быть рассмотрена	1	1
115	и тем не	1	1
116	только по отношению	2	1
117	не от себя	1	1
118	признать что в	1	1
119	не вступает в	1	1
120	возможна только в	1	1
121	к нему в	4	1
122	того мира в	1	1
123	ни о каких	1	1
124	не со стороны	2	1
125	в противном случае	1	1
126	в противоречие с	1	1
127	в данный момент	3	1
128	как это было	1	1
129	себя в другом	1	1
130	один и тот	3	1
131	случае мы имеем	1	1
132	прошлое и будущее	2	1
133	и небо и	1	1
134	в своих поступках	1	1
135	действительной жизни и	1	1
136	возможное смысловое единство	1	1
137	гарантирует возможное смысловое	1	1
138	единство возможных суждений	1	1
139	и не должен	1	1
140	в виду его	1	1
141	не для того	1	1
142	пространство и время	1	1
143	между жизнью и	1	1
144	не растворяется в	1	1
145	не мог стать	1	1
146	как и на	1	1
147	быть определено как	1	1
148	я не могу	1	1
149	и та же	2	1
150	чего не было	1	1
151	и для другого	1	1
152	жизни и смерти	1	1
153	и в контексте	1	1
154	не подлежит сомнению	1	1
155	и на чем	1	1
156	это уже не	1	1
157	но отнюдь не	1	1
158	во всей его	2	1
159	единого в своей	1	1
160	одна и та	2	1
161	она может быть	1	1
162	могло бы возникнуть	1	1
163	было бы совершенно	1	1
164	вместо того чтобы	1	1
165	смысловое единство возможных	1	1
166	а в самом	1	1
167	то что я	2	1
168	оба эти момента	2	1
169	в основе своей	1	1
170	уже не только	1	1
171	что и в	1	1
172	нет и не	1	1
173	ни в чем	4	1
174	мы не можем	1	1
175	если бы не	1	1
176	может быть и	1	1
