N	2gram	Tiupa_Lite	Freidism
1	таким образом	4	34
2	и не	19	34
3	точки зрения	8	31
4	не может	10	30
5	в этом	19	28
6	может быть	24	28
7	и в	26	28
8	прежде всего	14	26
9	в его	9	25
10	и его	7	22
11	мы можем	1	20
12	как бы	8	19
13	как мы	2	18
14	то что	14	17
15	вовсе не	3	16
16	с точки	4	15
17	жизни человека	1	15
18	все эти	2	15
19	так как	2	15
20	с ним	2	14
21	в своей	5	14
22	так и	7	14
23	самом деле	2	14
24	в душе	3	13
25	и все	1	13
26	как и	13	13
27	по отношению	6	13
28	но в	5	13
29	во всех	4	13
30	в самом	4	12
31	то же	13	12
32	что он	8	12
33	том что	19	12
34	во внешнем	1	12
35	для него	6	12
36	и потому	1	12
37	и наконец	2	12
38	мы видели	1	12
39	только в	8	11
40	мы знаем	1	11
41	сказать что	1	11
42	отношению к	4	11
43	его в	4	11
44	все что	3	10
45	один из	7	10
46	не только	29	10
47	и с	4	10
48	но и	25	10
49	что же	1	10
50	тот же	1	10
51	никогда не	5	10
52	в том	22	10
53	в сознание	3	10
54	он не	4	10
55	за пределы	3	10
56	не в	11	10
57	и на	5	9
58	уже не	9	9
59	во всяком	3	9
60	совершенно не	1	9
61	мы не	5	9
62	с его	5	9
63	к этому	2	9
64	к нему	1	9
65	в чем	2	9
66	а не	28	9
67	и др	4	9
68	могут быть	4	9
69	при этом	23	8
70	все же	6	8
71	еще не	4	8
72	было бы	4	8
73	и вот	2	8
74	а в	5	8
75	с другими	1	8
76	на этом	3	8
77	в ней	4	8
78	оно и	1	8
79	душевной жизни	1	8
80	всяком случае	2	8
81	что в	7	7
82	и к	1	7
83	не могут	1	7
84	в жизни	7	7
85	роль в	2	7
86	так сказать	1	7
87	его жизни	1	7
88	хотя бы	3	7
89	в каком	1	7
90	если мы	1	7
91	до конца	3	7
92	и для	1	7
93	из них	5	7
94	сознания с	1	7
95	того что	7	7
96	не является	3	7
97	но не	8	7
98	я и	10	7
99	и у	1	7
100	с самого	1	7
101	в нем	4	7
102	к смерти	2	7
103	в этой	7	7
104	отношение к	1	7
105	в себе	8	7
106	жизни и	6	7
107	и прежде	4	7
108	в то	12	7
109	более того	1	7
110	одно из	3	6
111	не менее	11	6
112	но мы	1	6
113	к тому	3	6
114	можно сказать	1	6
115	в основе	5	6
116	в свою	2	6
117	для того	2	6
118	же время	12	6
119	из этих	2	6
120	мы имеем	2	6
121	как раз	6	6
122	что такое	2	6
123	во время	1	6
124	на самом	1	6
125	сознания и	1	6
126	в таком	1	6
127	большинстве случаев	1	6
128	она не	1	6
129	и что	2	6
130	в пределах	4	6
131	человека и	2	6
132	и о	1	6
133	и только	4	6
134	для этого	5	6
135	всех этих	1	6
136	не можем	2	6
137	что это	1	5
138	со всеми	2	5
139	в своих	5	5
140	ее в	1	5
141	вместе с	5	5
142	со стороны	6	5
143	на первый	1	5
144	тех же	3	5
145	того чтобы	1	5
146	говорить о	1	5
147	на основании	1	5
148	и до	1	5
149	и те	1	5
150	самого начала	1	5
151	потому и	1	5
152	он сам	2	5
153	по поводу	2	5
154	во внутреннем	1	5
155	той же	5	5
156	это не	4	5
157	в ее	1	5
158	что и	3	5
159	с их	3	5
160	в которой	1	5
161	тому что	1	5
162	между ними	1	5
163	в этих	2	5
164	в себя	5	5
165	и по	1	5
166	не было	5	5
167	во второй	2	5
168	не знает	3	5
169	как это	9	5
170	далеко не	4	5
171	только то	3	5
172	в большинстве	1	5
173	что может	1	5
174	ничего не	3	5
175	в общем	1	5
176	отнюдь не	4	5
177	а потому	4	4
178	мы и	1	4
179	как с	1	4
180	в основном	1	4
181	всей жизни	1	4
182	мысли и	1	4
183	борьбы с	1	4
184	в виду	4	4
185	сводится к	4	4
186	если бы	1	4
187	так называемый	3	4
188	именно в	1	4
189	может стать	1	4
190	подхода к	1	4
191	как в	5	4
192	себя и	3	4
193	зависимости от	1	4
194	ничего общего	2	4
195	данном случае	6	4
196	из тех	2	4
197	в данном	7	4
198	в котором	1	4
199	в первый	2	4
200	потому что	5	4
201	только как	1	4
202	не всегда	1	4
203	в этот	1	4
204	и т.п	14	4
205	слова и	6	4
206	только на	3	4
207	в мир	1	4
208	а только	2	4
209	в истории	1	4
210	так же	1	4
211	свою очередь	2	4
212	нет и	1	4
213	на него	1	4
214	в своем	12	4
215	все время	1	4
216	одна из	8	4
217	и внешней	1	4
218	только с	1	4
219	но это	2	4
220	едва ли	5	4
221	всех своих	3	4
222	в психологии	1	4
223	и за	2	4
224	этом отношении	5	4
225	внутренней и	1	4
226	тем не	4	4
227	человека в	5	4
228	по ту	1	4
229	у него	5	4
230	мы находим	1	4
231	в зависимости	1	4
232	я не	8	4
233	о себе	7	4
234	это как	3	4
235	не тот	2	4
236	то ни	1	4
237	в развитии	1	4
238	в другом	3	4
239	личности и	1	4
240	ту сторону	1	4
241	внешнем мире	1	4
242	в области	5	4
243	с ее	3	4
244	в целом	10	4
245	ответ на	1	3
246	не так	1	3
247	во втором	3	3
248	для всех	5	3
249	до сих	1	3
250	в центре	1	3
251	на почве	2	3
252	освободиться от	2	3
253	это уже	2	3
254	о которой	2	3
255	мы в	3	3
256	для них	2	3
257	в результате	2	3
258	в них	1	3
259	и даже	9	3
260	нам в	1	3
261	все то	2	3
262	значение в	1	3
263	себя с	1	3
264	не делает	1	3
265	конечном счете	8	3
266	к его	1	3
267	жизни в	5	3
268	приводит к	4	3
269	жизни к	1	3
270	в обществе	1	3
271	раз и	2	3
272	он был	1	3
273	ни на	1	3
274	на основе	2	3
275	сознания в	14	3
276	между двумя	1	3
277	о них	1	3
278	в одном	2	3
279	уже в	7	3
280	как на	3	3
281	из наиболее	2	3
282	на две	1	3
283	тем же	5	3
284	в нашем	2	3
285	о том	3	3
286	во всей	1	3
287	в сознании	3	3
288	того же	5	3
289	бы то	1	3
290	и то	3	3
291	говорит о	1	3
292	не поддается	2	3
293	мир в	5	3
294	они не	1	3
295	к себе	3	3
296	тому чтобы	1	3
297	сознания это	1	3
298	к сознанию	1	3
299	у нас	5	3
300	в конечном	9	3
301	от всех	2	3
302	этого не	2	3
303	одним из	8	3
304	в силах	1	3
305	на себя	4	3
306	но для	1	3
307	такой же	3	3
308	не остается	2	3
309	является по	2	3
310	и как	2	3
311	и сам	6	3
312	один и	1	3
313	в условиях	1	3
314	себе и	2	3
315	жизни по	1	3
316	сих пор	1	3
317	читателя в	2	3
318	в г	1	3
319	ни один	1	3
320	между тем	2	3
321	в какой	2	3
322	в объективном	1	3
323	в искусстве	4	3
324	когда он	1	3
325	и является	2	3
326	борьба с	1	3
327	человека с	1	3
328	ведь мы	2	3
329	себя в	7	3
330	и от	1	3
331	и есть	3	3
332	последовательно и	1	3
333	чаще всего	1	3
334	нуждается в	3	3
335	а как	2	3
336	в эпоху	1	3
337	на это	2	3
338	однако и	2	2
339	случае в	1	2
340	и этот	1	2
341	отношению ко	2	2
342	в момент	1	2
343	самого себя	3	2
344	к этой	2	2
345	жизни а	1	2
346	должна быть	3	2
347	тогда когда	1	2
348	для себя	6	2
349	без исключения	1	2
350	на работу	1	2
351	оказывается не	2	2
352	хх века	12	2
353	в некоторых	1	2
354	бы наивно	1	2
355	из которых	3	2
356	не как	4	2
357	не исчерпывается	1	2
358	окружающей его	2	2
359	из того	3	2
360	для нас	3	2
361	в отношении	2	2
362	опоры для	1	2
363	до последнего	2	2
364	их не	2	2
365	особого рода	3	2
366	в первом	1	2
367	но все	1	2
368	не позволяет	1	2
369	отношения к	1	2
370	в мире	9	2
371	а именно	1	2
372	что такой	1	2
373	только для	1	2
374	не имеет	2	2
375	отличается от	1	2
376	да и	3	2
377	роли в	1	2
378	желал бы	1	2
379	себе самой	1	2
380	нет в	2	2
381	и было	1	2
382	в дальнейшем	1	2
383	все они	2	2
384	в такой	1	2
385	человека так	1	2
386	должно быть	1	2
387	вопрос о	1	2
388	произведение искусства	8	2
389	совершенно иной	1	2
390	в историю	1	2
391	личность не	3	2
392	опыта как	2	2
393	одной стороны	8	2
394	относится к	3	2
395	представляет собой	5	2
396	что осталось	1	2
397	и уже	1	2
398	для нее	2	2
399	снова и	1	2
400	в различных	1	2
401	от других	2	2
402	к делу	1	2
403	превращается в	2	2
404	он их	1	2
405	не заметил	1	2
406	к объекту	2	2
407	быть это	4	2
408	с другой	11	2
409	о каком	1	2
410	в отличие	6	2
411	мог бы	1	2
412	и во	1	2
413	но именно	1	2
414	за пределами	1	2
415	может оказаться	1	2
416	только при	1	2
417	для понимания	2	2
418	это прежде	1	2
419	теперь уже	1	2
420	друг друга	5	2
421	же он	1	2
422	бы в	1	2
423	исключительно в	1	2
424	проходит через	1	2
425	жизни но	1	2
426	объекта на	1	2
427	как к	4	2
428	пусть и	1	2
429	на языке	1	2
430	по преимуществу	6	2
431	не выходит	1	2
432	выходит за	1	2
433	с одной	9	2
434	такого рода	18	2
435	в состоянии	1	2
436	ни было	2	2
437	он и	5	2
438	что при	1	2
439	для своего	2	2
440	о нем	1	2
441	и сама	1	2
442	в качестве	21	2
443	но как	3	2
444	силу и	1	2
445	чем он	1	2
446	в следующем	1	2
447	в их	3	2
448	а на	1	2
449	этого сознания	2	2
450	отказаться от	1	2
451	ее от	1	2
452	как по	1	2
453	а также	5	2
454	не нуждается	1	2
455	дело в	3	2
456	в глубине	1	2
457	при которой	1	2
458	в конце	6	2
459	между собою	1	2
460	он в	1	2
461	если и	1	2
462	же как	3	2
463	всем своем	1	2
464	не есть	2	2
465	мы никогда	1	2
466	рядом с	1	2
467	другом месте	1	2
468	осталось от	1	2
469	к своему	2	2
470	от этого	1	2
471	века в	3	2
472	к личности	1	2
473	это было	1	2
474	идеи и	1	2
475	дело и	1	2
476	должен быть	2	2
477	в эту	1	2
478	в одной	1	2
479	с первого	1	2
480	все тот	1	2
481	ко всему	4	2
482	могли бы	1	2
483	а с	2	2
484	отличие от	6	2
485	на один	2	2
486	в поле	2	2
487	также и	3	2
488	сон делает	1	2
489	вся жизнь	1	2
490	обстоит дело	1	2
491	дело не	2	2
492	в ссср	1	2
493	и тем	4	2
494	за ними	1	2
495	есть и	1	2
496	в нашей	2	2
497	не следует	1	2
498	к которой	1	2
499	первого и	1	2
500	на всю	1	2
501	др к	1	2
502	нам о	1	2
503	для жизни	1	2
504	но эти	1	2
505	художественное творчество	2	2
506	в возрасте	1	2
507	или иной	3	2
508	всю жизнь	2	2
509	с сыном	2	2
510	из этого	2	2
511	то в	3	2
512	конце концов	1	2
513	как совокупность	3	2
514	в него	1	2
515	чтобы не	2	2
516	механизм образования	1	2
517	в одну	1	2
518	как для	1	2
519	мира в	4	2
520	не к	3	2
521	в особенности	2	1
522	протест против	1	1
523	все творчество	1	1
524	во всем	1	1
525	и любой	1	1
526	мире и	1	1
527	аналогии с	3	1
528	всего это	1	1
529	основе этой	1	1
530	без особых	1	1
531	бы они	1	1
532	человеческой личности	1	1
533	языка который	1	1
534	только из	1	1
535	например это	1	1
536	и медленно	1	1
537	по существу	4	1
538	в настоящем	1	1
539	и здесь	1	1
540	та же	2	1
541	образов в	1	1
542	с момента	1	1
543	никогда и	1	1
544	в произведение	1	1
545	хода истории	1	1
546	сказано в	3	1
547	на неудачу	1	1
548	индивидуальной жизни	1	1
549	то есть	11	1
550	но за	1	1
551	в хх	9	1
552	которые не	1	1
553	исходя из	3	1
554	а ко	1	1
555	которая в	3	1
556	и самому	1	1
557	своего собственного	1	1
558	порядка в	1	1
559	до него	1	1
560	этого откровения	1	1
561	хх веке	8	1
562	из таких	2	1
563	со своего	1	1
564	оно было	1	1
565	дело с	1	1
566	само собою	1	1
567	об искусстве	1	1
568	даже в	6	1
569	была бы	1	1
570	и эстетический	1	1
571	из всех	1	1
572	все на	1	1
573	эта новая	1	1
574	художественного творчества	3	1
575	думаю что	1	1
576	мы чувствуем	2	1
577	этом случае	2	1
578	отношении к	2	1
579	по выражению	2	1
580	литература и	1	1
581	никак не	2	1
582	что любовная	1	1
583	но тем	4	1
584	в глубинах	1	1
585	и лучше	1	1
586	проникновения в	1	1
587	а затем	3	1
588	пути в	8	1
589	что человек	1	1
590	задолго до	1	1
591	и внешнего	1	1
592	потому не	1	1
593	от общего	1	1
594	но наиболее	1	1
595	в работах	1	1
596	требует от	1	1
597	и другими	1	1
598	могут восприниматься	1	1
599	литературного произведения	4	1
600	его собственный	1	1
601	быть может	2	1
