N	3gram	Losev_Dial	FransuaR
1	то же время	3	55
2	в то же	3	55
3	как мы уже	1	28
4	в том что	12	27
5	до сих пор	1	27
6	с точки зрения	25	20
7	но в то	1	20
8	в этом отношении	2	20
9	для того чтобы	1	17
10	о том что	6	17
11	в связи с	3	16
12	жизни и смерти	1	15
13	и прежде всего	6	14
14	не может быть	12	13
15	с одной стороны	3	13
16	на самом деле	1	13
17	и в то	2	12
18	с другой стороны	3	12
19	мы уже сказали	2	12
20	в отличие от	1	11
21	как и все	5	11
22	можно сказать что	1	11
23	самом же деле	1	10
24	той или иной	2	10
25	как и в	3	10
26	на самом же	1	10
27	в данном случае	3	10
28	в конце концов	1	10
29	не только в	1	10
30	мы видим что	2	9
31	в свое время	1	9
32	более или менее	1	8
33	в самом деле	6	7
34	в то время	6	7
35	о том как	2	7
36	в чем же	2	7
37	включает в себя	1	7
38	прежде всего в	1	7
39	это конечно не	1	7
40	на первый план	4	7
41	подобно тому как	5	7
42	к тому же	2	6
43	и в особенности	1	6
44	имеем в виду	1	6
45	и во всех	1	6
46	за то что	1	6
47	с самого начала	1	6
48	одной стороны и	1	5
49	это как бы	1	5
50	в применении к	1	5
51	то же самое	1	5
52	и в этой	1	5
53	по сравнению с	1	5
54	не было ни	2	5
55	и в частности	2	5
56	мы имеем в	1	5
57	во всяком случае	3	5
58	на первом плане	1	5
59	только то что	1	5
60	в это время	1	5
61	как бы в	1	5
62	это и есть	4	5
63	в основе своей	1	5
64	имеет в виду	1	4
65	том что в	1	4
66	в собственном смысле	1	4
67	и той же	4	4
68	но даже и	3	4
69	сказать что в	1	4
70	по своему существу	1	4
71	в одном из	1	4
72	и даже в	1	4
73	связи с этим	1	4
74	так же как	2	4
75	и то что	1	4
76	в нем только	1	4
77	что и в	1	4
78	вовсе не в	3	4
79	но прежде всего	1	4
80	одной и той	4	4
81	в нем не	2	4
82	как раз и	3	4
83	это вовсе не	1	4
84	и не может	1	4
85	мы находим в	1	4
86	а следовательно и	1	4
87	о котором мы	1	4
88	и как бы	2	3
89	он как бы	1	3
90	жизни и мира	2	3
91	и все это	1	3
92	потому что в	1	3
93	друг от друга	1	3
94	в особенности же	1	3
95	и в отношении	1	3
96	можно говорить о	1	3
97	не только не	7	3
98	но это не	2	3
99	со всех сторон	1	3
100	рождение и смерть	1	3
101	содержит в себе	2	3
102	ровно ничего не	8	3
103	в вопросе о	2	3
104	прямо сказать что	1	3
105	в этом смысле	1	3
106	имеется в виду	5	3
107	на том же	1	3
108	можно прямо сказать	1	3
109	тех или иных	2	3
110	в пределах одной	1	3
111	и не в	1	3
112	есть не что	3	3
113	бы то ни	2	3
114	и в том	1	3
115	и в этом	4	3
116	с одной из	1	3
117	заключается в том	1	3
118	руки и ноги	2	3
119	в ней и	1	3
120	не что иное	6	3
121	в основе их	1	3
122	в сущности и	2	3
123	что в нем	1	3
124	что иное как	6	3
125	может быть в	1	2
126	как и всякая	1	2
127	в себя и	1	2
128	что мы уже	1	2
129	весь мир и	1	2
130	в коем случае	4	2
131	потому что она	2	2
132	с полной очевидностью	1	2
133	дело вовсе не	1	2
134	сам по себе	6	2
135	но при этом	1	2
136	не потому что	2	2
137	если же вы	2	2
138	таким образом что	1	2
139	и вместе с	1	2
140	ничего не дает	1	2
141	и не вполне	1	2
142	но также и	1	2
143	другой стороны в	1	2
144	что в основе	1	2
145	что это не	3	2
146	оно и не	1	2
147	то ни было	1	2
148	в нем нет	2	2
149	из того что	2	2
150	есть и в	1	2
151	видеть в нем	1	2
152	и может быть	1	2
153	не мог не	1	2
154	и в чем	3	2
155	может быть отнесена	1	2
156	мы будем говорить	1	2
157	но дело не	1	2
158	именно в этом	1	2
159	вовсе еще не	1	2
160	у нее нет	1	2
161	и все его	1	2
162	так и к	1	2
163	он и не	1	2
164	в таком же	1	2
165	не могут быть	3	2
166	это как мы	1	2
167	вот как он	1	2
168	во все стороны	1	2
169	в конечном счете	1	2
170	так и от	1	2
171	и есть то	1	2
172	может быть только	1	2
173	он дает в	1	2
174	и не только	5	2
175	ни в коем	4	2
176	это не просто	1	2
177	том же самом	1	2
178	если она и	1	2
179	каждый из них	1	2
180	до некоторой степени	1	2
181	и всякого рода	1	2
182	и в основе	1	2
183	мы сказали что	1	2
184	не должно быть	2	2
185	только тогда когда	6	2
186	к нему и	1	2
187	что у него	1	2
188	во всех языках	1	2
189	не имеет значения	2	2
190	и без четкого	1	2
191	мы вовсе не	1	2
192	со всеми ее	1	2
193	ни на что	1	2
194	одна из самых	2	2
195	и та же	3	2
196	то что было	1	2
197	на что не	1	2
198	это и дает	1	2
199	в противоположность этому	1	2
200	но это конечно	1	2
201	же как и	1	2
202	одна и та	3	2
203	мы не можем	2	2
204	не могло не	1	2
205	прежде всего от	3	2
206	ни о каком	1	2
207	уже сказали что	1	1
208	тело и не	1	1
209	ни во что	1	1
210	античный и средневековый	1	1
211	и от его	2	1
212	это не значит	1	1
213	но и всякие	1	1
214	все эти факты	1	1
215	и вот как	1	1
216	но еще и	1	1
217	мифологии и в	1	1
218	что в ней	1	1
219	все на свете	5	1
220	в чем его	1	1
221	не только бытие	1	1
222	бы в лучшем	1	1
223	не в этом	1	1
224	и мира но	1	1
225	но все эти	1	1
226	начале и конце	2	1
227	в течение всего	2	1
228	перестал бы быть	1	1
229	и по его	1	1
230	одной из них	1	1
231	из этих трех	1	1
232	это не есть	3	1
233	и что она	2	1
234	в новом свете	1	1
235	далеко не всегда	1	1
236	в мифологии и	1	1
237	что в них	1	1
238	когда вся жизнь	1	1
239	отца и сына	2	1
240	совершенно ясно что	1	1
241	это есть в	2	1
242	движения и жизни	2	1
243	не только то	1	1
244	это нисколько не	1	1
245	не имеет определенного	1	1
246	но только в	1	1
247	смысл и свое	1	1
248	и таким образом	1	1
249	но ведь и	1	1
250	в чем не	1	1
251	как бы второе	1	1
252	но если бы	1	1
253	не забудем что	1	1
254	не видит что	1	1
255	не только на	1	1
256	почти все они	1	1
257	чем иным как	1	1
258	в последнее время	2	1
259	не знает ни	1	1
260	отношения к этому	2	1
261	и пр в	2	1
262	но в особенности	1	1
263	ничего не говорят	3	1
264	без него не	1	1
265	в этих последних	1	1
266	и все прочие	1	1
267	находится в его	1	1
268	но то как	1	1
269	и говорить о	1	1
270	что с точки	2	1
271	одном из самых	1	1
272	все это не	2	1
273	все это есть	1	1
274	и делает его	1	1
275	даже и не	3	1
276	то я не	1	1
277	она превращается в	1	1
278	переходим ко второму	1	1
279	это вообще не	1	1
280	может и не	1	1
281	лишь тогда когда	1	1
282	пределах одной и	1	1
283	утверждает что все	2	1
284	том что у	2	1
285	очень мало и	1	1
286	а в конце	1	1
287	вместе с ним	1	1
288	и во всяком	1	1
289	ни на какую	1	1
290	в силу того	1	1
291	ведь как раз	1	1
292	мы видим в	1	1
293	выдвигает на первый	1	1
294	как это было	1	1
295	в науке и	1	1
296	он не может	3	1
297	и без всякого	1	1
298	провести между ними	1	1
299	в особенности с	1	1
300	и потому он	1	1
301	что и с	1	1
302	и об его	1	1
303	у нас есть	1	1
304	из потока становления	1	1
305	да и сама	1	1
306	на ряде примеров	1	1
307	что он должен	1	1
308	чем в других	1	1
309	так как все	2	1
310	пр и пр	1	1
311	и что он	1	1
312	для этого он	2	1
313	данном случае в	1	1
314	в этом мире	1	1
315	никого кто бы	1	1
316	так что и	1	1
317	станут говорить что	1	1
318	то или иное	4	1
319	от этого у	1	1
320	она и есть	2	1
321	уже не просто	1	1
322	я бы сказал	1	1
323	во всей его	1	1
324	кроме того и	1	1
325	в виду что	2	1
326	что каждый из	1	1
327	прежде всего с	1	1
328	есть не только	3	1
329	на государственную и	1	1
330	и все в	1	1
331	и что в	1	1
332	том что они	1	1
333	с тем что	1	1
334	одно из них	1	1
335	но и самого	1	1
336	вовсе и не	1	1
337	а в особенности	1	1
338	собственном смысле мы	1	1
339	а так как	1	1
340	в историческом процессе	1	1
341	та или иная	3	1
342	она не имеет	1	1
343	и смерти к	1	1
344	и с этой	3	1
345	в свете этой	1	1
346	то что мы	3	1
347	одно от другого	1	1
348	во всем этом	1	1
349	из самых существенных	1	1
350	таящая в себе	1	1
351	ни в чем	2	1
352	в этот день	1	1
353	тут нет никакой	2	1
354	удивительного в том	1	1
355	он может и	1	1
356	как раз на	1	1
357	тем более не	2	1
358	рано или поздно	1	1
359	имели в виду	1	1
360	только к этому	1	1
361	для нас в	2	1
362	как и вообще	1	1
363	из этих последних	1	1
364	новой точки зрения	1	1
365	есть то что	8	1
366	ни о какой	1	1
367	и есть подлинное	2	1
368	том что все	1	1
369	вещи не просто	1	1
370	не говорят о	1	1
371	если вы не	2	1
372	в самом существенном	1	1
373	находим в этом	1	1
374	истории и в	1	1
375	теперь мы можем	1	1
376	независимо от того	1	1
377	о природе в	1	1
378	никто никогда не	1	1
379	из этих двух	1	1
380	тем не менее	10	1
381	мы не могли	1	1
382	и пр но	1	1
383	содержащий в себе	1	1
384	на небе и	1	1
385	отличающий ее от	1	1
386	от средневекового и	1	1
387	не в том	5	1
388	да еще с	1	1
389	к необходимости создать	1	1
390	имеет никакого отношения	3	1
391	по природе своей	1	1
392	потока становления и	1	1
393	и пр и	2	1
394	того что не	2	1
395	сами по себе	3	1
396	прежде всего это	2	1
397	также и о	1	1
398	превращает их в	1	1
399	на точку зрения	1	1
400	не чем иным	1	1
401	это может быть	1	1
402	в зависимости от	3	1
403	о том какую	1	1
404	и оказывается что	2	1
405	само по себе	8	1
406	если бы мы	1	1
407	конечно с точки	1	1
408	мир и все	1	1
409	не знаете что	1	1
410	а потому что	1	1
411	на точке зрения	1	1
412	я не мог	1	1
413	что нет ничего	2	1
414	в этом ничего	1	1
415	не только о	3	1
416	и имеется в	1	1
417	в мифе о	1	1
418	по себе и	1	1
419	в природе и	1	1
420	с тех пор	2	1
421	трудно провести между	1	1
422	при его кончине	1	1
423	той или другой	1	1
424	мы не в	1	1
425	нет ничего удивительного	1	1
426	не в силах	2	1
427	что он есть	4	1
428	те же предметы	1	1
429	мало того что	1	1
430	сознания и это	1	1
431	не имели в	1	1
432	о мире как	1	1
433	и это нисколько	1	1
434	том как он	1	1
435	о себе самом	1	1
436	как это и	1	1
437	того или иного	3	1
438	и потому она	1	1
439	одной крайности в	1	1
440	он хочет быть	1	1
441	на то что	3	1
442	в обычных условиях	1	1
443	как бы говорит	1	1
444	но потому что	1	1
445	от того что	4	1
446	может быть ни	1	1
447	не есть нечто	3	1
448	включают в себя	1	1
449	данной эпохи и	1	1
450	лежащее в основе	1	1
451	можно понимать как	2	1
452	в некоторых случаях	1	1
453	такие фигуры как	1	1
454	искать не в	1	1
455	от церкви и	1	1
456	не в состоянии	1	1
457	но никак не	1	1
458	нем как и	1	1
459	не имеет никакого	3	1
460	вопрос о том	1	1
461	убежден в том	1	1
462	хотя и не	2	1
463	одна из этих	1	1
464	с этим есть	1	1
465	крайности в другую	1	1
466	дает в сущности	1	1
467	совершенно не понимает	1	1
468	но и все	1	1
469	одно и то	2	1
470	значит не только	1	1
471	в лучшем случае	2	1
472	получает свой смысл	1	1
473	не существует но	1	1
474	ничего удивительного в	1	1
475	и то же	2	1
476	только потому что	1	1
477	в глубине души	1	1
478	речь идет о	1	1
479	говорит о себе	1	1
480	никакого отношения к	3	1
481	так что в	2	1
482	же как мы	1	1
483	в частности об	1	1
484	и вообще не	1	1
485	есть прежде всего	4	1
486	нет никого кто	1	1
487	и здесь в	1	1
488	и при этом	2	1
489	точки зрения совершенно	1	1
490	чрезвычайно близка к	1	1
491	и независимо от	1	1
492	в них как	1	1
493	но только не	1	1
494	то обстоятельство что	1	1
495	вы не знаете	2	1
496	в другой раз	1	1
497	он был бы	1	1
498	так и об	1	1
499	и не нуждаются	1	1
500	литература но и	1	1
501	то время как	6	1
502	все что было	1	1
503	свой смысл и	1	1
504	страшного суда и	1	1
505	если мы будем	1	1
