N	4gram	Losev_Prob	Analitik
1	не что иное как	5	6
2	одного и того же	2	6
3	в той или иной	1	5
4	есть не что иное	5	5
5	и не может быть	1	4
6	в том или ином	1	4
7	по крайней мере в	2	3
8	дело в том что	3	3
9	одной и той же	1	3
10	мы имеем дело не	1	3
11	в то же самое	4	2
12	мысль о том что	2	2
13	то же самое время	4	2
14	не говоря уже о	5	2
15	один и тот же	1	2
16	заключается в том что	2	2
17	имеем дело не с	1	2
18	и к тому же	1	2
19	но в таком случае	7	2
20	одно и то же	1	2
21	но в то же	1	2
22	не есть она сама	1	1
23	мы имеем в виду	1	1
24	и в этом случае	3	1
25	а не только в	1	1
26	и в самом деле	1	1
27	если бы он был	1	1
28	в том случае если	1	1
29	во всяком случае не	1	1
30	не для того чтобы	1	1
31	ни то ни другое	1	1
32	и в данном случае	1	1
33	не сам по себе	1	1
34	еще ничего не говорит	1	1
35	к тому или иному	1	1
36	в таком случае в	1	1
37	на самом же деле	1	1
38	внимание на то что	2	1
39	а тем самым и	1	1
40	сколько бы мы ни	1	1
41	свидетельствует о том что	3	1
42	бы оно ни было	1	1
43	то что не есть	1	1
44	в том числе и	2	1
45	чего нет в его	1	1
46	ничего не говорит о	1	1
47	что не есть она	1	1
48	несмотря на то что	1	1
49	что в конце концов	2	1
50	в конце концов мы	1	1
51	во всех этих случаях	1	1
52	для себя не только	1	1
53	одним и тем же	2	1
54	уже содержит в себе	1	1
55	той или иной мере	1	1
56	между внутренней и внешней	1	1
