N	4gram	Propp_Isto	StatiiOP
1	заключается в том что	1	6
2	и т д но	1	6
3	в то время как	2	5
4	в том что в	1	4
5	в том отношении что	1	4
6	том отношении что они	1	2
7	состоит в том что	2	2
8	совершенно так же как	4	2
9	в том что и	1	2
10	в данном случае в	1	2
11	но вместе с тем	1	2
12	по отношению к своему	1	1
13	и т д как	1	1
14	с нашей точки зрения	1	1
15	то же можно сказать	1	1
16	но и по существу	1	1
17	так же как у	1	1
18	так же как в	2	1
19	в том смысле как	1	1
20	точно так же и	1	1
21	и т д в	1	1
22	она не могла бы	1	1
23	могут быть установлены только	1	1
24	но это еще не	1	1
25	об этом мы имеем	1	1
26	с этой точки зрения	1	1
27	как мы видели выше	2	1
28	в связи с этим	1	1
29	ничего общего с этим	1	1
30	независимо от того кто	1	1
31	мы до сих пор	1	1
32	что мы знаем об	1	1
33	нет никакого сомнения что	1	1
34	одной и той же	2	1
35	настоящем смысле этого слова	1	1
36	дело не только в	1	1
37	с другой стороны и	3	1
38	с одной стороны он	1	1
39	то это означало бы	1	1
40	до сих пор не	1	1
41	за то что она	1	1
42	такую большую роль в	1	1
43	но все же он	1	1
44	и т д все	1	1
45	так же как и	3	1
46	она до сих пор	1	1
47	мы имеем дело с	1	1
48	к тому что в	1	1
49	точно так же как	2	1
50	что же это за	1	1
