N	2gram	Vygotskiy_	Vladivir
1	и в	47	116
2	то что	40	71
3	и не	27	67
4	у него	2	65
5	не только	36	65
6	в этом	47	53
7	в том	38	52
8	том что	28	51
9	что в	23	48
10	но и	19	47
11	в конце	5	41
12	в его	7	40
13	и с	5	39
14	и даже	3	36
15	сказать что	18	36
16	также и	2	36
17	учение о	3	35
18	так что	8	35
19	потому что	26	33
20	что он	13	32
21	еще и	1	32
22	не может	23	31
23	о том	5	30
24	только в	24	30
25	как мы	24	29
26	никогда не	7	29
27	для него	6	29
28	вовсе не	3	27
29	а в	3	27
30	не было	1	26
31	а к	1	25
32	в себе	14	25
33	но в	9	25
34	в то	10	25
35	и то	10	25
36	и его	14	25
37	точки зрения	39	23
38	он не	5	23
39	может быть	20	23
40	что же	3	23
41	кроме того	1	22
42	ни в	3	22
43	так как	25	22
44	в виде	2	22
45	об этом	4	22
46	в своей	4	21
47	вместе с	19	21
48	а именно	1	20
49	и что	14	20
50	в своем	3	20
51	для нас	4	20
52	прежде всего	9	20
53	не менее	6	19
54	и вообще	3	19
55	по поводу	3	19
56	как раз	6	19
57	тем не	4	19
58	таким образом	38	19
59	так и	8	19
60	и потому	3	19
61	как и	19	18
62	не мог	2	18
63	не в	7	18
64	не был	1	18
65	хотя и	4	18
66	как это	7	18
67	с его	1	18
68	что и	4	17
69	в этой	7	17
70	едва ли	5	17
71	а не	7	17
72	у нас	3	17
73	все же	7	16
74	уже не	1	16
75	к тому	13	16
76	не есть	4	16
77	совсем не	2	16
78	для себя	24	16
79	и все	5	16
80	было бы	12	16
81	того что	27	16
82	в котором	6	16
83	и к	11	15
84	то же	16	15
85	в своих	2	15
86	к этому	2	15
87	в эти	1	15
88	несмотря на	2	15
89	в связи	1	15
90	до конца	8	15
91	но это	4	15
92	это было	2	15
93	того же	7	14
94	все эти	7	14
95	раз и	1	14
96	мы уже	5	14
97	и на	4	14
98	уже в	3	14
99	и как	7	14
100	во всем	4	13
101	в результате	3	13
102	с тем	8	13
103	можно сказать	9	13
104	так же	26	13
105	не просто	1	13
106	на этот	2	13
107	и от	6	13
108	что это	7	13
109	то время	8	13
110	дело в	1	13
111	по себе	5	12
112	только на	5	12
113	и это	2	12
114	и у	1	12
115	и по	6	12
116	в нем	6	12
117	то в	4	12
118	содержит в	4	12
119	если не	1	12
120	всяком случае	1	12
121	ничего не	2	12
122	во всяком	2	12
123	есть только	3	12
124	связи с	4	12
125	учения о	4	12
126	при этом	4	11
127	но что	2	11
128	в данном	7	11
129	тому же	2	11
130	в которой	16	11
131	я не	3	11
132	на то	5	11
133	и здесь	5	11
134	в основном	4	11
135	никак не	5	11
136	в отношении	9	11
137	это есть	6	11
138	еще в	3	11
139	все это	5	11
140	мы должны	7	11
141	и о	4	11
142	конце концов	1	11
143	в самом	15	10
144	даже в	2	10
145	что все	6	10
146	с точки	31	10
147	в качестве	9	10
148	что его	2	10
149	можно было	7	10
150	что для	3	10
151	отнюдь не	2	10
152	к нему	5	10
153	письма с	1	10
154	с ним	5	10
155	еще не	5	10
156	в истории	1	10
157	здесь не	1	10
158	он и	1	10
159	о нем	1	10
160	в ней	5	10
161	но не	13	10
162	о чем	8	9
163	именно в	9	9
164	с этим	5	9
165	смысле слова	1	9
166	с другой	7	9
167	мы знаем	5	9
168	и притом	4	9
169	но он	3	9
170	и можно	1	9
171	а только	2	9
172	но как	3	9
173	а с	3	9
174	этом смысле	2	9
175	мы будем	1	9
176	из этого	4	9
177	в начале	6	9
178	оно есть	5	9
179	отношения к	5	9
180	что мы	14	9
181	что если	2	9
182	для меня	1	9
183	это не	6	9
184	же время	1	9
185	по существу	2	9
186	в целом	7	9
187	с этой	5	8
188	это значит	1	8
189	в этих	2	8
190	тем что	14	8
191	в это	1	8
192	свое бытие	1	8
193	которой он	2	8
194	в этот	3	8
195	конечно не	2	8
196	и он	4	8
197	это мы	6	8
198	в смысле	9	8
199	в чем	5	8
200	значит что	1	8
201	и особенно	2	8
202	как в	7	8
203	должно быть	3	8
204	как бы	13	8
205	и для	5	8
206	и я	1	8
207	только и	5	8
208	когда он	2	8
209	из этих	6	8
210	отношение к	8	8
211	мы и	5	7
212	к этой	2	7
213	в одном	4	7
214	в них	3	7
215	но все	2	7
216	к ней	2	7
217	на первый	1	7
218	что этот	6	7
219	но даже	2	7
220	на первом	2	7
221	точно так	3	7
222	в нашем	6	7
223	и мы	1	7
224	себе и	2	7
225	м и	1	7
226	за пределы	2	7
227	о его	3	7
228	и есть	4	7
229	мы видели	10	7
230	здесь мы	2	7
231	если бы	8	7
232	но вот	1	7
233	к его	3	7
234	не имеет	6	7
235	в каком	2	7
236	ничего общего	1	7
237	и вот	1	7
238	того чтобы	26	7
239	при помощи	1	7
240	но если	5	7
241	на его	3	7
242	первый план	1	7
243	в таком	2	7
244	то и	5	7
245	другими словами	1	7
246	как он	1	7
247	или как	1	7
248	по этому	4	7
249	же в	1	7
250	можно говорить	2	6
251	и очень	1	6
252	тому что	14	6
253	мысли и	13	6
254	те же	1	6
255	в виду	5	6
256	другой стороны	3	6
257	его на	1	6
258	но у	1	6
259	для того	24	6
260	то как	3	6
261	в отличие	4	6
262	настоящее время	1	6
263	на него	1	6
264	он сам	2	6
265	если мы	6	6
266	той же	13	6
267	его в	7	6
268	чем в	5	6
269	том же	7	6
270	не говорит	1	6
271	что она	8	6
272	время как	7	6
273	под влиянием	1	6
274	и речи	19	6
275	но только	5	6
276	по своей	12	6
277	не раз	2	6
278	главным образом	1	6
279	не с	3	6
280	и из	2	6
281	должен был	2	6
282	но на	3	6
283	нельзя сказать	2	6
284	учении о	6	6
285	и теперь	1	6
286	на основании	2	6
287	что здесь	2	6
288	в настоящее	1	6
289	данном случае	5	6
290	мы не	10	6
291	а это	2	6
292	здесь в	2	6
293	но я	1	6
294	к своему	1	6
295	по своему	11	6
296	жизнь и	1	6
297	ко всему	2	6
298	тем более	1	6
299	отличие от	4	6
300	само собой	2	6
301	есть и	1	6
302	от того	6	6
303	такой же	4	6
304	в период	2	6
305	само по	1	6
306	и наконец	4	6
307	что на	5	6
308	есть не	3	6
309	еще более	1	5
310	и до	3	5
311	но мы	5	5
312	не прямо	2	5
313	вопрос о	9	5
314	в каких	1	5
315	говорит что	3	5
316	как на	8	5
317	и еще	1	5
318	без всякого	2	5
319	быть в	1	5
320	понятие о	1	5
321	из них	2	5
322	что они	11	5
323	во всех	9	5
324	что у	4	5
325	а и	2	5
326	для своего	1	5
327	эти три	2	5
328	того и	2	5
329	для его	2	5
330	и тем	10	5
331	он в	1	5
332	с которым	1	5
333	в очень	1	5
334	во время	2	5
335	в частности	4	5
336	один из	3	5
337	утверждает что	1	5
338	все то	1	5
339	в свою	3	5
340	и больше	2	5
341	подобного рода	2	5
342	мы имеем	3	5
343	им в	1	5
344	заметить что	1	5
345	начиная с	1	5
346	он написал	1	5
347	что я	1	5
348	только при	1	5
349	увидим ниже	3	5
350	друг друга	9	5
351	он как	1	5
352	что с	7	5
353	ее в	11	5
354	не содержит	2	5
355	на одной	2	5
356	как нечто	1	5
357	место в	1	5
358	в их	4	5
359	мы находим	3	5
360	этого не	1	5
361	и без	2	5
362	на все	1	5
363	есть все	1	5
364	только к	4	5
365	с самого	13	5
366	эти последние	2	5
367	она не	7	5
368	но она	1	5
369	учение об	1	5
370	далеко не	1	5
371	и часто	1	5
372	еще на	1	5
373	бытия и	1	5
374	в области	5	5
375	и только	7	5
376	не удалось	1	5
377	которой мы	2	5
378	не к	1	5
379	с которыми	3	4
380	и другие	1	4
381	только что	7	4
382	которые не	1	4
383	нас в	4	4
384	все дело	1	4
385	представление о	8	4
386	их в	2	4
387	по своим	2	4
388	не имели	1	4
389	мы с	1	4
390	не могли	5	4
391	мы увидим	1	4
392	о которых	3	4
393	процесс в	2	4
394	но этот	2	4
395	не что	1	4
396	является как	2	4
397	наряду с	2	4
398	том чтобы	1	4
399	с большим	2	4
400	с этими	1	4
401	она есть	2	4
402	этом же	1	4
403	сам по	2	4
404	и весь	3	4
405	только не	14	4
406	что иное	1	4
407	с одной	7	4
408	самое большее	1	4
409	время в	3	4
410	на этих	2	4
411	мы можем	7	4
412	нет и	4	4
413	но для	2	4
414	ясно что	4	4
415	и вместе	2	4
416	если оно	2	4
417	того в	1	4
418	на этом	4	4
419	о необходимости	1	4
420	вещь и	1	4
421	но зато	1	4
422	в тех	1	4
423	когда мы	2	4
424	любви к	1	4
425	независимо от	1	4
426	не так	1	4
427	и против	2	4
428	н и	1	4
429	с и	1	4
430	которых мы	5	4
431	в сущности	16	4
432	о которой	2	4
433	не могут	9	4
434	с ней	3	4
435	заключается в	14	4
436	есть нечто	1	4
437	и просто	1	4
438	и т	1	4
439	себя и	2	4
440	возникает вопрос	2	4
441	всей своей	1	4
442	года и	1	4
443	он мог	2	4
444	перед нами	3	4
445	только одно	2	4
446	это и	7	4
447	ни к	1	4
448	совершенно не	2	4
449	и более	2	4
450	лишь в	3	4
451	для нее	3	4
452	всего на	1	4
453	знаем что	3	4
454	как например	1	4
455	мог бы	6	4
456	и во	5	4
457	со своими	1	4
458	одной из	4	4
459	того с	1	4
460	только с	2	4
461	у них	2	4
462	как к	4	4
463	в более	1	4
464	ему в	1	4
465	тем самым	14	4
466	всех этих	1	4
467	этом отношении	7	4
468	как у	1	4
469	на самом	3	4
470	но с	4	4
471	раз навсегда	1	4
472	себе в	5	4
473	в такой	6	4
474	то можно	1	4
475	он говорит	1	4
476	во второй	5	4
477	одной стороны	7	4
478	оказывается что	2	4
479	что можно	2	4
480	же самое	12	4
481	него и	1	4
482	и других	5	4
483	котором он	1	4
484	иное как	1	4
485	если у	1	3
486	все что	7	3
487	в последнее	4	3
488	самого себя	1	3
489	некоторой степени	1	3
490	в разных	6	3
491	не как	1	3
492	в лет	2	3
493	самом же	1	3
494	его от	2	3
495	исходить из	2	3
496	правда в	1	3
497	что по	2	3
498	притом в	1	3
499	отличается от	6	3
500	так например	1	3
501	казалось бы	4	3
502	в первую	3	3
503	не существует	1	3
504	и который	1	3
505	это последнее	1	3
506	в противоположность	1	3
507	только как	2	3
508	в другом	3	3
509	но то	2	3
510	самого начала	13	3
511	до того	2	3
512	свою очередь	3	3
513	было сказано	3	3
514	некоторое время	1	3
515	находится в	3	3
516	связи со	1	3
517	который в	1	3
518	вернее сказать	1	3
519	на котором	4	3
520	к этим	1	3
521	точка зрения	2	3
522	в заключение	2	3
523	эта работа	1	3
524	гораздо более	4	3
525	первых двух	1	3
526	время и	1	3
527	в состоянии	4	3
528	начала и	1	3
529	и через	1	3
530	и кажется	1	3
531	как можно	1	3
532	в будущем	1	3
533	одним из	3	3
534	что не	2	3
535	как говорит	6	3
536	в изображении	1	3
537	между ними	8	3
538	и она	2	3
539	по одному	1	3
540	же как	14	3
541	следовательно и	1	3
542	так сказать	1	3
543	декарта и	2	3
544	больше и	2	3
545	в сторону	1	3
546	что их	2	3
547	бы в	7	3
548	оно не	3	3
549	очень часто	2	3
550	этих трех	1	3
551	таков был	1	3
552	только потому	3	3
553	одно и	3	3
554	не были	1	3
555	не могла	2	3
556	ни о	1	3
557	сравнительно с	2	3
558	этот период	2	3
559	как известно	6	3
560	заставляет нас	1	3
561	и др	1	3
562	что есть	2	3
563	в силу	21	3
564	дело не	1	3
565	его к	2	3
566	которого мы	2	3
567	остановиться на	4	3
568	и ее	3	3
569	и эмпиризма	1	3
570	от нее	3	3
571	первую очередь	3	3
572	и этот	1	3
573	по всем	1	3
574	также что	1	3
575	жизни а	1	3
576	и при	2	3
577	была бы	3	3
578	интерес к	2	3
579	что несмотря	1	3
580	для них	1	3
581	том и	3	3
582	самом деле	6	3
583	с таким	3	3
584	если это	1	3
585	еще с	1	3
586	в которых	3	3
587	без которых	1	3
588	мыслей и	2	3
589	говорить и	1	3
590	сейчас же	1	3
591	этому поводу	3	3
592	бы с	2	3
593	ни у	1	3
594	ясно и	1	3
595	наконец в	3	3
596	у меня	1	3
597	мы хотели	1	3
598	свойств и	1	3
599	не могло	3	3
600	значение для	2	3
601	отношении к	4	3
602	о своем	2	3
603	него с	1	3
604	мы действительно	1	3
605	это же	2	3
606	видели выше	1	3
607	а скорее	1	3
608	в существовании	1	3
609	общего с	1	3
610	речи с	10	3
611	только о	3	3
612	именно к	1	3
613	это делает	1	3
614	этой области	2	3
615	что такое	2	3
616	на вопрос	6	3
617	ее на	1	3
618	того как	6	3
619	том числе	2	3
620	в литературе	1	3
621	которого я	1	3
622	с их	2	3
623	без всяких	1	3
624	но эта	2	3
625	с теми	2	3
626	более что	1	3
627	в какой	6	3
628	является не	4	3
629	последнее время	5	3
630	в новом	2	3
631	бы мы	1	3
632	же деле	1	3
633	он ни	1	3
634	что является	2	3
635	а по	4	3
636	кто не	1	3
637	этот факт	4	3
638	что к	1	3
639	к которой	3	3
640	думать что	1	3
641	на всю	1	3
642	и всякая	1	3
643	мы сказали	1	3
644	удивительным образом	1	3
645	которые в	5	3
646	бы он	1	3
647	как будто	1	3
648	интереса к	1	3
649	тех пор	1	3
650	это в	2	3
651	которое мы	4	3
652	и слишком	1	3
653	больше того	1	3
654	в чисто	2	3
655	в той	7	2
656	является в	7	2
657	для всех	2	2
658	в возможности	2	2
659	еще раз	1	2
660	ней не	1	2
661	в момент	4	2
662	есть прежде	1	2
663	дело с	3	2
664	раннем детстве	1	2
665	другое в	1	2
666	то не	1	2
667	и само	1	2
668	отношений в	1	2
669	и которые	3	2
670	внимания на	1	2
671	вопрос об	1	2
672	чтобы в	1	2
673	к более	3	2
674	или на	1	2
675	равно нулю	1	2
676	например в	5	2
677	видно из	2	2
678	в собственном	4	2
679	в порядке	3	2
680	всю эту	1	2
681	почему это	1	2
682	только для	1	2
683	виде все	1	2
684	значение не	2	2
685	них мы	1	2
686	что оба	2	2
687	и словом	5	2
688	даже с	2	2
689	всем его	2	2
690	говорится о	1	2
691	и того	3	2
692	а во	1	2
693	ответить на	1	2
694	это с	2	2
695	на этой	7	2
696	при условии	1	2
697	в действительности	3	2
698	пор пока	1	2
699	этом мы	1	2
700	имеет в	4	2
701	своего объяснения	1	2
702	но эти	2	2
703	заключается что	1	2
704	в себя	4	2
705	представлением о	1	2
706	говорить о	1	2
707	не имеем	1	2
708	нему и	1	2
709	на пути	1	2
710	приходит к	1	2
711	и те	1	2
712	можно ли	2	2
713	то его	1	2
714	всего этого	1	2
715	ни одного	1	2
716	ней с	1	2
717	вообще и	1	2
718	для всей	2	2
719	значит и	1	2
720	чего он	1	2
721	на более	1	2
722	во всей	3	2
723	одна из	2	2
724	без которой	1	2
725	меня за	1	2
726	с ее	2	2
727	но так	2	2
728	думается что	1	2
729	чем это	5	2
730	то о	5	2
731	есть единство	1	2
732	не имеющих	1	2
733	разве это	1	2
734	подойти к	1	2
735	собой и	1	2
736	о двух	1	2
737	после того	1	2
738	входить в	1	2
739	что каждая	2	2
740	на том	2	2
741	она в	2	2
742	внимание на	4	2
743	нашей работы	3	2
744	что уже	2	2
745	ссылается на	1	2
746	образом если	1	2
747	но такой	1	2
748	в ее	7	2
749	чем у	3	2
750	и сама	1	2
751	с небывалой	1	2
752	то только	1	2
753	не путем	2	2
754	тем больше	1	2
755	к чему	1	2
756	во внимание	1	2
757	вещи не	1	2
758	вещей и	1	2
759	учения как	1	2
760	здесь перед	1	2
761	рядом с	2	2
762	от этого	3	2
763	в двух	2	2
764	на себе	1	2
765	но к	1	2
766	не иначе	6	2
767	сих пор	6	2
768	с вопросом	1	2
769	той или	2	2
770	чтобы понять	1	2
771	выражение в	6	2
772	на слово	1	2
773	критический обзор	1	2
774	говоря только	1	2
775	в работе	1	2
776	не из	2	2
777	вывод который	1	2
778	в объективном	1	2
779	в ответ	3	2
780	и после	1	2
781	должны быть	5	2
782	что эта	7	2
783	не приходится	1	2
784	хотя в	1	2
785	и является	5	2
786	и тот	1	2
787	совершенно так	1	2
788	прошел мимо	1	2
789	а следовательно	1	2
790	почти всегда	3	2
791	тем и	2	2
792	он еще	1	2
793	к первому	1	2
794	конца и	2	2
795	что всякая	1	2
796	что во	1	2
797	оно имеет	2	2
798	его как	1	2
799	этот путь	3	2
800	что только	1	2
801	в первой	3	2
802	образом в	5	2
803	это совершенно	2	2
804	за себя	1	2
805	а главное	1	2
806	своего развития	4	2
807	на это	1	2
808	она является	2	2
809	и ту	1	2
810	против этого	1	2
811	не мешает	1	2
812	и может	2	2
813	прямо и	4	2
814	до сих	6	2
815	та же	2	2
816	за ним	3	2
817	и свою	1	2
818	себе представить	1	2
819	если в	6	2
820	известно что	3	2
821	вещей но	1	2
822	почти не	1	2
823	которые он	2	2
824	тогда когда	12	2
825	не чем	2	2
826	и должно	1	2
827	до некоторой	1	2
828	целого ряда	1	2
