N	4gram	Bakhtin_Pr	DiskursI
1	в то же время	10	8
2	дело в том что	1	5
3	одного и того же	1	4
4	не может претендовать на	1	3
5	в том числе и	1	3
6	той мере в какой	1	2
7	в той мере в	1	2
8	и не может быть	1	2
9	а в том что	1	2
10	одной и той же	1	2
11	и в то же	3	2
12	бы то ни было	2	2
13	то же время и	1	2
14	именно в том что	2	1
15	с точки зрения автора	1	1
16	по природе своей не	1	1
17	и в том и	1	1
18	выхода его за пределы	1	1
19	человека с самим собою	1	1
20	точке выхода его за	1	1
21	как бы в точке	1	1
22	с самим собою в	1	1
23	несовпадения человека с самим	1	1
24	в той или иной	2	1
25	это в значительной степени	1	1
26	позицию по отношению к	2	1
27	нет и не может	1	1
28	собою в точке выхода	1	1
29	можно даже сказать что	1	1
30	совершается как бы в	1	1
31	уже в е годы	1	1
32	в точке этого несовпадения	1	1
33	заключается в том что	1	1
34	жизнь личности совершается как	1	1
35	подлинная жизнь личности совершается	1	1
36	в точке выхода его	1	1
37	личности совершается как бы	1	1
38	в том что он	4	1
39	в своем собственном мире	1	1
40	ставил и решал в	1	1
41	начала и до конца	2	1
42	точке этого несовпадения человека	1	1
43	бы в точке этого	1	1
44	этого несовпадения человека с	1	1
45	самим собою в точке	1	1
46	не в том что	1	1
47	подобно тому как в	2	1
48	и каждый из них	1	1
49	может быть в нем	1	1
