N	3gram	Tiupa_Vved	Narrotol
1	в том что	10	18
2	в данном случае	15	17
3	не только в	3	13
4	в отличие от	11	11
5	по отношению к	11	11
6	дамы с собачкой	8	11
7	даме с собачкой	4	11
8	к тому же	6	9
9	о том что	6	9
10	в даме с	4	9
11	не может быть	6	8
12	тем не менее	3	8
13	не сводится к	6	8
14	в соответствии с	8	8
15	с анной сергеевной	3	8
16	той или иной	4	8
17	то же время	4	8
18	по большей части	4	8
19	в то же	5	8
20	в этом отношении	7	8
21	и тем самым	2	6
22	состоит в том	2	6
23	в известном смысле	1	6
24	мы имеем дело	5	6
25	можно сказать что	1	6
26	во времени и	1	6
27	коммуникативного события рассказывания	4	6
28	времени и пространстве	1	6
29	с одной стороны	9	6
30	зрелых чеховских рассказов	1	5
31	нарративная картина мира	6	5
32	для того чтобы	1	5
33	но при этом	3	5
34	в свою очередь	5	5
35	но и в	3	5
36	на самом деле	4	5
37	и вследствие этого	4	5
38	подобно тому как	3	5
39	и все же	6	5
40	имеем дело с	4	5
41	кадры ментального видения	4	4
42	в современной нарратологии	4	4
43	начала и конца	1	4
44	начало и конец	2	4
45	свидетеля и судии	5	4
46	встречи с анной	1	4
47	в конечном счете	2	4
48	к тому что	1	4
49	в данном рассказе	4	4
50	в равной степени	1	4
51	войны и мира	5	4
52	от первого лица	1	4
53	во всяком случае	3	4
54	у нас нет	2	4
55	в коммуникативном событии	1	3
56	которая состоит в	2	3
57	ведь есть же	1	3
58	между детьми и	4	3
59	в том как	2	3
60	в коммуникативном пространстве	3	3
61	заключает в себе	4	3
62	в самом деле	2	3
63	собой своего рода	2	3
64	в случае с	1	3
65	и не может	1	3
66	и представляет собой	4	3
67	мальчик и девочка	2	3
68	друг на друга	2	3
69	а в том	3	3
70	на протяжении рассказа	1	3
71	следует подчеркнуть что	5	3
72	в этом и	1	3
73	в первом случае	1	3
74	иметь в виду	1	3
75	речь идет о	3	3
76	в зависимости от	1	3
77	при встрече с	1	3
78	уже говорилось выше	1	3
79	человек в футляре	2	3
80	не было и	2	3
81	предвосхищаемое ответное слово	2	3
82	по сути дела	4	3
83	в связи с	1	3
84	то же самое	2	3
85	ретрансляции событийного опыта	1	3
86	при всей своей	3	3
87	могла бы и	3	3
88	пока еще не	4	3
89	а также и	2	3
90	едва ли не	2	3
91	присутствия в мире	2	3
92	в ответ на	1	3
93	внимание на то	1	3
94	а то и	2	3
95	началом и концом	2	3
96	свидетель и судия	2	3
97	того или иного	1	3
98	этом и состоит	1	3
99	на то что	2	3
100	по природе своей	2	3
101	двух или нескольких	3	3
102	обратим внимание на	2	3
103	наррации и ее	1	3
104	так и не	4	3
105	вероятностной картины мира	3	3
106	картина диегетического мира	1	3
107	и ее вербализации	1	3
108	что у нее	2	3
109	дело в том	1	3
110	в модальности знания	3	3
111	коммуникативном событии рассказывания	1	3
112	как раз в	1	3
113	несет в себе	4	3
114	тогда как в	2	3
115	нарратив представляет собой	1	3
116	как уже говорилось	1	3
117	в ряде случаев	1	2
118	нас нет оснований	1	2
119	и т.д вплоть	1	2
120	кто говорит с	1	2
121	интрига представляет собой	2	2
122	войне и мире	2	2
123	в той или	1	2
124	мере в какой	2	2
125	и в жизни	2	2
126	воспринимающем ее сознании	1	2
127	выступает ответственная свобода	1	2
128	бы и не	2	2
129	все то что	1	2
130	которая не может	2	2
131	исключительно в сфере	2	2
132	единственным надежным ориентиром	1	2
133	и для гурова	1	2
134	в нарративной структуре	1	2
135	манифестировано в тексте	1	2
136	с прецедентной картиной	4	2
137	изменения исходной ситуации	1	2
138	и в то	1	2
139	актом рассказывания отмежеванная	2	2
140	в той мере	2	2
141	дело не только	1	2
142	этос желания в	2	2
143	по мысли бахтина	1	2
144	возможного но неопределенного	2	2
145	рассказ ивана иваныча	1	2
146	точно сидишь в	1	2
147	четыре центральных эпизода	1	2
148	модальности убеждения и	2	2
149	же говорила я	1	2
150	множественными виртуальными перспективами	2	2
151	мы узнаем что	1	2
152	принципиальная особенность нарративного	1	2
153	текста так и	1	2
154	диегетического мира самим	2	2
155	в е годы	1	2
156	стало быть и	1	2
157	важно не только	2	2
158	эпизода к эпизоду	1	2
159	если бы она	1	2
160	в город с	1	2
161	течения жизни и	1	2
162	не в том	3	2
163	самого рассказывания в	1	2
164	характерное свойство делающее	2	2
165	собственно говоря и	1	2
166	более или менее	2	2
167	надежным ориентиром в	1	2
168	протекания нарративной истории	2	2
169	и то же	1	2
170	чехова выступает ответственная	1	2
171	вероятностная картина диегетического	1	2
172	поименованное в тексте	2	2
173	в частности в	2	2
174	в таком случае	1	2
175	одного и того	1	2
176	позицию адресата в	1	2
177	сами по себе	1	2
178	рассказа на подводе	1	2
179	о себе знать	1	2
180	том как произойдет	2	2
181	в смысловом отношении	2	2
182	один из участников	1	2
183	интенциональное содержание сознания	2	2
184	как правило не	2	2
185	и долго думают	2	2
186	весь зрительный образ	2	2
187	и такого рода	1	2
188	может быть не	3	2
189	сидишь в сумасшедшем	1	2
190	так и по	1	2
191	здесь не в	1	2
192	как этос долженствования	1	2
193	в воспринимающем ее	1	2
194	событие самого рассказывания	2	2
195	сторона знака это	2	2
196	можно ли признать	1	2
197	рецептивная позиция читателя	1	2
198	как и всякий	1	2
199	сами участвуем как	1	2
200	первого и второго	1	2
201	нарративности как событийности	1	2
202	между началом и	1	2
203	рассказываемой жизни и	1	2
204	кругозор нарратора в	2	2
205	об анне сергеевне	1	2
206	тому же в	1	2
207	играют существенную роль	1	2
208	как будто он	1	2
209	самим актом рассказывания	2	2
210	у чехова иначе	1	2
211	а стало быть	1	2
212	той мере в	2	2
213	мы и сами	2	2
214	участвуем как слушатели-читатели	1	2
215	картины мира в	1	2
216	не могло быть	1	2
217	в нем не	1	2
218	действующее лицо события	2	2
219	истории в направлении	2	2
220	и по длительности	2	2
221	но и от	1	2
222	как если бы	1	2
223	и того же	1	2
224	в арестантских ротах	1	2
225	есть на самом	1	2
226	и т.п и	2	2
227	формирования хранения и	1	2
228	папа и мама	2	2
229	нарративные практики рассказывания	2	2
230	несколькими социально-языковыми кругозорами	2	2
231	на то чтобы	1	2
232	что чехов не	1	2
233	не входит в	2	2
234	на этот раз	2	2
235	перспективами которые разворачиваются	2	2
236	оно и не	1	2
237	двумя или несколькими	2	2
238	может быть рассказано	1	2
239	как субъекта самоопределения	1	2
240	а с другой	3	2
241	лицо события свидетель	2	2
242	вербализации нарративных структур	2	2
243	слово обращено к	2	2
244	друг друга как	1	2
245	завязка и развязка	2	2
246	события от сознания	2	2
247	анна сергеевна и	1	2
248	в диегетическом мире	3	2
249	перед лицом общей	1	2
250	мира самим актом	2	2
251	в сердцевине истории	2	2
252	первые два рассказчика	2	2
253	как муж и	1	2
254	к наличной реальности	2	2
255	в современной культуре	2	2
256	но неопределенного горизонта	2	2
257	или в арестантских	1	2
258	это то что	1	2
259	представляет собой своего	1	2
260	участников рассказываемой истории	2	2
261	события свидетель и	2	2
262	возникает вследствие того	1	2
263	другим потому что	2	2
264	и чужого слова	2	2
265	по этой причине	2	2
266	главное действующее лицо	2	2
267	как своего рода	1	2
268	а не все	2	2
269	хотя и не	2	2
270	дама с собачкой	1	2
271	раз в том	1	2
272	разворачиваются в сердцевине	2	2
273	из участников рассказываемой	2	2
274	о них как	2	2
275	эпизодов кроется ключ	1	2
276	сердце у него	2	2
277	понимания а не	1	2
278	иначе говоря это	2	2
279	[...] в нем	2	2
280	в сумасшедшем доме	1	2
281	или несколькими социально-языковыми	2	2
282	говорила я себе	1	2
283	повествования с прецедентной	2	2
284	мысль о том	1	2
285	своего и чужого	2	2
286	вследствие того что	1	2
287	прежде всего на	2	2
288	но и здесь	1	2
289	т.д вплоть до	1	2
290	сумасшедшем доме или	1	2
291	событийного опыта в	3	2
292	не только от	1	2
293	столь же очевидным	1	2
294	представляет собой некий	2	2
295	внутренний мир персонажа	1	2
296	на второй план	1	2
297	в том смысле	1	2
298	дает о себе	1	2
299	ли не наиболее	1	2
300	последнем мы и	1	2
301	событийного опыта который	1	2
302	видя в нем	1	2
303	об этом и	1	2
304	есть же говорила	1	2
305	об этом в	1	2
306	дистанция между двумя	2	2
307	личной тайны в	1	2
308	но и не	1	2
309	самом первом эпизоде	1	2
310	же самое следует	1	2
311	к одному из	1	2
312	не все что	2	2
313	времени и пространства	1	2
314	рассказывания в этом	1	2
315	и сами участвуем	1	2
316	именно то что	1	2
317	между двумя или	2	2
318	себе другая жизнь	1	2
319	добра и зла	1	2
320	мира такого рода	2	2
321	рассказывания отмежеванная от	2	2
322	в новейшее время	1	2
323	правильно поставленный вопрос	3	2
324	сознания которое не	2	2
325	что соответствовало бы	1	2
326	здесь мы имеем	1	2
327	тому или иному	2	2
328	у нее тревожно	1	2
329	вольному или невольному	1	2
330	в нашем сознании	2	2
331	свойство делающее его	2	2
332	все же не	1	2
333	и для нас	2	2
334	вольны в своих	2	2
335	себя не только	1	2
336	том что одно	1	2
337	нести в себе	2	2
338	чужого слова в	1	2
339	в сознании которого	2	2
340	прецедентная картина мира	2	2
341	с той или	1	2
342	виртуальными перспективами которые	2	2
343	доме или в	1	2
344	в направлении возможного	2	2
345	что она в	1	2
346	одно и то	1	2
347	муж и жена	1	2
348	текста в целом	1	2
349	этом последнем мы	1	2
350	вероятностной картиной мира	4	2
351	которые разворачиваются в	2	2
352	во втором эпизоде	1	2
353	этом месте рассказа	1	2
354	в рассказе о	1	2
355	семантических единиц текста	2	2
356	можно было бы	2	2
357	с установкой на	2	2
358	так же как	1	2
359	повествуемого мира в	1	2
360	направлении возможного но	2	2
361	персонажа к его	1	2
362	только потому что	1	2
363	как модальность мнения	2	2
364	ни о чем	1	2
365	с легкой руки	2	2
366	предполагает со стороны	2	2
367	отношению к ним	2	2
368	принадлежат взрослому голосу	2	2
369	в этом месте	1	2
370	его знаком если	2	2
371	нарративного дискурса как	1	2
372	я себе другая	1	2
373	в концовке рассказа	2	2
374	в диегетический мир	1	2
375	не зависит от	2	2
376	основной фактор событийности	2	2
377	без этой инстанции	1	2
378	для другого сознания	1	2
379	имплицитно заключает в	2	2
380	происходящего вокруг нас	2	2
381	делающее его знаком	2	2
382	что одно и	1	2
383	в войне и	2	2
384	от эпизода к	1	2
385	на первый взгляд	3	2
386	прецедентной картиной мира	4	2
387	по своей природе	2	2
388	что иное как	1	2
389	человеческого присутствия в	2	2
390	в самом первом	2	2
391	утрата поиск обретение	1	2
392	кадров внутреннего зрения	1	2
393	языковой картины мира	2	2
394	у него сжалось	2	2
395	оснований сомневаться в	1	2
396	как бы в	2	2
397	когнитивные структуры наррации	1	2
398	кадров ментального видения	3	2
399	по мысли рикёра	1	2
400	было видно что	1	2
401	в этом последнем	1	2
402	в своем воображении	1	2
403	а во время	2	2
404	сердцевине истории в	2	2
405	плачут и долго	2	2
406	в маркированном положении	3	2
407	событие рассказывания в	4	2
408	в строгом значении	2	2
409	и не сводится	1	2
410	до встречи с	1	2
411	в сфере слова	2	2
412	событием в.т и	1	1
413	называет такого автора	1	1
414	на молитву и	2	1
415	белкина остается прежним	1	1
416	рассказывания в частности	2	1
417	при которой голос	1	1
418	не довольствуясь указанием	1	1
419	героя отрекшийся от	1	1
420	позицией в коммуникативном	1	1
421	пространство же интенсифицируется	1	1
422	я выпадаю из	1	1
423	здесь она уже	1	1
424	из концовки вишневого	1	1
425	вымышленным мною лицам	1	1
426	синергетики составляют его	1	1
427	кумулятивному принципу развертывания	1	1
428	названы по именам	1	1
429	же нарративность словесного	1	1
430	сферой применения речь	1	1
431	воспроизводя зримый и	1	1
432	и их самих	1	1
433	что интрига по	1	1
434	есть только мертвые	1	1
435	максимуме его признаков	1	1
436	риторическая категория активно	1	1
437	цепь необратимых и	2	1
438	завязывается мотив несвободы	1	1
439	в результате параллелизма	1	1
440	не сливаются позволяя	1	1
441	михайлова инструментом такого	1	1
442	словесным знакам успевшим	1	1
443	ключ к этосу	1	1
444	по скорости по	1	1
445	вербализации зримого как	1	1
446	термина в состав	1	1
447	от утомившегося за	1	1
448	общелитературного русского языка	1	1
449	текстом рассказа мысля	1	1
450	на авторскую глубину	1	1
451	сводящуюся к эмблематическим	1	1
452	зависимое от понимающего	1	1
453	из происшествий превращающего	1	1
454	только на горизонте	1	1
455	дублируется животными персонажами	1	1
456	на его готовность	1	1
457	реципиента рассказчик тургенева	1	1
458	актуализации которых в	1	1
459	информации все содержание	1	1
460	а приедет сюда	1	1
461	неожиданное незнаемое беспрецедентное	1	1
462	на совершение самих	1	1
463	является феноменом относительно	1	1
464	рассказа нарратор неоднократно	1	1
465	ненадежного нарратора как	1	1
466	однако подчеркну что	1	1
467	совершенно условная лубочная	1	1
468	заранее установленные топы	1	1
469	после осуществления им	1	1
470	участия в событии	1	1
471	значения речевых единиц	1	1
472	повествовательные схемы оказываются	1	1
473	открывается во всей	1	1
474	показыванию но обогащенному	1	1
475	прохождением через смерть	1	1
476	вперед пролепсис что	1	1
477	всяком случае повествование	1	1
478	в смене состояний	1	1
479	еще в ялте	1	1
480	чем и питается	1	1
481	его обращенности не	1	1
482	рассказ великого мастера	1	1
483	ходила как в	1	1
484	согласно структуральному подходу	1	1
485	персонаже первая и	1	1
486	является повествовательной если	1	1
