N	2gram	Voloshinov	RusskieA
1	и в	28	79
2	в том	10	64
3	том что	12	59
4	что в	7	57
5	не только	10	41
6	во время	6	38
7	так как	15	34
8	и другие	2	33
9	в этом	28	33
10	как бы	19	31
11	но и	10	31
12	как и	13	28
13	и на	9	28
14	может быть	28	28
15	в этот	4	26
16	одна из	4	24
17	о том	3	23
18	и т	1	23
19	при этом	8	22
20	в поле	2	22
21	т д	1	21
22	там же	1	20
23	это не	5	20
24	а в	8	20
25	как мы	18	20
26	из них	7	19
27	все это	12	18
28	с тем	1	17
29	таким образом	34	17
30	то что	17	17
31	вместе с	5	17
32	об этом	7	17
33	показывает что	1	17
34	потому что	4	17
35	во многих	1	16
36	мы не	9	16
37	будто бы	2	15
38	один из	10	15
39	в них	3	14
40	и с	10	14
41	не менее	6	14
42	тем не	4	14
43	как это	5	14
44	и что	6	14
45	мы видели	12	14
46	и не	34	14
47	для нас	2	14
48	у нас	3	14
49	уже не	9	13
50	к этому	9	13
51	в некоторых	2	13
52	в землю	1	13
53	и по	5	13
54	как в	4	13
55	еще не	8	13
56	не может	30	13
57	тем что	1	12
58	между собой	4	12
59	полагает что	1	12
60	у русских	1	12
61	этом случае	1	12
62	мы имеем	6	12
63	в виде	1	12
64	а затем	1	11
65	мы увидим	4	11
66	следующим образом	1	11
67	не имеет	2	11
68	но это	4	11
69	а на	2	11
70	далеко не	5	11
71	что на	1	11
72	все же	8	10
73	представляет собой	2	10
74	его в	11	10
75	между тем	3	10
76	что и	5	10
77	в течение	2	10
78	так и	14	10
79	или в	1	10
80	а также	2	10
81	по существу	1	10
82	и других	1	10
83	то же	12	9
84	что они	1	9
85	и все	13	9
86	данном случае	4	9
87	том же	1	9
88	но в	13	9
89	в г	3	9
90	но не	7	9
91	одно из	6	8
92	в этих	5	8
93	представление о	1	8
94	что по	1	8
95	так же	4	8
96	связи с	1	8
97	на себя	3	8
98	во всех	13	8
99	что это	5	8
100	их в	3	8
101	того чтобы	5	8
102	того что	7	8
103	ее в	5	8
104	в данном	4	8
105	не все	1	8
106	как уже	1	8
107	тому как	1	8
108	для того	6	8
109	же в	1	8
110	в это	1	7
111	в руках	1	7
112	настоящее время	1	7
113	в своем	4	7
114	на них	2	7
115	к нему	9	7
116	не в	10	7
117	в свете	1	7
118	а с	2	7
119	не совсем	3	7
120	мы рассмотрим	1	7
121	было бы	8	7
122	главным образом	4	7
123	только в	11	7
124	еще в	1	7
125	связанные с	4	7
126	из этих	6	7
127	а не	9	7
128	до конца	7	7
129	в настоящее	1	7
130	ничего не	5	7
131	не можем	6	7
132	иногда и	1	7
133	животных и	1	7
134	и как	3	7
135	предположить что	1	7
136	мы должны	9	7
137	по этому	1	7
138	как будто	1	7
139	для этого	6	7
140	с собой	1	6
141	же как	2	6
142	к тому	6	6
143	что этот	1	6
144	и другой	1	6
145	не всегда	4	6
146	только на	4	6
147	в одном	3	6
148	что она	5	6
149	после того	1	6
