N	3gram	Vygotskiy_	EvropaiE
1	с точки зрения	34	16
2	в то же	2	15
3	то же время	2	14
4	и в то	1	8
5	с одной стороны	14	8
6	в том что	30	6
7	одной стороны и	3	6
8	так же как	6	5
9	этой точки зрения	2	5
10	для того чтобы	19	5
11	с этой точки	1	5
12	той или иной	2	4
13	само по себе	3	4
14	не только в	1	4
15	то ни было	1	4
16	бы то ни	1	4
17	и в этом	1	4
18	друг с другом	6	3
19	в той или	1	3
20	в применении к	1	3
21	можно было бы	6	3
22	в этом смысле	3	3
23	в некотором смысле	1	3
24	же как и	4	3
25	заключает в себе	1	3
26	хотя бы и	1	3
27	ту или иную	1	3
28	между тем в	1	3
29	во всяком случае	5	3
30	можно сказать что	5	3
31	в известном смысле	3	3
32	в этом отношении	6	3
33	дело идет о	1	2
34	в одном из	2	2
35	рано или поздно	1	2
36	и в частности	3	2
37	того что в	3	2
38	и все другие	1	2
39	приводит нас к	1	2
40	как мы видели	1	2
41	и только в	1	2
42	не может быть	8	2
43	на то что	9	2
44	в данном случае	5	2
45	прежде всего в	2	2
46	по себе не	1	2
47	по сравнению с	9	2
48	заключается в том	10	2
49	хотя бы в	1	2
50	есть не только	1	2
51	и со стороны	2	2
52	к тому чтобы	2	2
53	друг от друга	4	2
54	то что в	2	2
55	в свою очередь	3	2
56	с другой стороны	10	2
57	из того что	7	2
58	по нашему мнению	1	2
59	в частности в	1	2
60	или хотя бы	1	2
61	мы видели что	4	1
62	и т д	1	1
63	хотя и не	1	1
64	кроме того что	1	1
65	но тем самым	1	1
66	так обстояло дело	1	1
67	то что может	1	1
68	именно потому что	1	1
69	нас к выводу	2	1
70	но в каком	1	1
71	другой стороны в	1	1
72	в другой своей	1	1
73	оставить в стороне	2	1
74	и не быть	1	1
75	и с точки	1	1
76	именно и только	1	1
77	не зависящего от	1	1
78	дело в том	2	1
79	так и со	1	1
80	а именно в	1	1
81	смысле этого слова	6	1
82	же время не	1	1
83	быть уверенным что	1	1
84	в их развитии	1	1
85	о котором мы	1	1
86	мы находим у	1	1
87	большей или меньшей	1	1
88	так и по	1	1
89	речь идет о	4	1
90	но в процессе	1	1
91	мы не находим	1	1
92	мы не можем	3	1
93	вместо того чтобы	3	1
94	к тому что	3	1
95	но и в	1	1
96	том числе и	3	1
97	но если так	1	1
98	лежащих в основе	1	1
99	и тем более	2	1
100	и тем самым	4	1
101	то время как	4	1
102	в качестве общего	1	1
103	в соответствии с	1	1
104	мы стремились показать	1	1
105	интересующего нас вопроса	1	1
106	не быть в	1	1
107	в отличие от	3	1
108	мы хотели бы	3	1
109	во всем его	1	1
110	так как мы	1	1
111	несмотря на то	1	1
112	и в своем	2	1
113	к сожалению не	1	1
114	и в применении	2	1
115	то что с	1	1
116	котором мы говорили	1	1
117	почти на всем	1	1
118	при соприкосновении с	1	1
119	и та и	1	1
120	по признанию самого	1	1
121	о которых мы	1	1
122	тех случаях когда	1	1
123	один и тот	1	1
124	и в отношении	3	1
125	та и другая	1	1
126	не могут быть	1	1
127	то и другое	1	1
128	в каком они	1	1
129	не может не	1	1
130	не только ее	1	1
131	именно потому и	1	1
132	с тем что	1	1
133	мы увидим что	2	1
134	точки зрения развития	2	1
135	следует оговориться что	1	1
136	представление о том	1	1
137	в силу этого	4	1
138	мы не станем	6	1
139	параллелизм хотя бы	1	1
140	в ту или	1	1
141	как сказал бы	1	1
142	вовсе не в	1	1
143	в связи с	3	1
144	в том же	3	1
145	и тот же	1	1
146	мы бы сказали	1	1
147	в последнее время	3	1
148	в этом процессе	1	1
149	в том числе	3	1
150	что мы знаем	3	1
151	того что мы	1	1
152	этот факт можно	1	1
153	это значит что	1	1
154	говорить о том	1	1
155	и в качестве	1	1
156	точки зрения этих	1	1
157	и для всех	1	1
158	в приспособлении к	1	1
159	в то время	5	1
160	только тогда когда	4	1
161	что в этом	1	1
162	независимо от того	2	1
163	в значительной степени	2	1
164	в качестве примера	1	1
165	но так как	1	1
166	на этот раз	1	1
167	на этот вопрос	5	1
168	в переводе на	1	1
169	это потому что	1	1
170	хотя бы с	1	1
171	некотором смысле она	1	1
172	в тех случаях	1	1
173	к тому же	1	1
174	нас к установлению	1	1
175	в самом определении	1	1
176	в огромной мере	1	1
177	если оставить в	1	1
178	друг к другу	2	1
