N	4gram	Vygotskiy_	Dialekti
1	не что иное как	2	18
2	в то же время	2	14
3	и т д и	1	14
4	одно и то же	1	12
5	т д и т	1	12
6	д и т д	1	12
7	есть не что иное	1	11
8	в то время как	6	8
9	в коем случае не	1	6
10	ни в коем случае	1	6
11	по крайней мере в	1	6
12	одной и той же	5	5
13	и тем не менее	2	5
14	не в том что	1	5
15	с этой точки зрения	5	4
16	в связи с этим	1	4
17	и т д все	1	4
18	в том смысле что	1	4
19	с одной стороны и	1	4
20	ни на что не	1	4
21	несмотря на то что	2	3
22	т д все это	1	3
23	то же что и	1	3
24	во что бы то	1	2
25	что с точки зрения	1	2
26	поскольку речь идет о	1	2
27	что бы то ни	1	2
28	в самом деле что	1	2
29	значит ли это что	1	2
30	дело в том что	1	2
31	только тогда когда оно	1	2
32	сам по себе и	1	2
33	бы то ни стало	1	2
34	так же как и	2	2
35	если принять во внимание	1	2
36	никогда не может быть	2	1
37	само по себе не	1	1
38	ясно что с точки	1	1
39	уже не может быть	1	1
40	от тех или иных	1	1
41	коем случае не может	1	1
42	то время как для	1	1
43	до тех пор пока	2	1
44	а с другой стороны	1	1
45	надо искать не в	1	1
46	и т д мы	1	1
47	что на самом деле	1	1
48	в том что в	1	1
49	заключается только в том	1	1
50	столько же сколько и	1	1
51	с другой стороны в	1	1
52	заключается не в том	2	1
53	по самому существу своему	1	1
54	в такой же мере	1	1
55	сами по себе не	1	1
56	все больше и больше	2	1
57	по самой своей природе	1	1
58	первом случае мы получаем	1	1
59	заключается в том что	7	1
60	к одному и тому	1	1
61	бы то ни было	1	1
62	вопрос о том что	1	1
63	нечего и говорить что	1	1
64	то же самое и	2	1
65	каково бы ни было	1	1
66	во внимание что под	1	1
67	же как и в	2	1
68	как одна из форм	1	1
69	если бы не было	1	1
70	надо сказать что здесь	1	1
71	одному и тому же	1	1
72	в том что все	1	1
73	точно так же как	3	1
74	беда в том что	2	1
75	и т д с	1	1
76	на том же самом	2	1
77	и в том что	1	1
78	может быть иной раз	1	1
79	сам по себе не	1	1
80	в этом отношении совершенно	1	1
81	и может быть даже	1	1
82	в том случае если	2	1
83	в том что она	4	1
84	указать на то что	1	1
85	иначе не было бы	1	1
86	сам по себе так	1	1
87	и не может быть	1	1
88	же самое и в	1	1
89	хотя бы только в	1	1
90	в какой мере не	1	1
91	для того чтобы дать	1	1
92	по самой природе своей	1	1
93	что по крайней мере	1	1
94	а между тем в	1	1
95	не могу не привести	1	1
96	в том что он	1	1
97	в первом случае мы	1	1
98	об одной и той	1	1
99	и т д при	1	1
100	легко заметить что это	1	1
101	в чем именно заключается	1	1
102	которые не могут быть	1	1
103	можно было бы и	1	1
104	приводит к тому что	1	1
105	ни в какой мере	2	1
106	что она есть по	1	1
107	привело к тому что	1	1
